osmid,highway,junction,oneway,reversed,length,geometry,name,ref,lanes,maxspeed,bridge
8208639,tertiary,roundabout,True,False,22.457,"LINESTRING (15.3543431 57.1674968, 15.3542956 57.1675094, 15.3541941 57.1675183, 15.3541361 57.1675137, 15.3540442 57.1674898, 15.3540029 57.1674691)",,,,,
175791511,residential,,False,False,44.382000000000005,"LINESTRING (15.3543431 57.1674968, 15.3544073 57.167592, 15.3544546 57.1676793, 15.3544874 57.1677763, 15.354511 57.1678837)",Östra Esplanaden,,,,
8208639,tertiary,roundabout,True,False,24.916999999999998,"LINESTRING (15.3544305 57.1672994, 15.3544574 57.167332, 15.3544671 57.1673919, 15.3544387 57.1674411, 15.3543823 57.1674807, 15.3543431 57.1674968)",,,,,
23211157,unclassified,,False,False,48.733999999999995,"LINESTRING (15.3544305 57.1672994, 15.3547987 57.167233, 15.3552011 57.1671672)",Järnvägsgatan,,,,
8208639,tertiary,roundabout,True,False,29.035000000000004,"LINESTRING (15.3540029 57.1674691, 15.3539551 57.1674263, 15.353938 57.1673859, 15.3539614 57.167314, 15.3540104 57.1672748, 15.3540833 57.1672454)",,,,,
8208651,tertiary,,False,True,206.02000000000004,"LINESTRING (15.3540029 57.1674691, 15.3536182 57.1676096, 15.353416 57.1676751, 15.3532324 57.1677289, 15.3530341 57.1677732, 15.3527734 57.1678121, 15.3520629 57.1679107, 15.3514315 57.1679919, 15.3508068 57.1680722)",Järnvägsgatan,G 969,,,
8208631,tertiary,,False,True,67.25399999999999,"LINESTRING (15.3540833 57.1672454, 15.3538981 57.1670261, 15.3537508 57.1668355, 15.353639 57.1666907)",Älghultsvägen,G 969,2,,
8208639,tertiary,roundabout,True,False,23.787,"LINESTRING (15.3540833 57.1672454, 15.3541987 57.16723, 15.3542768 57.1672356, 15.3543532 57.1672551, 15.3544305 57.1672994)",,,,,
8208651,tertiary,,False,False,206.01999999999998,"LINESTRING (15.3508068 57.1680722, 15.3514315 57.1679919, 15.3520629 57.1679107, 15.3527734 57.1678121, 15.3530341 57.1677732, 15.3532324 57.1677289, 15.353416 57.1676751, 15.3536182 57.1676096, 15.3540029 57.1674691)",Järnvägsgatan,G 969,,,
8208651,tertiary,,False,True,82.28,"LINESTRING (15.3508068 57.1680722, 15.3503454 57.1681158, 15.3502334 57.1681254, 15.3497166 57.1681696, 15.3494607 57.1681941)",Järnvägsgatan,G 969,,,
175791451,residential,,False,False,97.71000000000001,"LINESTRING (15.3508068 57.1680722, 15.3508558 57.1681541, 15.3512369 57.1683552, 15.3519035 57.1687069)",Gustavsgatan,,,,
175791497,residential,,True,False,74.762,"LINESTRING (15.344323 57.1706151, 15.3455623 57.1706405)",Torggatan,,,50,
8208655,tertiary,,False,True,122.559,"LINESTRING (15.344323 57.1706151, 15.3444556 57.1698133, 15.3445045 57.1695173)",Olofsgatan,G 969,2,,
8208658,tertiary,,False,False,107.703,"LINESTRING (15.3452029 57.1728197, 15.3469877 57.1728647)",Östra vägen,G 969,2,,
175791476,residential,,False,False,45.297,"LINESTRING (15.3452029 57.1728197, 15.3451601 57.1732264)",Pilgatan,,,,
116749835,tertiary,,False,False,187.139,"LINESTRING (15.3482863 57.1728771, 15.3513879 57.1728041)",Östra vägen,G 969,2,50,
8208658,tertiary,,False,True,78.316,"LINESTRING (15.3482863 57.1728771, 15.3480449 57.172868, 15.3469877 57.1728647)",Östra vägen,G 969,2,,
116749835,tertiary,,False,True,187.139,"LINESTRING (15.3513879 57.1728041, 15.3482863 57.1728771)",Östra vägen,G 969,2,50,
116749835,tertiary,,False,False,274.822,"LINESTRING (15.3513879 57.1728041, 15.3520956 57.1727751, 15.3557713 57.1721554)",Östra vägen,G 969,2,50,
175791473,residential,,False,False,46.732,"LINESTRING (15.3513879 57.1728041, 15.3513857 57.1731248, 15.3514084 57.1732236)",Norrgatan,,,,
175791511,residential,,False,True,255.95500000000004,"LINESTRING (15.3513879 57.1728041, 15.3513754 57.1727428, 15.3514022 57.1726639, 15.351447 57.172536, 15.3515424 57.1724046, 15.3517687 57.1721762, 15.3521338 57.1718078, 15.3522505 57.1717101, 15.3523129 57.1716624, 15.3523845 57.1716078, 15.3526057 57.1714725, 15.3528005 57.1713499, 15.3529207 57.1712582, 15.3530133 57.1711876, 15.3531862 57.1710383, 15.3532949 57.1707941)",Östra Esplanaden,,,,
116749835,tertiary,,False,True,274.822,"LINESTRING (15.3557713 57.1721554, 15.3520956 57.1727751, 15.3513879 57.1728041)",Östra vägen,G 969,2,50,
175791457,residential,,False,False,26.395,"LINESTRING (15.3552011 57.1671672, 15.3553496 57.1673905)",Järnvägsgatan,,,50,
23211157,unclassified,,False,False,306.354,"LINESTRING (15.3552011 57.1671672, 15.3553321 57.1671463, 15.3557319 57.1670827, 15.3559705 57.1670447, 15.3573771 57.1668797, 15.357668 57.1668467, 15.3601572 57.1665642)",Järnvägsgatan,,,,
23211157,unclassified,,False,True,48.733999999999995,"LINESTRING (15.3552011 57.1671672, 15.3547987 57.167233, 15.3544305 57.1672994)",Järnvägsgatan,,,,
23211157,unclassified,,False,True,306.354,"LINESTRING (15.3601572 57.1665642, 15.357668 57.1668467, 15.3573771 57.1668797, 15.3559705 57.1670447, 15.3557319 57.1670827, 15.3553321 57.1671463, 15.3552011 57.1671672)",Järnvägsgatan,,,,
175791495,unclassified,,False,True,194.34599999999998,"LINESTRING (15.3601572 57.1665642, 15.3599311 57.1660087, 15.3597986 57.1656833, 15.3596457 57.1654379, 15.3594601 57.1652766, 15.3589846 57.1649753)",Terminalgatan,,,,
23211158,residential,,False,True,59.45799999999999,"LINESTRING (15.3454772 57.1695034, 15.3454068 57.1694819, 15.3453408 57.1694793, 15.3452478 57.1694849, 15.3450923 57.1694914, 15.344915 57.169501, 15.3447473 57.1695076, 15.3445045 57.1695173)",Västra Kyrkogatan,,,,
175791471,residential,,True,False,70.031,"LINESTRING (15.3454772 57.1695034, 15.3455238 57.1695474, 15.3455644 57.1695935, 15.3455829 57.1696467, 15.345662 57.1701186)",Norra Kyrkogatan,,,50,
8208655,tertiary,,False,False,122.559,"LINESTRING (15.3445045 57.1695173, 15.3444556 57.1698133, 15.344323 57.1706151)",Olofsgatan,G 969,2,,
"[1116201208, 1116201209, 8208651, 8208655]",tertiary,,False,"[False, True]",97.19800000000001,"LINESTRING (15.3445045 57.1695173, 15.3445696 57.1689839, 15.3445793 57.1689044, 15.344598 57.1687516, 15.3446285 57.1686973, 15.3446987 57.1686649)","['Olofsgatan', 'Järnvägsgatan']",G 969,2,30,yes
23211158,residential,,False,False,59.458,"LINESTRING (15.3445045 57.1695173, 15.3447473 57.1695076, 15.344915 57.169501, 15.3450923 57.1694914, 15.3452478 57.1694849, 15.3453408 57.1694793, 15.3454068 57.1694819, 15.3454772 57.1695034)",Västra Kyrkogatan,,,,
175791493,residential,,False,False,17.835,"LINESTRING (15.3494064 57.1647207, 15.349671 57.1647924)",Södra Esplanaden,,,,
175791493,residential,,False,False,60.741,"LINESTRING (15.349671 57.1647924, 15.3504713 57.1651242)",Södra Esplanaden,,,,
175791493,residential,,False,True,17.835,"LINESTRING (15.349671 57.1647924, 15.3494064 57.1647207)",Södra Esplanaden,,,,
175791480,residential,,False,True,176.949,"LINESTRING (15.349671 57.1647924, 15.3490592 57.165276, 15.3474092 57.1648184)",Rönnvägen,,,,
175791444,residential,,False,True,104.182,"LINESTRING (15.3474092 57.1648184, 15.3470522 57.1652035, 15.3469992 57.1652986, 15.3469844 57.1654173, 15.3470181 57.1655383, 15.3470841 57.1656996)",Brunnsgatan,,,,
175791480,residential,,False,False,176.949,"LINESTRING (15.3474092 57.1648184, 15.3490592 57.165276, 15.349671 57.1647924)",Rönnvägen,,,,
175791468,unclassified,,False,True,360.972,"LINESTRING (15.3589846 57.1649753, 15.3574585 57.1653275, 15.3562365 57.1656095, 15.355646 57.1657444, 15.3554581 57.1657874, 15.3550579 57.1658815, 15.3546444 57.1659769, 15.3544524 57.1660212, 15.3541366 57.1660941, 15.3534757 57.1662466)",Lillgatan,,,,
175791495,unclassified,,False,False,194.346,"LINESTRING (15.3589846 57.1649753, 15.3594601 57.1652766, 15.3596457 57.1654379, 15.3597986 57.1656833, 15.3599311 57.1660087, 15.3601572 57.1665642)",Terminalgatan,,,,
175791493,residential,,False,True,60.741,"LINESTRING (15.3504713 57.1651242, 15.349671 57.1647924)",Södra Esplanaden,,,,
175791493,residential,,False,False,242.632,"LINESTRING (15.3504713 57.1651242, 15.3525261 57.1662848, 15.3527085 57.1663924, 15.3527384 57.1664163, 15.352843 57.1665, 15.3529399 57.1665925, 15.3530377 57.1667757)",Södra Esplanaden,,,,
175791510,residential,,False,True,132.787,"LINESTRING (15.3504713 57.1651242, 15.3499702 57.1655051, 15.3493733 57.1661553)",Åsagatan,,,50,
175791483,residential,,False,False,152.23,"LINESTRING (15.3447288 57.1652063, 15.3449619 57.1652551, 15.3470841 57.1656996)",Skolgatan,,,,
175791483,residential,,False,False,147.026,"LINESTRING (15.3470841 57.1656996, 15.3493733 57.1661553)",Skolgatan,,,,
175791444,residential,,False,False,104.18199999999999,"LINESTRING (15.3470841 57.1656996, 15.3470181 57.1655383, 15.3469844 57.1654173, 15.3469992 57.1652986, 15.3470522 57.1652035, 15.3474092 57.1648184)",Brunnsgatan,,,,
175791483,residential,,False,True,152.23,"LINESTRING (15.3470841 57.1656996, 15.3449619 57.1652551, 15.3447288 57.1652063)",Skolgatan,,,,
175791496,residential,,False,True,99.60300000000001,"LINESTRING (15.3470841 57.1656996, 15.3472567 57.1664278, 15.3472435 57.1665892)",Thulegatan,,,,
175791483,residential,,False,True,147.026,"LINESTRING (15.3493733 57.1661553, 15.3470841 57.1656996)",Skolgatan,,,,
175791483,residential,,False,False,175.594,"LINESTRING (15.3493733 57.1661553, 15.3508219 57.1664601, 15.3512782 57.1666072, 15.3518603 57.1669263)",Skolgatan,,,,
175791510,residential,,False,False,132.787,"LINESTRING (15.3493733 57.1661553, 15.3499702 57.1655051, 15.3504713 57.1651242)",Åsagatan,,,50,
8208631,tertiary,,False,False,50.354,"LINESTRING (15.3534757 57.1662466, 15.3535532 57.1664621, 15.3535658 57.1664973, 15.353639 57.1666907)",Älghultsvägen,G 969,2,,
175791468,unclassified,,False,False,360.972,"LINESTRING (15.3534757 57.1662466, 15.3541366 57.1660941, 15.3544524 57.1660212, 15.3546444 57.1659769, 15.3550579 57.1658815, 15.3554581 57.1657874, 15.355646 57.1657444, 15.3562365 57.1656095, 15.3574585 57.1653275, 15.3589846 57.1649753)",Lillgatan,,,,
175791461,residential,,False,False,286.84000000000003,"LINESTRING (15.3472435 57.1665892, 15.3489538 57.1668394, 15.3505044 57.1670662, 15.3518603 57.1669263)",Karlagatan,,,,
175791496,residential,,False,False,99.60300000000001,"LINESTRING (15.3472435 57.1665892, 15.3472567 57.1664278, 15.3470841 57.1656996)",Thulegatan,,,,
175791461,residential,,False,True,37.464,"LINESTRING (15.353639 57.1666907, 15.3530377 57.1667757)",Karlagatan,,,,
8208631,tertiary,,False,False,67.25399999999999,"LINESTRING (15.353639 57.1666907, 15.3537508 57.1668355, 15.3538981 57.1670261, 15.3540833 57.1672454)",Älghultsvägen,G 969,2,,
8208631,tertiary,,False,True,50.354,"LINESTRING (15.353639 57.1666907, 15.3535658 57.1664973, 15.3535532 57.1664621, 15.3534757 57.1662466)",Älghultsvägen,G 969,2,,
175791461,residential,,False,False,37.464,"LINESTRING (15.3530377 57.1667757, 15.353639 57.1666907)",Karlagatan,,,,
175791461,residential,,False,True,72.933,"LINESTRING (15.3530377 57.1667757, 15.3518603 57.1669263)",Karlagatan,,,,
175791493,residential,,False,True,242.632,"LINESTRING (15.3530377 57.1667757, 15.3529399 57.1665925, 15.352843 57.1665, 15.3527384 57.1664163, 15.3527085 57.1663924, 15.3525261 57.1662848, 15.3504713 57.1651242)",Södra Esplanaden,,,,
175791461,residential,,False,False,72.933,"LINESTRING (15.3518603 57.1669263, 15.3530377 57.1667757)",Karlagatan,,,,
175791461,residential,,False,True,286.84,"LINESTRING (15.3518603 57.1669263, 15.3505044 57.1670662, 15.3489538 57.1668394, 15.3472435 57.1665892)",Karlagatan,,,,
175791483,residential,,False,True,175.594,"LINESTRING (15.3518603 57.1669263, 15.3512782 57.1666072, 15.3508219 57.1664601, 15.3493733 57.1661553)",Skolgatan,,,,
175791458,residential,,False,True,77.876,"LINESTRING (15.3566339 57.1673155, 15.3553496 57.1673905)",Järnvägsgatan,,,50,
175791457,residential,,False,True,26.395,"LINESTRING (15.3553496 57.1673905, 15.3552011 57.1671672)",Järnvägsgatan,,,50,
175791458,residential,,False,False,77.876,"LINESTRING (15.3553496 57.1673905, 15.3566339 57.1673155)",Järnvägsgatan,,,50,
175791458,residential,,False,True,35.543,"LINESTRING (15.3553496 57.1673905, 15.354764 57.1674274)",Järnvägsgatan,,,50,
175791486,residential,,False,True,234.589,"LINESTRING (15.354511 57.1678837, 15.3567606 57.168324, 15.3568542 57.1683696, 15.3568939 57.1684444, 15.3568963 57.1685116, 15.3567302 57.1688184, 15.3566951 57.1689642, 15.3566999 57.1690971)",Stigen,,,50,
175791511,residential,,False,False,112.97299999999998,"LINESTRING (15.354511 57.1678837, 15.3544258 57.1681271, 15.354365 57.1684009, 15.3542013 57.1688853)",Östra Esplanaden,,,,
175791511,residential,,False,True,44.382,"LINESTRING (15.354511 57.1678837, 15.3544874 57.1677763, 15.3544546 57.1676793, 15.3544073 57.167592, 15.3543431 57.1674968)",Östra Esplanaden,,,,
175791509,residential,,False,True,119.255,"LINESTRING (15.3477569 57.1683595, 15.3480221 57.1694223)",Ågatan,,,,
8208651,tertiary,,False,False,104.35199999999999,"LINESTRING (15.3477569 57.1683595, 15.3484096 57.1682958, 15.348539 57.1682831, 15.3485581 57.1682813, 15.3488864 57.1682492, 15.3489801 57.16824, 15.3494607 57.1681941)",Järnvägsgatan,G 969,,,
8208651,tertiary,,False,True,188.185,"LINESTRING (15.3477569 57.1683595, 15.3474656 57.1683821, 15.3471176 57.1684129, 15.347047 57.1684182, 15.3466419 57.1684545, 15.3464365 57.1684717, 15.3463525 57.1684787, 15.3449189 57.16861, 15.3448046 57.1686259, 15.3446987 57.1686649)",Järnvägsgatan,G 969,,,
175791451,residential,,False,False,139.939,"LINESTRING (15.3519035 57.1687069, 15.3542013 57.1688853)",Gustavsgatan,,,,
175791479,residential,,False,False,78.986,"LINESTRING (15.3519035 57.1687069, 15.3516884 57.1694076)",Riddaregatan,,,,
175791451,residential,,False,True,97.71,"LINESTRING (15.3519035 57.1687069, 15.3512369 57.1683552, 15.3508558 57.1681541, 15.3508068 57.1680722)",Gustavsgatan,,,,
175791451,residential,,False,False,152.46,"LINESTRING (15.3542013 57.1688853, 15.3566999 57.1690971)",Gustavsgatan,,,,
175791451,residential,,False,True,139.939,"LINESTRING (15.3542013 57.1688853, 15.3519035 57.1687069)",Gustavsgatan,,,,
175791511,residential,,False,False,111.902,"LINESTRING (15.3542013 57.1688853, 15.3537897 57.1698666)",Östra Esplanaden,,,,
175791511,residential,,False,True,112.973,"LINESTRING (15.3542013 57.1688853, 15.354365 57.1684009, 15.3544258 57.1681271, 15.354511 57.1678837)",Östra Esplanaden,,,,
175791451,residential,,False,False,45.801,"LINESTRING (15.3566999 57.1690971, 15.3574505 57.1691608)",Gustavsgatan,,,,
175791451,residential,,False,True,152.46,"LINESTRING (15.3566999 57.1690971, 15.3542013 57.1688853)",Gustavsgatan,,,,
175791486,residential,,False,False,234.589,"LINESTRING (15.3566999 57.1690971, 15.3566951 57.1689642, 15.3567302 57.1688184, 15.3568963 57.1685116, 15.3568939 57.1684444, 15.3568542 57.1683696, 15.3567606 57.168324, 15.354511 57.1678837)",Stigen,,,50,
"[175791490, 175791474]",residential,,False,True,327.784,"LINESTRING (15.3566999 57.1690971, 15.3567326 57.1691975, 15.3568074 57.1693129, 15.3573242 57.1698847, 15.3573172 57.1699735, 15.3572891 57.1700216, 15.3572073 57.1700812, 15.3571044 57.1701028, 15.3569313 57.1701028, 15.3537897 57.1698666)","['Odengatan', 'Strömgatan']",,,50,
175791451,residential,,False,True,45.801,"LINESTRING (15.3574505 57.1691608, 15.3566999 57.1690971)",Gustavsgatan,,,,
175791474,residential,,False,False,133.336,"LINESTRING (15.351608 57.1696695, 15.3537897 57.1698666)",Odengatan,,,,
175791479,residential,,False,True,29.523,"LINESTRING (15.351608 57.1696695, 15.3516884 57.1694076)",Riddaregatan,,,,
"[175791514, 175791479]",residential,,False,False,221.071,"LINESTRING (15.351608 57.1696695, 15.35139 57.1705992, 15.352917 57.170757, 15.3532949 57.1707941)","['Riddaregatan', 'Östra Kyrkogatan']",,,50,
175791474,residential,,False,True,133.336,"LINESTRING (15.3537897 57.1698666, 15.351608 57.1696695)",Odengatan,,,,
175791511,residential,,False,True,111.902,"LINESTRING (15.3537897 57.1698666, 15.3542013 57.1688853)",Östra Esplanaden,,,,
"[175791474, 175791490]",residential,,False,False,327.784,"LINESTRING (15.3537897 57.1698666, 15.3569313 57.1701028, 15.3571044 57.1701028, 15.3572073 57.1700812, 15.3572891 57.1700216, 15.3573172 57.1699735, 15.3573242 57.1698847, 15.3568074 57.1693129, 15.3567326 57.1691975, 15.3566999 57.1690971)","['Odengatan', 'Strömgatan']",,,50,
175791511,residential,,False,False,107.36,"LINESTRING (15.3537897 57.1698666, 15.3534136 57.1705717, 15.3532949 57.1707941)",Östra Esplanaden,,,,
175791470,residential,,False,False,58.346000000000004,"LINESTRING (15.345662 57.1701186, 15.3456424 57.1702402, 15.3455623 57.1706405)",Norra Kyrkogatan,,,,
175791509,residential,,False,False,103.223,"LINESTRING (15.3481791 57.1703442, 15.3481867 57.1702772, 15.3481953 57.1702027, 15.3481887 57.1700899, 15.3480221 57.1694223)",Ågatan,,,,
175791470,residential,,False,False,118.195,"LINESTRING (15.3455623 57.1706405, 15.3457269 57.1716997)",Norra Kyrkogatan,,,,
175791470,residential,,False,True,58.346000000000004,"LINESTRING (15.3455623 57.1706405, 15.3456424 57.1702402, 15.345662 57.1701186)",Norra Kyrkogatan,,,,
175791511,residential,,False,False,255.955,"LINESTRING (15.3532949 57.1707941, 15.3531862 57.1710383, 15.3530133 57.1711876, 15.3529207 57.1712582, 15.3528005 57.1713499, 15.3526057 57.1714725, 15.3523845 57.1716078, 15.3523129 57.1716624, 15.3522505 57.1717101, 15.3521338 57.1718078, 15.3517687 57.1721762, 15.3515424 57.1724046, 15.351447 57.172536, 15.3514022 57.1726639, 15.3513754 57.1727428, 15.3513879 57.1728041)",Östra Esplanaden,,,,
175791511,residential,,False,True,107.36,"LINESTRING (15.3532949 57.1707941, 15.3534136 57.1705717, 15.3537897 57.1698666)",Östra Esplanaden,,,,
