osmid,lanes,name,highway,maxspeed,access,oneway,reversed,length,geometry,width
28761451,,Sördalavägen,residential,30,,False,True,238.88400000000004,"LINESTRING (17.9720695 59.2319373, 17.9722171 59.2321179, 17.9726107 59.232671, 17.9727051 59.2327472, 17.9728383 59.2328002, 17.972896 59.2328231, 17.9744534 59.2334851, 17.9746766 59.2334895)",
"[73250475, 226925151]",2,Holmgårdsvägen,residential,30,,False,False,151.847,"LINESTRING (17.9720695 59.2319373, 17.9713206 59.2317156, 17.9711084 59.2316484, 17.9709626 59.2315813, 17.9708263 59.2315046, 17.9707654 59.2314517, 17.9707063 59.2313739, 17.9706882 59.2313018, 17.9706929 59.2312262, 17.9707297 59.2311466, 17.9707981 59.2310451, 17.9708966 59.2309485)",
"[28761538, 73250475]",,Holmgårdsvägen,residential,30,,False,True,258.748,"LINESTRING (17.9720695 59.2319373, 17.9724521 59.2320114, 17.9729992 59.2320925, 17.9732256 59.232105, 17.9733548 59.2321108, 17.9734992 59.2321017, 17.9736585 59.2320893, 17.9738726 59.2320622, 17.9740669 59.2320284, 17.9745216 59.2319448, 17.9746044 59.231927, 17.9752677 59.2318067, 17.9756458 59.231766, 17.9760063 59.231737, 17.9761872 59.23172, 17.9764506 59.2316941)",
28761489,,Skyttetorpsvägen,residential,30,,False,False,50.423,"LINESTRING (17.9764506 59.2316941, 17.9765943 59.2315383, 17.9766697 59.2314665, 17.9767071 59.2314258, 17.9767493 59.2314016, 17.9768309 59.2313819, 17.9769728 59.231359)",
28761489,,Skyttetorpsvägen,residential,30,,False,True,225.751,"LINESTRING (17.9764506 59.2316941, 17.9763753 59.2318013, 17.9761443 59.2320669, 17.975655 59.2324313, 17.9752688 59.2327211, 17.9750113 59.2329407, 17.9747624 59.2332743, 17.9746766 59.2334895)",
"[28761538, 73250475]",,Holmgårdsvägen,residential,30,,False,False,258.748,"LINESTRING (17.9764506 59.2316941, 17.9761872 59.23172, 17.9760063 59.231737, 17.9756458 59.231766, 17.9752677 59.2318067, 17.9746044 59.231927, 17.9745216 59.2319448, 17.9740669 59.2320284, 17.9738726 59.2320622, 17.9736585 59.2320893, 17.9734992 59.2321017, 17.9733548 59.2321108, 17.9732256 59.232105, 17.9729992 59.2320925, 17.9724521 59.2320114, 17.9720695 59.2319373)",
27783428,2,Mariedalsvägen,residential,40,destination,False,False,75.181,"LINESTRING (17.9769728 59.231359, 17.9769543 59.2312761, 17.9769532 59.231191, 17.9769572 59.2311254, 17.9770004 59.2310375, 17.9770516 59.2309575, 17.9771202 59.2308752, 17.9771961 59.2308044, 17.9773156 59.2307292)",
27783428,2,Mariedalsvägen,residential,40,destination,False,True,81.046,"LINESTRING (17.9769728 59.231359, 17.9771982 59.2315965, 17.9775758 59.2317897, 17.9779208 59.2318644)",
28761489,,Skyttetorpsvägen,residential,30,,False,True,50.423,"LINESTRING (17.9769728 59.231359, 17.9768309 59.2313819, 17.9767493 59.2314016, 17.9767071 59.2314258, 17.9766697 59.2314665, 17.9765943 59.2315383, 17.9764506 59.2316941)",
163638645,,Holmgårds backe,residential,30,,False,False,144.548,"LINESTRING (17.9719504 59.2298951, 17.971616 59.2298105, 17.9711514 59.2297065, 17.9709464 59.229659, 17.9708006 59.2296184, 17.9707005 59.2295345, 17.9706114 59.2294421, 17.9705657 59.2293979, 17.9705193 59.2292356, 17.970416 59.2290074)",
226925151,2,Holmgårdsvägen,residential,30,,False,False,87.274,"LINESTRING (17.9719504 59.2298951, 17.9720242 59.2298384, 17.9720927 59.2297946, 17.9727778 59.2293762, 17.972923 59.2292886)",
226925151,2,Holmgårdsvägen,residential,30,,False,True,131.59,"LINESTRING (17.9719504 59.2298951, 17.9715695 59.2302842, 17.9713381 59.2305039, 17.9712977 59.2305446, 17.9711892 59.2306539, 17.9708966 59.2309485)",
163638606,,Pripps väg,residential,30,,False,True,79.194,"LINESTRING (17.972923 59.2292886, 17.9735042 59.2294976, 17.9738041 59.2296129, 17.9740303 59.2296941, 17.9740496 59.229706)",
226925151,2,Holmgårdsvägen,residential,30,,False,False,74.899,"LINESTRING (17.972923 59.2292886, 17.9731559 59.2291548, 17.9734724 59.228962, 17.9737772 59.2287761)",
226925151,2,Holmgårdsvägen,residential,30,,False,True,87.274,"LINESTRING (17.972923 59.2292886, 17.9727778 59.2293762, 17.9720927 59.2297946, 17.9720242 59.2298384, 17.9719504 59.2298951)",
28762411,2,Solgårdsvägen,residential,30,destination,False,True,115.006,"LINESTRING (17.9746133 59.22819, 17.9747231 59.2282988, 17.9748855 59.2283965, 17.9750385 59.2284676, 17.9751388 59.2285032, 17.9759539 59.2286967, 17.9762264 59.2287659)",
226925151,2,Holmgårdsvägen,residential,30,,False,True,81.57300000000001,"LINESTRING (17.9746133 59.22819, 17.9744276 59.2282664, 17.9742467 59.2284396, 17.974137 59.228547, 17.9739425 59.2286803, 17.9737772 59.2287761)",
226925159,,Solgårdsvägen,residential,30,destination,False,False,32.853,"LINESTRING (17.9746133 59.22819, 17.9744972 59.2280828, 17.9744457 59.2280098, 17.9743655 59.2279238)",
28761891,,Fornborgsvägen,residential,30,,False,False,69.02600000000001,"LINESTRING (17.9674473 59.2302491, 17.9675792 59.2302066, 17.9677835 59.2301407, 17.9678369 59.2301069, 17.9680714 59.2299774, 17.9683332 59.2298323)",
28761891,,Fornborgsvägen,residential,30,,False,True,69.026,"LINESTRING (17.9683332 59.2298323, 17.9680714 59.2299774, 17.9678369 59.2301069, 17.9677835 59.2301407, 17.9675792 59.2302066, 17.9674473 59.2302491)",
73249909,,Fornborgsvägen,residential,30,,False,True,124.638,"LINESTRING (17.9683332 59.2298323, 17.9669597 59.2292067, 17.9666319 59.2291411)",
163638648,,Fornborgsvägen,residential,30,,False,False,150.776,"LINESTRING (17.9683332 59.2298323, 17.9686282 59.229655, 17.9688086 59.229561, 17.9692859 59.2293923, 17.9699377 59.2291663, 17.970416 59.2290074)",
163638648,,Fornborgsvägen,residential,30,,False,False,41.11,"LINESTRING (17.970416 59.2290074, 17.9709284 59.2287467)",
163638645,,Holmgårds backe,residential,30,,False,True,144.548,"LINESTRING (17.970416 59.2290074, 17.9705193 59.2292356, 17.9705657 59.2293979, 17.9706114 59.2294421, 17.9707005 59.2295345, 17.9708006 59.2296184, 17.9709464 59.229659, 17.9711514 59.2297065, 17.971616 59.2298105, 17.9719504 59.2298951)",
163638648,,Fornborgsvägen,residential,30,,False,True,150.776,"LINESTRING (17.970416 59.2290074, 17.9699377 59.2291663, 17.9692859 59.2293923, 17.9688086 59.229561, 17.9686282 59.229655, 17.9683332 59.2298323)",
28762353,,Lilla Solgårdsvägen,residential,30,,False,True,104.398,"LINESTRING (17.9723426 59.2279591, 17.9722399 59.2279189, 17.9716893 59.2276631, 17.9716208 59.2276412, 17.9713548 59.2275821, 17.9707841 59.227503)",
163638648,,Fornborgsvägen,residential,30,,False,False,99.01100000000001,"LINESTRING (17.9723426 59.2279591, 17.9726099 59.2278307, 17.9733254 59.227563, 17.9734604 59.2275085, 17.9737082 59.2274087)",
163638648,,Fornborgsvägen,residential,30,,False,True,118.93199999999999,"LINESTRING (17.9723426 59.2279591, 17.9719061 59.2281954, 17.971613 59.2283603, 17.9715264 59.2284086, 17.971159 59.2286117, 17.9709284 59.2287467)",
163638648,,Fornborgsvägen,residential,30,,False,True,99.011,"LINESTRING (17.9737082 59.2274087, 17.9734604 59.2275085, 17.9733254 59.227563, 17.9726099 59.2278307, 17.9723426 59.2279591)",
211719609,,Solgårdsvägen,residential,30,destination,False,False,138.46699999999998,"LINESTRING (17.9737082 59.2274087, 17.9736404 59.2273769, 17.9735206 59.2273208, 17.9731981 59.2271875, 17.9730702 59.2271411, 17.972548 59.2269946, 17.9721987 59.2268966, 17.9719626 59.2268437, 17.9716221 59.2267898)",
232766287,,Solgårdsvägen,residential,30,destination,False,True,68.44800000000001,"LINESTRING (17.9737082 59.2274087, 17.973849 59.2275224, 17.9741002 59.2277001, 17.9743655 59.2279238)",
392413759,,Fornborgsvägen,residential,30,,False,False,216.357,"LINESTRING (17.9737082 59.2274087, 17.9737622 59.2274105, 17.9739735 59.2273062, 17.9740838 59.2272518, 17.9742146 59.2271872, 17.9742617 59.227164, 17.9743231 59.2271312, 17.9744068 59.2270865, 17.9745229 59.227022, 17.9746829 59.2269332, 17.9760708 59.2259079)",
28761936,,Hedenhösvägen,residential,30,,False,False,124.322,"LINESTRING (17.9760708 59.2259079, 17.9766593 59.2261257, 17.9769413 59.2262862, 17.977131 59.2264858, 17.977245 59.226574, 17.9774595 59.2266362, 17.9776041 59.2266567)",5
392413759,,Fornborgsvägen,residential,30,,False,True,216.35700000000003,"LINESTRING (17.9760708 59.2259079, 17.9746829 59.2269332, 17.9745229 59.227022, 17.9744068 59.2270865, 17.9743231 59.2271312, 17.9742617 59.227164, 17.9742146 59.2271872, 17.9740838 59.2272518, 17.9739735 59.2273062, 17.9737622 59.2274105, 17.9737082 59.2274087)",
28761936,,Hedenhösvägen,residential,30,,False,False,41.364000000000004,"LINESTRING (17.9776041 59.2266567, 17.9777142 59.2266567, 17.9778952 59.2266351, 17.9780136 59.2265965, 17.9780696 59.2265719, 17.9782149 59.2264895)",5
28761936,,Hedenhösvägen,residential,30,,False,True,124.322,"LINESTRING (17.9776041 59.2266567, 17.9774595 59.2266362, 17.977245 59.226574, 17.977131 59.2264858, 17.9769413 59.2262862, 17.9766593 59.2261257, 17.9760708 59.2259079)",5
28761997,,Sköldmövägen,residential,30,yes,False,True,95.757,"LINESTRING (17.9776041 59.2266567, 17.9775659 59.226761, 17.9774793 59.2268317, 17.9772931 59.2268851, 17.9770198 59.226881, 17.9765068 59.2267049, 17.9763074 59.2266746)",5
28761936,,Hedenhösvägen,residential,30,,False,True,41.364000000000004,"LINESTRING (17.9782149 59.2264895, 17.9780696 59.2265719, 17.9780136 59.2265965, 17.9778952 59.2266351, 17.9777142 59.2266567, 17.9776041 59.2266567)",5
73249320,,Hedenhösvägen,residential,30,,False,False,403.015,"LINESTRING (17.9782149 59.2264895, 17.9782406 59.2263804, 17.9782427 59.2263083, 17.97823 59.2262662, 17.9781224 59.2261082, 17.9780088 59.2259747, 17.9779289 59.2258007, 17.9779678 59.2255703, 17.9781435 59.225374, 17.9783967 59.2252435, 17.9785429 59.2251977, 17.9787774 59.2251463, 17.9791728 59.2250758, 17.9795017 59.2250622, 17.9798059 59.2250616, 17.9800558 59.2250916, 17.9802727 59.2251419, 17.9804662 59.2252376, 17.9805296 59.225319, 17.9805474 59.2253615, 17.9805448 59.2253705, 17.9805045 59.2255108, 17.9804634 59.2255291, 17.9803071 59.2255987, 17.9801181 59.2256135, 17.9798951 59.2256294, 17.9793988 59.225669, 17.9792236 59.2256963, 17.9790891 59.2257343, 17.9790024 59.2257897)",5
238236252,,Hedenhösvägen,residential,30,,False,True,57.405,"LINESTRING (17.9782149 59.2264895, 17.9784949 59.2265142, 17.9786247 59.2265039, 17.9787531 59.2264937, 17.9789628 59.2264369, 17.9791836 59.2264115)",5
238236252,,Hedenhösvägen,residential,30,,False,False,57.405,"LINESTRING (17.9791836 59.2264115, 17.9789628 59.2264369, 17.9787531 59.2264937, 17.9786247 59.2265039, 17.9784949 59.2265142, 17.9782149 59.2264895)",5
73249320,,Hedenhösvägen,residential,30,,False,True,403.01500000000004,"LINESTRING (17.9790024 59.2257897, 17.9790891 59.2257343, 17.9792236 59.2256963, 17.9793988 59.225669, 17.9798951 59.2256294, 17.9801181 59.2256135, 17.9803071 59.2255987, 17.9804634 59.2255291, 17.9805045 59.2255108, 17.9805448 59.2253705, 17.9805474 59.2253615, 17.9805296 59.225319, 17.9804662 59.2252376, 17.9802727 59.2251419, 17.9800558 59.2250916, 17.9798059 59.2250616, 17.9795017 59.2250622, 17.9791728 59.2250758, 17.9787774 59.2251463, 17.9785429 59.2251977, 17.9783967 59.2252435, 17.9781435 59.225374, 17.9779678 59.2255703, 17.9779289 59.2258007, 17.9780088 59.2259747, 17.9781224 59.2261082, 17.97823 59.2262662, 17.9782427 59.2263083, 17.9782406 59.2263804, 17.9782149 59.2264895)",5
"[28762048, 28761986]",,"['Guldfiskvägen', 'Sörskogsvägen']",residential,30,,False,True,356.37,"LINESTRING (17.9743655 59.2279238, 17.9744378 59.2279201, 17.9751401 59.2278251, 17.9753984 59.2278014, 17.9756169 59.2278071, 17.9761927 59.2278858, 17.9766164 59.2279437, 17.9769511 59.2279876, 17.977214 59.2280121, 17.9773433 59.2280241, 17.9779896 59.2280842, 17.9785376 59.2281527, 17.9785903 59.2281593, 17.9786695 59.2281692, 17.9794151 59.2282627, 17.9795259 59.2283163, 17.9795864 59.2287902)",
226925159,,Solgårdsvägen,residential,30,destination,False,True,32.853,"LINESTRING (17.9743655 59.2279238, 17.9744457 59.2280098, 17.9744972 59.2280828, 17.9746133 59.22819)",
232766287,,Solgårdsvägen,residential,30,destination,False,False,68.448,"LINESTRING (17.9743655 59.2279238, 17.9741002 59.2277001, 17.973849 59.2275224, 17.9737082 59.2274087)",
28761997,,Sköldmövägen,residential,30,yes,False,False,95.757,"LINESTRING (17.9763074 59.2266746, 17.9765068 59.2267049, 17.9770198 59.226881, 17.9772931 59.2268851, 17.9774793 59.2268317, 17.9775659 59.226761, 17.9776041 59.2266567)",5
28762048,,Sörskogsvägen,residential,30,,False,False,71.326,"LINESTRING (17.9800395 59.2293883, 17.9795864 59.2287902)",
28762063,,Mariedalsstigen,residential,30,,False,False,95.924,"LINESTRING (17.9800395 59.2293883, 17.980229 59.2295996, 17.980326 59.2296285, 17.9804657 59.2296391, 17.9809608 59.2296037, 17.9811931 59.2296029, 17.9814165 59.2296557)",
211719604,,Mariedalsvägen,residential,30,,False,True,106.063,"LINESTRING (17.9800395 59.2293883, 17.9796426 59.2295796, 17.9786825 59.2300424)",
226925156,,Mariedalsvägen,residential,30,,False,False,160.726,"LINESTRING (17.9800395 59.2293883, 17.980865 59.2289757, 17.9825346 59.2289379)",
28762048,,Sörskogsvägen,residential,30,,False,True,71.326,"LINESTRING (17.9795864 59.2287902, 17.9800395 59.2293883)",
28762075,,Brunnsvägen,residential,30,,False,True,123.246,"LINESTRING (17.9795864 59.2287902, 17.9777214 59.2293542)",
"[28762048, 28761986]",,"['Guldfiskvägen', 'Sörskogsvägen']",residential,30,,False,False,356.37,"LINESTRING (17.9795864 59.2287902, 17.9795259 59.2283163, 17.9794151 59.2282627, 17.9786695 59.2281692, 17.9785903 59.2281593, 17.9785376 59.2281527, 17.9779896 59.2280842, 17.9773433 59.2280241, 17.977214 59.2280121, 17.9769511 59.2279876, 17.9766164 59.2279437, 17.9761927 59.2278858, 17.9756169 59.2278071, 17.9753984 59.2278014, 17.9751401 59.2278251, 17.9744378 59.2279201, 17.9743655 59.2279238)",
28762063,,Mariedalsstigen,residential,30,,False,True,95.92399999999999,"LINESTRING (17.9814165 59.2296557, 17.9811931 59.2296029, 17.9809608 59.2296037, 17.9804657 59.2296391, 17.980326 59.2296285, 17.980229 59.2295996, 17.9800395 59.2293883)",
28762075,,Brunnsvägen,residential,30,,False,False,123.246,"LINESTRING (17.9777214 59.2293542, 17.9795864 59.2287902)",
28762241,,Neptunusvägen,residential,30,destination,False,False,91.23599999999999,"LINESTRING (17.9676125 59.2277776, 17.9674608 59.2276529, 17.9673024 59.2274618, 17.9672458 59.2273973, 17.9671561 59.2272982, 17.96695 59.2270322)",
28762353,,Lilla Solgårdsvägen,residential,30,,False,False,200.693,"LINESTRING (17.9676125 59.2277776, 17.9677381 59.227705, 17.9679472 59.2276262, 17.968363 59.2274917, 17.9685634 59.2274255, 17.9688873 59.2273271, 17.9689772 59.227305, 17.9690848 59.2272857, 17.9692387 59.2272853, 17.9696291 59.2273296, 17.9700195 59.2273861, 17.970356 59.2274365, 17.9707841 59.227503)",
28762353,,Lilla Solgårdsvägen,residential,30,,False,True,104.108,"LINESTRING (17.9676125 59.2277776, 17.9675364 59.2278464, 17.96642 59.2284856)",
28762241,,Neptunusvägen,residential,30,destination,False,False,70.74000000000001,"LINESTRING (17.96695 59.2270322, 17.966585 59.2265295, 17.9665199 59.2264353)",
28762241,,Neptunusvägen,residential,30,destination,False,True,91.23599999999999,"LINESTRING (17.96695 59.2270322, 17.9671561 59.2272982, 17.9672458 59.2273973, 17.9673024 59.2274618, 17.9674608 59.2276529, 17.9676125 59.2277776)",
28762241,,Neptunusvägen,residential,30,destination,False,True,70.74000000000001,"LINESTRING (17.9665199 59.2264353, 17.966585 59.2265295, 17.96695 59.2270322)",
28762281,,Saturnusvägen,residential,30,destination,False,True,153.928,"LINESTRING (17.9665199 59.2264353, 17.9671377 59.2265057, 17.9677491 59.2265825, 17.9683444 59.2266643, 17.9686646 59.2266924, 17.9691654 59.2267089)",
28762281,,Saturnusvägen,residential,30,destination,False,False,140.059,"LINESTRING (17.9716221 59.2267898, 17.9704022 59.2267493, 17.9698458 59.2267338, 17.9691654 59.2267089)",
73249295,,Stenbocksvägen,residential,30,,False,True,84.857,"LINESTRING (17.9716221 59.2267898, 17.9716867 59.2265243, 17.9714901 59.2263196, 17.9712454 59.2260832)",
211719609,,Solgårdsvägen,residential,30,destination,False,True,138.467,"LINESTRING (17.9716221 59.2267898, 17.9719626 59.2268437, 17.9721987 59.2268966, 17.972548 59.2269946, 17.9730702 59.2271411, 17.9731981 59.2271875, 17.9735206 59.2273208, 17.9736404 59.2273769, 17.9737082 59.2274087)",
28762281,,Saturnusvägen,residential,30,destination,False,False,153.928,"LINESTRING (17.9691654 59.2267089, 17.9686646 59.2266924, 17.9683444 59.2266643, 17.9677491 59.2265825, 17.9671377 59.2265057, 17.9665199 59.2264353)",
28762281,,Saturnusvägen,residential,30,destination,False,True,140.05900000000003,"LINESTRING (17.9691654 59.2267089, 17.9698458 59.2267338, 17.9704022 59.2267493, 17.9716221 59.2267898)",
28762333,,Stenbocksvägen,residential,30,,False,False,54.06700000000001,"LINESTRING (17.9691654 59.2267089, 17.9693623 59.2264004, 17.9694422 59.2263386, 17.9695523 59.2262715)",
28762333,,Stenbocksvägen,residential,30,,False,False,43.282,"LINESTRING (17.9695523 59.2262715, 17.9694636 59.226253, 17.9693839 59.2262759, 17.9693039 59.2263115, 17.9692201 59.2263283, 17.9691264 59.2263284, 17.9690241 59.2263159, 17.9689217 59.2262905, 17.968871 59.2262698)",
28762333,,Stenbocksvägen,residential,30,,False,True,54.067,"LINESTRING (17.9695523 59.2262715, 17.9694422 59.2263386, 17.9693623 59.2264004, 17.9691654 59.2267089)",
73249295,,Stenbocksvägen,residential,30,,False,False,143.666,"LINESTRING (17.9695523 59.2262715, 17.9700711 59.2259568, 17.9702552 59.2258515, 17.9703817 59.2257908, 17.9705429 59.2257486, 17.9706479 59.2257371, 17.9707702 59.225736, 17.9708386 59.2257494, 17.9709047 59.2257641, 17.9709584 59.225796, 17.9710103 59.2258503, 17.971102 59.2259673, 17.9712454 59.2260832)",
28762353,,Lilla Solgårdsvägen,residential,30,,False,False,104.108,"LINESTRING (17.96642 59.2284856, 17.9675364 59.2278464, 17.9676125 59.2277776)",
28762372,,Polvägen,residential,30,,False,False,286.911,"LINESTRING (17.96642 59.2284856, 17.9670184 59.228543, 17.9674672 59.2285786, 17.9677617 59.2285472, 17.9680205 59.2284703, 17.9691378 59.2281131, 17.9693379 59.2280491, 17.9704301 59.2276934, 17.9705688 59.227651, 17.9706836 59.2276045, 17.9707296 59.2275724, 17.9707841 59.227503)",
28762353,,Lilla Solgårdsvägen,residential,30,,False,False,104.398,"LINESTRING (17.9707841 59.227503, 17.9713548 59.2275821, 17.9716208 59.2276412, 17.9716893 59.2276631, 17.9722399 59.2279189, 17.9723426 59.2279591)",
28762353,,Lilla Solgårdsvägen,residential,30,,False,True,200.693,"LINESTRING (17.9707841 59.227503, 17.970356 59.2274365, 17.9700195 59.2273861, 17.9696291 59.2273296, 17.9692387 59.2272853, 17.9690848 59.2272857, 17.9689772 59.227305, 17.9688873 59.2273271, 17.9685634 59.2274255, 17.968363 59.2274917, 17.9679472 59.2276262, 17.9677381 59.227705, 17.9676125 59.2277776)",
28762372,,Polvägen,residential,30,,False,True,286.911,"LINESTRING (17.9707841 59.227503, 17.9707296 59.2275724, 17.9706836 59.2276045, 17.9705688 59.227651, 17.9704301 59.2276934, 17.9693379 59.2280491, 17.9691378 59.2281131, 17.9680205 59.2284703, 17.9677617 59.2285472, 17.9674672 59.2285786, 17.9670184 59.228543, 17.96642 59.2284856)",
28762728,,Helgedalsvägen,residential,30,,False,False,51.327,"LINESTRING (17.9826245 59.2293972, 17.9825346 59.2289379)",
28762728,,Helgedalsvägen,residential,30,,False,True,138.348,"LINESTRING (17.9826245 59.2293972, 17.9827052 59.2298663, 17.9827374 59.2299859, 17.9829678 59.230394, 17.9829894 59.2306215)",
28762728,,Helgedalsvägen,residential,30,,False,False,138.348,"LINESTRING (17.9829894 59.2306215, 17.9829678 59.230394, 17.9827374 59.2299859, 17.9827052 59.2298663, 17.9826245 59.2293972)",
194822526,,Holmgårdsvägen,residential,30,,False,False,63.137,"LINESTRING (17.9737772 59.2287761, 17.9734506 59.2286304, 17.9729477 59.2283989)",
226925151,2,Holmgårdsvägen,residential,30,,False,False,81.573,"LINESTRING (17.9737772 59.2287761, 17.9739425 59.2286803, 17.974137 59.228547, 17.9742467 59.2284396, 17.9744276 59.2282664, 17.9746133 59.22819)",
226925151,2,Holmgårdsvägen,residential,30,,False,True,74.899,"LINESTRING (17.9737772 59.2287761, 17.9734724 59.228962, 17.9731559 59.2291548, 17.972923 59.2292886)",
163638606,,Pripps väg,residential,30,,False,False,14.293,"LINESTRING (17.9754697 59.229417, 17.9752909 59.2295073)",
163638606,,Pripps väg,residential,30,,False,True,84.24600000000001,"LINESTRING (17.9754697 59.229417, 17.9757675 59.2291738, 17.9759345 59.2290223, 17.9760035 59.2289597, 17.9762264 59.2287659)",
163638641,,Brinkvägen,residential,30,,False,False,189.59500000000003,"LINESTRING (17.9754697 59.229417, 17.9758608 59.2296227, 17.9760811 59.229725, 17.9761219 59.229779, 17.9761386 59.2298188, 17.9761621 59.2299005, 17.9762148 59.2299719, 17.9762878 59.2300303, 17.9764337 59.2301413, 17.9765149 59.2302169, 17.9765564 59.2303255, 17.9765893 59.2304395, 17.9766154 59.2305001, 17.9766642 59.2305423, 17.9773156 59.2307292)",
215643540,,Nyängsvägen,residential,30,,False,True,25.464,"LINESTRING (17.9785141 59.2318413, 17.9781871 59.2316849)",
192303806,2,Mariedalsvägen,residential,40,destination,False,False,22.429,"LINESTRING (17.9783998 59.230183, 17.9786825 59.2300424)",
203007690,,Malmsgårdsvägen,residential,30,,False,False,69.05,"LINESTRING (17.9783998 59.230183, 17.9784927 59.2302286, 17.978531 59.2304019, 17.9784803 59.2305034, 17.9782566 59.2307545)",3
"[917131410, 917131411, 27783428]","['1', '2']",Mariedalsvägen,residential,40,destination,False,True,86.565,"LINESTRING (17.9783998 59.230183, 17.9783409 59.2302132, 17.978189 59.230291, 17.9780183 59.2303726, 17.9773156 59.2307292)",
73249909,,Fornborgsvägen,residential,30,,False,False,124.638,"LINESTRING (17.9666319 59.2291411, 17.9669597 59.2292067, 17.9683332 59.2298323)",
194822526,,Holmgårdsvägen,residential,30,,False,True,63.137,"LINESTRING (17.9729477 59.2283989, 17.9734506 59.2286304, 17.9737772 59.2287761)",
28762333,,Stenbocksvägen,residential,30,,False,True,43.28200000000001,"LINESTRING (17.968871 59.2262698, 17.9689217 59.2262905, 17.9690241 59.2263159, 17.9691264 59.2263284, 17.9692201 59.2263283, 17.9693039 59.2263115, 17.9693839 59.2262759, 17.9694636 59.226253, 17.9695523 59.2262715)",
194822527,,Pripps väg,residential,30,,False,True,22.764,"LINESTRING (17.9749477 59.2294026, 17.9752193 59.2294802, 17.9752909 59.2295073)",
"[917131410, 917131411, 27783428]","['1', '2']",Mariedalsvägen,residential,40,destination,False,False,86.565,"LINESTRING (17.9773156 59.2307292, 17.9780183 59.2303726, 17.978189 59.230291, 17.9783409 59.2302132, 17.9783998 59.230183)",
