osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel
26482918,Nygatan,residential,30,False,True,11.581,"LINESTRING (15.6309107 58.4106125, 15.6307229 58.4105783)",,,
38230920,Strandgatan,residential,30,False,False,107.483,"LINESTRING (15.6309107 58.4106125, 15.6310571 58.4106309, 15.6312178 58.4106499, 15.6314916 58.4106823, 15.6316192 58.4106906, 15.6316824 58.4106892, 15.6317483 58.4106836, 15.6317914 58.4106722, 15.6318387 58.4106522, 15.631873 58.4106249, 15.6320018 58.4105054, 15.6323311 58.4102699)",,,
469927677,Hamngatan,secondary,40,True,False,81.92200000000001,"LINESTRING (15.6309107 58.4106125, 15.6308771 58.410725, 15.6307184 58.4113423)",2,E 687,
427685390,Hamngatan,secondary,40,True,False,8.89,"LINESTRING (15.6313636 58.4094337, 15.6313347 58.4095122)",3,E 687,
"[2535288, 1123155728, 1123459246, 1123155727]",Djurgårdsgatan,residential,30,False,False,81.471,"LINESTRING (15.6181223 58.4082057, 15.6182201 58.4083042, 15.6183034 58.4084194, 15.6183587 58.4085084, 15.6184633 58.4086767, 15.6185017 58.4087386, 15.6185979 58.4088934)",2,,
52305342,Drottninggatan,secondary,40,False,False,75.31000000000002,"LINESTRING (15.6181223 58.4082057, 15.6183943 58.4081656, 15.6186628 58.4081325, 15.6188589 58.4081202, 15.6190652 58.4081202, 15.6193922 58.4081458)",3,,
470811106,Djurgårdsgatan,secondary,30,False,False,30.395,"LINESTRING (15.6181223 58.4082057, 15.6179713 58.4080919, 15.6178277 58.4079801)",3,E 707,
47940445,Ågatan,living_street,,False,True,37.086,"LINESTRING (15.618118 58.411693, 15.6184538 58.4116854, 15.6186074 58.4116858, 15.6187543 58.4116886)",,,
40649316,Sankt Larsgatan,secondary,30,False,True,42.587999999999994,"LINESTRING (15.6241766 58.411723, 15.624151 58.4117961, 15.6240445 58.4120997)",2,,
"[40649314, 1121039131, 1121039130]",Sankt Larsgatan,secondary,30,False,False,86.47099999999999,"LINESTRING (15.6241766 58.411723, 15.6242281 58.4115685, 15.6243023 58.4113459, 15.6243828 58.4111103, 15.6243927 58.4110813, 15.6244043 58.4110474, 15.6244324 58.410957)",2,,
40649316,Sankt Larsgatan,secondary,30,False,False,42.587999999999994,"LINESTRING (15.6240445 58.4120997, 15.624151 58.4117961, 15.6241766 58.411723)",2,,
321318578,Sankt Larsgatan,secondary,30,False,True,121.25999999999999,"LINESTRING (15.6240445 58.4120997, 15.6238651 58.412622, 15.6237202 58.4130456, 15.623675 58.4131729)",2,,
"[746403748, 746403749, 4805156, 746403751, 746403752, 746403750]",Badhusgatan,residential,30,False,True,139.916,"LINESTRING (15.6240445 58.4120997, 15.6241379 58.4121091, 15.6242669 58.4121221, 15.6243866 58.4121347, 15.624656 58.4121611, 15.6254266 58.4122385, 15.6256503 58.412261, 15.6259437 58.4122887, 15.6260933 58.4123028, 15.6264054 58.412332)",2,,
"[1121039128, 4805154, 40922757, 1121039127]","['Gasverksgränd', 'Kungsgatan']","['residential', 'unclassified']",30,False,False,92.237,"LINESTRING (15.623675 58.4131729, 15.6238502 58.4131906, 15.6239034 58.4131955, 15.6240095 58.413205, 15.6247357 58.4132724, 15.6250443 58.4132992, 15.6250131 58.4133991)",2,,
321318578,Sankt Larsgatan,secondary,30,False,False,121.25999999999999,"LINESTRING (15.623675 58.4131729, 15.6237202 58.4130456, 15.6238651 58.412622, 15.6240445 58.4120997)",2,,
"[1121511277, 440509373, 746341147, 746341148, 746341149, 746341150]",Kungsgatan,residential,30,False,True,88.949,"LINESTRING (15.623675 58.4131729, 15.6235248 58.4131571, 15.6234816 58.4131533, 15.623383 58.4131425, 15.6232494 58.4131305, 15.6228541 58.4130896, 15.6228019 58.4130842, 15.6227398 58.4130777, 15.6226934 58.4130725, 15.6223227 58.4130377, 15.6222795 58.4130328, 15.6221756 58.4130213)",2,,
"[26483208, 35992725]",Ågatan,living_street,5,True,False,140.731,"LINESTRING (15.6265571 58.411935, 15.6265121 58.4119308, 15.6260156 58.4118827, 15.6257464 58.4118566, 15.6254258 58.4118274, 15.6249787 58.4117868, 15.6243507 58.4117268, 15.6241766 58.411723)",1,,
