osmid,oneway,ref,highway,maxspeed,reversed,length,bridge,geometry,name,lanes,junction
"[4702616, 43308846, 43308847]",True,E 16,trunk,60,False,558.532,yes,"LINESTRING (15.1211847 60.5569709, 15.1222251 60.5573736, 15.1232557 60.5577523, 15.124072 60.5580065, 15.1265606 60.5587933, 15.12941 60.5596265, 15.129751 60.5596935)",,,
211484647,False,,residential,40,True,43.756,,"LINESTRING (15.1211847 60.5569709, 15.1213115 60.5569005, 15.1217972 60.5567197)",Älvuddsvägen,,
"[172082115, 30037460]",False,70,trunk,"['60', '90']",True,158.154,,"LINESTRING (15.1310054 60.5622473, 15.1303611 60.5628951, 15.1297733 60.5635341)",,2,
30037461,True,70,trunk,60,False,186.32500000000002,,"LINESTRING (15.1310054 60.5622473, 15.1316115 60.5616465, 15.1321449 60.5612634, 15.1325735 60.560977, 15.1327344 60.5608094)",,1,
4180703,True,,trunk,60,False,17.451999999999998,,"LINESTRING (15.1299022 60.5599101, 15.1298224 60.5599091, 15.1297478 60.5598951, 15.1296868 60.5598697, 15.1296465 60.5598359)",,,roundabout
524989846,True,,residential,40,False,26.197,,"LINESTRING (15.1299022 60.5599101, 15.1297268 60.560008, 15.1296303 60.5600529, 15.1295548 60.5600674)",Skogsvägen,,
4180703,True,,trunk,60,False,14.327,,"LINESTRING (15.1296316 60.5598016, 15.1296427 60.559759, 15.1296843 60.5597212, 15.129751 60.5596935)",,,roundabout
4180703,True,,trunk,60,False,6.926,,"LINESTRING (15.129751 60.5596935, 15.1298739 60.5596783)",,,roundabout
236467445,True,E 16,trunk,60,False,43.611000000000004,,"LINESTRING (15.1327156 60.5607271, 15.1326236 60.5606804, 15.132519 60.5606158, 15.1321808 60.5604363)",,,
236467474,True,E 16;70,trunk,60,False,19.669999999999998,,"LINESTRING (15.1327156 60.5607271, 15.1327525 60.5606678, 15.1328153 60.5606247, 15.1329174 60.5605885)",,1,roundabout
212354878,True,E 16;70,trunk,60,False,57.573,,"LINESTRING (15.1331053 60.5605712, 15.1333853 60.5605253, 15.134058 60.5603533)",,1,
