osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,ref
307462945,,Kyrkvägen,tertiary,50,,True,False,29.68,"LINESTRING (17.9172841 59.5187752, 17.9174853 59.518746, 17.9176878 59.5187323, 17.9177988 59.5187226)",,
"[158301641, 798787567]",,Kyrkvägen,tertiary,"['40', '30']",,False,"[False, True]",62.379999999999995,"LINESTRING (17.9172841 59.5187752, 17.9170043 59.5188149, 17.9165018 59.5189295, 17.9162524 59.5189741)",,
27640703,,Kapellvägen,residential,,,False,True,11.023,"LINESTRING (17.9193783 59.5132691, 17.9191952 59.5132345)",,
27640703,,Kapellvägen,residential,,,False,False,154.51199999999997,"LINESTRING (17.9193783 59.5132691, 17.919514 59.5132923, 17.9198794 59.5133576, 17.920119 59.5133531, 17.9204641 59.5133283, 17.9205511 59.5132813, 17.9204954 59.5129768, 17.9204389 59.5126681, 17.9203792 59.5125298)",,
1133875261,,Ekebovägen,tertiary,50,,True,False,125.094,"LINESTRING (17.9193783 59.5132691, 17.9192787 59.5134109, 17.91908 59.513782, 17.9189938 59.5139894, 17.9189575 59.5143669)",,
27640368,,Dragonvägen,residential,30,,False,True,12.794,"LINESTRING (17.9092284 59.5151533, 17.9092356 59.5150383)",,
27640368,,Dragonvägen,residential,30,,False,False,129.38600000000002,"LINESTRING (17.9092284 59.5151533, 17.9092257 59.5159606, 17.9092252 59.5161559, 17.9092246 59.5163169)",,
22488324,,Herrgårdsvägen,residential,,,False,False,174.47,"LINESTRING (17.9123189 59.5206185, 17.9125883 59.5203911, 17.9126807 59.5203143, 17.9131424 59.5199263, 17.9131825 59.519892, 17.9134084 59.5197174, 17.9135019 59.5196832, 17.91357 59.5196714, 17.9142555 59.5196558, 17.9143909 59.5196513)",,
22488324,,Herrgårdsvägen,residential,,,False,True,180.32500000000005,"LINESTRING (17.916088 59.5209529, 17.9160739 59.5207594, 17.9160102 59.5206587, 17.9158761 59.5205639, 17.9156426 59.5203869, 17.9155259 59.5203064, 17.9154368 59.5202424, 17.9149864 59.5199209, 17.9149458 59.5198919, 17.9146819 59.5197214, 17.9145111 59.5196603, 17.9143909 59.5196513)",,
55140318,,Lidmans Allé,residential,,,False,True,147.19,"LINESTRING (17.916088 59.5209529, 17.9157612 59.5209573, 17.9156498 59.5209584, 17.9153183 59.5209631, 17.9148687 59.5209696, 17.9147461 59.5209715, 17.9142579 59.5209788, 17.9141573 59.5209801, 17.9136461 59.5209868, 17.9134792 59.5209867)",,
4967614,,Kyrkvägen,residential,30,,False,False,67.105,"LINESTRING (17.9143909 59.5196513, 17.9144169 59.5194539, 17.9144453 59.5194138, 17.9145224 59.5193787, 17.9148057 59.5193046, 17.9148701 59.5192061, 17.9148738 59.5191611)",,
22488324,,Herrgårdsvägen,residential,,,False,False,180.325,"LINESTRING (17.9143909 59.5196513, 17.9145111 59.5196603, 17.9146819 59.5197214, 17.9149458 59.5198919, 17.9149864 59.5199209, 17.9154368 59.5202424, 17.9155259 59.5203064, 17.9156426 59.5203869, 17.9158761 59.5205639, 17.9160102 59.5206587, 17.9160739 59.5207594, 17.916088 59.5209529)",,
22488324,,Herrgårdsvägen,residential,,,False,True,174.47,"LINESTRING (17.9143909 59.5196513, 17.9142555 59.5196558, 17.91357 59.5196714, 17.9135019 59.5196832, 17.9134084 59.5197174, 17.9131825 59.519892, 17.9131424 59.5199263, 17.9126807 59.5203143, 17.9125883 59.5203911, 17.9123189 59.5206185)",,
"[636250524, 158301637, 636250527]",2,"['Dragonvägen', 'Centralvägen']",residential,30,,False,"[False, True]",141.963,"LINESTRING (17.909303 59.5199822, 17.9092984 59.5200588, 17.9092733 59.5206759, 17.9092683 59.5207145, 17.9092232 59.5207363, 17.9090087 59.5207412, 17.9082137 59.5207594)",,
158301641,,Kyrkvägen,tertiary,30,,False,True,111.939,"LINESTRING (17.909303 59.5199822, 17.909402 59.5199819, 17.9094528 59.5199815, 17.90951 59.5199821, 17.9112876 59.5199856)",,
"[27640368, 634958131, 634958133]",2,Dragonvägen,residential,30,,False,True,301.845,"LINESTRING (17.909303 59.5199822, 17.9093028 59.5198593, 17.9093071 59.5195176, 17.9093063 59.5195092, 17.9093068 59.5194039, 17.9093073 59.5192931, 17.9093107 59.5190704, 17.9093149 59.5186521, 17.9093042 59.5180855, 17.9092612 59.5179202, 17.9092193 59.5178417, 17.9092158 59.5177562, 17.9092247 59.517272)",,
305892247,,Kavallerigatan,residential,30,,False,True,5.433,"LINESTRING (17.9188092 59.5152345, 17.9187129 59.5152337)",,
"[305893228, 27613575]",,Hotellvägen,residential,30,,False,False,430.59999999999997,"LINESTRING (17.9188092 59.5152345, 17.9189294 59.5152352, 17.9193914 59.5152329, 17.9195473 59.5152173, 17.9200702 59.5151196, 17.9205823 59.5150571, 17.9213541 59.5150664, 17.9216108 59.5150707, 17.9223839 59.5150792, 17.922519 59.5150802, 17.922671 59.515109, 17.9227838 59.5151731, 17.9230304 59.5153914, 17.9233984 59.515733, 17.9235044 59.5158757, 17.9237053 59.5162458, 17.9238128 59.5165461, 17.9239202 59.5168544)",,
1133875259,,Husarvägen,tertiary,40,,True,False,73.531,"LINESTRING (17.9188092 59.5152345, 17.9187434 59.5157652, 17.9186842 59.5158912)",,
"[305893228, 27613575]",,Hotellvägen,residential,30,,False,True,430.6,"LINESTRING (17.9239202 59.5168544, 17.9238128 59.5165461, 17.9237053 59.5162458, 17.9235044 59.5158757, 17.9233984 59.515733, 17.9230304 59.5153914, 17.9227838 59.5151731, 17.922671 59.515109, 17.922519 59.5150802, 17.9223839 59.5150792, 17.9216108 59.5150707, 17.9213541 59.5150664, 17.9205823 59.5150571, 17.9200702 59.5151196, 17.9195473 59.5152173, 17.9193914 59.5152329, 17.9189294 59.5152352, 17.9188092 59.5152345)",,
27640370,,Stallgatan,residential,50,,False,False,6.629,"LINESTRING (17.9095524 59.5136471, 17.9096553 59.5136467, 17.9096699 59.5136466)",,
194693224,,Stallgatan,residential,30,,True,False,14.697,"LINESTRING (17.9095524 59.5136471, 17.9095623 59.5135838, 17.9096205 59.5135218)",,
1133875245,,Stallgatan,residential,30,,False,False,5.017,"LINESTRING (17.9096229 59.5134767, 17.9096205 59.5135218)",,
194693219,,Stallgatan,residential,30,,True,False,62.074,"LINESTRING (17.9096229 59.5134767, 17.9095459 59.5134013, 17.9095256 59.5132833, 17.9095951 59.5132453, 17.9096538 59.513246, 17.9097039 59.5132464, 17.9097417 59.5132867, 17.9097088 59.5134036, 17.9096229 59.5134767)",,
"[27640370, 550418823]",,Stallgatan,residential,50,,False,True,59.494,"LINESTRING (17.9107193 59.5136264, 17.910602 59.5136443, 17.9098957 59.513645, 17.9096699 59.5136466)",,
27640787,,Ardennergatan,residential,,,False,True,302.24499999999995,"LINESTRING (17.914354 59.5139941, 17.9164822 59.5140046, 17.917232 59.514003, 17.917452 59.5140021, 17.9177647 59.5139806, 17.9180216 59.5138996, 17.9181891 59.5137948, 17.9183696 59.5136034, 17.9185569 59.5133733, 17.9187129 59.5131857, 17.9187396 59.5131554)",,
27640703,,Kapellvägen,residential,,,False,False,27.17,"LINESTRING (17.9187396 59.5131554, 17.9190516 59.5132074, 17.9191952 59.5132345)",,
27640787,,Ardennergatan,residential,,,False,False,302.245,"LINESTRING (17.9187396 59.5131554, 17.9187129 59.5131857, 17.9185569 59.5133733, 17.9183696 59.5136034, 17.9181891 59.5137948, 17.9180216 59.5138996, 17.9177647 59.5139806, 17.917452 59.5140021, 17.917232 59.514003, 17.9164822 59.5140046, 17.914354 59.5139941)",,
"[46351464, 266079692, 110938534]",2,Trafikplats Glädjen,secondary,50,roundabout,True,False,100.425,"LINESTRING (17.9250806 59.5147257, 17.9249269 59.5148072, 17.9247531 59.5148781, 17.924563 59.5149246, 17.9243549 59.5149543, 17.9241056 59.5149582, 17.9238503 59.5149313, 17.9237132 59.5148952, 17.9235126 59.5148256)",yes,
55140318,,Lidmans Allé,residential,,,False,False,147.18999999999997,"LINESTRING (17.9134792 59.5209867, 17.9136461 59.5209868, 17.9141573 59.5209801, 17.9142579 59.5209788, 17.9147461 59.5209715, 17.9148687 59.5209696, 17.9153183 59.5209631, 17.9156498 59.5209584, 17.9157612 59.5209573, 17.916088 59.5209529)",,
367094645,,Säterivägen,residential,50,,False,False,62.242,"LINESTRING (17.9162529 59.5195308, 17.9162856 59.5190235, 17.9162524 59.5189741)",,
"[124961002, 305892247]",,Kavallerigatan,residential,30,,False,False,382.953,"LINESTRING (17.9128435 59.5145339, 17.9148225 59.5145525, 17.9148825 59.5145531, 17.9149837 59.5145541, 17.9161717 59.5145578, 17.9169703 59.5145599, 17.9172058 59.5145581, 17.9176564 59.5145639, 17.9178326 59.5145816, 17.9179981 59.5146174, 17.9181052 59.5146726, 17.918171 59.5147376, 17.9182451 59.5148817, 17.9182533 59.5150925, 17.9182936 59.51516, 17.9183634 59.5152016, 17.918473 59.5152299, 17.9185486 59.5152322, 17.9187129 59.5152337)",,
27640703,,Kapellvägen,residential,,,False,True,154.512,"LINESTRING (17.9203792 59.5125298, 17.9204389 59.5126681, 17.9204954 59.5129768, 17.9205511 59.5132813, 17.9204641 59.5133283, 17.920119 59.5133531, 17.9198794 59.5133576, 17.919514 59.5132923, 17.9193783 59.5132691)",,
"[636250524, 158301637, 636250527]",2,"['Dragonvägen', 'Centralvägen']",residential,30,,False,"[False, True]",141.96300000000002,"LINESTRING (17.9082137 59.5207594, 17.9090087 59.5207412, 17.9092232 59.5207363, 17.9092683 59.5207145, 17.9092733 59.5206759, 17.9092984 59.5200588, 17.909303 59.5199822)",,
158301641,,Kyrkvägen,tertiary,30,,False,False,111.93900000000001,"LINESTRING (17.9112876 59.5199856, 17.90951 59.5199821, 17.9094528 59.5199815, 17.909402 59.5199819, 17.909303 59.5199822)",,
158301641,,Kyrkvägen,tertiary,30,,False,True,247.10699999999997,"LINESTRING (17.9112876 59.5199856, 17.9115682 59.5199848, 17.9116985 59.5199832, 17.9118136 59.5199723, 17.9119221 59.5199484, 17.9119902 59.5199186, 17.9120662 59.5198759, 17.9121642 59.5198025, 17.9126276 59.5194095, 17.912721 59.5193303, 17.9128265 59.5192653, 17.9130111 59.5191917, 17.9132049 59.5191624, 17.914196 59.5191614, 17.9145072 59.5191621, 17.9148738 59.5191611)",,
307462944,,Kyrkvägen,tertiary,50,,True,False,27.226999999999997,"LINESTRING (17.9177528 59.5188212, 17.9176194 59.5187922, 17.9174531 59.5187786, 17.9172841 59.5187752)",,
308762855,,Husarvägen,tertiary,50,roundabout,True,False,11.872,"LINESTRING (17.9177528 59.5188212, 17.9177438 59.5188032, 17.9177426 59.5187786, 17.9177775 59.5187345, 17.9177988 59.5187226)",,
308762853,,Husarvägen,tertiary,50,roundabout,True,False,6.988,"LINESTRING (17.9177988 59.5187226, 17.9178297 59.5187053, 17.9178985 59.5186868)",,
4709880,,Hammarbyvägen,tertiary,50,,True,False,28.856,"LINESTRING (17.9178688 59.5191487, 17.9178662 59.5190725, 17.9178581 59.5190113, 17.9178482 59.5189438, 17.9178313 59.5188902)",,
307462947,,Hammarbyvägen,tertiary,50,,True,False,28.833,"LINESTRING (17.9180277 59.5189025, 17.9180137 59.5189256, 17.9179198 59.5190535, 17.9178688 59.5191487)",,
308762856,,Husarvägen,tertiary,50,roundabout,True,False,11.452,"LINESTRING (17.9180277 59.5189025, 17.9179847 59.5189082, 17.9179233 59.5189058, 17.9178696 59.5188972, 17.9178313 59.5188902)",,
282543509,,Husarvägen,tertiary,40,,False,True,209.71699999999998,"LINESTRING (17.9180807 59.5184548, 17.9182631 59.5178327, 17.9183135 59.5176804, 17.9185591 59.5165848)",,
307462949,,Husarvägen,tertiary,50,,True,False,28.369,"LINESTRING (17.9180807 59.5184548, 17.9180915 59.5185487, 17.9181057 59.5186676, 17.9181099 59.5187095)",,
4213262,,Husarvägen,tertiary,50,roundabout,True,False,27.078999999999997,"LINESTRING (17.9181099 59.5187095, 17.9181312 59.5187176, 17.9181735 59.5187507, 17.918188 59.5187841, 17.9181694 59.5188439, 17.9181242 59.518876, 17.9180601 59.5188983, 17.9180277 59.5189025)",,
1016095173,,Blå gatan,unclassified,,,False,False,136.21800000000002,"LINESTRING (17.9116393 59.5163296, 17.9101611 59.5163235, 17.9093749 59.516318, 17.9092246 59.5163169)",,
27640368,,Dragonvägen,residential,30,,False,False,106.204,"LINESTRING (17.9092246 59.5163169, 17.9092268 59.5171733, 17.9092247 59.517272)",,
27640368,,Dragonvägen,residential,30,,False,True,129.386,"LINESTRING (17.9092246 59.5163169, 17.9092252 59.5161559, 17.9092257 59.5159606, 17.9092284 59.5151533)",,
1016095173,,Blå gatan,unclassified,,,False,True,136.218,"LINESTRING (17.9092246 59.5163169, 17.9093749 59.516318, 17.9101611 59.5163235, 17.9116393 59.5163296)",,
633925641,,Blå gatan,unclassified,,,False,True,306.668,"LINESTRING (17.9131265 59.5165144, 17.9140481 59.5165186, 17.9144323 59.5165227, 17.9149588 59.5165227, 17.9157482 59.5165263, 17.9160166 59.5165256, 17.9172312 59.5165359, 17.9183264 59.5165803, 17.9185591 59.5165848)",,
"[27640368, 634958131, 634958133]",2,Dragonvägen,residential,30,,False,False,301.845,"LINESTRING (17.9092247 59.517272, 17.9092158 59.5177562, 17.9092193 59.5178417, 17.9092612 59.5179202, 17.9093042 59.5180855, 17.9093149 59.5186521, 17.9093107 59.5190704, 17.9093073 59.5192931, 17.9093068 59.5194039, 17.9093063 59.5195092, 17.9093071 59.5195176, 17.9093028 59.5198593, 17.909303 59.5199822)",,
27640368,,Dragonvägen,residential,30,,False,True,106.204,"LINESTRING (17.9092247 59.517272, 17.9092268 59.5171733, 17.9092246 59.5163169)",,
1053137442,,Drabantgatan,residential,,,False,False,125.616,"LINESTRING (17.9092247 59.517272, 17.9101509 59.5172649, 17.9114515 59.5172584)",,
1053137442,,Drabantgatan,residential,,,False,True,125.616,"LINESTRING (17.9114515 59.5172584, 17.9101509 59.5172649, 17.9092247 59.517272)",,
27640368,,Dragonvägen,residential,30,,False,False,12.794,"LINESTRING (17.9092356 59.5150383, 17.9092284 59.5151533)",,
1133875248,,Dragonvägen,residential,30,,True,False,79.78,"LINESTRING (17.9092356 59.5150383, 17.9091976 59.5146653, 17.9091658 59.5144366, 17.9091635 59.5143219)",,
1133875245,,Stallgatan,residential,30,,False,True,5.017,"LINESTRING (17.9096205 59.5135218, 17.9096229 59.5134767)",,
1133875246,,Stallgatan,residential,30,,True,False,14.229,"LINESTRING (17.9096205 59.5135218, 17.9096572 59.5135812, 17.9096699 59.5136466)",,
"[27640370, 550418823]",,Stallgatan,residential,50,,False,False,59.494,"LINESTRING (17.9096699 59.5136466, 17.9098957 59.513645, 17.910602 59.5136443, 17.9107193 59.5136264)",,
27640370,,Stallgatan,residential,50,,False,True,6.629,"LINESTRING (17.9096699 59.5136466, 17.9096553 59.5136467, 17.9095524 59.5136471)",,
1133875246,,Stallgatan,residential,30,,True,False,71.405,"LINESTRING (17.9096699 59.5136466, 17.9096681 59.5137926, 17.9096424 59.5138399, 17.9093573 59.5140906, 17.9093445 59.5141551, 17.9093395 59.5142479)",,
1133875264,,,secondary_link,50,,True,False,8.062,"LINESTRING (17.9093395 59.5142479, 17.9093405 59.5143204)",,
4709882,2,Mälarvägen,secondary,50,,True,False,531.29,"LINESTRING (17.9093395 59.5142479, 17.909754 59.5142404, 17.9130587 59.5142328, 17.9147169 59.5142342, 17.9151679 59.514242, 17.9177205 59.5143449, 17.9184214 59.5143561, 17.9187483 59.5143628)",,AB 850
282543509,,Husarvägen,tertiary,40,,False,False,77.448,"LINESTRING (17.9186842 59.5158912, 17.9185842 59.5164266, 17.9185591 59.5165848)",,
1133875260,,Husarvägen,tertiary,40,,True,False,73.301,"LINESTRING (17.9186842 59.5158912, 17.9186551 59.5157723, 17.9187129 59.5152337)",,
1133875263,,,secondary_link,50,,True,False,11.173,"LINESTRING (17.9187336 59.514463, 17.9187483 59.5143628)",,
282543514,2,Mälarvägen,secondary,50,,True,False,530.495,"LINESTRING (17.9187336 59.514463, 17.9184149 59.5144562, 17.9182758 59.5144517, 17.917582 59.5144184, 17.9151621 59.5143274, 17.9147143 59.5143209, 17.9130552 59.5143198, 17.9097513 59.5143117, 17.9093405 59.5143204)",,AB 850
305892247,,Kavallerigatan,residential,30,,False,False,5.433,"LINESTRING (17.9187129 59.5152337, 17.9188092 59.5152345)",,
"[124961002, 305892247]",,Kavallerigatan,residential,30,,False,True,382.953,"LINESTRING (17.9187129 59.5152337, 17.9185486 59.5152322, 17.918473 59.5152299, 17.9183634 59.5152016, 17.9182936 59.51516, 17.9182533 59.5150925, 17.9182451 59.5148817, 17.918171 59.5147376, 17.9181052 59.5146726, 17.9179981 59.5146174, 17.9178326 59.5145816, 17.9176564 59.5145639, 17.9172058 59.5145581, 17.9169703 59.5145599, 17.9161717 59.5145578, 17.9149837 59.5145541, 17.9148825 59.5145531, 17.9148225 59.5145525, 17.9128435 59.5145339)",,
1133875260,,Husarvägen,tertiary,40,,True,False,85.712,"LINESTRING (17.9187129 59.5152337, 17.9187235 59.5145873, 17.9187336 59.514463)",,
1133875261,,Ekebovägen,tertiary,50,,True,False,71.554,"LINESTRING (17.9198271 59.5126676, 17.9196622 59.5129174, 17.9194793 59.5131412, 17.9193783 59.5132691)",,
1133875271,,Mälarvägen,secondary,50,,True,False,11.81,"LINESTRING (17.9187483 59.5143628, 17.9189575 59.5143669)",,AB 850
1133875262,,Ekebovägen,tertiary,50,,True,False,128.633,"LINESTRING (17.9187483 59.5143628, 17.918811 59.5139536, 17.9188865 59.5137462, 17.9190903 59.5133784, 17.9191952 59.5132345)",,
27640703,,Kapellvägen,residential,,,False,False,11.023,"LINESTRING (17.9191952 59.5132345, 17.9193783 59.5132691)",,
27640703,,Kapellvägen,residential,,,False,True,27.17,"LINESTRING (17.9191952 59.5132345, 17.9190516 59.5132074, 17.9187396 59.5131554)",,
1133875262,,Ekebovägen,tertiary,50,,True,False,72.442,"LINESTRING (17.9191952 59.5132345, 17.9193224 59.5131083, 17.919563 59.5128906, 17.9198271 59.5126676)",,
1133875265,,,secondary_link,50,,True,False,8.028,"LINESTRING (17.9091635 59.5143219, 17.9091638 59.5142497)",,
1133875268,,Mälarvägen,secondary,50,,True,False,9.986,"LINESTRING (17.9093405 59.5143204, 17.9091635 59.5143219)",,AB 850
1133875249,,Dragonvägen,residential,30,,True,False,80.22800000000001,"LINESTRING (17.9093405 59.5143204, 17.9093445 59.5144501, 17.9093355 59.5146779, 17.9092356 59.5150383)",,
1133875269,,Mälarvägen,secondary,50,,True,False,9.914,"LINESTRING (17.9091638 59.5142497, 17.9093395 59.5142479)",,AB 850
194693224,,Stallgatan,residential,30,,True,False,72.657,"LINESTRING (17.9091638 59.5142497, 17.9091736 59.5141594, 17.9092043 59.5140922, 17.9095243 59.5138367, 17.90955 59.5137874, 17.9095524 59.5136471)",,
