osmid,oneway,highway,reversed,length,name,geometry,junction
"[28717209, 28842633]",True,unclassified,False,449.0499999999999,Jalan Hujung Pasir,"LINESTRING (115.2399152 5.2788376, 115.2394902 5.2791846, 115.2392378 5.2793874, 115.2389165 5.2796569, 115.2387592 5.279885, 115.2386529 5.2801124, 115.2385801 5.2803135, 115.23856 5.2803762, 115.2383215 5.2805566, 115.2381517 5.2807285, 115.2381486 5.2807482, 115.2381572 5.2807667, 115.2383667 5.2808741, 115.2386963 5.2810061, 115.2389847 5.2811082, 115.239043 5.2811196, 115.2390806 5.2811223, 115.2391168 5.2811189, 115.2391664 5.2811036, 115.2393933 5.2809294)",
"[28717261, 1189569726]",True,secondary,False,88.94,Jalan Bunga Tanjung,"LINESTRING (115.2399152 5.2788376, 115.2399112 5.2789434, 115.2399288 5.2790062, 115.2399625 5.27905, 115.2400886 5.2792014, 115.2403453 5.2794784)",
28716999,False,tertiary,False,48.916,Jalan Merdeka,"LINESTRING (115.2471221 5.2758804, 115.246698 5.2760036)",
28716999,False,tertiary,True,7.694,Jalan Merdeka,"LINESTRING (115.2471221 5.2758804, 115.2471888 5.275861)",
28716999,False,tertiary,True,24.877,Jalan Merdeka,"LINESTRING (115.246235 5.276125, 115.2464526 5.2760693)",
221205176,True,tertiary,False,33.126999999999995,Jalan Merdeka,"LINESTRING (115.246235 5.276125, 115.2461178 5.2761558, 115.2459459 5.2762017)",
"[28885443, 28717156]",True,secondary,False,276.163,Jalan Merdeka,"LINESTRING (115.2431803 5.2769858, 115.2427496 5.2771595, 115.2424467 5.2772883, 115.2423337 5.2773357, 115.2417819 5.2775675, 115.241733 5.2775855, 115.2410566 5.277835, 115.2409969 5.2778641, 115.2408776 5.2779345)",
675118251,True,secondary,False,9.802,,"LINESTRING (115.2431803 5.2769858, 115.2431875 5.2770293, 115.2432054 5.2770696)",roundabout
675118251,True,secondary,False,15.456,,"LINESTRING (115.243479 5.2771049, 115.2435126 5.2770599, 115.2435302 5.2770066, 115.2435327 5.2769799)",roundabout
544818207,True,secondary,False,105.64500000000001,Jalan Tun Mustapha,"LINESTRING (115.2433732 5.2771537, 115.2434469 5.2773419, 115.2437281 5.2780356)",
675118251,True,secondary,False,13.091999999999999,,"LINESTRING (115.2433732 5.2771537, 115.2434302 5.2771382, 115.243479 5.2771049)",roundabout
675118251,True,secondary,False,21.866,,"LINESTRING (115.2432054 5.2770696, 115.2432365 5.2771077, 115.2432771 5.2771358, 115.2433239 5.2771515, 115.2433732 5.2771537)",roundabout
28717159,True,secondary,False,4.894,,"LINESTRING (115.2460585 5.2763503, 115.2460617 5.2763064)",roundabout
263205791,True,tertiary,False,13.141,Jalan Tanjung Purun,"LINESTRING (115.2466448 5.2777517, 115.2467597 5.2777221)",
28901887,True,secondary,False,97.475,Jalan OKK Abdullah,"LINESTRING (115.2466448 5.2777517, 115.2468547 5.2781016, 115.2470002 5.2783182, 115.2470298 5.2783527, 115.2470607 5.2783796, 115.2471718 5.2784315)",
749957147,False,secondary,False,54.146,Jalan OKK Abdullah,"LINESTRING (115.2473021 5.2786231, 115.2475763 5.2790263)",
749957147,False,secondary,True,25.73,Jalan OKK Abdullah,"LINESTRING (115.2473021 5.2786231, 115.2471718 5.2784315)",
111753343,True,unclassified,False,156.592,,"LINESTRING (115.2473021 5.2786231, 115.2473006 5.2787603, 115.2472773 5.2788216, 115.2472469 5.2788645, 115.2472057 5.2788942, 115.2471772 5.2789015, 115.2471039 5.2789201, 115.2461331 5.2791671)",
1261389026,True,secondary,False,59.007000000000005,Jalan Tun Mustapha,"LINESTRING (115.2436517 5.2776066, 115.2435497 5.2773378, 115.243479 5.2771049)",
28869020,True,secondary,False,6.656,Jalan Bunga Raya,"LINESTRING (115.2415189 5.27899, 115.2414902 5.2789374)",
28869020,True,secondary,False,23.938,Jalan Bunga Raya,"LINESTRING (115.2417512 5.2793863, 115.241637 5.2792035)",
28929723,True,unclassified,False,83.065,Jalan Perkhidmatan,"LINESTRING (115.2417512 5.2793863, 115.2424472 5.2791075)",
28868903,False,unclassified,True,44.233,Jalan Kemajuan,"LINESTRING (115.2420008 5.2798349, 115.2423553 5.2796515)",
28869020,True,secondary,False,57.034000000000006,Jalan Bunga Raya,"LINESTRING (115.2420008 5.2798349, 115.241797 5.2794754, 115.2417512 5.2793863)",
