osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,bridge,tunnel
220690146,2,Jalan Penghulu Kassim,tertiary,False,False,51.776,"LINESTRING (103.3233787 2.0344289, 103.3231243 2.0340388)",,,
500751448,,,unclassified,True,False,184.425,"LINESTRING (103.3233787 2.0344289, 103.3232474 2.0346045, 103.3227267 2.0353319, 103.3225736 2.0355932, 103.3224962 2.0357458, 103.322464 2.0358092)",,,
699239199,2,Jalan Penghulu Kassim,tertiary,False,False,88.599,"LINESTRING (103.3229561 2.0334527, 103.3227701 2.0326779)",,,
699239199,2,Jalan Penghulu Kassim,tertiary,False,True,27.219,"LINESTRING (103.3229561 2.0334527, 103.323015 2.0336903)",,,
500751445,,Jalan Anggerik,residential,False,False,43.747,"LINESTRING (103.3229561 2.0334527, 103.3231571 2.0334653, 103.3233395 2.0335261)",,,
699239199,2,Jalan Penghulu Kassim,tertiary,False,True,88.599,"LINESTRING (103.3227701 2.0326779, 103.3229561 2.0334527)",,,
615188385,2,,unclassified,False,False,212.64199999999997,"LINESTRING (103.3227701 2.0326779, 103.3226656 2.0326376, 103.3226126 2.0326035, 103.3225697 2.0325633, 103.3222356 2.0320171, 103.3220903 2.0317797, 103.3219312 2.0315196, 103.3216936 2.0311311)",,,
699239199,2,Jalan Penghulu Kassim,tertiary,False,False,124.851,"LINESTRING (103.3227701 2.0326779, 103.322736 2.0325418, 103.3227319 2.0324471, 103.3227407 2.0323941, 103.322769 2.0322977, 103.3230824 2.0316344)",,,
699239199,2,Jalan Penghulu Kassim,tertiary,False,True,124.851,"LINESTRING (103.3230824 2.0316344, 103.322769 2.0322977, 103.3227407 2.0323941, 103.3227319 2.0324471, 103.322736 2.0325418, 103.3227701 2.0326779)",,,
220690146,2,Jalan Penghulu Kassim,tertiary,False,True,51.776,"LINESTRING (103.3231243 2.0340388, 103.3233787 2.0344289)",,,
699239199,2,Jalan Penghulu Kassim,tertiary,False,False,40.61,"LINESTRING (103.3231243 2.0340388, 103.323015 2.0336903)",,,
500751446,,Jalan Sultanah,tertiary,True,False,33.057,"LINESTRING (103.323015 2.0336903, 103.3227354 2.0337918)",,,
699239199,2,Jalan Penghulu Kassim,tertiary,False,False,27.219,"LINESTRING (103.323015 2.0336903, 103.3229561 2.0334527)",,,
699239199,2,Jalan Penghulu Kassim,tertiary,False,True,40.61,"LINESTRING (103.323015 2.0336903, 103.3231243 2.0340388)",,,
615188399,,Jalan Dato' Kapten Ahmad,tertiary,True,False,13.243,"LINESTRING (103.320679 2.0307691, 103.3207227 2.0306583)",,,
"[500751425, 220690141, 1189289887]","['2', '3']",Jalan Mersing,trunk,True,False,119.799,"LINESTRING (103.320679 2.0307691, 103.3210342 2.0308758, 103.3213454 2.0309956, 103.3216936 2.0311311)",50,yes,
220309950,,,unclassified,False,False,10.549,"LINESTRING (103.3215384 2.0355212, 103.3216248 2.0355605)",,,
220309950,,,unclassified,False,True,15.925,"LINESTRING (103.3215384 2.0355212, 103.3214101 2.0354574)",,,
810852410,,Persiaran Dato Haji Ismail Hassan,unclassified,True,False,33.001,"LINESTRING (103.3215384 2.0355212, 103.3214937 2.0358146)",,,
220690184,2,Persiaran Dato Haji Ismail Hassan,unclassified,False,False,33.876,"LINESTRING (103.3214294 2.0361124, 103.3214937 2.0358146)",,,
220690184,2,Persiaran Dato Haji Ismail Hassan,unclassified,False,True,88.373,"LINESTRING (103.3214294 2.0361124, 103.3217459 2.0368415)",,,
500751437,,Jalan Mata Kucing,unclassified,True,False,127.623,"LINESTRING (103.3214294 2.0361124, 103.3213226 2.0360643, 103.3203825 2.0356405)",,,
500751453,,,unclassified,False,True,62.175,"LINESTRING (103.3211095 2.0340567, 103.3211169 2.0346158)",,,
539089637,2,Jalan Sultanah,tertiary,True,False,54.104,"LINESTRING (103.3211095 2.0340567, 103.3212012 2.0340581, 103.3213893 2.034049, 103.3214759 2.0340377, 103.3215944 2.0340222)",,,
615188405,,Jalan Dato' Haji Hassan,tertiary,True,False,64.603,"LINESTRING (103.3207273 2.0327759, 103.3206138 2.033314, 103.3206074 2.0333444)",,,
675443159,,Jalan Merdeka,unclassified,True,False,68.48400000000001,"LINESTRING (103.3207273 2.0327759, 103.3204248 2.0327079, 103.3201261 2.0326405)",,,
750113965,,Jalan Haji Manan,tertiary,False,False,2.195,"LINESTRING (103.3196191 2.0345988, 103.3196272 2.0345808)",,,
750113965,,Jalan Haji Manan,tertiary,False,True,2.707,"LINESTRING (103.3196191 2.0345988, 103.3196091 2.034621)",,,
750761137,,Jalan Haji Manan,tertiary,False,True,7.807,"LINESTRING (103.3199016 2.0337836, 103.3198871 2.0338523)",,,
750761140,,Jalan Sultanah,tertiary,True,False,61.961,"LINESTRING (103.3199016 2.0337836, 103.3193563 2.0336673)",,,
675443158,2,Jalan Dato' Kapten Ahmad,tertiary,True,False,129.548,"LINESTRING (103.3199016 2.0337836, 103.3200099 2.0331855, 103.3201261 2.0326405)",,,
220309950,,,unclassified,False,False,3.063,"LINESTRING (103.3202429 2.0348868, 103.3202683 2.0348975)",,,
220309950,,,unclassified,False,True,3.489,"LINESTRING (103.3202429 2.0348868, 103.3202141 2.0348743)",,,
500751452,,,unclassified,True,False,186.38500000000002,"LINESTRING (103.3202429 2.0348868, 103.3201361 2.0351578, 103.3201075 2.0352237, 103.319882 2.0357516, 103.3198722 2.035766, 103.3198575 2.0357756, 103.3198403 2.0357788, 103.3198231 2.0357752, 103.3192072 2.0355128)",,,
815227352,,,unclassified,False,False,6.897,"LINESTRING (103.3204758 2.034377, 103.3205005 2.0343201)",,,
814938967,,,unclassified,True,False,28.07,"LINESTRING (103.3204758 2.034377, 103.3206627 2.0344503, 103.3207145 2.0344487)",,,
815227352,,,unclassified,False,True,36.282,"LINESTRING (103.3204758 2.034377, 103.3203729 2.0345997, 103.3203354 2.0346715)",,,
500751453,,,unclassified,False,False,62.175,"LINESTRING (103.3211169 2.0346158, 103.3211095 2.0340567)",,,
500751454,,Jalan Mad Lazim Saim,unclassified,False,False,73.019,"LINESTRING (103.3211169 2.0346158, 103.3212387 2.034684, 103.3214318 2.0347802, 103.321698 2.0349221)",,,
500751454,,Jalan Mad Lazim Saim,unclassified,False,True,48.425,"LINESTRING (103.3211169 2.0346158, 103.3208143 2.0344917, 103.3207145 2.0344487)",,,
615188406,,Jalan Sultan,unclassified,True,False,66.15,"LINESTRING (103.3203565 2.0315488, 103.3200694 2.0314654, 103.3197849 2.0313827)",,,
675443158,2,Jalan Dato' Kapten Ahmad,tertiary,True,False,26.988,"LINESTRING (103.3203565 2.0315488, 103.3204436 2.0313914, 103.3204795 2.0313398)",,,
615188513,,Jalan Dato Teoh Siew Khor,unclassified,True,False,128.139,"LINESTRING (103.3197849 2.0313827, 103.319656 2.031981, 103.3195396 2.0325087)",,,
615188515,,Jalan Sultan,unclassified,False,False,89.244,"LINESTRING (103.3197849 2.0313827, 103.3191605 2.0312051, 103.3190105 2.0311707)",,,
