osmid,oneway,lanes,ref,highway,reversed,length,name,geometry,maxspeed,junction,bridge,tunnel
1171086977,True,1,,unclassified,False,33.204,Jalan Bunus 6,"LINESTRING (101.6981615 3.1548403, 101.6983182 3.1548474, 101.6984157 3.1548481, 101.6984604 3.1548485)",,,,
467359511,True,1,,tertiary_link,False,58.448,,"LINESTRING (101.697813 3.1509294, 101.6977902 3.1508136, 101.6978208 3.1505205, 101.6978193 3.1504898, 101.6978032 3.1504617, 101.6977661 3.1504284)",,,,
"[1229454720, 1118854155, 772004351]",True,2,,tertiary,False,175.058,"['Jalan Gereja', 'Jalan Ampang']","LINESTRING (101.697813 3.1509294, 101.6978722 3.1505524, 101.6979047 3.150358, 101.697941 3.1501102, 101.6979675 3.1499428, 101.6980082 3.1498585, 101.6981021 3.1497383, 101.6982092 3.1496306, 101.6983392 3.1495089)",50,,,
24522249,True,1,,unclassified,False,77.629,Jalan Medan Bunus,"LINESTRING (101.6969541 3.1521343, 101.6975436 3.1525097)",,,,
23064057,True,2,,unclassified,False,142.36700000000002,Jalan Masjid India,"LINESTRING (101.6969541 3.1521343, 101.697049 3.1522872, 101.6972542 3.1526646, 101.6973379 3.152985, 101.697374 3.153155, 101.6973831 3.1532821, 101.6973859 3.1533207)",,,,
1220176137,True,2,,tertiary,False,33.006,Jalan Munshi Abdullah,"LINESTRING (101.6985264 3.1534346, 101.6985087 3.1537309)",,,,
24522330,True,,,unclassified,False,19.65,Jalan Bunus,"LINESTRING (101.6985264 3.1534346, 101.6984629 3.1534315, 101.6983495 3.1534308)",,,,
24522254,True,1,,unclassified,False,123.58,Lorong Bunus Satu,"LINESTRING (101.6977885 3.1521536, 101.6977463 3.1521275, 101.6977193 3.1521116, 101.6975264 3.1519878, 101.6972981 3.1518422, 101.6972443 3.1518068, 101.6972064 3.1518016, 101.6971706 3.1518068, 101.6969851 3.1520874, 101.6969541 3.1521343)",,,,
"[24522252, 776080708]",True,,,unclassified,False,144.295,Medan Bunus,"LINESTRING (101.6975436 3.1525097, 101.6975508 3.1525561, 101.6975574 3.1525986, 101.6975909 3.1526924, 101.6976312 3.1527218, 101.6976842 3.1527312, 101.6977606 3.1527393, 101.6980171 3.1527556, 101.6980576 3.1527574, 101.6980878 3.152754, 101.6980969 3.1527476, 101.6980945 3.1527336, 101.6976564 3.152409, 101.697632 3.1523909)",,,,
778625474,True,,,unclassified,False,16.457,,"LINESTRING (101.6975436 3.1525097, 101.6975796 3.1524613, 101.697632 3.1523909)",,,,
"[1231037610, 24522087]",False,,,unclassified,False,92.21900000000001,,"LINESTRING (101.6984001 3.152603, 101.6983938 3.1527085, 101.6983717 3.1530771, 101.6983531 3.153374, 101.6983495 3.1534308)",,,,
1164808781,True,1,,unclassified,False,84.317,Lorong Bunus 1,"LINESTRING (101.6984001 3.152603, 101.6983052 3.1525343, 101.6981816 3.152438, 101.6977885 3.1521536)",,,,
23064057,True,2,,unclassified,False,37.93,Jalan Masjid India,"LINESTRING (101.6973859 3.1533207, 101.6973751 3.1534191, 101.6973488 3.1536598)",,,,
690357715,False,,,unclassified,False,108.292,Jalan Bunus,"LINESTRING (101.6973859 3.1533207, 101.6974147 3.1533276, 101.6974796 3.1533432, 101.6975581 3.1533532, 101.697656 3.1533579, 101.6977532 3.1533532, 101.6977981 3.1533552, 101.6978296 3.1533559, 101.6978773 3.1533606, 101.6979188 3.15337, 101.6980007 3.153394, 101.6980476 3.1534041, 101.6980912 3.1534154, 101.6981569 3.1534248, 101.6982265 3.1534308, 101.698297 3.1534308, 101.6983495 3.1534308)",,,,
24522408,True,1,,unclassified,False,42.204,Lorong Bunus 5,"LINESTRING (101.6972678 3.1544651, 101.6973049 3.154469, 101.6976458 3.1545052)",,,,
703777031,True,1,,unclassified,False,30.095,Jalan Masjid India,"LINESTRING (101.6972678 3.1544651, 101.697242 3.1546972, 101.6972379 3.1547341)",,,,
703777031,True,1,,unclassified,False,89.99600000000001,Jalan Masjid India,"LINESTRING (101.6973488 3.1536598, 101.6973084 3.1540665, 101.6972678 3.1544651)",,,,
337570343,False,,,unclassified,True,88.428,Lorong Bunus 3,"LINESTRING (101.6985087 3.1537309, 101.6984413 3.1537269, 101.6980764 3.1537098, 101.6978622 3.153697, 101.6977134 3.1536881)",,,,
"[1231037609, 776068411]",True,2,,tertiary,False,124.39000000000001,Jalan Munshi Abdullah,"LINESTRING (101.6985087 3.1537309, 101.6984889 3.1541042, 101.698482 3.1542853, 101.698467 3.1546763, 101.6984604 3.1548485)",,,,
24522409,True,1,,unclassified,False,40.603,Lorong Bunus 3,"LINESTRING (101.6977134 3.1536881, 101.6973826 3.1536624, 101.6973488 3.1536598)",,,,
337570343,False,,,unclassified,False,88.428,Lorong Bunus 3,"LINESTRING (101.6977134 3.1536881, 101.6978622 3.153697, 101.6980764 3.1537098, 101.6984413 3.1537269, 101.6985087 3.1537309)",,,,
24522410,True,2,,unclassified,False,91.167,Lorong Bunus 4,"LINESTRING (101.6976458 3.1545052, 101.6977134 3.1536881)",,,,
23768602,False,4,,tertiary,True,11.293,Leboh Pasar Besar,"LINESTRING (101.6939812 3.1472209, 101.6938891 3.147264)",,,,
502729742,True,5,2,secondary,False,41.494,Jalan Raja Laut,"LINESTRING (101.6946872 3.1512498, 101.6946834 3.1513374, 101.6946843 3.1513746, 101.69469 3.1516228)",,,,
502729743,True,2,,secondary,False,58.599000000000004,Jalan Parlimen,"LINESTRING (101.6946872 3.1512498, 101.69485 3.1511774, 101.695043 3.1510679, 101.6951431 3.1509889)",,,,
502729747,True,3,,tertiary,False,55.32,Bulatan Dato Onn,"LINESTRING (101.6931683 3.1510178, 101.6931488 3.1509005, 101.6931124 3.1507246, 101.693054 3.1506232, 101.69299 3.1505718)",,roundabout,,
776635613,True,2,,tertiary,False,69.421,Jalan Parlimen,"LINESTRING (101.6925581 3.1506658, 101.6925061 3.1506819, 101.6924283 3.1506884, 101.6923623 3.1506864, 101.69221 3.1506664, 101.6919387 3.1506351)",,,,
1227543673,True,3,,tertiary,False,27.925,Bulatan Dato Onn,"LINESTRING (101.6925581 3.1506658, 101.6925414 3.150727, 101.6925397 3.1507862, 101.692552 3.1509141)",,roundabout,,
24577290,False,5,2,secondary,True,12.344,,"LINESTRING (101.6950827 3.1508957, 101.6951431 3.1509889)",,,,
24577650,True,2,,secondary,False,52.265,Jalan Parlimen,"LINESTRING (101.6950827 3.1508957, 101.6949651 3.1509714, 101.6946629 3.1511058)",,,,
537381111,False,4,2,secondary,False,92.357,Jalan Raja,"LINESTRING (101.6950827 3.1508957, 101.6950376 3.1508277, 101.6946454 3.1501892)",,,,
"[24581634, 5053228, 776639846]",True,2,1,trunk,False,701.6469999999999,Jalan Kuching,"LINESTRING (101.6923398 3.1486272, 101.692493 3.1493962, 101.692573 3.1498117, 101.6926497 3.1502299, 101.6927662 3.1508051, 101.6929008 3.1515143, 101.6930344 3.1521221, 101.6931306 3.1525802, 101.6932208 3.1530034, 101.693315 3.1534159, 101.6934399 3.1539185, 101.6936684 3.1547944)",,,yes,
24581628,True,2,,trunk_link,False,70.297,,"LINESTRING (101.6923398 3.1486272, 101.6923295 3.14889, 101.6923959 3.1492532)",,,,
24581626,True,1,,tertiary,False,70.783,Jalan Sultan Salahuddin,"LINESTRING (101.6925726 3.1510367, 101.6925319 3.1511958, 101.6924797 3.1512795, 101.6924378 3.1513487, 101.6923047 3.1516097)",,,,
"[1172992643, 1172992644]",True,3,,tertiary,False,43.202000000000005,Bulatan Dato Onn,"LINESTRING (101.6925726 3.1510367, 101.6926074 3.1511886, 101.6926235 3.1512368, 101.6926303 3.1512533, 101.6926395 3.1512753, 101.6926755 3.1513352, 101.692718 3.1513913)",,roundabout,,
502729747,True,3,,tertiary,False,11.481,Bulatan Dato Onn,"LINESTRING (101.6931047 3.1513725, 101.6931356 3.1513287, 101.6931551 3.151283)",,roundabout,,
32046896,True,2,,trunk_link,False,36.370000000000005,,"LINESTRING (101.69299 3.1505718, 101.6929529 3.1505192, 101.6929227 3.1504739, 101.6928972 3.1504355, 101.6928778 3.1504063, 101.6928397 3.1502849)",,,,
502729747,True,3,,tertiary,False,45.278000000000006,Bulatan Dato Onn,"LINESTRING (101.69299 3.1505718, 101.6928901 3.1505308, 101.6928481 3.1505297, 101.6927848 3.150531, 101.6926888 3.1505518, 101.6926052 3.1505994)",,roundabout,,
"[779981424, 776602395]",True,"['1', '2']",,trunk_link,False,218.56900000000002,,"LINESTRING (101.6928397 3.1502849, 101.6926778 3.1495156, 101.6925505 3.1488319, 101.6923735 3.1483812)",,,,
"[776639844, 776639845]",True,4,1,trunk,False,22.28,Jalan Kuching,"LINESTRING (101.6936684 3.1547944, 101.6936932 3.1549165, 101.6937143 3.1549893)",,,,
231164757,False,5,,tertiary,True,65.93799999999999,Jalan Sultan Salahuddin,"LINESTRING (101.692018 3.152129, 101.692064 3.1520481, 101.6921235 3.1519433, 101.6923047 3.1516097)",,,,
288278410,True,2,,tertiary,False,418.593,Jalan Sultan Salahuddin,"LINESTRING (101.692018 3.152129, 101.6919017 3.1522574, 101.6917281 3.1525161, 101.6915067 3.1529569, 101.6913872 3.1531008, 101.6912012 3.1533095, 101.6909371 3.1535616, 101.6904736 3.1540398, 101.690158 3.1544781, 101.689936 3.1548102, 101.6898727 3.154905, 101.689738 3.1551004)",,,,
135623661,True,2,,tertiary,False,79.914,Jalan Hang Lekiu,"LINESTRING (101.697859 3.1479421, 101.6979069 3.1479954, 101.6980222 3.1481354, 101.6983185 3.1484952)",,,,
504344460,True,2,,secondary,False,42.051,Jalan Tun Perak,"LINESTRING (101.697859 3.1479421, 101.6979167 3.1478773, 101.6981222 3.1476703)",,,,
138175471,True,6,2,secondary,False,36.69,Jalan Raja Laut,"LINESTRING (101.6945181 3.1502447, 101.6945698 3.1505706)",,,,
1160086673,True,5,2,secondary,False,40.711,Jalan Raja Laut,"LINESTRING (101.69469 3.1516228, 101.6946969 3.1519125, 101.6946994 3.1519888)",,,,
775578843,True,2,,secondary,False,31.761,Jalan Tun Perak,"LINESTRING (101.6981222 3.1476703, 101.6983316 3.1474757)",,,,
135623287,True,1,,secondary,False,87.138,Jalan Raja Chulan,"LINESTRING (101.6981222 3.1476703, 101.6981892 3.1476605, 101.6982308 3.1476825, 101.6982507 3.1476931, 101.6985874 3.1480901, 101.6986734 3.1481827)",,,,
231164755,False,,,residential,True,93.501,Jalan Tangsi,"LINESTRING (101.6919387 3.1506351, 101.6919526 3.150572, 101.6919729 3.1504636, 101.6921141 3.1500947, 101.6922089 3.1498407)",,,,
24581628,True,2,,trunk_link,False,73.485,,"LINESTRING (101.6923959 3.1492532, 101.6925223 3.1499019)",,,,
169063032,True,,,residential,False,68.62,Jalan Tangsi,"LINESTRING (101.6923959 3.1492532, 101.6923575 3.1494154, 101.6922089 3.1498407)",,,,
"[188181112, 188181113, 502729741, 778659598]",True,3,,secondary,False,116.035,Jalan Parlimen,"LINESTRING (101.6941604 3.1512211, 101.6940863 3.1512248, 101.6939125 3.1512327, 101.6938376 3.1512234, 101.6934275 3.1511742, 101.6933176 3.1511382, 101.6932777 3.1511152, 101.6932425 3.1510868, 101.6932409 3.1510853, 101.6932087 3.1510567, 101.6931683 3.1510178)",,,yes,
188181208,True,1,,secondary_link,False,95.148,,"LINESTRING (101.6945698 3.1505706, 101.6945643 3.1507862, 101.6945626 3.1507961, 101.6945432 3.1509075, 101.6944798 3.1510294, 101.6944334 3.1510867, 101.6943526 3.1511444, 101.6941604 3.1512211)",,,,
776584049,True,5,2,secondary,False,60.424,Jalan Raja Laut,"LINESTRING (101.6945698 3.1505706, 101.6946412 3.1509426, 101.6946517 3.1510143, 101.6946629 3.1511058)",,,,
169205860,True,1,,trunk_link,False,24.060000000000002,,"LINESTRING (101.6929747 3.1501631, 101.6929499 3.1502242, 101.6929272 3.1502748, 101.6929071 3.1502921, 101.6928825 3.1502946, 101.6928397 3.1502849)",,,,
"[591557688, 1206027213]",False,,,unclassified,False,138.239,Jalan Raja,"LINESTRING (101.6929747 3.1501631, 101.693042 3.1501091, 101.6931665 3.1500757, 101.6932922 3.1500421, 101.6933639 3.1500229, 101.693492 3.1499886, 101.6937207 3.1499274, 101.6938587 3.1498904, 101.6938628 3.1498893, 101.6941612 3.1498094)",,,,
"[591557688, 1206027213]",False,,,unclassified,True,138.239,Jalan Raja,"LINESTRING (101.6941612 3.1498094, 101.6938628 3.1498893, 101.6938587 3.1498904, 101.6937207 3.1499274, 101.693492 3.1499886, 101.6933639 3.1500229, 101.6932922 3.1500421, 101.6931665 3.1500757, 101.693042 3.1501091, 101.6929747 3.1501631)",,,,
"[782781896, 918464090, 188181181]",True,2,,secondary_link,False,67.017,,"LINESTRING (101.6941612 3.1498094, 101.6942041 3.1498188, 101.6942255 3.1498214, 101.6942621 3.1498269, 101.6942932 3.1498404, 101.6943203 3.1498595, 101.6943368 3.1498894, 101.6944738 3.1501383, 101.6945181 3.1502447)",,,yes,
777141989,True,3,,tertiary,False,16.639,Jalan Sultan Salahuddin,"LINESTRING (101.6923047 3.1516097, 101.6924034 3.1514971)",,,,
231164757,False,5,,tertiary,False,65.93799999999999,Jalan Sultan Salahuddin,"LINESTRING (101.6923047 3.1516097, 101.6921235 3.1519433, 101.692064 3.1520481, 101.692018 3.152129)",,,,
1159318778,True,,,unclassified,False,4.168,Lorong Gombak,"LINESTRING (101.6957621 3.1556537, 101.6957555 3.1556906)",,,,
1221467375,True,,,unclassified,False,18.061,,"LINESTRING (101.6957621 3.1556537, 101.6957325 3.1556973, 101.6957142 3.1557163, 101.6956853 3.1557344, 101.6956386 3.1557505)",,,,
1220176138,True,2,,tertiary,False,11.929,Jalan Munshi Abdullah,"LINESTRING (101.6985765 3.1533397, 101.6985264 3.1534346)",,,,
"[170856105, 135721458]",True,3,,tertiary,False,211.997,"['Leboh Ampang', 'Jalan Tun Tan Siew Sin']","LINESTRING (101.6965703 3.147437, 101.6961111 3.1476971, 101.6960932 3.1477223, 101.6960895 3.1477589, 101.6961002 3.147797, 101.6961437 3.1478418, 101.6961981 3.1478974, 101.6967678 3.1484818, 101.696836 3.1485518, 101.6969246 3.1486426, 101.6969557 3.1486745, 101.6969935 3.1487034)",,,,
"[23152585, 322416498]",True,1,,unclassified,False,208.872,Lorong Gombak,"LINESTRING (101.6946994 3.1519888, 101.6947311 3.1520351, 101.6947584 3.1520559, 101.6947937 3.1520722, 101.6949195 3.1520965, 101.6950391 3.1520939, 101.6951249 3.1520817, 101.6951812 3.1520356, 101.6952531 3.1519876, 101.6955008 3.1523524, 101.6959536 3.1530311)",,,,
"[1159318786, 653314135]",True,4,2,secondary,False,125.501,Jalan Raja Laut,"LINESTRING (101.6946994 3.1519888, 101.6947123 3.152805, 101.6947092 3.1529823, 101.6947068 3.1531173)",,,,
778110312,True,3,2,secondary,False,31.53,Jalan Raja,"LINESTRING (101.694351 3.1495381, 101.6944182 3.1498136)",,,,
188181213,True,,,unclassified,False,40.431,Jalan Raja,"LINESTRING (101.694351 3.1495381, 101.6943387 3.1496639, 101.69433 3.1496808, 101.6943103 3.1497189, 101.6942754 3.1497488, 101.6942125 3.1497869, 101.6941612 3.1498094)",,,,
188181203,True,,,residential,False,45.528,Jalan Tangsi,"LINESTRING (101.6922089 3.1498407, 101.6922764 3.1497754, 101.6923671 3.1497486, 101.6924439 3.1497986, 101.6925223 3.1499019)",,,,
231164755,False,,,residential,False,93.501,Jalan Tangsi,"LINESTRING (101.6922089 3.1498407, 101.6921141 3.1500947, 101.6919729 3.1504636, 101.6919526 3.150572, 101.6919387 3.1506351)",,,,
776635614,True,2,,trunk_link,False,79.30999999999999,,"LINESTRING (101.6925223 3.1499019, 101.6926368 3.1504885, 101.692634 3.1505105, 101.6926052 3.1505994)",,,,
504344462,True,3,,tertiary,False,10.3,Leboh Ampang,"LINESTRING (101.6969935 3.1487034, 101.6970616 3.1487663)",,,,
"[504344461, 164030054, 557233414]",True,2,,secondary,False,323.483,Jalan Tun Perak,"LINESTRING (101.6969935 3.1487034, 101.6968943 3.1488144, 101.6968049 3.1489116, 101.6966439 3.1490934, 101.6966107 3.1491339, 101.6965699 3.1491834, 101.6964194 3.1493669, 101.6963712 3.1494241, 101.6963571 3.1494412, 101.6963233 3.1494821, 101.6962689 3.149548, 101.6961605 3.1496794, 101.6959522 3.1499318, 101.6951838 3.1508174, 101.6950827 3.1508957)",,,,building_passage
288278407,True,1,,tertiary,False,52.157,Jalan Dato Onn,"LINESTRING (101.6919187 3.1532988, 101.6917891 3.1531141, 101.6916639 3.1529051)",,,,
1159307445,True,2,,tertiary,False,95.01500000000001,Jalan Sultan Salahuddin,"LINESTRING (101.6916639 3.1529051, 101.6917014 3.1528289, 101.691728 3.1527747, 101.6919667 3.1522927, 101.692018 3.152129)",,,,
1159307445,True,2,,tertiary,False,27.461,Jalan Sultan Salahuddin,"LINESTRING (101.6915304 3.153113, 101.6916639 3.1529051)",,,,
288278408,True,1,,tertiary,False,51.275000000000006,Jalan Dato Onn,"LINESTRING (101.6915304 3.153113, 101.6916021 3.153088, 101.6916534 3.1530992, 101.6916951 3.1531191, 101.6917396 3.1531593, 101.6919187 3.1532988)",,,,
169205855,True,3,,unclassified,False,11.659,Jalan Esfahan,"LINESTRING (101.695742 3.1557688, 101.6956386 3.1557505)",,,,
23768602,False,4,,tertiary,False,11.293,Leboh Pasar Besar,"LINESTRING (101.6938891 3.147264, 101.6939812 3.1472209)",,,,
290640535,True,3,2,secondary,False,81.879,Jalan Raja,"LINESTRING (101.6938891 3.147264, 101.6939085 3.1473589, 101.693917 3.1474008, 101.6939594 3.1476104, 101.6940345 3.1479859)",,,,
23064055,True,1,,unclassified,False,84.589,Lorong Tuanku Abdul Rahman,"LINESTRING (101.6958435 3.1512981, 101.6958779 3.1513386, 101.6960727 3.1516363, 101.6962044 3.1518375, 101.6962652 3.1519312)",,,,
429511482,True,1,,unclassified,False,47.194,Jalan Melayu,"LINESTRING (101.6958435 3.1512981, 101.6958056 3.1513399, 101.6956986 3.1514314, 101.6955734 3.1515314, 101.6955164 3.1515673)",,,,
"[164030058, 776068412, 755073590, 103774415]",True,2,,tertiary,False,137.325,"['Jalan Munshi Abdullah', 'Jalan Ampang']","LINESTRING (101.6982757 3.1519709, 101.6985444 3.1520918, 101.69858 3.152136, 101.6986122 3.1521996, 101.6986249 3.152231, 101.6986266 3.1522678, 101.6986283 3.1523034, 101.6986264 3.1525641, 101.6986135 3.1527747, 101.6986138 3.1530094)",,,yes,
"[603174436, 603174437, 1164060926]",True,,,unclassified,False,74.114,,"LINESTRING (101.6982757 3.1519709, 101.6983614 3.1520777, 101.6983768 3.1521105, 101.6983782 3.1521693, 101.6984018 3.1524798, 101.6984021 3.1525548, 101.6984001 3.152603)",,,yes,
690357714,True,,,unclassified,False,38.684,Jalan Bunus,"LINESTRING (101.6983495 3.1534308, 101.6983756 3.1534507, 101.6984109 3.1534943, 101.698432 3.1535321, 101.6984825 3.1536157, 101.6985087 3.1537309)",,,,
690357715,False,,,unclassified,True,108.292,Jalan Bunus,"LINESTRING (101.6983495 3.1534308, 101.698297 3.1534308, 101.6982265 3.1534308, 101.6981569 3.1534248, 101.6980912 3.1534154, 101.6980476 3.1534041, 101.6980007 3.153394, 101.6979188 3.15337, 101.6978773 3.1533606, 101.6978296 3.1533559, 101.6977981 3.1533552, 101.6977532 3.1533532, 101.697656 3.1533579, 101.6975581 3.1533532, 101.6974796 3.1533432, 101.6974147 3.1533276, 101.6973859 3.1533207)",,,,
"[1231037610, 24522087]",False,,,unclassified,True,92.21900000000001,,"LINESTRING (101.6983495 3.1534308, 101.6983531 3.153374, 101.6983717 3.1530771, 101.6983938 3.1527085, 101.6984001 3.152603)",,,,
398536517,True,,,unclassified,False,31.607,,"LINESTRING (101.697632 3.1523909, 101.6976395 3.152376, 101.6977568 3.1522016, 101.6977885 3.1521536)",,,,
772004350,True,2,,tertiary,False,17.892,Jalan Ampang,"LINESTRING (101.6983392 3.1495089, 101.69837 3.1494096, 101.6984067 3.149366)",50,,,
776639847,True,3,,trunk_link,False,20.396,,"LINESTRING (101.692786 3.151441, 101.6928287 3.1516194)",,,,
502729747,True,3,,tertiary,False,37.657000000000004,Bulatan Dato Onn,"LINESTRING (101.692786 3.151441, 101.6928614 3.151456, 101.6929437 3.1514456, 101.693035 3.1514204, 101.6931047 3.1513725)",,roundabout,,
504344464,True,,,unclassified,False,52.537,,"LINESTRING (101.6983185 3.1484952, 101.6985668 3.1482766, 101.6986734 3.1481827)",,,,
"[557233417, 1229454719]",True,2,,secondary,False,69.155,Jalan Tun Perak,"LINESTRING (101.6966378 3.1492219, 101.6967043 3.149146, 101.6967139 3.1491338, 101.6969475 3.1488846, 101.6970616 3.1487663)",,,,building_passage
557233418,True,1,,unclassified,False,204.169,Jalan Melayu,"LINESTRING (101.6961493 3.1498222, 101.6961938 3.1498126, 101.6962408 3.1498059, 101.6962945 3.1498228, 101.6963346 3.1498625, 101.6963505 3.1498912, 101.6963626 3.1499129, 101.6963831 3.1500481, 101.6963924 3.150195, 101.6963913 3.1502465, 101.6963739 3.1505395, 101.6963544 3.1506202, 101.6963249 3.1507106, 101.6962599 3.1508545, 101.6961217 3.1510099, 101.6960944 3.1510399, 101.6958435 3.1512981)",,,,
"[164030055, 778020047]",True,2,,secondary,False,86.007,Jalan Tun Perak,"LINESTRING (101.6961493 3.1498222, 101.6962253 3.14973, 101.6964246 3.1494845, 101.6964799 3.1494165, 101.6966297 3.1492318, 101.6966378 3.1492219)",,,,building_passage
138175470,True,6,2,secondary,False,16.238,Jalan Raja Laut,"LINESTRING (101.6946629 3.1511058, 101.6946872 3.1512498)",,,,
