osmid,oneway,ref,highway,junction,reversed,length,geometry
559068647,False,,residential,,True,59.176,"LINESTRING (9.3432812 11.6876477, 9.3431385 11.6876557, 9.342739 11.6876836)"
559068645,False,,residential,,True,120.709,"LINESTRING (9.342739 11.6876836, 9.3427415 11.6877857, 9.3427429 11.6880865, 9.3427697 11.6885015, 9.3427804 11.6887681)"
559068647,False,,residential,,False,59.176,"LINESTRING (9.342739 11.6876836, 9.3431385 11.6876557, 9.3432812 11.6876477)"
559068647,False,,residential,,True,156.207,"LINESTRING (9.342739 11.6876836, 9.3425363 11.6876977, 9.3421675 11.6877201, 9.3418202 11.6877358, 9.3413064 11.6877542)"
559068647,False,,residential,,True,13.405,"LINESTRING (9.3434041 11.6876408, 9.3432812 11.6876477)"
559068646,False,,residential,,True,114.174,"LINESTRING (9.3434041 11.6876408, 9.3434121 11.6877096, 9.3434429 11.6881429, 9.3434872 11.6886643)"
559068647,False,,residential,,False,156.207,"LINESTRING (9.3413064 11.6877542, 9.3418202 11.6877358, 9.3421675 11.6877201, 9.3425363 11.6876977, 9.342739 11.6876836)"
559074064,False,,residential,,False,44.855999999999995,"LINESTRING (9.3413064 11.6877542, 9.34132 11.6878777, 9.3413521 11.6879946, 9.3414004 11.6881455)"
559074065,False,,residential,,True,75.648,"LINESTRING (9.3413064 11.6877542, 9.3413065 11.6875073, 9.3413106 11.6870739)"
559068656,False,,residential,,False,71.67699999999999,"LINESTRING (9.3419771 11.6870358, 9.3423338 11.6870148, 9.3426342 11.6869977)"
559068656,False,,residential,,True,72.699,"LINESTRING (9.3419771 11.6870358, 9.3415225 11.6870634, 9.3413106 11.6870739)"
559068644,False,,residential,,True,82.28399999999999,"LINESTRING (9.3433249 11.6869098, 9.3433128 11.6870056, 9.3433061 11.6870516, 9.3432874 11.6872598, 9.3432813 11.6874495, 9.3432812 11.6876477)"
559068656,False,,residential,,True,75.843,"LINESTRING (9.3433249 11.6869098, 9.342948 11.686957, 9.3426342 11.6869977)"
559068656,False,,residential,,False,75.843,"LINESTRING (9.3426342 11.6869977, 9.342948 11.686957, 9.3433249 11.6869098)"
559068656,False,,residential,,True,71.67699999999999,"LINESTRING (9.3426342 11.6869977, 9.3423338 11.6870148, 9.3419771 11.6870358)"
559068657,False,,residential,,True,77.824,"LINESTRING (9.3434872 11.6886643, 9.3427804 11.6887681)"
559068646,False,,residential,,False,114.17399999999999,"LINESTRING (9.3434872 11.6886643, 9.3434429 11.6881429, 9.3434121 11.6877096, 9.3434041 11.6876408)"
559068657,False,,residential,,False,77.824,"LINESTRING (9.3427804 11.6887681, 9.3434872 11.6886643)"
559068645,False,,residential,,False,120.709,"LINESTRING (9.3427804 11.6887681, 9.3427697 11.6885015, 9.3427429 11.6880865, 9.3427415 11.6877857, 9.342739 11.6876836)"
559068657,False,,residential,,True,173.14799999999997,"LINESTRING (9.3427804 11.6887681, 9.3425256 11.6888075, 9.3423271 11.6887773, 9.3421662 11.6886958, 9.3418443 11.6884673, 9.3415868 11.6882703, 9.3414004 11.6881455)"
559068657,False,,residential,,False,173.148,"LINESTRING (9.3414004 11.6881455, 9.3415868 11.6882703, 9.3418443 11.6884673, 9.3421662 11.6886958, 9.3423271 11.6887773, 9.3425256 11.6888075, 9.3427804 11.6887681)"
559074064,False,,residential,,True,44.856,"LINESTRING (9.3414004 11.6881455, 9.3413521 11.6879946, 9.34132 11.6878777, 9.3413064 11.6877542)"
559074066,False,,residential,,False,258.54,"LINESTRING (9.3414004 11.6881455, 9.3414286 11.6883084, 9.3414474 11.6884686, 9.3414956 11.6889519, 9.3415024 11.6892015, 9.3415117 11.6894234, 9.3415118 11.6895967, 9.3415225 11.6897649, 9.3415305 11.6899172, 9.3415493 11.6900774, 9.3415573 11.690214, 9.3415627 11.6903322, 9.3415594 11.6904627)"
559068656,False,,residential,,False,72.699,"LINESTRING (9.3413106 11.6870739, 9.3415225 11.6870634, 9.3419771 11.6870358)"
559074065,False,,residential,,False,75.648,"LINESTRING (9.3413106 11.6870739, 9.3413065 11.6875073, 9.3413064 11.6877542)"
559109089,False,,residential,,False,79.066,"LINESTRING (9.3427607 11.6949401, 9.3431643 11.694349)"
559109095,False,,residential,,False,66.684,"LINESTRING (9.3427607 11.6949401, 9.3428823 11.694972, 9.342999 11.6950285, 9.3430822 11.6950849, 9.3431961 11.6951414, 9.3433094 11.6951986)"
559109095,False,,residential,,True,65.828,"LINESTRING (9.3427607 11.6949401, 9.3425981 11.6949063, 9.3424558 11.6948485, 9.3422628 11.6947554, 9.342201 11.6947251)"
559109088,False,,residential,,True,78.071,"LINESTRING (9.342201 11.6947251, 9.3424103 11.6943954, 9.3425899 11.6941354)"
559109095,False,,residential,,False,65.828,"LINESTRING (9.342201 11.6947251, 9.3422628 11.6947554, 9.3424558 11.6948485, 9.3425981 11.6949063, 9.3427607 11.6949401)"
559109084,False,,residential,,False,143.837,"LINESTRING (9.3431726 11.6922305, 9.3431318 11.6924623, 9.3430057 11.6931138, 9.3429252 11.6935011)"
559109084,False,,residential,,True,178.32999999999998,"LINESTRING (9.3431726 11.6922305, 9.3432873 11.6915798, 9.3434158 11.6906448)"
"[559118515, 285089903]",False,,residential,,True,456.80600000000004,"LINESTRING (9.3383561 11.6922903, 9.3401474 11.6923839, 9.3403905 11.6923891, 9.3404321 11.6923599, 9.3404952 11.6923047, 9.3409245 11.6918659, 9.3409607 11.6918323, 9.3410007 11.6917965, 9.3409322 11.6915065, 9.3408599 11.691199, 9.340807 11.6908699, 9.340766 11.6905479)"
"[740040980, 294727974]",True,F130,primary,,False,297.668,"LINESTRING (9.3383561 11.6922903, 9.3384004 11.6928051, 9.3384486 11.6931072, 9.338513 11.6934315, 9.3385747 11.6936705, 9.3386404 11.693882, 9.338749 11.6941906, 9.3388121 11.6943666, 9.3388885 11.694578, 9.3389677 11.6947527, 9.3390258 11.6948677)"
559074066,False,,residential,,True,258.54,"LINESTRING (9.3415594 11.6904627, 9.3415627 11.6903322, 9.3415573 11.690214, 9.3415493 11.6900774, 9.3415305 11.6899172, 9.3415225 11.6897649, 9.3415118 11.6895967, 9.3415117 11.6894234, 9.3415024 11.6892015, 9.3414956 11.6889519, 9.3414474 11.6884686, 9.3414286 11.6883084, 9.3414004 11.6881455)"
740048446,True,,secondary,,False,203.52100000000002,"LINESTRING (9.3415594 11.6904627, 9.3431161 11.6905362, 9.3434263 11.690551)"
558824308,False,,residential,,False,44.239,"LINESTRING (9.3431643 11.694349, 9.3435529 11.6944651)"
559109089,False,,residential,,False,84.915,"LINESTRING (9.3431643 11.694349, 9.3436186 11.6937283)"
559109089,False,,residential,,True,79.066,"LINESTRING (9.3431643 11.694349, 9.3427607 11.6949401)"
558824308,False,,residential,,True,67.162,"LINESTRING (9.3431643 11.694349, 9.3429991 11.6942996, 9.3427885 11.6942208, 9.3426664 11.6941827, 9.3425899 11.6941354)"
559109086,False,,residential,,False,90.429,"LINESTRING (9.3433094 11.6951986, 9.3434403 11.6950127, 9.3435341 11.6948315, 9.3435743 11.6947396, 9.3435985 11.6946319, 9.3435877 11.6945504, 9.3435529 11.6944651)"
559109095,False,,residential,,True,66.684,"LINESTRING (9.3433094 11.6951986, 9.3431961 11.6951414, 9.3430822 11.6950849, 9.342999 11.6950285, 9.3428823 11.694972, 9.3427607 11.6949401)"
559109084,False,,residential,,False,10.493,"LINESTRING (9.3434263 11.690551, 9.3434158 11.6906448)"
740081833,True,,residential,,False,12.028,"LINESTRING (9.3369263 11.6948703, 9.3369839 11.6949626)"
558849278,False,,residential,,False,501.0379999999999,"LINESTRING (9.3369263 11.6948703, 9.3369392 11.6946621, 9.3369895 11.6942418, 9.3370807 11.6938728, 9.3371719 11.693639, 9.3372148 11.6934998, 9.3372256 11.6934499, 9.3372269 11.6933961, 9.3372175 11.6933344, 9.3372215 11.6932661, 9.3372631 11.6930284, 9.3372966 11.6928721, 9.3373436 11.6927631, 9.3373851 11.6926646, 9.3374388 11.6925727, 9.3374898 11.6925162, 9.3375461 11.6924794, 9.3375997 11.6924492, 9.3376493 11.6923967, 9.3377982 11.6922115, 9.3379229 11.692071, 9.3379498 11.6920316, 9.3379632 11.6919922, 9.3379578 11.6919278, 9.3379726 11.6918727, 9.3380047 11.6918307, 9.3380544 11.6917978, 9.3380758 11.6917689, 9.3380959 11.6917138, 9.3381147 11.6916271, 9.3381375 11.69148, 9.3381791 11.6911425, 9.3381965 11.6910138, 9.338222 11.6909035, 9.3382488 11.6908378, 9.3382891 11.690801, 9.3383639 11.6907846)"
