osmid,oneway,ref,highway,junction,reversed,length,geometry,lanes,name
328096090,True,A3,trunk,roundabout,False,3.435,"LINESTRING (11.9629115 11.7434526, 11.9628847 11.7434689)",,
328096090,True,A3,trunk,roundabout,False,48.293,"LINESTRING (11.9626245 11.7428663, 11.9626621 11.742903, 11.9629075 11.7432004)",,
328096090,True,A3,trunk,roundabout,False,28.225999999999996,"LINESTRING (11.9623697 11.7431026, 11.9623483 11.7430685, 11.9623322 11.7430238, 11.9623268 11.7429792, 11.9623349 11.7429346, 11.9623483 11.7428925, 11.96237 11.7428684)",,
559150236,True,A3,trunk,,False,38.976,"LINESTRING (11.9620371 11.7427455, 11.9620962 11.7427822, 11.9621659 11.7428111, 11.9622329 11.7428295, 11.96237 11.7428684)",2,Kano-Maiduguri Highway
328096090,True,A3,trunk,roundabout,False,2.153,"LINESTRING (11.96237 11.7428684, 11.9623851 11.7428559)",,
321559263,True,A3,trunk,,False,83.475,"LINESTRING (11.9629075 11.7432004, 11.9629706 11.7432628, 11.9630242 11.7433048, 11.9630966 11.7433521, 11.9631905 11.743402, 11.9635285 11.7435438, 11.9635716 11.7435617)",2,Kano-Maiduguri Highway
328096090,True,A3,trunk,roundabout,False,31.141,"LINESTRING (11.9629075 11.7432004, 11.962933 11.7432313, 11.9629518 11.7432733, 11.9629625 11.743318, 11.9629633 11.7433576, 11.9629444 11.7434099, 11.9629115 11.7434526)",,
321559260,True,A3,trunk_link,,False,124.264,"LINESTRING (11.9636526 11.743686, 11.9633997 11.7436226, 11.9633112 11.7436095, 11.9632388 11.7436121, 11.9631744 11.7436173, 11.9631208 11.7436383, 11.9630591 11.7436672, 11.9630108 11.743704, 11.9629625 11.7437565, 11.9629303 11.7438117, 11.9629169 11.7438642, 11.9629115 11.7439298, 11.9629169 11.7440165, 11.9629376 11.7441304)",,
559150235,True,A3,trunk,,False,85.34100000000001,"LINESTRING (11.9636526 11.743686, 11.9632441 11.7435149, 11.9631613 11.7434887, 11.9630832 11.7434755, 11.9630108 11.7434676, 11.9629115 11.7434526)",2,Kano-Maiduguri Highway
698179225,False,,residential,,True,90.737,"LINESTRING (11.96403 11.7437355, 11.9642352 11.7429446)",,
321559263,True,A3,trunk,,False,43.433,"LINESTRING (11.96403 11.7437355, 11.9643036 11.7438012, 11.9644189 11.743822)",2,Kano-Maiduguri Highway
328096090,True,A3,trunk,roundabout,False,28.144,"LINESTRING (11.9623851 11.7428559, 11.9624046 11.7428426, 11.9624529 11.7428243, 11.9624985 11.742819, 11.9625494 11.7428269, 11.962587 11.7428426, 11.9626245 11.7428663)",,
321559262,True,F253,primary,,False,53.149,"LINESTRING (11.9629376 11.7441304, 11.9630793 11.7445878)",,Gombi - Baromari Road
328096090,True,A3,trunk,roundabout,False,33.246,"LINESTRING (11.9628847 11.7434689, 11.9628606 11.7434808, 11.9628233 11.7434993, 11.9627809 11.7435047, 11.9627399 11.7434992, 11.9627077 11.743486, 11.9626679 11.7434573, 11.9626182 11.7434117)",,
559150234,True,F253,primary,,False,75.626,"LINESTRING (11.9628847 11.7434689, 11.9628659 11.7435412, 11.9628499 11.7436068, 11.9628391 11.7436777, 11.9628364 11.7437565, 11.9628499 11.7438458, 11.9628794 11.7439403, 11.9629376 11.7441304)",,Gombi - Baromari Road
