osmid,oneway,highway,junction,reversed,length,geometry,ref
377608349,True,secondary,roundabout,False,48.519000000000005,"LINESTRING (6.2756797 4.9374369, 6.2757525 4.9374313, 6.2758232 4.9374494, 6.2758843 4.9374892, 6.2759292 4.9375465, 6.2759532 4.9376152, 6.2759537 4.9376879)",
377608349,True,secondary,roundabout,False,38.703,"LINESTRING (6.2755161 4.9377061, 6.2755103 4.9376367, 6.2755262 4.937569, 6.2755624 4.9375094, 6.2756153 4.9374639, 6.2756797 4.9374369)",
906826743,True,secondary,,False,418.703,"LINESTRING (6.2755161 4.9377061, 6.2754069 4.9375499, 6.2752811 4.9374416, 6.2743966 4.9369262, 6.2739471 4.9366642, 6.2731825 4.9362095, 6.2723382 4.9357016)",
377608349,True,secondary,roundabout,False,24.679000000000002,"LINESTRING (6.2759537 4.9376879, 6.2759301 4.937758, 6.2758847 4.9378166, 6.2758225 4.937857)",
377608349,True,secondary,roundabout,False,17.884,"LINESTRING (6.2758225 4.937857, 6.2757709 4.9378724, 6.2757172 4.9378751, 6.2756644 4.9378648)",
377627405,True,tertiary,,False,8.369,"LINESTRING (6.2722759 4.9356641, 6.2722873 4.9356394, 6.272312 4.9355981)",
906826743,True,secondary,,False,118.686,"LINESTRING (6.2722759 4.9356641, 6.2719041 4.9354404, 6.2717132 4.9353256, 6.2713552 4.9351184)",
377608349,True,secondary,roundabout,False,20.171999999999997,"LINESTRING (6.2756644 4.9378648, 6.2756097 4.9378386, 6.2755641 4.9377987, 6.275531 4.937748)",
377608349,True,secondary,roundabout,False,4.943,"LINESTRING (6.275531 4.937748, 6.2755161 4.9377061)",
906826740,True,secondary,,False,9.283,"LINESTRING (6.272312 4.9355981, 6.272384 4.9356408)",F227
592020396,False,residential,,False,6.935,"LINESTRING (6.271647 4.937272, 6.2717047 4.9372962)",
377627405,True,tertiary,,False,193.36099999999996,"LINESTRING (6.271647 4.937272, 6.27176 4.9370554, 6.2719225 4.9367438, 6.2720588 4.9364598, 6.272121 4.9362955, 6.2721478 4.9361479, 6.2721854 4.9359111, 6.2722296 4.9357651, 6.2722759 4.9356641)",
592020396,False,residential,,True,87.083,"LINESTRING (6.271647 4.937272, 6.2713134 4.9371059, 6.2711703 4.9370346, 6.270943 4.9369236)",
592020396,False,residential,,False,87.083,"LINESTRING (6.270943 4.9369236, 6.2711703 4.9370346, 6.2713134 4.9371059, 6.271647 4.937272)",
592208383,False,residential,,True,108.901,"LINESTRING (6.270943 4.9369236, 6.2708395 4.9371767, 6.2707593 4.9373729, 6.2707474 4.9374016, 6.2706466 4.9376453, 6.2705702 4.9378298)",
592208383,False,residential,,False,108.90100000000001,"LINESTRING (6.2705702 4.9378298, 6.2706466 4.9376453, 6.2707474 4.9374016, 6.2707593 4.9373729, 6.2708395 4.9371767, 6.270943 4.9369236)",
906784866,True,tertiary,,False,8.453,"LINESTRING (6.272384 4.9356408, 6.2723382 4.9357016)",
906826740,True,secondary,,False,418.6020000000001,"LINESTRING (6.272384 4.9356408, 6.2732368 4.9361462, 6.2739855 4.9365918, 6.2752958 4.9373583, 6.275396 4.9373937, 6.275506 4.9374245, 6.2756797 4.9374369)",F227
906826743,True,secondary,,False,8.064,"LINESTRING (6.2723382 4.9357016, 6.2722759 4.9356641)",
906784866,True,tertiary,,False,192.61700000000002,"LINESTRING (6.2723382 4.9357016, 6.2722849 4.9358052, 6.2722528 4.9359147, 6.2722179 4.9361819, 6.2721857 4.9363289, 6.2721508 4.9364492, 6.2720516 4.9366496, 6.2717047 4.9372962)",
906822661,False,residential,,True,39.141,"LINESTRING (6.2710537 4.9358436, 6.2709168 4.9361681)",
906822661,False,residential,,False,87.283,"LINESTRING (6.2710537 4.9358436, 6.271208 4.9354759, 6.2712613 4.9353463, 6.2713552 4.9351184)",
592020396,False,residential,,True,6.935,"LINESTRING (6.2717047 4.9372962, 6.271647 4.937272)",
906822661,False,residential,,False,39.141,"LINESTRING (6.2709168 4.9361681, 6.2710537 4.9358436)",
906822661,False,residential,,False,8.61,"LINESTRING (6.2713552 4.9351184, 6.2713869 4.9350477)",
906826743,True,secondary,,False,101.388,"LINESTRING (6.2713552 4.9351184, 6.2705639 4.9346603)",
906822661,False,residential,,True,87.283,"LINESTRING (6.2713552 4.9351184, 6.2712613 4.9353463, 6.271208 4.9354759, 6.2710537 4.9358436)",
906822661,False,residential,,True,8.61,"LINESTRING (6.2713869 4.9350477, 6.2713552 4.9351184)",
906826740,True,secondary,,False,119.369,"LINESTRING (6.2713869 4.9350477, 6.2717688 4.9352758, 6.2718445 4.935321, 6.272312 4.9355981)",F227
