osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,bridge
266361543,True,2,вуліца Гогаля,secondary,60,False,113.783,"LINESTRING (23.6796791 52.0899533, 23.6781423 52.089559)",,
25297537,False,,вуліца Наганава,residential,,True,167.925,"LINESTRING (23.6796791 52.0899533, 23.6796481 52.0899817, 23.6793661 52.0902695, 23.6792929 52.0903415, 23.6792345 52.090399, 23.6787972 52.0908293, 23.6787681 52.0908584, 23.6785854 52.0910412, 23.6783883 52.0912384)",,
96346396,False,2,вуліца Наганава,residential,,True,20.301000000000002,"LINESTRING (23.6796791 52.0899533, 23.679766 52.0898722, 23.6798306 52.0897965)",,
25297515,False,,Кааператыўная вуліца,residential,,False,189.395,"LINESTRING (23.681422 52.0903849, 23.681381 52.0904263, 23.6812652 52.0905898, 23.6810407 52.0908599, 23.6804175 52.0915291, 23.680386 52.0915643, 23.6801382 52.091793, 23.6800767 52.0918717)",,
266361543,True,2,вуліца Гогаля,secondary,60,False,128.402,"LINESTRING (23.681422 52.0903849, 23.6808685 52.0902575, 23.6800438 52.0900474, 23.6798073 52.0899872, 23.6796791 52.0899533)",,
25297517,False,2,вуліца Крупскай,unclassified,40,True,62.747,"LINESTRING (23.682632 52.0906925, 23.682575 52.0907389, 23.6821273 52.0911638)",,
96346667,False,,вуліца Крупскай,unclassified,,False,19.172,"LINESTRING (23.682632 52.0906925, 23.6827008 52.0906232, 23.6827625 52.0905402)",11,
266361543,True,2,вуліца Гогаля,secondary,60,False,89.475,"LINESTRING (23.682632 52.0906925, 23.6825048 52.0906645, 23.681422 52.0903849)",,
266361538,False,2,Камуністычная вуліца,residential,,False,132.165,"LINESTRING (23.6844915 52.0911572, 23.6844582 52.0912214, 23.6844145 52.0912901, 23.6842315 52.0916102, 23.6841017 52.0917369, 23.6835804 52.0921944)",,
266361539,False,,Камуністычная вуліца,unclassified,,True,18.403,"LINESTRING (23.6844915 52.0911572, 23.6845282 52.0910836, 23.6845589 52.0909971)",8,
266361543,True,2,вуліца Гогаля,secondary,60,False,137.162,"LINESTRING (23.6844915 52.0911572, 23.6843625 52.0911221, 23.6838174 52.0909846, 23.6827562 52.090727, 23.682632 52.0906925)",,
58069187,True,1,вуліца Карла Маркса,secondary,40,False,101.59899999999998,"LINESTRING (23.6887394 52.0921458, 23.6886683 52.0922133, 23.6883724 52.0924854, 23.6882437 52.0926037, 23.6880303 52.0928081, 23.687973 52.0928629, 23.6879216 52.0929089)",,
160968360,True,,вуліца Гогаля,tertiary,40,False,150.201,"LINESTRING (23.6887394 52.0921458, 23.6886061 52.092121, 23.6876569 52.0919455, 23.6869345 52.091812, 23.6866604 52.0917183)",,
25297480,True,1,плошча Свабоды,unclassified,,False,33.927,"LINESTRING (23.6911806 52.0926021, 23.6911381 52.0925434, 23.6911223 52.0925129, 23.6911131 52.0924766, 23.6911098 52.0924389, 23.6911108 52.0924002, 23.6911199 52.0923047)",,
160968360,True,,вуліца Гогаля,tertiary,40,False,174.334,"LINESTRING (23.6911806 52.0926021, 23.6909901 52.0925653, 23.6903338 52.0924392, 23.689137 52.092219, 23.6888771 52.0921684, 23.6887394 52.0921458)",,
172711890,True,,плошча Свабоды,secondary,40,False,30.268,"LINESTRING (23.6911806 52.0926021, 23.6912152 52.0925651, 23.6912686 52.0925001, 23.691317 52.0924303, 23.6913601 52.0923539)",,
266361538,False,2,Камуністычная вуліца,residential,,False,49.306,"LINESTRING (23.6835804 52.0921944, 23.6831613 52.0925554)",,
25297418,False,,вуліца Бялова,residential,,False,114.648,"LINESTRING (23.6835804 52.0921944, 23.6836357 52.0922152, 23.6839141 52.092332, 23.6842205 52.0924599, 23.6845952 52.0926163, 23.6849673 52.0927748)",,
266361538,False,2,Камуністычная вуліца,residential,,True,132.165,"LINESTRING (23.6835804 52.0921944, 23.6841017 52.0917369, 23.6842315 52.0916102, 23.6844145 52.0912901, 23.6844582 52.0912214, 23.6844915 52.0911572)",,
"[25297408, 25297534]",False,,"['вуліца Чкалава', 'Камуністычная вуліца']",residential,,True,234.328,"LINESTRING (23.6810093 52.0946206, 23.6810495 52.094581, 23.6813335 52.094307, 23.6816059 52.0940584, 23.681622 52.0939938, 23.6815743 52.0939386, 23.6810937 52.0936532, 23.6808834 52.0934015, 23.6808656 52.0933328, 23.6808027 52.0932715, 23.6802512 52.0930601, 23.6801499 52.0930213)",,
85697876,False,2,вуліца Леванеўскага,unclassified,,False,147.014,"LINESTRING (23.6810093 52.0946206, 23.6793831 52.0939458, 23.6792254 52.0938811)",,
85697876,False,2,вуліца Леванеўскага,unclassified,,True,151.573,"LINESTRING (23.6810093 52.0946206, 23.6812058 52.0946985, 23.6815441 52.0948323, 23.6817099 52.0949031, 23.6821056 52.0950669, 23.6826819 52.0952916, 23.682858 52.0953736)",,
424793301,True,,вуліца Карла Маркса,secondary,,False,232.398,"LINESTRING (23.6864375 52.0942946, 23.6863678 52.0943626, 23.6862003 52.0945138, 23.6861399 52.0945674, 23.685846 52.0948362, 23.6857717 52.0949083, 23.6853441 52.095312, 23.6853087 52.0953452, 23.6852648 52.0953864, 23.6852034 52.0954423, 23.6848607 52.0957621, 23.6846567 52.0959542, 23.6845614 52.0960379)",,
424793302,True,1,Пушкінская вуліца,unclassified,,False,153.56300000000002,"LINESTRING (23.6864375 52.0942946, 23.6865374 52.0943289, 23.6877816 52.0947968, 23.6882449 52.0949743, 23.6883014 52.0949932, 23.6883579 52.0950121)",,
25297485,True,,Камсамольская вуліца,secondary,,False,185.15699999999998,"LINESTRING (23.6883579 52.0950121, 23.6884354 52.0949418, 23.6888453 52.0945205, 23.6888805 52.0944824, 23.6891005 52.0942739, 23.6892124 52.0941674, 23.6892515 52.0941294, 23.6893377 52.0940455, 23.6897195 52.0936742, 23.6897991 52.0936022)",,
424793302,True,1,Пушкінская вуліца,unclassified,,False,148.193,"LINESTRING (23.6883579 52.0950121, 23.6884741 52.095052, 23.6886706 52.0951295, 23.6889394 52.0952319, 23.6901005 52.0956652, 23.6902103 52.0957055)",,
"[107420769, 674483191]",False,,вуліца Куйбышава,residential,,True,84.628,"LINESTRING (23.6920546 52.0963665, 23.6919907 52.0964292, 23.6919286 52.0964873, 23.6917175 52.0966847, 23.6914978 52.0968901, 23.6915862 52.0969247, 23.6916816 52.0969652)",,
25297411,True,1,вуліца Маякоўскага,residential,,False,149.647,"LINESTRING (23.6879216 52.0929089, 23.6880328 52.09295, 23.6889996 52.093307, 23.6896782 52.0935576, 23.6897991 52.0936022)",,
58069187,True,1,вуліца Карла Маркса,secondary,40,False,184.467,"LINESTRING (23.6879216 52.0929089, 23.687626 52.0931748, 23.6874474 52.0933388, 23.6871564 52.0936025, 23.6871295 52.0936269, 23.686791 52.0939537, 23.6865283 52.0942088, 23.6864375 52.0942946)",,
