osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed
201587328,2,Н9544,Камсамольская вуліца,secondary,False,False,20.191,"LINESTRING (28.0876854 54.0334002, 28.0876685 54.0335064, 28.0876566 54.033581)",,
"[201587328, 201587331, 25266445]",2,Н9544,Камсамольская вуліца,secondary,False,True,74.903,"LINESTRING (28.0876854 54.0334002, 28.0877287 54.0330631, 28.0877368 54.0330199, 28.0877707 54.0328501, 28.0878024 54.0327304)",yes,
648535258,2,Р59,Сацыялістычная вуліца,primary,False,False,89.146,"LINESTRING (28.0824909 54.0339974, 28.0827068 54.033666, 28.0829028 54.0332342)",,60
25266477,,,вуліца 50-годдзя Камсамола,residential,False,False,36.06,"LINESTRING (28.0829028 54.0332342, 28.0823661 54.033158)",,
"[648535258, 201585438, 201585439]",2,Р59,Сацыялістычная вуліца,primary,False,False,145.09199999999998,"LINESTRING (28.0829028 54.0332342, 28.0833024 54.0322675, 28.0833877 54.0320875, 28.0834545 54.0319707)",yes,60
648535258,2,Р59,Сацыялістычная вуліца,primary,False,True,89.146,"LINESTRING (28.0829028 54.0332342, 28.0827068 54.033666, 28.0824909 54.0339974)",,60
201585439,2,Р59,Сацыялістычная вуліца,primary,False,False,127.474,"LINESTRING (28.0834545 54.0319707, 28.0837404 54.0316025, 28.0840779 54.0311579, 28.0842734 54.0309303)",,60
"[648535258, 201585438, 201585439]",2,Р59,Сацыялістычная вуліца,primary,False,True,145.09199999999998,"LINESTRING (28.0834545 54.0319707, 28.0833877 54.0320875, 28.0833024 54.0322675, 28.0829028 54.0332342)",yes,60
201585439,2,Р59,Сацыялістычная вуліца,primary,False,False,129.873,"LINESTRING (28.0849215 54.0301487, 28.0852809 54.0297026, 28.0856745 54.0292144, 28.0857725 54.0290931)",,60
201585439,2,Р59,Сацыялістычная вуліца,primary,False,True,96.673,"LINESTRING (28.0849215 54.0301487, 28.0843464 54.0308477, 28.0842734 54.0309303)",,60
238121196,2,,Працоўная вуліца,tertiary,False,False,252.748,"LINESTRING (28.0849215 54.0301487, 28.0850501 54.0301805, 28.0853371 54.0302514, 28.0862467 54.0304763, 28.0884743 54.0310497)",,
201585439,2,Р59,Сацыялістычная вуліца,primary,False,True,129.873,"LINESTRING (28.0857725 54.0290931, 28.0856745 54.0292144, 28.0852809 54.0297026, 28.0849215 54.0301487)",,60
425176609,2,,Савецкая вуліца,secondary,False,False,260.149,"LINESTRING (28.0857725 54.0290931, 28.0856457 54.0290535, 28.0840186 54.0285591, 28.0822373 54.0280153)",,
648534934,2,Р59,Савецкая вуліца,primary,False,True,230.822,"LINESTRING (28.0857725 54.0290931, 28.086028 54.0291543, 28.0875616 54.0295093, 28.0887501 54.029789, 28.08891 54.0298243, 28.0890584 54.0298572)",,
977843217,2,,Ленінская вуліца,primary,False,False,120.32400000000001,"LINESTRING (28.0857725 54.0290931, 28.0858438 54.0290093, 28.0860408 54.0287682, 28.0863016 54.0284148, 28.0865306 54.0281071)",,
25266445,,Н9544,Камсамольская вуліца,secondary,False,False,125.22999999999999,"LINESTRING (28.0890584 54.0298572, 28.088971 54.0300484, 28.0887652 54.0304051, 28.088533 54.0309396)",,
"[536893739, 135191830]",4,Р59,Савецкая вуліца,primary,False,True,111.00900000000001,"LINESTRING (28.0890584 54.0298572, 28.0896345 54.0298814, 28.0907562 54.0298991)",,
648534934,2,Р59,Савецкая вуліца,primary,False,False,230.822,"LINESTRING (28.0890584 54.0298572, 28.08891 54.0298243, 28.0887501 54.029789, 28.0875616 54.0295093, 28.086028 54.0291543, 28.0857725 54.0290931)",,
25266445,,Н9544,Камсамольская вуліца,secondary,False,False,12.829,"LINESTRING (28.088533 54.0309396, 28.0884743 54.0310497)",,
25266445,,Н9544,Камсамольская вуліца,secondary,False,True,125.23,"LINESTRING (28.088533 54.0309396, 28.0887652 54.0304051, 28.088971 54.0300484, 28.0890584 54.0298572)",,
25266465,,,Працоўная вуліца,tertiary,False,False,147.09699999999998,"LINESTRING (28.088533 54.0309396, 28.0887011 54.0309321, 28.0895279 54.0309905, 28.0901539 54.0309994, 28.0905339 54.0309984, 28.090778 54.0309879)",,
25266445,,Н9544,Камсамольская вуліца,secondary,False,True,12.829,"LINESTRING (28.0884743 54.0310497, 28.088533 54.0309396)",,
25266445,,Н9544,Камсамольская вуліца,secondary,False,False,85.155,"LINESTRING (28.0884743 54.0310497, 28.0884335 54.0311303, 28.0883444 54.0312172, 28.088075 54.0317755)",,
238121196,2,,Працоўная вуліца,tertiary,False,True,252.74800000000002,"LINESTRING (28.0884743 54.0310497, 28.0862467 54.0304763, 28.0853371 54.0302514, 28.0850501 54.0301805, 28.0849215 54.0301487)",,
25266473,,,Зарэчны завулак,residential,False,True,157.459,"LINESTRING (28.0876566 54.033581, 28.0860841 54.0336248, 28.0852478 54.0336074)",,
201587328,2,Н9544,Камсамольская вуліца,secondary,False,True,20.191,"LINESTRING (28.0876566 54.033581, 28.0876685 54.0335064, 28.0876854 54.0334002)",,
306525247,2,Р59,Першамайская вуліца,primary,False,False,272.49899999999997,"LINESTRING (28.0914233 54.0255233, 28.0913294 54.0256078, 28.0912564 54.0256918, 28.0910466 54.0261198, 28.0906735 54.0268688, 28.09061 54.0270791, 28.0906143 54.0271941, 28.090619 54.0273052, 28.0906435 54.0278949)",,
306525247,2,Р59,Першамайская вуліца,primary,False,False,42.196,"LINESTRING (28.0906435 54.0278949, 28.0906681 54.0282741)",,
25266582,,,Ленінскі завулак,residential,False,True,234.497,"LINESTRING (28.0906435 54.0278949, 28.090264 54.0278125, 28.089636 54.0276543, 28.0888968 54.027468, 28.0874107 54.0269856)",,
306525247,2,Р59,Першамайская вуліца,primary,False,True,272.499,"LINESTRING (28.0906435 54.0278949, 28.090619 54.0273052, 28.0906143 54.0271941, 28.09061 54.0270791, 28.0906735 54.0268688, 28.0910466 54.0261198, 28.0912564 54.0256918, 28.0913294 54.0256078, 28.0914233 54.0255233)",,
306525247,2,Р59,Першамайская вуліца,primary,False,True,42.196,"LINESTRING (28.0906681 54.0282741, 28.0906435 54.0278949)",,
25266508,,,Жодзінская вуліца,tertiary,False,False,54.559,"LINESTRING (28.0906681 54.0282741, 28.0907997 54.0282686, 28.0911579 54.0282513, 28.0915009 54.028236)",,
306525247,2,Р59,Першамайская вуліца,primary,False,False,180.84099999999998,"LINESTRING (28.0906681 54.0282741, 28.0906716 54.0283817, 28.0906709 54.0286464, 28.0906947 54.0289129, 28.0907226 54.0292252, 28.090756 54.0295896, 28.0907562 54.0298991)",,
122925837,2,,Савецкая вуліца,tertiary,False,True,396.91399999999993,"LINESTRING (28.0907562 54.0298991, 28.0909066 54.029928, 28.0910253 54.0299386, 28.092115 54.0298718, 28.0921805 54.0298678, 28.0933883 54.0297894, 28.0934958 54.0297829, 28.0946717 54.0297029, 28.0951495 54.0296762, 28.0955316 54.0296524, 28.0960986 54.0296235, 28.0967931 54.0295882)",,
135191826,,,Першамайская вуліца,tertiary,False,False,121.219,"LINESTRING (28.0907562 54.0298991, 28.09079 54.0300615, 28.0907729 54.0304887, 28.090778 54.0309879)",,
"[536893739, 135191830]",4,Р59,Савецкая вуліца,primary,False,False,111.00900000000001,"LINESTRING (28.0907562 54.0298991, 28.0896345 54.0298814, 28.0890584 54.0298572)",,
306525247,2,Р59,Першамайская вуліца,primary,False,True,180.841,"LINESTRING (28.0907562 54.0298991, 28.090756 54.0295896, 28.0907226 54.0292252, 28.0906947 54.0289129, 28.0906709 54.0286464, 28.0906716 54.0283817, 28.0906681 54.0282741)",,
314215601,,,Садовая вуліца,residential,False,True,80.807,"LINESTRING (28.090778 54.0309879, 28.0907845 54.0317146)",,
25266465,,,Працоўная вуліца,tertiary,False,True,147.09699999999998,"LINESTRING (28.090778 54.0309879, 28.0905339 54.0309984, 28.0901539 54.0309994, 28.0895279 54.0309905, 28.0887011 54.0309321, 28.088533 54.0309396)",,
135191826,,,Першамайская вуліца,tertiary,False,True,121.219,"LINESTRING (28.090778 54.0309879, 28.0907729 54.0304887, 28.09079 54.0300615, 28.0907562 54.0298991)",,
25266582,,,Ленінскі завулак,residential,False,False,234.49699999999999,"LINESTRING (28.0874107 54.0269856, 28.0888968 54.027468, 28.089636 54.0276543, 28.090264 54.0278125, 28.0906435 54.0278949)",,
25266582,,,Ленінскі завулак,residential,False,True,93.207,"LINESTRING (28.0874107 54.0269856, 28.0873502 54.026968, 28.0861022 54.0266513)",,
377887414,,,Ленінская вуліца,primary,True,False,309.897,"LINESTRING (28.0874107 54.0269856, 28.0875449 54.0268879, 28.0877952 54.0267494, 28.0882942 54.0265676, 28.0890961 54.0262984, 28.0911222 54.0256086, 28.0914233 54.0255233)",,
25266473,,,Зарэчны завулак,residential,False,False,157.459,"LINESTRING (28.0852478 54.0336074, 28.0860841 54.0336248, 28.0876566 54.033581)",,
"[25266491, 25266492]",,,"['Наватарская вуліца', 'Гвардзейская вуліца']",residential,False,"[False, True]",294.24399999999997,"LINESTRING (28.093991 54.0324511, 28.0939319 54.0316552, 28.0923642 54.0316848, 28.0907845 54.0317146)",,
25266491,,,Гвардзейская вуліца,residential,False,True,77.042,"LINESTRING (28.093991 54.0324511, 28.0940602 54.032929, 28.0941126 54.03314)",,
"[314215601, 25266493]",,,"['Садовая вуліца', 'Гвардзейская вуліца']",residential,False,"[False, True]",243.875,"LINESTRING (28.093991 54.0324511, 28.0906604 54.0325085, 28.0906428 54.0322725)",,
314215601,,,Садовая вуліца,residential,False,False,80.807,"LINESTRING (28.0907845 54.0317146, 28.090778 54.0309879)",,
"[25266491, 25266492]",,,"['Наватарская вуліца', 'Гвардзейская вуліца']",residential,False,"[False, True]",294.244,"LINESTRING (28.0907845 54.0317146, 28.0923642 54.0316848, 28.0939319 54.0316552, 28.093991 54.0324511)",,
314215601,,,Садовая вуліца,residential,False,True,63.736999999999995,"LINESTRING (28.0907845 54.0317146, 28.0907674 54.0320862, 28.0907031 54.0322122, 28.0906428 54.0322725)",,
25266501,,,Рэвалюцыйная вуліца,residential,False,False,85.127,"LINESTRING (28.0955107 54.0288002, 28.0968123 54.0287604)",,
25266501,,,Рэвалюцыйная вуліца,residential,False,True,85.127,"LINESTRING (28.0968123 54.0287604, 28.0955107 54.0288002)",,
25266503,,,,residential,False,False,90.069,"LINESTRING (28.0968123 54.0287604, 28.0968178 54.0279504)",,
25266503,,,,residential,False,True,92.066,"LINESTRING (28.0968123 54.0287604, 28.0968055 54.0292149, 28.0967901 54.0295242, 28.0967931 54.0295882)",,
25266503,,,,residential,False,False,92.066,"LINESTRING (28.0967931 54.0295882, 28.0967901 54.0295242, 28.0968055 54.0292149, 28.0968123 54.0287604)",,
122925837,2,,Савецкая вуліца,tertiary,False,False,396.914,"LINESTRING (28.0967931 54.0295882, 28.0960986 54.0296235, 28.0955316 54.0296524, 28.0951495 54.0296762, 28.0946717 54.0297029, 28.0934958 54.0297829, 28.0933883 54.0297894, 28.0921805 54.0298678, 28.092115 54.0298718, 28.0910253 54.0299386, 28.0909066 54.029928, 28.0907562 54.0298991)",,
25266503,,,,residential,False,True,90.069,"LINESTRING (28.0968178 54.0279504, 28.0968123 54.0287604)",,
25266508,,,Жодзінская вуліца,tertiary,False,True,14.996,"LINESTRING (28.0968178 54.0279504, 28.0965892 54.0279629)",,
25266508,,,Жодзінская вуліца,tertiary,False,False,69.62299999999999,"LINESTRING (28.0915009 54.028236, 28.0919924 54.0282251, 28.0921262 54.0282221, 28.0925661 54.0282123)",,
25266508,,,Жодзінская вуліца,tertiary,False,True,54.559,"LINESTRING (28.0915009 54.028236, 28.0911579 54.0282513, 28.0907997 54.0282686, 28.0906681 54.0282741)",,
25266506,,,вуліца Перамогі,tertiary,False,False,311.12300000000005,"LINESTRING (28.0925661 54.0282123, 28.0931499 54.0268647, 28.0933811 54.0264223, 28.0934813 54.0262259, 28.0935097 54.0261744, 28.0937469 54.0257452, 28.093918 54.0255336)",,
25266508,,,Жодзінская вуліца,tertiary,False,False,264.32300000000004,"LINESTRING (28.0925661 54.0282123, 28.0932555 54.0281899, 28.0933854 54.0281856, 28.093926 54.0281528, 28.0943132 54.0281294, 28.0946674 54.0281065, 28.09656 54.0279645, 28.0965892 54.0279629)",,
25266508,,,Жодзінская вуліца,tertiary,False,True,69.62299999999999,"LINESTRING (28.0925661 54.0282123, 28.0921262 54.0282221, 28.0919924 54.0282251, 28.0915009 54.028236)",,
25266445,,Н9544,Камсамольская вуліца,secondary,False,True,27.009,"LINESTRING (28.0878024 54.0327304, 28.0878682 54.0324906)",,
"[201587328, 201587331, 25266445]",2,Н9544,Камсамольская вуліца,secondary,False,False,74.903,"LINESTRING (28.0878024 54.0327304, 28.0877707 54.0328501, 28.0877368 54.0330199, 28.0877287 54.0330631, 28.0876854 54.0334002)",yes,
25266579,,,Школьны завулак,residential,False,False,188.426,"LINESTRING (28.0842282 54.0271269, 28.0855004 54.0274553, 28.0861022 54.0266513)",,
25266582,,,Ленінскі завулак,residential,False,True,65.679,"LINESTRING (28.0861022 54.0266513, 28.0852518 54.0263361)",,
25266579,,,Школьны завулак,residential,False,True,188.426,"LINESTRING (28.0861022 54.0266513, 28.0855004 54.0274553, 28.0842282 54.0271269)",,
25266582,,,Ленінскі завулак,residential,False,False,93.207,"LINESTRING (28.0861022 54.0266513, 28.0873502 54.026968, 28.0874107 54.0269856)",,
25266582,,,Ленінскі завулак,residential,False,False,65.679,"LINESTRING (28.0852518 54.0263361, 28.0861022 54.0266513)",,
25266582,,,Ленінскі завулак,residential,False,True,53.124,"LINESTRING (28.0852518 54.0263361, 28.08458 54.0260668)",,
25266581,,,1-я Набярэжная вуліца,residential,False,False,265.276,"LINESTRING (28.0822373 54.0280153, 28.0822884 54.0279696, 28.0833972 54.027022, 28.08458 54.0260668)",,
425176609,2,,Савецкая вуліца,secondary,False,True,260.149,"LINESTRING (28.0822373 54.0280153, 28.0840186 54.0285591, 28.0856457 54.0290535, 28.0857725 54.0290931)",,
25266582,,,Ленінскі завулак,residential,False,False,53.124,"LINESTRING (28.08458 54.0260668, 28.0852518 54.0263361)",,
25266581,,,1-я Набярэжная вуліца,residential,False,True,265.276,"LINESTRING (28.08458 54.0260668, 28.0833972 54.027022, 28.0822884 54.0279696, 28.0822373 54.0280153)",,
"[425176607, 25266582, 425176606]",,,Ленінскі завулак,residential,False,True,93.914,"LINESTRING (28.08458 54.0260668, 28.0846043 54.0259998, 28.0841127 54.0258089, 28.0839945 54.0257501, 28.0835416 54.0255401)",yes,
25266585,,,2-я Набярэжная вуліца,residential,False,False,44.595,"LINESTRING (28.0835416 54.0255401, 28.0831276 54.025859)",,
"[25266582, 425176606, 425176607]",,,Ленінскі завулак,residential,False,False,93.914,"LINESTRING (28.0835416 54.0255401, 28.0839945 54.0257501, 28.0841127 54.0258089, 28.0846043 54.0259998, 28.08458 54.0260668)",yes,
25266585,,,2-я Набярэжная вуліца,residential,False,False,63.171,"LINESTRING (28.0831276 54.025859, 28.0825494 54.0263144)",,
25266585,,,2-я Набярэжная вуліца,residential,False,True,44.595,"LINESTRING (28.0831276 54.025859, 28.0835416 54.0255401)",,
25266585,,,2-я Набярэжная вуліца,residential,False,True,47.011,"LINESTRING (28.0821191 54.0266533, 28.0825494 54.0263144)",,
25266506,,,вуліца Перамогі,tertiary,False,True,311.123,"LINESTRING (28.093918 54.0255336, 28.0937469 54.0257452, 28.0935097 54.0261744, 28.0934813 54.0262259, 28.0933811 54.0264223, 28.0931499 54.0268647, 28.0925661 54.0282123)",,
201585439,2,Р59,Сацыялістычная вуліца,primary,False,False,96.673,"LINESTRING (28.0842734 54.0309303, 28.0843464 54.0308477, 28.0849215 54.0301487)",,60
201585439,2,Р59,Сацыялістычная вуліца,primary,False,True,127.47399999999999,"LINESTRING (28.0842734 54.0309303, 28.0840779 54.0311579, 28.0837404 54.0316025, 28.0834545 54.0319707)",,60
377886577,,,Камунальны завулак,tertiary,False,True,54.357,"LINESTRING (28.0842734 54.0309303, 28.0843632 54.0309487, 28.0850592 54.0310914)",,
