osmid,oneway,lanes,name,highway,width,reversed,length,geometry,ref,maxspeed,junction
106442568,False,2,вуліца Горкага,residential,8,False,94.208,"LINESTRING (24.0884896 53.0378433, 24.088619 53.0379057, 24.0887719 53.0379762, 24.0890765 53.038106, 24.0893334 53.0382099, 24.0896349 53.0383363)",,,
106442568,False,2,вуліца Горкага,residential,8,True,115.348,"LINESTRING (24.0884896 53.0378433, 24.0880315 53.037627, 24.0871546 53.0371864)",,,
106442611,False,2,Паўночная вуліца,residential,9,False,153.47799999999998,"LINESTRING (24.0933423 53.0389219, 24.091611 53.0381347, 24.0915113 53.0380894)",,,
106442611,False,2,Паўночная вуліца,residential,9,True,263.798,"LINESTRING (24.0933423 53.0389219, 24.0939159 53.0391836, 24.0963892 53.0403268, 24.0964784 53.0403612)",,,
106442618,False,2,Першамайскі завулак,residential,8,True,170.674,"LINESTRING (24.0933423 53.0389219, 24.0948731 53.0377925, 24.094955 53.0377321)",,,
106442618,False,2,Першамайскі завулак,residential,8,False,170.674,"LINESTRING (24.094955 53.0377321, 24.0948731 53.0377925, 24.0933423 53.0389219)",,,
106442645,False,2,Першамайская вуліца,tertiary,12,False,67.231,"LINESTRING (24.094955 53.0377321, 24.0953187 53.0379144, 24.0956149 53.0380629, 24.0956799 53.0380955, 24.0957273 53.0381193)",,,
106442645,False,2,Першамайская вуліца,tertiary,12,True,150.379,"LINESTRING (24.094955 53.0377321, 24.0941551 53.037355, 24.0935567 53.0370729, 24.093331 53.0369665, 24.0931859 53.036897)",,,
106442553,False,2,Штабны завулак,residential,8,False,120.88900000000001,"LINESTRING (24.0914404 53.0346562, 24.0910856 53.0348857, 24.0902985 53.0353947, 24.0902093 53.0354524)",,,
700865691,True,2,вуліца 17 Верасня,tertiary,8,False,11.544,"LINESTRING (24.0914404 53.0346562, 24.0913935 53.0346313, 24.0913145 53.0345852)",,,
106442568,False,2,вуліца Горкага,residential,8,False,76.273,"LINESTRING (24.0896349 53.0383363, 24.0904072 53.0386646, 24.0904897 53.0386997, 24.0905664 53.0387323)",,,
106442568,False,2,вуліца Горкага,residential,8,True,94.208,"LINESTRING (24.0896349 53.0383363, 24.0893334 53.0382099, 24.0890765 53.038106, 24.0887719 53.0379762, 24.088619 53.0379057, 24.0884896 53.0378433)",,,
106442574,False,2,вуліца Мельнова,residential,8,False,274.931,"LINESTRING (24.0896349 53.0383363, 24.0898491 53.0381828, 24.0902889 53.0379013, 24.0905659 53.0377294, 24.0908448 53.0375733, 24.0909183 53.0375328, 24.0915483 53.0371947, 24.0920679 53.0369159, 24.0923945 53.0367147, 24.092484 53.0366596, 24.0925686 53.0366075)",,,
106442611,False,2,Паўночная вуліца,residential,9,False,263.798,"LINESTRING (24.0964784 53.0403612, 24.0963892 53.0403268, 24.0939159 53.0391836, 24.0933423 53.0389219)",,,
106442654,False,2,вуліца Свярдлова,tertiary,10,False,67.973,"LINESTRING (24.0964784 53.0403612, 24.0965299 53.0402777, 24.0966396 53.0401318, 24.0967506 53.0400237, 24.0969882 53.039837)",,,
106442654,False,2,вуліца Свярдлова,tertiary,10,True,48.658,"LINESTRING (24.0964784 53.0403612, 24.0964689 53.040537, 24.0964686 53.0407987)",,,
106442654,False,2,вуліца Свярдлова,tertiary,10,False,48.658,"LINESTRING (24.0964686 53.0407987, 24.0964689 53.040537, 24.0964784 53.0403612)",,,
700865690,False,1,Садовая вуліца,residential,5,False,209.67,"LINESTRING (24.0884879 53.0335586, 24.0903595 53.0344202, 24.0908311 53.0344011, 24.0911032 53.0344852)",,,
700865695,True,,,tertiary,,False,3.275,"LINESTRING (24.0913145 53.0345852, 24.0912795 53.0345646)",,,roundabout
265784914,False,2,вуліца Памежнікаў,tertiary,9,True,118.524,"LINESTRING (24.1014638 53.0333093, 24.1013698 53.0332446, 24.1009593 53.0329618, 24.1003972 53.0325955, 24.1003314 53.0325574, 24.1002744 53.0325193)",,,
700865693,True,1,вуліца Дзяржынскага,tertiary,,False,30.027,"LINESTRING (24.0913041 53.0341817, 24.0913627 53.0342579, 24.0914123 53.0343442, 24.0914431 53.0343974, 24.0914847 53.0344266)",,,
265784921,False,2,вуліца Янкі Купалы,residential,8,True,227.565,"LINESTRING (24.1014185 53.0354689, 24.0999928 53.0362984, 24.099693 53.0364728, 24.0993931 53.0366473, 24.0989726 53.036892)",,,
646718578,True,2,вуліца Леніна,secondary,,False,26.06,"LINESTRING (24.0944536 53.0359544, 24.0941778 53.03612)",Р134,40,
265784920,False,2,вуліца Янкі Купалы,residential,8,False,124.888,"LINESTRING (24.0976253 53.0361141, 24.0989726 53.036892)",,,
106442694,False,2,Пралетарская вуліца,residential,8,True,147.946,"LINESTRING (24.0976253 53.0361141, 24.0972152 53.0363651, 24.0960746 53.0370632)",,,
265784920,False,2,вуліца Янкі Купалы,residential,8,False,106.145,"LINESTRING (24.0989726 53.036892, 24.1001186 53.0375526)",,,
265784920,False,2,вуліца Янкі Купалы,residential,8,True,124.888,"LINESTRING (24.0989726 53.036892, 24.0976253 53.0361141)",,,
265784921,False,2,вуліца Янкі Купалы,residential,8,False,227.565,"LINESTRING (24.0989726 53.036892, 24.0993931 53.0366473, 24.099693 53.0364728, 24.0999928 53.0362984, 24.1014185 53.0354689)",,,
106442654,False,2,вуліца Свярдлова,tertiary,10,False,93.909,"LINESTRING (24.0969882 53.039837, 24.0979432 53.0392177)",,,
106442654,False,2,вуліца Свярдлова,tertiary,10,True,67.973,"LINESTRING (24.0969882 53.039837, 24.0967506 53.0400237, 24.0966396 53.0401318, 24.0965299 53.0402777, 24.0964784 53.0403612)",,,
265784909,False,2,вуліца Каліноўскага,tertiary,12,False,7.042,"LINESTRING (24.0987352 53.0383377, 24.0986534 53.0382978)",,,
265789484,False,2,Чырвонаармейская вуліца,tertiary,8,False,127.18599999999999,"LINESTRING (24.0987352 53.0383377, 24.0988221 53.0382884, 24.1001186 53.0375526)",,,
265784909,False,2,вуліца Каліноўскага,tertiary,12,True,52.178,"LINESTRING (24.0960746 53.0370632, 24.0966851 53.0373555)",,,
106442694,False,2,Пралетарская вуліца,residential,8,False,147.946,"LINESTRING (24.0960746 53.0370632, 24.0972152 53.0363651, 24.0976253 53.0361141)",,,
265784909,False,2,вуліца Каліноўскага,tertiary,12,False,164.60700000000003,"LINESTRING (24.0960746 53.0370632, 24.0943115 53.036197, 24.0941778 53.03612)",,,
265784914,False,2,вуліца Памежнікаў,tertiary,9,False,11.912,"LINESTRING (24.100155 53.0324398, 24.1002744 53.0325193)",,,
265784914,False,2,вуліца Памежнікаў,tertiary,9,True,11.912,"LINESTRING (24.1002744 53.0325193, 24.100155 53.0324398)",,,
265784914,False,2,вуліца Памежнікаў,tertiary,9,False,118.524,"LINESTRING (24.1002744 53.0325193, 24.1003314 53.0325574, 24.1003972 53.0325955, 24.1009593 53.0329618, 24.1013698 53.0332446, 24.1014638 53.0333093)",,,
265784922,True,2,вуліца Леніна,secondary,,False,344.2370000000001,"LINESTRING (24.1002744 53.0325193, 24.1001076 53.0326156, 24.099906 53.0327315, 24.0988791 53.0333199, 24.0983569 53.0336267, 24.0978524 53.0339231, 24.0968972 53.0344844, 24.0967366 53.0345814, 24.0965763 53.0346729)",Р134,60,
55385828,False,2,Камсамольская вуліца,secondary,,False,95.402,"LINESTRING (24.0905664 53.0387323, 24.0915113 53.0380894)",Р134,60,
55385828,False,2,Камсамольская вуліца,secondary,,True,138.20700000000002,"LINESTRING (24.0905664 53.0387323, 24.0904864 53.0387891, 24.0892285 53.0396798)",Р134,60,
106442568,False,2,вуліца Горкага,residential,8,True,76.273,"LINESTRING (24.0905664 53.0387323, 24.0904897 53.0386997, 24.0904072 53.0386646, 24.0896349 53.0383363)",,,
55385828,False,2,Камсамольская вуліца,secondary,,True,95.402,"LINESTRING (24.0915113 53.0380894, 24.0905664 53.0387323)",Р134,60,
55385828,False,2,Камсамольская вуліца,secondary,,False,173.539,"LINESTRING (24.0915113 53.0380894, 24.0930884 53.0369665, 24.0931859 53.036897)",Р134,60,
106442611,False,2,Паўночная вуліца,residential,9,True,153.47799999999998,"LINESTRING (24.0915113 53.0380894, 24.091611 53.0381347, 24.0933423 53.0389219)",,,
265784909,False,2,вуліца Каліноўскага,tertiary,12,True,7.042,"LINESTRING (24.0986534 53.0382978, 24.0987352 53.0383377)",,,
265784909,False,2,вуліца Каліноўскага,tertiary,12,False,168.218,"LINESTRING (24.0986534 53.0382978, 24.0985584 53.0382523, 24.0979484 53.0379603, 24.0966851 53.0373555)",,,
265935774,False,,,tertiary,,True,109.66999999999999,"LINESTRING (24.0986534 53.0382978, 24.0985829 53.0383499, 24.0976187 53.0390631)",,,
106442645,False,2,Першамайская вуліца,tertiary,12,False,27.681,"LINESTRING (24.0976187 53.0390631, 24.0979432 53.0392177)",,,
106442645,False,2,Першамайская вуліца,tertiary,12,True,164.333,"LINESTRING (24.0976187 53.0390631, 24.0970114 53.0387631, 24.0962971 53.038405, 24.0957273 53.0381193)",,,
265935774,False,,,tertiary,,False,109.66999999999999,"LINESTRING (24.0976187 53.0390631, 24.0985829 53.0383499, 24.0986534 53.0382978)",,,
55385828,False,2,Камсамольская вуліца,secondary,,True,173.539,"LINESTRING (24.0931859 53.036897, 24.0930884 53.0369665, 24.0915113 53.0380894)",Р134,60,
106442645,False,2,Першамайская вуліца,tertiary,12,False,150.37900000000002,"LINESTRING (24.0931859 53.036897, 24.093331 53.0369665, 24.0935567 53.0370729, 24.0941551 53.037355, 24.094955 53.0377321)",,,
"[536985064, 646718573]",False,3,вуліца Леніна,secondary,,False,108.98700000000001,"LINESTRING (24.0931859 53.036897, 24.0933421 53.0367853, 24.0936721 53.0365184, 24.0940171 53.0362629, 24.0941778 53.03612)",Р134,60,
829435231,False,3,Савецкая вуліца,residential,9,True,52.354,"LINESTRING (24.0931859 53.036897, 24.0930569 53.03684, 24.092977 53.0368047, 24.0925686 53.0366075)",,,
106442670,False,2,вуліца Кірава,residential,9,True,14.589,"LINESTRING (24.0965763 53.0346729, 24.0964108 53.0345874)",,,
"[536985065, 265784922]",True,2,вуліца Леніна,secondary,,False,201.252,"LINESTRING (24.0965763 53.0346729, 24.0964027 53.034775, 24.096225 53.0348794, 24.0958725 53.0350863, 24.0947584 53.035737, 24.0944536 53.0359544)",Р134,"['60', '40']",
265784909,False,2,вуліца Каліноўскага,tertiary,12,False,52.178,"LINESTRING (24.0966851 53.0373555, 24.0960746 53.0370632)",,,
265784909,False,2,вуліца Каліноўскага,tertiary,12,True,168.21800000000002,"LINESTRING (24.0966851 53.0373555, 24.0979484 53.0379603, 24.0985584 53.0382523, 24.0986534 53.0382978)",,,
700865684,False,,,unclassified,,True,106.36800000000001,"LINESTRING (24.0966851 53.0373555, 24.0966083 53.0374167, 24.0957273 53.0381193)",,,
106442645,False,2,Першамайская вуліца,tertiary,12,False,164.333,"LINESTRING (24.0957273 53.0381193, 24.0962971 53.038405, 24.0970114 53.0387631, 24.0976187 53.0390631)",,,
106442645,False,2,Першамайская вуліца,tertiary,12,True,67.231,"LINESTRING (24.0957273 53.0381193, 24.0956799 53.0380955, 24.0956149 53.0380629, 24.0953187 53.0379144, 24.094955 53.0377321)",,,
700865684,False,,,unclassified,,False,106.36800000000001,"LINESTRING (24.0957273 53.0381193, 24.0966083 53.0374167, 24.0966851 53.0373555)",,,
700865695,True,,,tertiary,,False,1.35,"LINESTRING (24.091268 53.0344647, 24.0912769 53.0344538)",,,roundabout
700865689,True,1,Садовая вуліца,residential,,False,14.810000000000002,"LINESTRING (24.0912795 53.0345646, 24.0912205 53.0345297, 24.0911561 53.0345043, 24.0911032 53.0344852)",,,
700865695,True,,,tertiary,,False,11.761,"LINESTRING (24.0912795 53.0345646, 24.0912567 53.0345385, 24.0912484 53.0345095, 24.0912553 53.0344803, 24.091268 53.0344647)",,,roundabout
700865692,True,,,residential,,False,12.25,"LINESTRING (24.0915343 53.0345621, 24.0914874 53.0346184, 24.0914404 53.0346562)",,,
700865695,True,,,tertiary,,False,16.525000000000002,"LINESTRING (24.0915343 53.0345621, 24.0915001 53.0345835, 24.0914564 53.0345975, 24.0914077 53.0346026, 24.0913588 53.0345984, 24.0913145 53.0345852)",,,roundabout
700865694,True,1,вуліца Дзяржынскага,tertiary,,False,30.339000000000002,"LINESTRING (24.0912769 53.0344538, 24.0912943 53.0343668, 24.0912996 53.0343007, 24.0913041 53.0341817)",,,
700865695,True,,,tertiary,,False,15.559000000000001,"LINESTRING (24.0912769 53.0344538, 24.091309 53.0344336, 24.0913496 53.0344199, 24.0913951 53.0344139, 24.0914415 53.0344162, 24.0914847 53.0344266)",,,roundabout
106442612,True,2,вуліца Дзяржынскага,tertiary,8,False,241.941,"LINESTRING (24.0915535 53.0344768, 24.0917163 53.0345503, 24.0918741 53.0346164, 24.0924128 53.0348419, 24.0926839 53.0349554, 24.0931097 53.0351415, 24.0934826 53.0353106, 24.0940724 53.035578, 24.0943915 53.0357227, 24.094457 53.0357713)",,,
700865695,True,,,tertiary,,False,9.899,"LINESTRING (24.0915535 53.0344768, 24.0915624 53.034506, 24.0915558 53.0345354, 24.0915343 53.0345621)",,,roundabout
700865695,True,,,tertiary,,False,7.3469999999999995,"LINESTRING (24.0914847 53.0344266, 24.0915265 53.034448, 24.0915535 53.0344768)",,,roundabout
243642141,True,1,Садовая вуліца,residential,,False,11.664,"LINESTRING (24.0911032 53.0344852, 24.0911387 53.0344894, 24.091191 53.0344869, 24.0912379 53.0344761, 24.091268 53.0344647)",,,
700865690,False,1,Садовая вуліца,residential,5,True,209.67000000000002,"LINESTRING (24.0911032 53.0344852, 24.0908311 53.0344011, 24.0903595 53.0344202, 24.0884879 53.0335586)",,,
