osmid,highway,oneway,reversed,length,name,geometry,lanes
32845184,residential,False,True,121.554,,"LINESTRING (30.2942812 54.418985, 30.2939653 54.4179074)",
453248696,residential,False,True,48.269,вуліца Сяргея Грыцаўца,"LINESTRING (30.2942812 54.418985, 30.2935476 54.419064)",
158217557,residential,False,False,152.534,,"LINESTRING (30.2942812 54.418985, 30.2943079 54.4191723, 30.2944039 54.4197744, 30.2945247 54.4201406, 30.2945912 54.4203432)",
32845183,residential,False,True,131.199,Маладзёжная вуліца,"LINESTRING (30.2847828 54.4200485, 30.2847663 54.4200008, 30.2843826 54.4188918)",
453248696,residential,False,False,577.563,вуліца Сяргея Грыцаўца,"LINESTRING (30.2847828 54.4200485, 30.2854597 54.4199691, 30.2868299 54.4198083, 30.2892539 54.419524, 30.2894526 54.4195006, 30.2896891 54.4194729, 30.2900134 54.4194385, 30.290221 54.4194165, 30.2909623 54.419338, 30.2910078 54.4193331, 30.2916504 54.4192651, 30.2924007 54.4191855, 30.2929657 54.4191257, 30.2935476 54.419064)",
453248696,residential,False,True,232.349,вуліца Сяргея Грыцаўца,"LINESTRING (30.2847828 54.4200485, 30.2841107 54.4201802, 30.28367 54.4203831, 30.2834631 54.4204784, 30.2830697 54.4208969, 30.2830101 54.4210818, 30.2830253 54.421613)",
32845183,residential,False,False,49.087,Маладзёжная вуліца,"LINESTRING (30.2939653 54.4179074, 30.2932267 54.4180083)",
32845184,residential,False,False,121.554,,"LINESTRING (30.2939653 54.4179074, 30.2942812 54.418985)",
245869104,residential,False,True,78.348,,"LINESTRING (30.2939653 54.4179074, 30.2937938 54.4172099)",
32841779,residential,False,False,144.339,,"LINESTRING (30.2843826 54.4188918, 30.2840224 54.4176889, 30.2839997 54.417613)",
32845183,residential,False,False,131.199,Маладзёжная вуліца,"LINESTRING (30.2843826 54.4188918, 30.2847663 54.4200008, 30.2847828 54.4200485)",
32845183,residential,False,True,296.822,Маладзёжная вуліца,"LINESTRING (30.2843826 54.4188918, 30.2853246 54.4187983, 30.2880387 54.418529, 30.288905 54.4184431)",
32845183,residential,False,False,296.822,Маладзёжная вуліца,"LINESTRING (30.288905 54.4184431, 30.2880387 54.418529, 30.2853246 54.4187983, 30.2843826 54.4188918)",
32845183,residential,False,True,283.765,Маладзёжная вуліца,"LINESTRING (30.288905 54.4184431, 30.2891123 54.4184224, 30.2897145 54.4183623, 30.289886 54.418345, 30.2905943 54.4182737, 30.2912151 54.4182111, 30.2920023 54.4181317, 30.2925431 54.4180772, 30.2932267 54.4180083)",
197993626,residential,False,True,166.61,Юбілейная вуліца,"LINESTRING (30.288905 54.4184431, 30.2884854 54.4172527, 30.2883876 54.4169753)",
245869104,residential,False,False,78.348,,"LINESTRING (30.2937938 54.4172099, 30.2939653 54.4179074)",
245869104,residential,False,True,157.32,,"LINESTRING (30.2937938 54.4172099, 30.2937446 54.4170145, 30.2937122 54.4168856, 30.2934417 54.41581)",
245869108,unclassified,False,False,90.274,,"LINESTRING (30.2937938 54.4172099, 30.2938852 54.4171483, 30.2940734 54.4170445, 30.2946988 54.4165934)",
248672638,residential,False,True,170.998,Цэнтральная вуліца,"LINESTRING (30.2963217 54.4153797, 30.2946988 54.4165934)",1
248672638,residential,False,False,170.998,Цэнтральная вуліца,"LINESTRING (30.2946988 54.4165934, 30.2963217 54.4153797)",1
