osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width
"[25276832, 309860220]",4,Віленская вуліца,primary,60,False,False,185.43800000000002,"LINESTRING (26.8387034 54.3052804, 26.8387568 54.3053827, 26.8389806 54.3057861, 26.8395121 54.3068154, 26.8395421 54.3068746)",,
"[309860216, 303968354, 435768643, 303968662]","['4', '5']",вуліца Вялікі Гасцінец,secondary,60,False,True,328.42900000000003,"LINESTRING (26.8387034 54.3052804, 26.8401118 54.3049513, 26.8408997 54.3047896, 26.8420151 54.3045607, 26.842699 54.3044201, 26.8432448 54.3043043, 26.8434542 54.3042621)",Р106,
"[309860218, 309860219]",4,вуліца Вялікі Гасцінец,primary,,False,False,110.696,"LINESTRING (26.8387034 54.3052804, 26.8379287 54.3054346, 26.8370805 54.3055873)",Р106,
25277029,,вуліца Льва Талстога,residential,,True,False,332.15500000000003,"LINESTRING (26.8395421 54.3068746, 26.8397804 54.3068325, 26.8410943 54.3065867, 26.8419478 54.3064434, 26.8424322 54.3063641, 26.8428673 54.3062945, 26.8429301 54.3062841, 26.8444417 54.3060092)",,
"[284972258, 284972835, 310015242, 112577323, 164790284, 309592113, 285011894, 244397655, 244397656, 244397657]",4,Віленская вуліца,primary,40,False,False,492.08500000000004,"LINESTRING (26.8395421 54.3068746, 26.8395799 54.3069514, 26.8397952 54.307358, 26.8398985 54.3075538, 26.8399733 54.3076819, 26.8401195 54.3078457, 26.8402217 54.3079188, 26.8403154 54.3079744, 26.8406716 54.3081686, 26.840721 54.3081969, 26.8408765 54.3082684, 26.8412365 54.3084781, 26.8413903 54.3085618, 26.8418321 54.3087939, 26.8420788 54.3089393, 26.8427729 54.3093147, 26.8428781 54.3093663, 26.8429821 54.3094206, 26.8434804 54.3096884, 26.8441613 54.3100203, 26.8444096 54.3101351)",,
"[25276832, 309860220]",4,Віленская вуліца,primary,60,False,True,185.438,"LINESTRING (26.8395421 54.3068746, 26.8395121 54.3068154, 26.8389806 54.3057861, 26.8387568 54.3053827, 26.8387034 54.3052804)",,
"[284972258, 284972835, 310015242, 112577323, 164790284, 309592113, 285011894, 244397655, 244397656, 244397657]",4,Віленская вуліца,primary,40,False,True,492.085,"LINESTRING (26.8444096 54.3101351, 26.8441613 54.3100203, 26.8434804 54.3096884, 26.8429821 54.3094206, 26.8428781 54.3093663, 26.8427729 54.3093147, 26.8420788 54.3089393, 26.8418321 54.3087939, 26.8413903 54.3085618, 26.8412365 54.3084781, 26.8408765 54.3082684, 26.840721 54.3081969, 26.8406716 54.3081686, 26.8403154 54.3079744, 26.8402217 54.3079188, 26.8401195 54.3078457, 26.8399733 54.3076819, 26.8398985 54.3075538, 26.8397952 54.307358, 26.8395799 54.3069514, 26.8395421 54.3068746)",,
"[1093171504, 1093171505]",3,вуліца Валынца,tertiary,,False,True,162.142,"LINESTRING (26.8444096 54.3101351, 26.8445062 54.3100657, 26.8447602 54.3098911, 26.8452268 54.3095702, 26.8455576 54.3093582, 26.8459252 54.3091137, 26.8460962 54.3090749)",,
"[1126432640, 104757236]","['2', '3']",вуліца Валынца,tertiary,,False,False,170.286,"LINESTRING (26.8444096 54.3101351, 26.8441622 54.3102132, 26.8440394 54.310247, 26.8439637 54.3102574, 26.8433966 54.3103354, 26.8426317 54.3104313, 26.8424073 54.3104595, 26.842136 54.3104886, 26.842034 54.3104976, 26.84188 54.3105142)",,
25276844,2,Грамадоўская вуліца,tertiary,,False,True,65.355,"LINESTRING (26.8342084 54.3110692, 26.8352144 54.3111011)",,
25276843,,вуліца Бухаўшчына,living_street,,False,False,356.413,"LINESTRING (26.8342084 54.3110692, 26.834238 54.3110064, 26.8343647 54.3103417, 26.8343865 54.3101024, 26.8343234 54.3097335, 26.8341834 54.3093992, 26.8336803 54.3083142, 26.8335773 54.3080693, 26.8334972 54.3079366)",,
25276844,2,Грамадоўская вуліца,tertiary,,False,False,129.495,"LINESTRING (26.8342084 54.3110692, 26.8324192 54.3109911, 26.8322172 54.3109888)",,
25276844,2,Грамадоўская вуліца,tertiary,,False,False,65.355,"LINESTRING (26.8352144 54.3111011, 26.8342084 54.3110692)",,
