osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge
25288349,Р51,Шчучынская вуліца,primary,60,False,False,160.209,"LINESTRING (24.5275475 53.7299055, 24.5287508 53.7291603, 24.5292298 53.7288637)",,
120209933,,вуліца 8 Сакавіка,residential,,False,True,287.52,"LINESTRING (24.5275475 53.7299055, 24.5273796 53.7300412, 24.5262635 53.730748, 24.5245643 53.7317935)",,
803881689,Р145,Гродзенская вуліца,primary,40,False,True,140.721,"LINESTRING (24.5275475 53.7299055, 24.527267 53.7298612, 24.5265466 53.7298195, 24.5256132 53.7297663, 24.5255502 53.7297598, 24.5254287 53.7297472)",2,
"[803881690, 803881694]",Р145,Гродзенская вуліца,primary,"['60', '40']",False,False,302.05500000000006,"LINESTRING (24.5275475 53.7299055, 24.5278216 53.7299953, 24.5295091 53.7303853, 24.5297999 53.7304525, 24.5299536 53.730488, 24.5305654 53.7306576, 24.5309016 53.7308057, 24.5311651 53.7309814, 24.5313817 53.7312465)",2,
324986336,,Першамайская вуліца,residential,,False,True,190.092,"LINESTRING (24.5313817 53.7312465, 24.528632 53.7317724)",,
112511852,Н6172,вуліца Слатвінскага,secondary,,False,True,69.23,"LINESTRING (24.5313817 53.7312465, 24.5314795 53.7312384, 24.5318949 53.731204, 24.532424 53.7311602)",,
654305109,Р145,вуліца Станкевіча,primary,60,False,False,220.13800000000003,"LINESTRING (24.5313817 53.7312465, 24.531922 53.7319891, 24.5319687 53.7320834, 24.5319896 53.7322724, 24.5320071 53.7329253, 24.5320404 53.7331551)",2,
"[803881690, 803881694]",Р145,Гродзенская вуліца,primary,"['60', '40']",False,True,302.05499999999995,"LINESTRING (24.5313817 53.7312465, 24.5311651 53.7309814, 24.5309016 53.7308057, 24.5305654 53.7306576, 24.5299536 53.730488, 24.5297999 53.7304525, 24.5295091 53.7303853, 24.5278216 53.7299953, 24.5275475 53.7299055)",2,
173380386,,Піянерскі завулак,residential,,False,False,86.224,"LINESTRING (24.5320404 53.7331551, 24.5317729 53.7332104, 24.531343 53.7332407, 24.53075 53.733266)",,
654305109,Р145,вуліца Станкевіча,primary,60,False,False,37.594,"LINESTRING (24.5320404 53.7331551, 24.5321188 53.7333396, 24.5322307 53.7334718)",2,
