osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,width,junction
25235375,4,М8/П7,Савецкая вуліца,primary,50,False,False,60.271,"LINESTRING (31.0144614 52.4257824, 31.0145094 52.425712, 31.0148026 52.4252819)",,,
25235910,2,,вуліца Білецкага,tertiary,,False,False,186.245,"LINESTRING (31.0144614 52.4257824, 31.0146004 52.4258209, 31.015412 52.4260327, 31.0160307 52.4261927, 31.01613 52.4262402, 31.0161932 52.4262908, 31.0166807 52.4266843)",,,
"[760685000, 25235939]",2,,Працоўная вуліца,tertiary,,False,False,344.4309999999999,"LINESTRING (31.0144614 52.4257824, 31.0142764 52.4257344, 31.0139168 52.4256419, 31.0135058 52.425535, 31.013294 52.425484, 31.0131705 52.4254516, 31.0130511 52.4254401, 31.0128835 52.4254459, 31.0127239 52.4254598, 31.0121056 52.4255309, 31.0117006 52.4255702, 31.0114016 52.4256021, 31.0106519 52.4256855, 31.0099787 52.425755, 31.0096689 52.425773, 31.0095384 52.4257726)",psv,,
"[170661540, 985781126]",4,М8/П7,Савецкая вуліца,primary,50,False,False,154.786,"LINESTRING (31.0144614 52.4257824, 31.0140401 52.4263809, 31.0136409 52.4269514, 31.0135634 52.4270622)",,,
"[904934403, 756814247]",4,М8/П7,Савецкая вуліца,primary,50,False,False,155.709,"LINESTRING (31.0135634 52.4270622, 31.0134866 52.4271717, 31.0131056 52.4277152, 31.012744 52.4282457, 31.0126712 52.4283525)",,,
"[170661540, 985781126]",4,М8/П7,Савецкая вуліца,primary,50,False,True,154.786,"LINESTRING (31.0135634 52.4270622, 31.0136409 52.4269514, 31.0140401 52.4263809, 31.0144614 52.4257824)",,,
"[328982164, 44534237]","['2', '3']",,Сялянская вуліца,tertiary,,False,False,295.10699999999997,"LINESTRING (31.0126712 52.4283525, 31.0125096 52.4283071, 31.0114348 52.4280294, 31.0102144 52.4276843, 31.0096034 52.4275184, 31.009469 52.4274811, 31.0088239 52.4272952, 31.0087029 52.4272631)",,,
"[904934403, 756814247]",4,М8/П7,Савецкая вуліца,primary,50,False,True,155.709,"LINESTRING (31.0126712 52.4283525, 31.012744 52.4282457, 31.0131056 52.4277152, 31.0134866 52.4271717, 31.0135634 52.4270622)",,,
133637949,1,М8/П7,плошча Леніна,primary,60,True,False,13.299,"LINESTRING (31.0135766 52.4233212, 31.013625 52.4232053)",,,
"[175144688, 89702946]",3,М8/П7,Пралетарская вуліца,primary,"['60', '50']",False,False,193.12,"LINESTRING (31.013625 52.4232053, 31.0133197 52.4229019, 31.0128986 52.4224774, 31.0127014 52.422277, 31.0121312 52.4217267)",,,
89702964,2,М8/П7,Пралетарская вуліца,primary,60,True,False,30.201,"LINESTRING (31.013625 52.4232053, 31.0137197 52.4232728, 31.0138756 52.4234289)",,,
437584235,2,,вуліца Білецкага,tertiary,,False,False,39.844,"LINESTRING (31.0166807 52.4266843, 31.0170126 52.42698)",,,
25235910,2,,вуліца Білецкага,tertiary,,False,True,186.245,"LINESTRING (31.0166807 52.4266843, 31.0161932 52.4262908, 31.01613 52.4262402, 31.0160307 52.4261927, 31.015412 52.4260327, 31.0146004 52.4258209, 31.0144614 52.4257824)",,,
64946711,,,вуліца Баўмана,residential,,False,False,173.574,"LINESTRING (31.0166807 52.4266843, 31.016779 52.4266418, 31.0184102 52.4259582, 31.0187894 52.4257993)",,,
"[761665338, 42436029]",2,,вуліца Ланге,tertiary,,True,False,322.35900000000004,"LINESTRING (31.0179516 52.4281778, 31.0175589 52.4280755, 31.0153447 52.4275085, 31.0137388 52.4271061, 31.0135634 52.4270622)",,,
437584235,2,,вуліца Білецкага,tertiary,,False,True,156.098,"LINESTRING (31.0179516 52.4281778, 31.0180028 52.4280703, 31.0180256 52.4280197, 31.0180367 52.427983, 31.0180457 52.4279474, 31.0180387 52.4278804, 31.0179919 52.4278061, 31.0178046 52.4276493, 31.0173938 52.427306, 31.0170126 52.42698)",,,
44582863,6,,Інтэрнацыянальная вуліца,primary,60,False,True,82.13300000000001,"LINESTRING (31.0089551 52.4251293, 31.0090751 52.4252557, 31.0094757 52.4256599, 31.0095238 52.4257191, 31.0095384 52.4257726)",,,
"[89702961, 598793822]","['4', '5']",,праспект Леніна,primary,60,False,False,304.573,"LINESTRING (31.0089551 52.4251293, 31.0091596 52.4250438, 31.009768 52.4248044, 31.0101555 52.4246581, 31.0107967 52.4244043, 31.0127658 52.4236801)",,,
"[679010858, 481200051]","['7', '6']",,Інтэрнацыянальная вуліца,primary,60,False,False,235.09699999999998,"LINESTRING (31.0089551 52.4251293, 31.0088393 52.4250027, 31.008347 52.4245203, 31.0083143 52.4244882, 31.0076021 52.42375, 31.0072377 52.4233832, 31.0071714 52.4233165)",,,
25235940,,,завулак Спартака,residential,,False,True,128.75,"LINESTRING (31.0121312 52.4217267, 31.0116822 52.4219142, 31.0115336 52.4219762, 31.01132 52.4220621, 31.0105349 52.4223529)",,,
"[175144688, 89702946]",3,М8/П7,Пралетарская вуліца,primary,"['60', '50']",False,True,193.12,"LINESTRING (31.0121312 52.4217267, 31.0127014 52.422277, 31.0128986 52.4224774, 31.0133197 52.4229019, 31.013625 52.4232053)",,,
602501571,3,М8/П7,Пралетарская вуліца,primary,60,False,False,290.513,"LINESTRING (31.0121312 52.4217267, 31.011859 52.4214547, 31.0106227 52.4201783, 31.0099684 52.4195479, 31.0099102 52.4194929)",,,
38676579,,,вуліца Гагарына,residential,,False,False,128.171,"LINESTRING (31.0099102 52.4194929, 31.0097505 52.4195518, 31.0087424 52.419923, 31.0082872 52.4200835)",,,
602501571,3,М8/П7,Пралетарская вуліца,primary,60,False,True,290.513,"LINESTRING (31.0099102 52.4194929, 31.0099684 52.4195479, 31.0106227 52.4201783, 31.011859 52.4214547, 31.0121312 52.4217267)",,,
25235926,4,,вуліца Кірава,primary,60,False,False,43.172,"LINESTRING (31.0092575 52.4262287, 31.0095097 52.4258722)",,,
"[25236082, 695608554]",4,,вуліца Кірава,primary,60,False,False,111.971,"LINESTRING (31.0092575 52.4262287, 31.0090497 52.4265311, 31.0089355 52.4267209, 31.0086275 52.4271593)",,,
44582863,6,,Інтэрнацыянальная вуліца,primary,60,False,False,82.133,"LINESTRING (31.0095384 52.4257726, 31.0095238 52.4257191, 31.0094757 52.4256599, 31.0090751 52.4252557, 31.0089551 52.4251293)",,,
89807467,1,,вуліца Камунараў,tertiary,,True,False,41.244,"LINESTRING (31.0095384 52.4257726, 31.0096314 52.4258509, 31.009758 52.425954, 31.0099023 52.4260698)",,,
598147194,4,,вуліца Кірава,primary,60,False,True,11.257,"LINESTRING (31.0095384 52.4257726, 31.0095221 52.4258417, 31.0095097 52.4258722)",,,
"[760685000, 25235939]",2,,Працоўная вуліца,tertiary,,False,True,344.43100000000004,"LINESTRING (31.0095384 52.4257726, 31.0096689 52.425773, 31.0099787 52.425755, 31.0106519 52.4256855, 31.0114016 52.4256021, 31.0117006 52.4255702, 31.0121056 52.4255309, 31.0127239 52.4254598, 31.0128835 52.4254459, 31.0130511 52.4254401, 31.0131705 52.4254516, 31.013294 52.425484, 31.0135058 52.425535, 31.0139168 52.4256419, 31.0142764 52.4257344, 31.0144614 52.4257824)",psv,,
"[679010858, 481200051]","['7', '6']",,Інтэрнацыянальная вуліца,primary,60,False,True,235.09699999999998,"LINESTRING (31.0071714 52.4233165, 31.0072377 52.4233832, 31.0076021 52.42375, 31.0083143 52.4244882, 31.008347 52.4245203, 31.0088393 52.4250027, 31.0089551 52.4251293)",,,
25235940,,,завулак Спартака,residential,,False,False,128.75,"LINESTRING (31.0105349 52.4223529, 31.01132 52.4220621, 31.0115336 52.4219762, 31.0116822 52.4219142, 31.0121312 52.4217267)",,,
"[377976568, 107447513, 56065406]",2,,вуліца Спартака,residential,,False,True,225.63699999999997,"LINESTRING (31.0105349 52.4223529, 31.0107607 52.4225728, 31.0109163 52.4226939, 31.0110827 52.4227688, 31.0113582 52.4229172, 31.0114789 52.4229793, 31.0116237 52.4230129, 31.0117551 52.423017, 31.0119308 52.4230162, 31.012075 52.4230334, 31.0121997 52.4230791, 31.0123016 52.4231249, 31.0123432 52.4231674, 31.0123619 52.4232181, 31.0123721 52.423291, 31.012669 52.4235775, 31.0127336 52.4236445, 31.0127658 52.4236801)",,,
107447514,,,вуліца Спартака,residential,,False,False,294.813,"LINESTRING (31.0105349 52.4223529, 31.0102062 52.4220175, 31.0097358 52.4215374, 31.0094512 52.4212605, 31.009307 52.421113, 31.0082872 52.4200835)",,,
38676579,,,вуліца Гагарына,residential,,False,True,128.171,"LINESTRING (31.0082872 52.4200835, 31.0087424 52.419923, 31.0097505 52.4195518, 31.0099102 52.4194929)",,,
107447514,,,вуліца Спартака,residential,,False,True,294.813,"LINESTRING (31.0082872 52.4200835, 31.009307 52.421113, 31.0094512 52.4212605, 31.0097358 52.4215374, 31.0102062 52.4220175, 31.0105349 52.4223529)",,,
352814500,,,вуліца Гагарына,residential,,True,False,130.568,"LINESTRING (31.0066174 52.4206681, 31.0082872 52.4200835)",,,
39370890,2,,плошча Леніна,primary,60,True,False,45.134,"LINESTRING (31.0134566 52.4236917, 31.0133738 52.4236471, 31.013267 52.423623, 31.01315 52.4236104, 31.0130015 52.4236266, 31.0128372 52.4236568)",,,
558776932,1,М8/П7,плошча Леніна,primary,60,True,False,25.585,"LINESTRING (31.0134566 52.4236917, 31.0134763 52.4236036, 31.0134909 52.4235544, 31.0135356 52.4234674)",,,
89702961,4,,праспект Леніна,primary,60,False,True,5.491,"LINESTRING (31.0128372 52.4236568, 31.0127658 52.4236801)",,,
558768512,2,,праспект Леніна,primary,60,True,False,20.887,"LINESTRING (31.0128372 52.4236568, 31.0130968 52.4235557)",,,
39370892,2,,плошча Леніна,primary,60,True,False,52.97800000000001,"LINESTRING (31.0139496 52.4235009, 31.0139668 52.4235326, 31.0139727 52.4235658, 31.0139673 52.4235989, 31.0139505 52.4236307, 31.0139233 52.4236596, 31.0138868 52.4236845, 31.0138372 52.4237059, 31.0137809 52.4237198, 31.0137208 52.4237254, 31.0136602 52.4237223, 31.0135846 52.4237137, 31.0134566 52.4236917)",,,
136332826,2,М8/П7,плошча Леніна,primary,60,True,False,163.374,"LINESTRING (31.0139496 52.4235009, 31.0144756 52.4240234, 31.0149641 52.4244905, 31.0150225 52.4245692, 31.0150594 52.4246362, 31.0150828 52.4247031, 31.0150915 52.4247796)",,,
25235919,1,,праспект Леніна,primary,60,True,False,41.774,"LINESTRING (31.0130968 52.4235557, 31.0133731 52.4234212, 31.0135245 52.4233556, 31.0135766 52.4233212)",,,
558768511,2,,плошча Леніна,primary,60,True,False,31.360999999999997,"LINESTRING (31.0130968 52.4235557, 31.013402 52.4234886, 31.0134917 52.4234747, 31.0135356 52.4234674)",,,
598793817,1,М8/П7,плошча Леніна,primary,60,True,False,16.493,"LINESTRING (31.0135356 52.4234674, 31.0135766 52.4233212)",,,
39370893,2,,плошча Леніна,primary,60,True,False,23.655,"LINESTRING (31.0135356 52.4234674, 31.0136883 52.4234375, 31.0137877 52.4234282, 31.0138756 52.4234289)",,,
558768510,2,М8/П7,плошча Леніна,primary,60,True,False,9.449,"LINESTRING (31.0138756 52.4234289, 31.0139496 52.4235009)",,,
25235375,4,М8/П7,Савецкая вуліца,primary,50,False,True,60.271,"LINESTRING (31.0148026 52.4252819, 31.0145094 52.425712, 31.0144614 52.4257824)",,,
39370889,2,М8/П7,плошча Леніна,primary,60,True,False,52.358000000000004,"LINESTRING (31.0148026 52.4252819, 31.014831 52.4251608, 31.0148442 52.4251231, 31.0148502 52.4250823, 31.0148418 52.4250564, 31.0148277 52.4250328, 31.0147618 52.424959, 31.0146386 52.4248487)",,,
89702961,4,,праспект Леніна,primary,60,False,False,5.491,"LINESTRING (31.0127658 52.4236801, 31.0128372 52.4236568)",,,
"[377976568, 107447513, 56065406]",2,,вуліца Спартака,residential,,False,False,225.63699999999997,"LINESTRING (31.0127658 52.4236801, 31.0127336 52.4236445, 31.012669 52.4235775, 31.0123721 52.423291, 31.0123619 52.4232181, 31.0123432 52.4231674, 31.0123016 52.4231249, 31.0121997 52.4230791, 31.012075 52.4230334, 31.0119308 52.4230162, 31.0117551 52.423017, 31.0116237 52.4230129, 31.0114789 52.4229793, 31.0113582 52.4229172, 31.0110827 52.4227688, 31.0109163 52.4226939, 31.0107607 52.4225728, 31.0105349 52.4223529)",,,
"[89702961, 598793822]","['4', '5']",,праспект Леніна,primary,60,False,True,304.573,"LINESTRING (31.0127658 52.4236801, 31.0107967 52.4244043, 31.0101555 52.4246581, 31.009768 52.4248044, 31.0091596 52.4250438, 31.0089551 52.4251293)",,,
89807473,1,,вуліца Камунараў,tertiary,,True,False,16.807,"LINESTRING (31.0099023 52.4260698, 31.0097584 52.42606, 31.009657 52.4260713)",,,
"[685415473, 25235937, 758287174, 758287175]",2,,вуліца Камунараў,tertiary,,False,False,259.688,"LINESTRING (31.0099023 52.4260698, 31.0099719 52.4260903, 31.010161 52.4261393, 31.011419 52.4264795, 31.0114847 52.426495, 31.0122182 52.4266811, 31.0126327 52.4267862, 31.0129247 52.4268664, 31.0134101 52.4270064)",,,
25235926,4,,вуліца Кірава,primary,60,False,True,43.172,"LINESTRING (31.0095097 52.4258722, 31.0092575 52.4262287)",,,
598147194,4,,вуліца Кірава,primary,60,False,False,11.257,"LINESTRING (31.0095097 52.4258722, 31.0095221 52.4258417, 31.0095384 52.4257726)",,,
604338929,1,,вуліца Камунараў,tertiary,,True,False,24.319,"LINESTRING (31.0095097 52.4258722, 31.0095629 52.4259504, 31.0096434 52.4260469, 31.009657 52.4260713)",,,
136332826,2,М8/П7,плошча Леніна,primary,60,True,False,59.527,"LINESTRING (31.0150915 52.4247796, 31.0150803 52.4248417, 31.0150522 52.4249088, 31.0150184 52.4249787, 31.0149519 52.4250852, 31.0148925 52.4251596, 31.0148026 52.4252819)",,,
345017677,1,,плошча Леніна,primary,50,True,False,35.943,"LINESTRING (31.0150915 52.4247796, 31.0150157 52.4248487, 31.0149521 52.4248696, 31.0148625 52.4248775, 31.0148196 52.4248783, 31.0147769 52.4248754, 31.0147134 52.424864, 31.0146386 52.4248487)",,,
"[25235937, 685415473, 758287174, 758287175]",2,,вуліца Камунараў,tertiary,,False,True,259.688,"LINESTRING (31.0134101 52.4270064, 31.0129247 52.4268664, 31.0126327 52.4267862, 31.0122182 52.4266811, 31.0114847 52.426495, 31.011419 52.4264795, 31.010161 52.4261393, 31.0099719 52.4260903, 31.0099023 52.4260698)",,,
437584235,2,,вуліца Білецкага,tertiary,,False,True,39.844,"LINESTRING (31.0170126 52.42698, 31.0166807 52.4266843)",,,
"[25235587, 808082455]",,,Білецкі спуск,residential,,False,False,235.61,"LINESTRING (31.0170126 52.42698, 31.0171533 52.4269396, 31.0174232 52.426862, 31.0180649 52.4269561, 31.0181692 52.4269784, 31.0182749 52.427001, 31.0184214 52.4270347, 31.018795 52.427117, 31.0201758 52.4274298, 31.0202798 52.4274545)",,"['9', '8']",
437584235,2,,вуліца Білецкага,tertiary,,False,False,156.098,"LINESTRING (31.0170126 52.42698, 31.0173938 52.427306, 31.0178046 52.4276493, 31.0179919 52.4278061, 31.0180387 52.4278804, 31.0180457 52.4279474, 31.0180367 52.427983, 31.0180256 52.4280197, 31.0180028 52.4280703, 31.0179516 52.4281778)",,,
"[25235587, 808082455]",,,Білецкі спуск,residential,,False,True,235.60999999999999,"LINESTRING (31.0202798 52.4274545, 31.0201758 52.4274298, 31.018795 52.427117, 31.0184214 52.4270347, 31.0182749 52.427001, 31.0181692 52.4269784, 31.0180649 52.4269561, 31.0174232 52.426862, 31.0171533 52.4269396, 31.0170126 52.42698)",,"['9', '8']",
"[39370889, 679010857]","['2', '3']",М8/П7,плошча Леніна,primary,60,True,False,151.642,"LINESTRING (31.0146386 52.4248487, 31.0143981 52.424642, 31.0143028 52.424551, 31.0139615 52.4242058, 31.0134566 52.4236917)",,,
"[695608554, 25236082]",4,,вуліца Кірава,primary,60,False,True,111.971,"LINESTRING (31.0086275 52.4271593, 31.0089355 52.4267209, 31.0090497 52.4265311, 31.0092575 52.4262287)",,,
834706448,2,,,primary,,True,False,14.209,"LINESTRING (31.0086275 52.4271593, 31.0086648 52.427171, 31.0086936 52.4271896, 31.0087105 52.4272129, 31.0087138 52.4272384, 31.0087029 52.4272631)",,,roundabout
