osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,maxspeed,junction
48184663,2,residential,False,True,94.30099999999999,"LINESTRING (26.7300868 53.4771659, 26.7301431 53.4772665, 26.730753 53.4779137)",,,,
48184675,,primary,True,False,13.063,"LINESTRING (26.7315082 53.4767058, 26.7313265 53.4767517)",Р54,вуліца Гагарына,40,
48184709,,residential,False,True,8.793,"LINESTRING (26.730753 53.4779137, 26.7308835 53.4778988)",,Савецкая вуліца,,
48184663,2,residential,False,False,94.30099999999999,"LINESTRING (26.730753 53.4779137, 26.7301431 53.4772665, 26.7300868 53.4771659)",,,,
48184699,,residential,True,False,8.026,"LINESTRING (26.7310798 53.4778327, 26.7311276 53.4778105, 26.7311875 53.4778048)",,,,roundabout
48184709,,residential,False,False,8.793,"LINESTRING (26.7308835 53.4778988, 26.730753 53.4779137)",,Савецкая вуліца,,
48184710,,residential,True,False,14.926,"LINESTRING (26.7308835 53.4778988, 26.7310798 53.4778327)",,Савецкая вуліца,,
48184699,,residential,True,False,9.491,"LINESTRING (26.7310719 53.4779135, 26.731056 53.4778867, 26.7310588 53.4778583, 26.7310798 53.4778327)",,,,roundabout
48184705,,residential,True,False,12.586,"LINESTRING (26.7310719 53.4779135, 26.7309654 53.4779027, 26.7308835 53.4778988)",,Савецкая вуліца,,
48184719,,residential,True,False,8.414,"LINESTRING (26.7313255 53.4777648, 26.731292 53.4777971, 26.7312726 53.477833)",,Савецкая вуліца,,
48184728,,residential,False,True,54.063,"LINESTRING (26.7313255 53.4777648, 26.7319645 53.4775654, 26.732049 53.477539)",,Савецкая вуліца,,
48184699,,residential,True,False,5.307,"LINESTRING (26.7312726 53.477833, 26.7312913 53.4778541, 26.7312973 53.4778777)",,,,roundabout
48184701,,residential,True,False,10.158,"LINESTRING (26.7311875 53.4778048, 26.7313255 53.4777648)",,Савецкая вуліца,,
48184699,,residential,True,False,6.585,"LINESTRING (26.7311875 53.4778048, 26.731235 53.4778136, 26.7312726 53.477833)",,,,roundabout
48184718,,residential,True,False,11.779,"LINESTRING (26.73139 53.477989, 26.7312315 53.4779408)",,вуліца Гайдука,,
48184635,,residential,False,False,131.685,"LINESTRING (26.73139 53.477989, 26.7314606 53.4780382, 26.7315898 53.4781822, 26.7316351 53.4782965, 26.7316289 53.4783986, 26.7316095 53.4785179, 26.7315096 53.4791319)",,вуліца Гайдука,,
48184699,,residential,True,False,8.623999999999999,"LINESTRING (26.7312973 53.4778777, 26.7312888 53.4779031, 26.7312659 53.477925, 26.7312315 53.4779408)",,,,roundabout
48184720,,residential,True,False,13.822,"LINESTRING (26.7312973 53.4778777, 26.7313403 53.4779344, 26.73139 53.477989)",,вуліца Гайдука,,
48184699,,residential,True,False,12.035,"LINESTRING (26.7312315 53.4779408, 26.7311879 53.4779484, 26.7311426 53.477946, 26.7311021 53.4779338, 26.7310719 53.4779135)",,,,roundabout
48184666,,secondary,False,False,61.358,"LINESTRING (26.732049 53.477539, 26.7321887 53.477653, 26.7326456 53.4779608)",Н8246,Ленінская вуліца,,
48184728,,residential,False,False,54.063,"LINESTRING (26.732049 53.477539, 26.7319645 53.4775654, 26.7313255 53.4777648)",,Савецкая вуліца,,
"[1067172915, 781869646]",,secondary,False,True,99.78899999999999,"LINESTRING (26.732049 53.477539, 26.7319922 53.4774848, 26.7319121 53.4774082, 26.7317993 53.4772854, 26.7317051 53.4771841, 26.7315094 53.4769602, 26.7313265 53.4767517)",Н8246,Ленінская вуліца,,
48184742,,residential,False,True,82.824,"LINESTRING (26.7326666 53.4763378, 26.733169 53.47702)",,вуліца Маякоўскага,,
"[48184665, 48184676]",,primary,True,False,86.94699999999999,"LINESTRING (26.7326666 53.4763378, 26.7319634 53.4765735, 26.7316796 53.4766606, 26.7315082 53.4767058)",Р54,Камуністычная вуліца,,
48184742,,residential,False,False,82.824,"LINESTRING (26.733169 53.47702, 26.7326666 53.4763378)",,вуліца Маякоўскага,,
48184653,,secondary,False,False,114.205,"LINESTRING (26.7326456 53.4779608, 26.733619 53.478588, 26.7338078 53.4787199)",Н8246,Ленінская вуліца,40,
48184666,,secondary,False,True,61.358,"LINESTRING (26.7326456 53.4779608, 26.7321887 53.477653, 26.732049 53.477539)",Н8246,Ленінская вуліца,,
48184753,,residential,True,False,98.08,"LINESTRING (26.7326456 53.4779608, 26.7327079 53.4779399, 26.733449 53.477691, 26.7337387 53.4776084, 26.7339537 53.4775471)",,вуліца Міцкевіча,,
48184653,,secondary,False,False,22.013,"LINESTRING (26.7338078 53.4787199, 26.7340274 53.4788686)",Н8246,Ленінская вуліца,40,
48184653,,secondary,False,True,114.205,"LINESTRING (26.7338078 53.4787199, 26.733619 53.478588, 26.7326456 53.4779608)",Н8246,Ленінская вуліца,40,
48184752,,residential,False,False,77.516,"LINESTRING (26.7338078 53.4787199, 26.7338852 53.4786874, 26.733981 53.4786584, 26.7348445 53.4783965)",,вуліца Вечаркевіча,,
48184751,,unclassified,False,True,111.336,"LINESTRING (26.7339537 53.4775471, 26.7348445 53.4783965)",,,,
48184641,,residential,True,False,189.474,"LINESTRING (26.7339537 53.4775471, 26.7341294 53.4774964, 26.7353338 53.4771487, 26.7363142 53.4768657, 26.7363884 53.476838, 26.7365178 53.4767905)",,вуліца Міцкевіча,,
48184751,,unclassified,False,False,111.336,"LINESTRING (26.7348445 53.4783965, 26.7339537 53.4775471)",,,,
48184655,,residential,False,False,181.87099999999998,"LINESTRING (26.7348445 53.4783965, 26.7371227 53.4777096, 26.7372877 53.4776484)",,вуліца Вечаркевіча,,
48184752,,residential,False,True,77.516,"LINESTRING (26.7348445 53.4783965, 26.733981 53.4786584, 26.7338852 53.4786874, 26.7338078 53.4787199)",,вуліца Вечаркевіча,,
48184635,,residential,False,False,58.800999999999995,"LINESTRING (26.7315096 53.4791319, 26.7315 53.479339, 26.7315 53.47945, 26.7315 53.47956, 26.731519 53.47966)",,вуліца Гайдука,,
48184635,,residential,False,True,131.685,"LINESTRING (26.7315096 53.4791319, 26.7316095 53.4785179, 26.7316289 53.4783986, 26.7316351 53.4782965, 26.7315898 53.4781822, 26.7314606 53.4780382, 26.73139 53.477989)",,вуліца Гайдука,,
704191700,,residential,False,False,43.27,"LINESTRING (26.731519 53.47966, 26.7317301 53.4800283)",,вуліца Гайдука,,
48184635,,residential,False,True,58.800999999999995,"LINESTRING (26.731519 53.47966, 26.7315 53.47956, 26.7315 53.47945, 26.7315 53.479339, 26.7315096 53.4791319)",,вуліца Гайдука,,
48184809,,residential,False,False,44.237,"LINESTRING (26.731519 53.47966, 26.731649 53.479751, 26.731779 53.479789, 26.731929 53.479789, 26.732099 53.47977)",,,,
48184786,,residential,False,False,162.51500000000001,"LINESTRING (26.732099 53.47977, 26.7325823 53.4795863, 26.7332157 53.4792815, 26.7333059 53.4792369, 26.7338699 53.4789479, 26.7339504 53.4789067, 26.7340274 53.4788686)",,вуліца Чапаева,,
48184809,,residential,False,True,44.237,"LINESTRING (26.732099 53.47977, 26.731929 53.479789, 26.731779 53.479789, 26.731649 53.479751, 26.731519 53.47966)",,,,
781879884,,residential,False,True,37.992000000000004,"LINESTRING (26.732099 53.47977, 26.731899 53.479881, 26.731819 53.479938, 26.7317301 53.4800283)",,вуліца Чапаева,,
704191700,,residential,False,True,43.27,"LINESTRING (26.7317301 53.4800283, 26.731519 53.47966)",,вуліца Гайдука,,
48183751,,residential,False,False,143.246,"LINESTRING (26.7317301 53.4800283, 26.7318231 53.4804069, 26.73188 53.480819, 26.731899 53.481311)",,вуліца Гайдука,,
781879884,,residential,False,False,37.992000000000004,"LINESTRING (26.7317301 53.4800283, 26.731819 53.479938, 26.731899 53.479881, 26.732099 53.47977)",,вуліца Чапаева,,
48183751,,residential,False,False,26.383,"LINESTRING (26.731899 53.481311, 26.73188 53.481548)",,вуліца Гайдука,,
48183751,,residential,False,True,143.246,"LINESTRING (26.731899 53.481311, 26.73188 53.480819, 26.7318231 53.4804069, 26.7317301 53.4800283)",,вуліца Гайдука,,
"[48184818, 48184791]",,residential,False,False,208.70399999999998,"LINESTRING (26.731899 53.481311, 26.732229 53.481231, 26.73244 53.48117, 26.732629 53.48104, 26.73279 53.480949, 26.73456 53.480331)",,завулак Гайдука,,
48183805,,tertiary,False,False,97.153,"LINESTRING (26.7343553 53.4790755, 26.7344363 53.4790413, 26.7345771 53.4790243, 26.735366 53.4789358, 26.7355835 53.4789033, 26.7357597 53.4788494)",,вуліца Багінскага,60,
48184656,,secondary,False,False,201.564,"LINESTRING (26.7343553 53.4790755, 26.7345182 53.4791715, 26.7348904 53.4793975, 26.7354021 53.4796814, 26.7357457 53.4799318, 26.7362845 53.4804627)",Н8246,Ленінская вуліца,40,
48184837,,secondary,False,True,31.625,"LINESTRING (26.7343553 53.4790755, 26.734156 53.4789499, 26.7340274 53.4788686)",Н8246,Ленінская вуліца,,
48184653,,secondary,False,True,22.013,"LINESTRING (26.7340274 53.4788686, 26.7338078 53.4787199)",Н8246,Ленінская вуліца,40,
48184786,,residential,False,True,162.51500000000001,"LINESTRING (26.7340274 53.4788686, 26.7339504 53.4789067, 26.7338699 53.4789479, 26.7333059 53.4792369, 26.7332157 53.4792815, 26.7325823 53.4795863, 26.732099 53.47977)",,вуліца Чапаева,,
48184837,,secondary,False,False,31.625,"LINESTRING (26.7340274 53.4788686, 26.734156 53.4789499, 26.7343553 53.4790755)",Н8246,Ленінская вуліца,,
"[48184818, 48184791]",,residential,False,True,208.704,"LINESTRING (26.73456 53.480331, 26.73279 53.480949, 26.732629 53.48104, 26.73244 53.48117, 26.732229 53.481231, 26.731899 53.481311)",,завулак Гайдука,,
48184872,2,secondary,False,False,108.15,"LINESTRING (26.7365178 53.4767905, 26.7366142 53.476903, 26.7372877 53.4776484)",Н9780,вуліца Танкістаў,40,
48184655,,residential,False,True,181.87099999999998,"LINESTRING (26.7372877 53.4776484, 26.7371227 53.4777096, 26.7348445 53.4783965)",,вуліца Вечаркевіча,,
48184872,2,secondary,False,True,108.15,"LINESTRING (26.7372877 53.4776484, 26.7366142 53.476903, 26.7365178 53.4767905)",Н9780,вуліца Танкістаў,40,
48184911,2,secondary,False,False,79.752,"LINESTRING (26.7372877 53.4776484, 26.7377637 53.4782338, 26.7378137 53.4782937)",Н9780,вуліца Танкістаў,40,
"[48184957, 48184935]",,tertiary,True,False,348.31899999999996,"LINESTRING (26.7372877 53.4776484, 26.7373648 53.4776204, 26.7385805 53.477208, 26.7396191 53.4768484, 26.7396873 53.4768316, 26.7398898 53.4768106, 26.7401524 53.476818, 26.7406435 53.4768441, 26.7411678 53.4768847, 26.742171 53.4769443)",,вуліца Вечаркевіча,,
48183805,,tertiary,False,True,149.31400000000002,"LINESTRING (26.7378137 53.4782937, 26.7377213 53.4783185, 26.7376047 53.4783495, 26.7366698 53.4785976, 26.7360851 53.4787588, 26.7357597 53.4788494)",,вуліца Багінскага,60,
48184911,2,secondary,False,True,79.752,"LINESTRING (26.7378137 53.4782937, 26.7377637 53.4782338, 26.7372877 53.4776484)",Н9780,вуліца Танкістаў,40,
48185040,,secondary,False,False,137.06,"LINESTRING (26.7378137 53.4782937, 26.7378731 53.4783705, 26.7383337 53.4789503, 26.7386385 53.4792641, 26.7387736 53.4793839)",,вуліца Танкістаў,60,
"[631075072, 631075070]",,tertiary,False,False,114.52699999999999,"LINESTRING (26.7378137 53.4782937, 26.7379067 53.4782676, 26.7380351 53.4782342, 26.73863 53.4780791, 26.7393953 53.4778756)",Н9780,вуліца Багінскага,"['60', '30']",
48185047,,tertiary,False,False,185.376,"LINESTRING (26.7393953 53.4778756, 26.7398133 53.4784067, 26.7402968 53.4789564, 26.7405119 53.4792295, 26.7405631 53.4792895, 26.7406121 53.479376)",,вуліца Клары Цэткін,40,
"[631075072, 631075070]",,tertiary,False,True,114.52699999999999,"LINESTRING (26.7393953 53.4778756, 26.73863 53.4780791, 26.7380351 53.4782342, 26.7379067 53.4782676, 26.7378137 53.4782937)",Н9780,вуліца Багінскага,"['60', '30']",
631075074,2,tertiary,False,False,142.822,"LINESTRING (26.7393953 53.4778756, 26.7399605 53.4777267, 26.7403234 53.4776311, 26.7413639 53.4773492)",Н9780,вуліца Багінскага,40,
48183805,,tertiary,False,False,149.314,"LINESTRING (26.7357597 53.4788494, 26.7360851 53.4787588, 26.7366698 53.4785976, 26.7376047 53.4783495, 26.7377213 53.4783185, 26.7378137 53.4782937)",,вуліца Багінскага,60,
48183805,,tertiary,False,True,97.153,"LINESTRING (26.7357597 53.4788494, 26.7355835 53.4789033, 26.735366 53.4789358, 26.7345771 53.4790243, 26.7344363 53.4790413, 26.7343553 53.4790755)",,вуліца Багінскага,60,
1067172909,,secondary,False,False,11.857,"LINESTRING (26.736487 53.4806732, 26.7366543 53.480635)",Н8246,Сацыялістычная вуліца,,
48185014,,secondary,False,True,81.229,"LINESTRING (26.736487 53.4806732, 26.7363212 53.4807222, 26.735391 53.4810022)",Н8246,Сацыялістычная вуліца,,
48185022,,secondary,True,False,26.984,"LINESTRING (26.736487 53.4806732, 26.7363677 53.4805566, 26.7362845 53.4804627)",Н8246,,40,
48184656,,secondary,False,True,201.56400000000002,"LINESTRING (26.7362845 53.4804627, 26.7357457 53.4799318, 26.7354021 53.4796814, 26.7348904 53.4793975, 26.7345182 53.4791715, 26.7343553 53.4790755)",Н8246,Ленінская вуліца,40,
48185016,,secondary,True,False,31.079,"LINESTRING (26.7362845 53.4804627, 26.7364339 53.4805339, 26.7366543 53.480635)",Н8246,Ленінская вуліца,40,
48185014,,secondary,False,True,179.906,"LINESTRING (26.735391 53.4810022, 26.73298 53.48175)",Н8246,Сацыялістычная вуліца,,
48185014,,secondary,False,False,81.229,"LINESTRING (26.735391 53.4810022, 26.7363212 53.4807222, 26.736487 53.4806732)",Н8246,Сацыялістычная вуліца,,
48186616,,residential,False,True,311.22299999999996,"LINESTRING (26.735391 53.4810022, 26.73624 53.481681, 26.736619 53.481979, 26.7378487 53.4833782)",,вуліца Царука,40,
1067172909,,secondary,False,True,11.857,"LINESTRING (26.7366543 53.480635, 26.736487 53.4806732)",Н8246,Сацыялістычная вуліца,,
48183759,,secondary,True,False,97.00200000000001,"LINESTRING (26.7366543 53.480635, 26.7368027 53.4807021, 26.736861 53.4807282, 26.7372747 53.4809987, 26.7376488 53.4812717)",,Ленінская вуліца,40,
"[1067172906, 48184990]",2,secondary,True,False,193.26900000000003,"LINESTRING (26.7366543 53.480635, 26.7369301 53.4805606, 26.737459 53.480388, 26.7382276 53.4801236, 26.7385627 53.4800083, 26.739066 53.4798225, 26.7391923 53.4797771)",,Сацыялістычная вуліца,60,
1087237693,,unclassified,False,True,15.939,"LINESTRING (26.7374746 53.4813707, 26.7376488 53.4812717)",,,,
48183756,,secondary,True,False,101.84100000000001,"LINESTRING (26.7374746 53.4813707, 26.7370012 53.4810776, 26.7367972 53.4809361, 26.7366262 53.4808194, 26.7365833 53.4807769, 26.736487 53.4806732)",,,,
1087237693,,unclassified,False,False,15.939,"LINESTRING (26.7376488 53.4812717, 26.7374746 53.4813707)",,,,
48183759,,secondary,True,False,42.028999999999996,"LINESTRING (26.7376488 53.4812717, 26.7378741 53.4814484, 26.7380154 53.48158)",,Ленінская вуліца,40,
48184986,,tertiary,True,False,209.17900000000003,"LINESTRING (26.7387736 53.4793839, 26.7360368 53.4789241, 26.7358719 53.4789017, 26.7357981 53.4788825, 26.7357597 53.4788494)",,вуліца Каперніка,,
48185032,,secondary,True,False,60.43899999999999,"LINESTRING (26.7387736 53.4793839, 26.7390296 53.4794169, 26.7393695 53.4794461, 26.7395446 53.4794557, 26.7396766 53.4794521)",,плошча Неўміручасці,,
48185040,,secondary,False,True,137.06,"LINESTRING (26.7387736 53.4793839, 26.7386385 53.4792641, 26.7383337 53.4789503, 26.7378731 53.4783705, 26.7378137 53.4782937)",,вуліца Танкістаў,60,
