osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,bridge,junction,lanes
362153974,False,вуліца Валадарскага,residential,False,115.97,"LINESTRING (28.2671496 53.0365843, 28.2672489 53.0365893, 28.2683842 53.0366204, 28.2688802 53.0366494)",,,,,
362153974,False,вуліца Валадарскага,residential,True,110.82400000000001,"LINESTRING (28.2671496 53.0365843, 28.2670364 53.0365829, 28.2663845 53.036565, 28.2654929 53.0365571)",,,,,
396407995,False,вуліца Кірава,residential,False,260.288,"LINESTRING (28.2671496 53.0365843, 28.2671438 53.0366751, 28.2670628 53.0388279, 28.2670616 53.0389245)",Р92,60,,,
164371523,False,Пралетарская вуліца,residential,False,115.839,"LINESTRING (28.2654736 53.0355154, 28.2654929 53.0365571)",,,,,
238756720,False,вуліца Астроўскага,residential,False,155.833,"LINESTRING (28.2654736 53.0355154, 28.2635538 53.0360703, 28.2633818 53.0361323)",,,,,
362153974,False,вуліца Валадарскага,residential,True,115.96999999999998,"LINESTRING (28.2688802 53.0366494, 28.2683842 53.0366204, 28.2672489 53.0365893, 28.2671496 53.0365843)",,,,,
396407993,False,Першамайская вуліца,primary,False,148.10999999999999,"LINESTRING (28.2688802 53.0366494, 28.268913 53.0368977, 28.2689357 53.0370916, 28.2689515 53.0374207, 28.2689354 53.0377465, 28.268922 53.0379797)",,60,,,
238756726,True,вуліца Валадарскага,residential,False,61.603,"LINESTRING (28.2646894 53.0365325, 28.2645161 53.0365304, 28.2643337 53.0365233, 28.2642211 53.0365189, 28.26405 53.0365025, 28.2637776 53.0364659)",,,,,
362153974,False,вуліца Валадарскага,residential,False,53.802,"LINESTRING (28.2646894 53.0365325, 28.2653227 53.0365554, 28.2654929 53.0365571)",,,,,
164371523,False,Пралетарская вуліца,residential,True,115.839,"LINESTRING (28.2654929 53.0365571, 28.2654736 53.0355154)",,,,,
164371523,False,Пралетарская вуліца,residential,False,260.162,"LINESTRING (28.2654929 53.0365571, 28.2655025 53.0366444, 28.2655071 53.0374157, 28.2655164 53.0382835, 28.265519 53.0388163, 28.2655132 53.0388965)",,,,,
362153974,False,вуліца Валадарскага,residential,False,110.82400000000001,"LINESTRING (28.2654929 53.0365571, 28.2663845 53.036565, 28.2670364 53.0365829, 28.2671496 53.0365843)",,,,,
362153974,False,вуліца Валадарскага,residential,True,53.802,"LINESTRING (28.2654929 53.0365571, 28.2653227 53.0365554, 28.2646894 53.0365325)",,,,,
164371524,False,вуліца Парыжскай Камуны,residential,False,97.513,"LINESTRING (28.2625859 53.0407571, 28.2640432 53.0407935)",,,,,
164373336,False,вуліца Максіма Горкага,residential,False,86.005,"LINESTRING (28.2625859 53.0407571, 28.2625288 53.0415298)",,,,,
164373336,False,вуліца Максіма Горкага,residential,True,80.995,"LINESTRING (28.2625859 53.0407571, 28.262581 53.0400287)",,,,,
