osmid,oneway,name,highway,reversed,length,bridge,geometry,junction,ref
118389899,True,الكورنيش,secondary,False,76.46,,"LINESTRING (42.1442611 37.1776296, 42.1449628 37.1772293)",,
159488784,True,,secondary,False,41.331999999999994,yes,"LINESTRING (42.1442611 37.1776296, 42.1442604 37.1776883, 42.1442593 37.1777569, 42.1442652 37.1779343, 42.1442736 37.1780009)",,
118389885,True,شارع المشوار,residential,False,41.802,,"LINESTRING (42.1436837 37.1739329, 42.1441517 37.1738853)",,
119232566,False,,residential,True,10.387,,"LINESTRING (42.1432539 37.1717137, 42.1433671 37.171738)",,
119232566,False,,residential,False,89.762,,"LINESTRING (42.1432539 37.1717137, 42.1429908 37.1716585, 42.1422749 37.1715061)",,
118392194,True,,residential,False,55.161,,"LINESTRING (42.1427531 37.175848, 42.1421365 37.1759167)",,
118389892,True,دوار السبعه بحيرات,residential,False,9.245000000000001,,"LINESTRING (42.1427531 37.175848, 42.1427461 37.1758068, 42.1427508 37.1757654)",roundabout,
118389892,True,دوار السبعه بحيرات,residential,False,16.525,,"LINESTRING (42.1432086 37.1758358, 42.1431894 37.1758829, 42.1431553 37.1759244, 42.1431087 37.1759571)",roundabout,
118389885,True,شارع المشوار,residential,False,7.925,,"LINESTRING (42.1435951 37.1739427, 42.1436837 37.1739329)",,
118389891,True,,residential,False,52.413,,"LINESTRING (42.1435951 37.1739427, 42.143507 37.1734766)",,
118389885,True,شارع المشوار,residential,False,8.665,,"LINESTRING (42.1393171 37.1743393, 42.1394147 37.1743343)",,
118389897,True,,secondary,False,90.299,,"LINESTRING (42.1393171 37.1743393, 42.1389537 37.1735806)",,716
119237521,False,,residential,True,121.676,,"LINESTRING (42.1393171 37.1743393, 42.1380373 37.1747362)",,
118389892,True,دوار السبعه بحيرات,residential,False,13.876999999999999,,"LINESTRING (42.1431843 37.1757143, 42.1432094 37.1757734, 42.1432086 37.1758358)",roundabout,
118392184,True,,residential,False,57.184999999999995,,"LINESTRING (42.1431843 37.1757143, 42.143312 37.1757387, 42.1438241 37.1757025)",,
118389892,True,دوار السبعه بحيرات,residential,False,21.499,,"LINESTRING (42.142986 37.1756169, 42.1430652 37.17563, 42.1431341 37.1756638, 42.1431843 37.1757143)",roundabout,
118389876,True,شارع المشوار,residential,False,72.349,,"LINESTRING (42.1435784 37.1740066, 42.1427695 37.1740956)",,
118389899,True,الكورنيش,secondary,False,11.34,,"LINESTRING (42.1468911 37.1736069, 42.1468725 37.173506)",,
118389865,False,,residential,False,44.582,,"LINESTRING (42.1415364 37.1728074, 42.1415961 37.1732055)",,
118392186,False,,residential,False,2.278,,"LINESTRING (42.1415364 37.1728074, 42.1415595 37.1727984)",,
118392186,False,,residential,True,52.179,,"LINESTRING (42.1415364 37.1728074, 42.1409584 37.1728973)",,
432748494,False,,residential,True,55.153,,"LINESTRING (42.1449291 37.1776309, 42.1452984 37.1780302)",,
118389869,True,الكورنيش,secondary,False,71.258,,"LINESTRING (42.1449291 37.1776309, 42.1444651 37.1779101, 42.1442736 37.1780009)",,
118392184,True,,residential,False,44.453,,"LINESTRING (42.1439485 37.1756894, 42.1444459 37.175637)",,
118389879,True,,residential,False,84.255,,"LINESTRING (42.1433671 37.171738, 42.1434625 37.1724919)",,
119232566,False,,residential,False,10.387,,"LINESTRING (42.1433671 37.171738, 42.1432539 37.1717137)",,
119232566,False,,residential,True,46.409,,"LINESTRING (42.1433671 37.171738, 42.1438793 37.1718253)",,
118389862,True,,residential,False,14.361,,"LINESTRING (42.1424282 37.1780211, 42.1423812 37.1779495, 42.1423507 37.1779077)",,
752882232,False,,residential,True,99.99199999999999,,"LINESTRING (42.1424282 37.1780211, 42.1424505 37.1785266, 42.1424336 37.1789198)",,
118389892,True,دوار السبعه بحيرات,residential,False,6.131,,"LINESTRING (42.1429173 37.1756235, 42.142986 37.1756169)",roundabout,
118392200,True,,residential,False,31.796,,"LINESTRING (42.1429173 37.1756235, 42.1428932 37.1753382)",,
118389871,True,,residential,False,6.688,,"LINESTRING (42.139698 37.175051, 42.1397684 37.1750293)",,
118389897,True,,secondary,False,71.992,,"LINESTRING (42.139698 37.175051, 42.1393815 37.1744547)",,716
118389862,True,,residential,False,7.454,,"LINESTRING (42.1417199 37.1741909, 42.1417128 37.1741241)",,
118389876,True,شارع المشوار,residential,False,53.133,,"LINESTRING (42.1417199 37.1741909, 42.1411247 37.1742493)",,
118389892,True,دوار السبعه بحيرات,residential,False,13.519,,"LINESTRING (42.1431087 37.1759571, 42.1430391 37.1759821, 42.1429632 37.1759879)",roundabout,
118393188,True,,residential,False,36.616,,"LINESTRING (42.1431087 37.1759571, 42.1431088 37.1760091, 42.1431091 37.1762864)",,
118389892,True,دوار السبعه بحيرات,residential,False,22.604,,"LINESTRING (42.1427508 37.1757654, 42.1427827 37.1757026, 42.1428408 37.1756531, 42.1429173 37.1756235)",roundabout,
118389863,True,,residential,False,49.485,,"LINESTRING (42.1436984 37.1739965, 42.1437645 37.1744384)",,
118389876,True,شارع المشوار,residential,False,10.691,,"LINESTRING (42.1436984 37.1739965, 42.1435784 37.1740066)",,
118389897,True,,secondary,False,14.043,,"LINESTRING (42.1393815 37.1744547, 42.1393171 37.1743393)",,716
118389876,True,شارع المشوار,residential,False,95.507,,"LINESTRING (42.1469072 37.1737223, 42.1458364 37.173821)",,
118389899,True,الكورنيش,secondary,False,12.911,,"LINESTRING (42.1469072 37.1737223, 42.1468911 37.1736069)",,
