osmid,oneway,highway,reversed,length,junction,geometry,ref
102577066,True,secondary,False,16.305,,"LINESTRING (36.1625946 32.825838, 36.1627677 32.8258565)",
96882852,True,primary,False,28.668,roundabout,"LINESTRING (36.1625946 32.825838, 36.1626288 32.8258808, 36.1626452 32.8259305, 36.1626421 32.825982, 36.1626198 32.82603, 36.1625806 32.8260697)",
96882855,True,primary,False,66.953,,"LINESTRING (36.16233 32.8258255, 36.1621565 32.8252413)",5
96882852,True,primary,False,21.499999999999996,roundabout,"LINESTRING (36.16233 32.8258255, 36.1623789 32.8258, 36.1624345 32.8257878, 36.162492 32.8257901, 36.1625461 32.8258065)",
96882852,True,primary,False,26.43,roundabout,"LINESTRING (36.1625554 32.8260853, 36.1624894 32.8261067, 36.1624187 32.8261066, 36.1623529 32.8260849, 36.1623008 32.8260447)",
96883638,True,primary,False,66.149,,"LINESTRING (36.1625554 32.8260853, 36.1624539 32.8263111, 36.1623579 32.8266553)",5
96882852,True,primary,False,5.728,roundabout,"LINESTRING (36.1625461 32.8258065, 36.1625946 32.825838)",
96882852,True,primary,False,2.873,roundabout,"LINESTRING (36.1623083 32.8258438, 36.16233 32.8258255)",
96882854,True,primary,False,40.199,,"LINESTRING (36.1623789 32.8254734, 36.1625461 32.8258065)",5
690582838,True,primary_link,False,56.078,,"LINESTRING (36.1623789 32.8254734, 36.1625492 32.8256634, 36.1627677 32.8258565)",
96882856,False,primary_link,True,9.825,,"LINESTRING (36.1621428 32.8248467, 36.1620436 32.824876)",
96882854,True,primary,False,73.132,,"LINESTRING (36.1621428 32.8248467, 36.1622823 32.8252501, 36.1623789 32.8254734)",5
96882852,True,primary,False,23.932000000000002,roundabout,"LINESTRING (36.1623008 32.8260447, 36.1622662 32.8259791, 36.1622688 32.8259074, 36.1623083 32.8258438)",
102577644,True,secondary,False,114.63,,"LINESTRING (36.1623008 32.8260447, 36.1618236 32.8259309, 36.1611036 32.825826)",119
96882856,False,primary_link,False,9.825,,"LINESTRING (36.1620436 32.824876, 36.1621428 32.8248467)",
97088526,False,residential,True,262.074,,"LINESTRING (36.1620436 32.824876, 36.1615739 32.8250137, 36.1599217 32.8249776, 36.1597715 32.8249055, 36.1595032 32.8249325, 36.1593101 32.8250046)",
97085836,False,residential,False,105.292,,"LINESTRING (36.1611044 32.8308505, 36.1599807 32.8307791)",
171117949,False,primary,False,163.21,,"LINESTRING (36.1611044 32.8308505, 36.1615143 32.8294237)",5
171117949,False,primary,True,221.803,,"LINESTRING (36.1620457 32.8274796, 36.1615143 32.8294237)",5
96883635,True,primary,False,93.49600000000001,,"LINESTRING (36.1620457 32.8274796, 36.1620275 32.8272246, 36.1621871 32.8266548)",5
96883634,False,primary_link,False,15.959,,"LINESTRING (36.1621871 32.8266548, 36.1623579 32.8266553)",
96883635,True,primary,False,68.667,,"LINESTRING (36.1621871 32.8266548, 36.1622367 32.8263839, 36.1623008 32.8260447)",5
96883634,False,primary_link,True,15.959,,"LINESTRING (36.1623579 32.8266553, 36.1621871 32.8266548)",
96883638,True,primary,False,97.16300000000001,,"LINESTRING (36.1623579 32.8266553, 36.1622179 32.8272178, 36.1620457 32.8274796)",5
171117949,False,primary,False,221.803,,"LINESTRING (36.1615143 32.8294237, 36.1620457 32.8274796)",5
171117949,False,primary,True,163.21,,"LINESTRING (36.1615143 32.8294237, 36.1611044 32.8308505)",5
97085833,False,residential,False,230.19899999999996,,"LINESTRING (36.1615143 32.8294237, 36.1606153 32.8291045, 36.1604849 32.8290256, 36.1601523 32.8285523, 36.15997 32.8283224, 36.1596749 32.8281736)",
24930514,False,secondary,False,97.642,,"LINESTRING (36.1611036 32.825826, 36.1600644 32.8257338)",119
96884624,True,secondary,False,50.785,,"LINESTRING (36.1611036 32.825826, 36.1616471 32.825824)",119
24930514,False,secondary,False,156.114,,"LINESTRING (36.1586554 32.8256227, 36.156993 32.8254826)",119
24930514,False,secondary,True,82.982,,"LINESTRING (36.1586554 32.8256227, 36.1595396 32.8256924)",119
24930514,False,secondary,True,168.292,,"LINESTRING (36.1552012 32.8253293, 36.156993 32.8254826)",119
97086341,False,residential,True,75.986,,"LINESTRING (36.1552012 32.8253293, 36.155083 32.8260054)",
24930514,False,secondary,False,200.335,,"LINESTRING (36.1552012 32.8253293, 36.1547614 32.8252842, 36.1530662 32.825167)",119
24930514,False,secondary,False,82.982,,"LINESTRING (36.1595396 32.8256924, 36.1586554 32.8256227)",119
24930514,False,secondary,True,49.253,,"LINESTRING (36.1595396 32.8256924, 36.1600644 32.8257338)",119
97088523,False,residential,False,79.43,,"LINESTRING (36.1595396 32.8256924, 36.1593101 32.8250046)",
97086345,False,residential,True,71.165,,"LINESTRING (36.1530662 32.825167, 36.1530659 32.825807)",
24930514,False,secondary,True,200.335,,"LINESTRING (36.1530662 32.825167, 36.1547614 32.8252842, 36.1552012 32.8253293)",119
24930514,False,secondary,False,168.292,,"LINESTRING (36.156993 32.8254826, 36.1552012 32.8253293)",119
24930514,False,secondary,True,156.114,,"LINESTRING (36.156993 32.8254826, 36.1586554 32.8256227)",119
97085834,False,residential,False,12.085,,"LINESTRING (36.156993 32.8254826, 36.1570226 32.8253768)",
97085834,False,residential,True,246.961,,"LINESTRING (36.156993 32.8254826, 36.1569444 32.8260955, 36.1569712 32.8267357, 36.1570356 32.8277003)",
97085833,False,residential,False,99.886,,"LINESTRING (36.154112 32.8265689, 36.1530606 32.8264066)",
97085833,False,residential,True,13.188,,"LINESTRING (36.154112 32.8265689, 36.1542515 32.8265869)",
97086350,False,residential,False,59.748,,"LINESTRING (36.154112 32.8265689, 36.1540745 32.8271053)",
97085833,False,residential,False,13.188,,"LINESTRING (36.1542515 32.8265869, 36.154112 32.8265689)",
97085833,False,residential,True,62.74,,"LINESTRING (36.1542515 32.8265869, 36.1548738 32.8267988)",
97086339,False,residential,False,70.762,,"LINESTRING (36.1542515 32.8265869, 36.154289 32.8259513)",
97085836,False,residential,False,130.029,,"LINESTRING (36.1590312 32.8305807, 36.1576579 32.8303914)",
97085836,False,residential,True,91.418,,"LINESTRING (36.1590312 32.8305807, 36.1599807 32.8307791)",
97085837,False,residential,True,107.752,,"LINESTRING (36.1590312 32.8305807, 36.1592779 32.8296341)",
97085837,False,residential,False,264.375,,"LINESTRING (36.1590312 32.8305807, 36.1586557 32.8319555, 36.1585913 32.8323702, 36.1592082 32.8325505)",
97085831,False,residential,False,77.878,,"LINESTRING (36.1555228 32.8291834, 36.1546914 32.8291338)",
97086340,False,residential,True,80.831,,"LINESTRING (36.1555228 32.8291834, 36.1555711 32.8284576)",
97085831,False,residential,True,172.817,,"LINESTRING (36.1555228 32.8291834, 36.156526 32.8292735, 36.1573628 32.8293411)",
97085831,False,residential,True,96.571,,"LINESTRING (36.1530606 32.828967, 36.1540798 32.8291112)",
97086346,False,residential,False,130.344,,"LINESTRING (36.1530606 32.828967, 36.1529855 32.8292239, 36.1530166 32.8301312)",
97086346,False,residential,True,187.376,,"LINESTRING (36.1530606 32.828967, 36.1531142 32.8284351, 36.153184 32.8283449, 36.1544231 32.8284171)",
97085833,False,residential,False,62.74,,"LINESTRING (36.1548738 32.8267988, 36.1542515 32.8265869)",
97085833,False,residential,True,37.887,,"LINESTRING (36.1548738 32.8267988, 36.1551956 32.8270061)",
97086341,False,residential,False,90.392,,"LINESTRING (36.1548738 32.8267988, 36.1549864 32.8264201, 36.155083 32.8260054)",
97085833,False,residential,False,37.887,,"LINESTRING (36.1551956 32.8270061, 36.1548738 32.8267988)",
97086342,False,residential,False,32.35,,"LINESTRING (36.1551956 32.8270061, 36.1551205 32.8272901)",
97085833,False,residential,True,65.811,,"LINESTRING (36.1551956 32.8270061, 36.1554156 32.8272315, 36.1557374 32.8273622)",
97085836,False,residential,False,124.094,,"LINESTRING (36.1554585 32.8302742, 36.1541335 32.8301976)",
97085836,False,residential,True,205.914,,"LINESTRING (36.1554585 32.8302742, 36.1576579 32.8303914)",
97087496,False,residential,True,157.574,,"LINESTRING (36.1554585 32.8302742, 36.1553941 32.8307746, 36.1553941 32.8310811, 36.1554692 32.8316851)",
