osmid,highway,maxspeed,oneway,reversed,length,ref,geometry
30644534,primary,60,False,False,343.955,,"LINESTRING (40.6560196 35.5057251, 40.6543539 35.5029449)"
292986519,trunk,70,False,False,173.068,7,"LINESTRING (40.6560196 35.5057251, 40.6567661 35.507158)"
292986519,trunk,70,False,True,186.20800000000003,7,"LINESTRING (40.6560196 35.5057251, 40.6553471 35.5051547, 40.6543997 35.5047227)"
129412724,secondary,,False,True,12.458,,"LINESTRING (40.6567661 35.507158, 40.656657 35.5072263)"
292986519,trunk,70,False,False,12.563,7,"LINESTRING (40.6567661 35.507158, 40.6568121 35.5072646)"
292986519,trunk,70,False,True,173.068,7,"LINESTRING (40.6567661 35.507158, 40.6560196 35.5057251)"
168024279,secondary,,True,False,171.30700000000002,,"LINESTRING (40.6567661 35.507158, 40.6583043 35.506433, 40.6583778 35.5063609)"
370245538,residential,,False,False,51.713,,"LINESTRING (40.6518888 35.5020698, 40.6521302 35.5024913)"
370245538,residential,,False,True,39.938,,"LINESTRING (40.6531921 35.5043447, 40.6530056 35.5040192)"
292986519,trunk,70,False,False,117.861,7,"LINESTRING (40.6531921 35.5043447, 40.6537 35.5044412, 40.6543997 35.5047227)"
370245538,residential,,False,False,113.381,,"LINESTRING (40.6524762 35.5030951, 40.6530056 35.5040192)"
370245538,residential,,False,True,74.086,,"LINESTRING (40.6524762 35.5030951, 40.6521302 35.5024913)"
370245538,residential,,False,False,39.938,,"LINESTRING (40.6530056 35.5040192, 40.6531921 35.5043447)"
370245538,residential,,False,True,113.381,,"LINESTRING (40.6530056 35.5040192, 40.6524762 35.5030951)"
370245538,residential,,False,False,74.086,,"LINESTRING (40.6521302 35.5024913, 40.6524762 35.5030951)"
370245538,residential,,False,True,51.713,,"LINESTRING (40.6521302 35.5024913, 40.6518888 35.5020698)"
370245542,residential,,False,False,79.069,,"LINESTRING (40.6521302 35.5024913, 40.6529163 35.5021813)"
30644534,primary,60,False,False,91.777,,"LINESTRING (40.6537343 35.5018588, 40.6533039 35.5011115)"
30644534,primary,60,False,True,133.158,,"LINESTRING (40.6537343 35.5018588, 40.6543539 35.5029449)"
370245542,residential,,False,True,82.274,,"LINESTRING (40.6537343 35.5018588, 40.6529163 35.5021813)"
370245542,residential,,False,False,82.274,,"LINESTRING (40.6529163 35.5021813, 40.6537343 35.5018588)"
370245542,residential,,False,True,79.069,,"LINESTRING (40.6529163 35.5021813, 40.6521302 35.5024913)"
370245543,residential,,False,False,312.872,,"LINESTRING (40.6529163 35.5021813, 40.6543997 35.5047227)"
370245543,residential,,False,True,312.872,,"LINESTRING (40.6543997 35.5047227, 40.6529163 35.5021813)"
292986519,trunk,70,False,False,186.20800000000003,7,"LINESTRING (40.6543997 35.5047227, 40.6553471 35.5051547, 40.6560196 35.5057251)"
292986519,trunk,70,False,True,117.861,7,"LINESTRING (40.6543997 35.5047227, 40.6537 35.5044412, 40.6531921 35.5043447)"
370246472,residential,,False,False,78.632,,"LINESTRING (40.660243 35.5058482, 40.660623 35.5052123)"
168024279,secondary,,True,False,137.224,,"LINESTRING (40.660243 35.5058482, 40.6606786 35.505877, 40.661264 35.5059763, 40.6617215 35.5060971)"
292986519,trunk,70,False,False,107.189,7,"LINESTRING (40.6568121 35.5072646, 40.6570928 35.5082011)"
292986519,trunk,70,False,True,12.563,7,"LINESTRING (40.6568121 35.5072646, 40.6567661 35.507158)"
370245547,tertiary,,False,False,291.088,,"LINESTRING (40.6616689 35.507877, 40.6608985 35.5076987, 40.660311 35.5076584, 40.6592457 35.5076699, 40.6588422 35.5075893, 40.6585079 35.5075217)"
