osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,junction
52173068,Avenue de N'Djamena,residential,False,False,112.619,,,"LINESTRING (27.4857915 -11.6598836, 27.4848833 -11.660368)",
428329787,Avenue du 30 Juin,tertiary,False,False,159.229,4,,"LINESTRING (27.4857915 -11.6598836, 27.4864872 -11.6611431)",
35154716,Chaussée Mzée Kabila,trunk,False,False,146.335,4,RN1,"LINESTRING (27.483872 -11.6663899, 27.4826891 -11.6670143)",
35154716,Chaussée Mzée Kabila,trunk,False,True,149.621,4,RN1,"LINESTRING (27.483872 -11.6663899, 27.4850953 -11.6657773)",
261943121,Avenue du Lomami,secondary,False,False,269.037,,,"LINESTRING (27.483872 -11.6663899, 27.4849948 -11.6685451)",
261943121,Avenue du Lomami,secondary,False,True,223.69,,,"LINESTRING (27.483872 -11.6663899, 27.4829368 -11.6645988)",
33593729,Avenue Jason Sendwe,tertiary,True,False,95.124,2,,"LINESTRING (27.4852578 -11.6656959, 27.4848321 -11.6649489)",
35154716,Chaussée Mzée Kabila,trunk,False,False,9.713,4,RN1,"LINESTRING (27.4852578 -11.6656959, 27.4851784 -11.6657357)",
35154716,Chaussée Mzée Kabila,trunk,False,True,9.273,4,RN1,"LINESTRING (27.4852578 -11.6656959, 27.485335 -11.6656607)",
52173068,Avenue de N'Djamena,residential,False,False,147.459,,,"LINESTRING (27.4816024 -11.6620755, 27.4803986 -11.6626827)",
52173068,Avenue de N'Djamena,residential,False,True,164.761,,,"LINESTRING (27.4816024 -11.6620755, 27.4829385 -11.6613803)",
586337639,Avenue du Lomami,residential,False,False,224.829,,,"LINESTRING (27.4816024 -11.6620755, 27.4825372 -11.6638783)",
52161575,Avenue Kapenda,residential,False,False,269.925,4,,"LINESTRING (27.4792351 -11.6632925, 27.4780808 -11.6611443)",
52173068,Avenue de N'Djamena,residential,False,True,143.707,,,"LINESTRING (27.4792351 -11.6632925, 27.4803986 -11.6626827)",
52161575,Avenue Kapenda,residential,False,True,273.54200000000003,4,,"LINESTRING (27.4792351 -11.6632925, 27.4802475 -11.665197, 27.4803423 -11.6653864, 27.4803964 -11.6654735)",
586337642,Avenue Monseigneur de Hemptine,residential,False,False,143.38,4,,"LINESTRING (27.4803964 -11.6654735, 27.4815571 -11.6648648)",
52161575,Avenue Kapenda,residential,False,False,273.54200000000003,4,,"LINESTRING (27.4803964 -11.6654735, 27.4803423 -11.6653864, 27.4802475 -11.665197, 27.4792351 -11.6632925)",
52161575,Avenue Kapenda,residential,False,True,268.65999999999997,4,,"LINESTRING (27.4803964 -11.6654735, 27.4805283 -11.6657214, 27.4815366 -11.6676161)",
428329787,Avenue du 30 Juin,tertiary,False,True,6.574,4,,"LINESTRING (27.4869687 -11.6621132, 27.486943 -11.6620597)",
373087986,,unclassified,False,False,54.318,,,"LINESTRING (27.4869687 -11.6621132, 27.4870595 -11.6622633, 27.4871948 -11.662548)",
52162246,Avenue Moero,residential,False,True,165.565,,,"LINESTRING (27.4863395 -11.6678503, 27.4849948 -11.6685451)",
460590148,Avenue Moero,residential,True,False,154.744,,,"LINESTRING (27.4863395 -11.6678503, 27.4864304 -11.667778, 27.4865005 -11.6676673, 27.4869008 -11.6667334, 27.4869229 -11.6666013)",
52162246,Avenue Moero,residential,False,False,165.565,,,"LINESTRING (27.4849948 -11.6685451, 27.4863395 -11.6678503)",
261943121,Avenue du Lomami,secondary,False,True,269.037,,,"LINESTRING (27.4849948 -11.6685451, 27.483872 -11.6663899)",
52173054,Avenue Mama Yemo,residential,False,False,273.477,2,,"LINESTRING (27.4815571 -11.6648648, 27.4803986 -11.6626827)",
586337642,Avenue Monseigneur de Hemptine,residential,False,False,103.612,4,,"LINESTRING (27.4815571 -11.6648648, 27.4823907 -11.6644156)",
586337642,Avenue Monseigneur de Hemptine,residential,False,True,143.38,4,,"LINESTRING (27.4815571 -11.6648648, 27.4803964 -11.6654735)",
1068424864,Avenue Mama Yemo,secondary,False,True,268.931,,,"LINESTRING (27.4815571 -11.6648648, 27.4826891 -11.6670143)",
52173054,Avenue Mama Yemo,residential,False,True,273.477,2,,"LINESTRING (27.4803986 -11.6626827, 27.4815571 -11.6648648)",
52173068,Avenue de N'Djamena,residential,False,False,143.707,,,"LINESTRING (27.4803986 -11.6626827, 27.4792351 -11.6632925)",
52173068,Avenue de N'Djamena,residential,False,True,147.459,,,"LINESTRING (27.4803986 -11.6626827, 27.4816024 -11.6620755)",
52173054,Avenue Mama Yemo,residential,False,False,267.831,2,,"LINESTRING (27.4803986 -11.6626827, 27.4794779 -11.6609031, 27.4792846 -11.6605353)",
35154716,Chaussée Mzée Kabila,trunk,False,False,142.23,4,RN1,"LINESTRING (27.4826891 -11.6670143, 27.4815366 -11.6676161)",
35154716,Chaussée Mzée Kabila,trunk,False,True,146.335,4,RN1,"LINESTRING (27.4826891 -11.6670143, 27.483872 -11.6663899)",
1068424864,Avenue Mama Yemo,secondary,False,False,268.931,,,"LINESTRING (27.4826891 -11.6670143, 27.4815571 -11.6648648)",
35154716,Chaussée Mzée Kabila,trunk,False,False,107.742,4,RN1,"LINESTRING (27.4862084 -11.6652055, 27.485335 -11.6656607)",
35154716,Chaussée Mzée Kabila,trunk,False,True,123.407,4,RN1,"LINESTRING (27.4862084 -11.6652055, 27.4872072 -11.6646812)",
52173203,Avenue Munongo,residential,False,False,156.511,,,"LINESTRING (27.4862084 -11.6652055, 27.4868892 -11.6664451)",
52173203,Avenue Munongo,residential,False,True,270.347,,,"LINESTRING (27.4862084 -11.6652055, 27.485059 -11.6630505)",
52161573,Avenue Monseigneur De Hemptinne,residential,False,False,122.193,4,,"LINESTRING (27.4830966 -11.6640572, 27.4840972 -11.6635599)",
52161573,Avenue Monseigneur De Hemptinne,residential,False,True,37.579,4,,"LINESTRING (27.4830966 -11.6640572, 27.4827921 -11.6642162)",
52173072,Cercle de Lubumbashi,residential,False,False,46.656,,,"LINESTRING (27.4830966 -11.6640572, 27.4831649 -11.6641997, 27.483192 -11.6643015, 27.4832016 -11.6643751, 27.4831745 -11.6644535)",
52173072,Cercle de Lubumbashi,residential,False,True,81.237,,,"LINESTRING (27.4830966 -11.6640572, 27.4829697 -11.6638394, 27.4829065 -11.6637846, 27.4828457 -11.6637595, 27.4827906 -11.663754, 27.4827426 -11.6637689, 27.4825372 -11.6638783)",
261943121,Avenue du Lomami,secondary,False,False,223.69,,,"LINESTRING (27.4829368 -11.6645988, 27.483872 -11.6663899)",
261943121,Avenue du Lomami,secondary,False,True,39.426,,,"LINESTRING (27.4829368 -11.6645988, 27.4827578 -11.6642906)",
52173072,Cercle de Lubumbashi,residential,False,False,75.396,,,"LINESTRING (27.4829368 -11.6645988, 27.482729 -11.6646665, 27.482657 -11.664679, 27.4825802 -11.6646618, 27.4825064 -11.664613, 27.4823907 -11.6644156)",
52173072,Cercle de Lubumbashi,residential,False,True,31.425,,,"LINESTRING (27.4829368 -11.6645988, 27.4829891 -11.664584, 27.4830502 -11.6645633, 27.4831393 -11.6645013, 27.4831745 -11.6644535)",
586337642,Avenue Monseigneur de Hemptine,residential,False,False,36.285,4,,"LINESTRING (27.4823907 -11.6644156, 27.4826819 -11.664257)",
586337642,Avenue Monseigneur de Hemptine,residential,False,True,103.612,4,,"LINESTRING (27.4823907 -11.6644156, 27.4815571 -11.6648648)",
52173072,Cercle de Lubumbashi,residential,False,False,36.798,,,"LINESTRING (27.4823907 -11.6644156, 27.48233 -11.6643101, 27.4822197 -11.6641302)",
52173072,Cercle de Lubumbashi,residential,False,True,75.396,,,"LINESTRING (27.4823907 -11.6644156, 27.4825064 -11.664613, 27.4825802 -11.6646618, 27.482657 -11.664679, 27.482729 -11.6646665, 27.4829368 -11.6645988)",
586337639,Avenue du Lomami,residential,False,False,39.06,,,"LINESTRING (27.4825372 -11.6638783, 27.4827162 -11.6641827)",
586337639,Avenue du Lomami,residential,False,True,224.829,,,"LINESTRING (27.4825372 -11.6638783, 27.4816024 -11.6620755)",
52173072,Cercle de Lubumbashi,residential,False,False,81.237,,,"LINESTRING (27.4825372 -11.6638783, 27.4827426 -11.6637689, 27.4827906 -11.663754, 27.4828457 -11.6637595, 27.4829065 -11.6637846, 27.4829697 -11.6638394, 27.4830966 -11.6640572)",
52173072,Cercle de Lubumbashi,residential,False,True,34.738,,,"LINESTRING (27.4825372 -11.6638783, 27.4824069 -11.663954, 27.48226 -11.6640328)",
586354912,Avenue Mwepu,tertiary,True,False,169.435,,,"LINESTRING (27.4831745 -11.6644535, 27.4844953 -11.6652589)",
52173072,Cercle de Lubumbashi,residential,False,False,31.425,,,"LINESTRING (27.4831745 -11.6644535, 27.4831393 -11.6645013, 27.4830502 -11.6645633, 27.4829891 -11.664584, 27.4829368 -11.6645988)",
52173072,Cercle de Lubumbashi,residential,False,True,46.656000000000006,,,"LINESTRING (27.4831745 -11.6644535, 27.4832016 -11.6643751, 27.483192 -11.6643015, 27.4831649 -11.6641997, 27.4830966 -11.6640572)",
33593729,Avenue Jason Sendwe,tertiary,True,False,273.241,2,,"LINESTRING (27.4840972 -11.6635599, 27.4829385 -11.6613803)",
52161573,Avenue Monseigneur De Hemptinne,residential,False,False,119.074,4,,"LINESTRING (27.4840972 -11.6635599, 27.485059 -11.6630505)",
52161573,Avenue Monseigneur De Hemptinne,residential,False,True,122.193,4,,"LINESTRING (27.4840972 -11.6635599, 27.4830966 -11.6640572)",
52173066,Avenue de Kambove,residential,False,True,147.551,2,,"LINESTRING (27.4792846 -11.6605353, 27.4780808 -11.6611443)",
52173054,Avenue Mama Yemo,residential,False,True,267.831,2,,"LINESTRING (27.4792846 -11.6605353, 27.4794779 -11.6609031, 27.4803986 -11.6626827)",
35154716,Chaussée Mzée Kabila,trunk,False,True,149.163,4,RN1,"LINESTRING (27.4803279 -11.6682472, 27.4815366 -11.6676161)",
428329785,Avenue Kasavubu,secondary,False,False,183.061,4,,"LINESTRING (27.4803279 -11.6682472, 27.4795443 -11.6667907)",
52173185,Avenue du Zambèze,residential,False,True,146.059,,,"LINESTRING (27.4783694 -11.6674243, 27.4795443 -11.6667907)",
428329786,Avenue Kasavubu,secondary,False,True,178.789,4,,"LINESTRING (27.4787741 -11.6653709, 27.4790169 -11.6658052, 27.4793144 -11.6663454, 27.4795443 -11.6667907)",
52173185,Avenue du Zambèze,residential,False,False,146.059,,,"LINESTRING (27.4795443 -11.6667907, 27.4783694 -11.6674243)",
428329785,Avenue Kasavubu,secondary,False,True,183.061,4,,"LINESTRING (27.4795443 -11.6667907, 27.4803279 -11.6682472)",
428329786,Avenue Kasavubu,secondary,False,False,178.789,4,,"LINESTRING (27.4795443 -11.6667907, 27.4793144 -11.6663454, 27.4790169 -11.6658052, 27.4787741 -11.6653709)",
35154716,Chaussée Mzée Kabila,trunk,False,False,123.407,4,RN1,"LINESTRING (27.4872072 -11.6646812, 27.4862084 -11.6652055)",
52173202,Avenue du Maniema,residential,False,False,272.303,,,"LINESTRING (27.4872072 -11.6646812, 27.4860456 -11.6625126)",
52161573,Avenue Monseigneur De Hemptinne,residential,False,False,109.939,4,,"LINESTRING (27.4860456 -11.6625126, 27.486943 -11.6620597)",
52161573,Avenue Monseigneur De Hemptinne,residential,False,True,122.967,4,,"LINESTRING (27.4860456 -11.6625126, 27.485059 -11.6630505)",
52173202,Avenue du Maniema,residential,False,False,269.979,,,"LINESTRING (27.4860456 -11.6625126, 27.4848833 -11.660368)",
52173202,Avenue du Maniema,residential,False,True,272.303,,,"LINESTRING (27.4860456 -11.6625126, 27.4872072 -11.6646812)",
52161573,Avenue Monseigneur De Hemptinne,residential,False,False,122.967,4,,"LINESTRING (27.485059 -11.6630505, 27.4860456 -11.6625126)",
52161573,Avenue Monseigneur De Hemptinne,residential,False,True,119.074,4,,"LINESTRING (27.485059 -11.6630505, 27.4840972 -11.6635599)",
52173203,Avenue Munongo,residential,False,False,270.347,,,"LINESTRING (27.485059 -11.6630505, 27.4862084 -11.6652055)",
52173203,Avenue Munongo,residential,False,True,272.417,,,"LINESTRING (27.485059 -11.6630505, 27.4838934 -11.6608828)",
52161575,Avenue Kapenda,residential,False,True,269.925,4,,"LINESTRING (27.4780808 -11.6611443, 27.4792351 -11.6632925)",
52173066,Avenue de Kambove,residential,False,False,147.551,2,,"LINESTRING (27.4780808 -11.6611443, 27.4792846 -11.6605353)",
428329787,Avenue du 30 Juin,tertiary,False,False,113.366,4,,"LINESTRING (27.4864872 -11.6611431, 27.486943 -11.6620597)",
428329787,Avenue du 30 Juin,tertiary,False,True,159.229,4,,"LINESTRING (27.4864872 -11.6611431, 27.4857915 -11.6598836)",
52173068,Avenue de N'Djamena,residential,False,False,61.106,,,"LINESTRING (27.4848833 -11.660368, 27.4843877 -11.6606257)",
52173068,Avenue de N'Djamena,residential,False,True,112.619,,,"LINESTRING (27.4848833 -11.660368, 27.4857915 -11.6598836)",
52173202,Avenue du Maniema,residential,False,True,269.979,,,"LINESTRING (27.4848833 -11.660368, 27.4860456 -11.6625126)",
52173068,Avenue de N'Djamena,residential,False,True,60.95,,,"LINESTRING (27.4838934 -11.6608828, 27.4843877 -11.6606257)",
52173203,Avenue Munongo,residential,False,False,272.417,,,"LINESTRING (27.4838934 -11.6608828, 27.485059 -11.6630505)",
52173203,Avenue Munongo,residential,False,True,43.423,,,"LINESTRING (27.4838934 -11.6608828, 27.4837099 -11.6605361)",
52173068,Avenue de N'Djamena,residential,False,False,117.794,,,"LINESTRING (27.4838934 -11.6608828, 27.483506 -11.661089, 27.4833546 -11.6611696, 27.4829385 -11.6613803)",
52173068,Avenue de N'Djamena,residential,False,False,164.761,,,"LINESTRING (27.4829385 -11.6613803, 27.4816024 -11.6620755)",
52173068,Avenue de N'Djamena,residential,False,True,117.79399999999998,,,"LINESTRING (27.4829385 -11.6613803, 27.4833546 -11.6611696, 27.483506 -11.661089, 27.4838934 -11.6608828)",
87207275,Avenue du Kasai,residential,True,False,13.526,,,"LINESTRING (27.4869955 -11.6665945, 27.48702 -11.6665758, 27.4870369 -11.6665503, 27.4870444 -11.6665208, 27.4870416 -11.6664905)",roundabout
87207275,Avenue du Kasai,residential,True,False,8.103,,,"LINESTRING (27.4869229 -11.6666013, 27.4869599 -11.6666051, 27.4869955 -11.6665945)",roundabout
52173203,Avenue Munongo,residential,False,True,156.511,,,"LINESTRING (27.4868892 -11.6664451, 27.4862084 -11.6652055)",
87207275,Avenue du Kasai,residential,True,False,7.0969999999999995,,,"LINESTRING (27.4868892 -11.6664451, 27.4868689 -11.66647, 27.4868585 -11.6665003)",roundabout
48729151,Avenue Mwepu,tertiary,True,False,119.809,,,"LINESTRING (27.4868585 -11.6665003, 27.4866069 -11.666473, 27.4864262 -11.6664222, 27.4860682 -11.6662385, 27.485864 -11.6660891)",
87207275,Avenue du Kasai,residential,True,False,14.328,,,"LINESTRING (27.4868585 -11.6665003, 27.4868595 -11.6665325, 27.4868717 -11.6665624, 27.4868938 -11.6665863, 27.4869229 -11.6666013)",roundabout
87207275,Avenue du Kasai,residential,True,False,20.603,,,"LINESTRING (27.4870416 -11.6664905, 27.4870247 -11.6664573, 27.4869959 -11.6664334, 27.4869597 -11.6664226, 27.4869221 -11.6664267, 27.4868892 -11.6664451)",roundabout
261943121,Avenue du Lomami,secondary,False,False,39.426,,,"LINESTRING (27.4827578 -11.6642906, 27.4829368 -11.6645988)",
586337636,,secondary,True,False,6.682,,,"LINESTRING (27.4827578 -11.6642906, 27.4827754 -11.6642804, 27.4827884 -11.6642649, 27.4827951 -11.664246)",roundabout
48729151,Avenue Mwepu,tertiary,True,False,74.911,,,"LINESTRING (27.485864 -11.6660891, 27.4856656 -11.6659556, 27.485335 -11.6656607)",
268418367,,secondary_link,True,False,44.727000000000004,,,"LINESTRING (27.485864 -11.6660891, 27.4857923 -11.6661115, 27.4856429 -11.6661742, 27.4855737 -11.6662463, 27.4855449 -11.6663108)",
460590146,Avenue Jason Sendwe,secondary,True,False,191.812,,,"LINESTRING (27.4855449 -11.6663108, 27.4863395 -11.6678503)",
33593729,Avenue Jason Sendwe,tertiary,True,False,173.953,2,,"LINESTRING (27.4848321 -11.6649489, 27.4840972 -11.6635599)",
274920110,,residential,False,False,50.333,,,"LINESTRING (27.4848321 -11.6649489, 27.4844953 -11.6652589)",
