osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,name,ref
180775737,residential,False,True,30.054000000000002,"LINESTRING (-67.1283925 -17.3963467, -67.1283949 -17.3962686, -67.1284355 -17.3960804)",,,,,
499387115,residential,False,False,101.953,"LINESTRING (-67.1283925 -17.3963467, -67.1283592 -17.3963383, -67.1283409 -17.3963007, -67.1283284 -17.3962392, -67.1283125 -17.3961834, -67.1282851 -17.3961447, -67.1282145 -17.3961003, -67.1281109 -17.3960832, -67.1278227 -17.3960274, -67.1277259 -17.3959807, -67.1276256 -17.395926)",,,,,
180775722,residential,False,False,16.14,"LINESTRING (-67.1236688 -17.3882571, -67.1237989 -17.3881819)",,,,,
180775722,residential,False,True,22.313,"LINESTRING (-67.1236688 -17.3882571, -67.1234928 -17.3883669)",,,,,
180775751,residential,False,True,182.973,"LINESTRING (-67.1236688 -17.3882571, -67.1241744 -17.3890521, -67.1243125 -17.3890455, -67.1246787 -17.3895129)",,,,,
180775749,residential,False,True,218.539,"LINESTRING (-67.1236648 -17.3910435, -67.1235719 -17.3911216, -67.1233546 -17.3910091, -67.1230626 -17.3908909, -67.1228849 -17.3907514, -67.1226335 -17.390231, -67.1224544 -17.3898529, -67.1224088 -17.3897617)",,,,,
590863689,tertiary,False,False,330.75600000000003,"LINESTRING (-67.1236648 -17.3910435, -67.1235242 -17.3908679, -67.1232467 -17.3906385, -67.1230626 -17.3902423, -67.1230854 -17.390076, -67.1230465 -17.3893834, -67.1230854 -17.3892774, -67.1231659 -17.3892569, -67.1232182 -17.3892861, -67.1234073 -17.3895743, -67.123465 -17.3896547, -67.1237613 -17.3898354, -67.1238512 -17.3898339)",2,80,,,
590863689,tertiary,False,True,464.895,"LINESTRING (-67.1236648 -17.3910435, -67.123886 -17.3911102, -67.1240702 -17.3911116, -67.1242012 -17.3910538, -67.124849 -17.3907144, -67.1251395 -17.3905518, -67.1253715 -17.3904785, -67.1256471 -17.3904334, -67.1259474 -17.3903146, -67.1260114 -17.3903197, -67.1260718 -17.3903846, -67.1259268 -17.39054, -67.1258256 -17.3907455, -67.1256353 -17.3910404, -67.1256369 -17.3911253, -67.1257312 -17.3912534, -67.1258749 -17.3913609, -67.1261163 -17.3914326, -67.1262866 -17.3914464, -67.1263436 -17.3914705)",2,80,,,
424541148,residential,False,False,110.411,"LINESTRING (-67.1246076 -17.3881189, -67.1248074 -17.3885146, -67.124845 -17.3885658, -67.1249093 -17.3885607, -67.125081 -17.3884942, -67.1253439 -17.3884634)",2,,,,
424541148,residential,False,True,344.277,"LINESTRING (-67.1246076 -17.3881189, -67.1244359 -17.3878732, -67.1243461 -17.3878184, -67.1230885 -17.3873429, -67.1230003 -17.3873304, -67.1228719 -17.3873306, -67.1228951 -17.3874324, -67.1230479 -17.387629, -67.1232826 -17.387996, -67.1234928 -17.3883669)",2,,,,
1169435754,residential,False,False,204.538,"LINESTRING (-67.1246076 -17.3881189, -67.1246998 -17.3878844, -67.1247695 -17.387828, -67.1249412 -17.387741, -67.1251236 -17.3877052, -67.1253919 -17.3877923, -67.1256332 -17.38791, -67.125703 -17.3879919, -67.1257244 -17.3881966, -67.1255744 -17.3884582)",,,,,
180775738,residential,False,True,53.773,"LINESTRING (-67.1252111 -17.3917688, -67.1247499 -17.3919692)",,,,,
180775741,trunk,True,False,44.00399999999999,"LINESTRING (-67.1252111 -17.3917688, -67.1252083 -17.3917364, -67.1252164 -17.3917047, -67.1252347 -17.3916772, -67.1252612 -17.3916566, -67.1252931 -17.3916452, -67.1253273 -17.391644, -67.12536 -17.3916532, -67.1253887 -17.3916725, -67.1254092 -17.3916997, -67.1254193 -17.3917318, -67.1254179 -17.3917654, -67.125405 -17.3917966)",2,80,roundabout,,
"[499387113, 180775731]",residential,False,True,144.329,"LINESTRING (-67.1282903 -17.3957169, -67.1279398 -17.39547, -67.1276404 -17.3952275, -67.1275926 -17.3952002, -67.1275368 -17.3951865, -67.127465 -17.3951797, -67.1273489 -17.3951774, -67.127309 -17.395174, -67.1272657 -17.3951865, -67.1272338 -17.3952184, -67.1272224 -17.3952571, -67.1272293 -17.3953107)",,,,,
180775737,residential,False,False,45.69799999999999,"LINESTRING (-67.1282903 -17.3957169, -67.1283743 -17.3958122, -67.1284046 -17.3958507, -67.1284358 -17.3959217, -67.1284503 -17.3959807, -67.1284355 -17.3960804)",,,,,
"[499387112, 180775737]",residential,False,True,147.54,"LINESTRING (-67.1282903 -17.3957169, -67.1283622 -17.3956312, -67.1283827 -17.3955902, -67.1283873 -17.3955584, -67.1283808 -17.3955268, -67.1283719 -17.3955067, -67.1280554 -17.3953077, -67.127645 -17.3950225, -67.1275789 -17.3949769, -67.1275322 -17.394953, -67.1274696 -17.3949371, -67.1274183 -17.3949328)",,,,,
180775722,residential,False,False,22.313,"LINESTRING (-67.1234928 -17.3883669, -67.1236688 -17.3882571)",,,,,
180775722,residential,False,True,85.724,"LINESTRING (-67.1234928 -17.3883669, -67.1231659 -17.3885658, -67.1228172 -17.3887895)",,,,,
424541148,residential,False,False,344.27699999999993,"LINESTRING (-67.1234928 -17.3883669, -67.1232826 -17.387996, -67.1230479 -17.387629, -67.1228951 -17.3874324, -67.1228719 -17.3873306, -67.1230003 -17.3873304, -67.1230885 -17.3873429, -67.1243461 -17.3878184, -67.1244359 -17.3878732, -67.1246076 -17.3881189)",2,,,,
424541148,residential,False,True,183.578,"LINESTRING (-67.1234928 -17.3883669, -67.1238137 -17.3889329, -67.1238257 -17.3890112, -67.1238257 -17.3890931, -67.1237278 -17.3892861, -67.1237064 -17.3893885, -67.1237278 -17.3895113, -67.1237882 -17.3896204, -67.1238901 -17.3897177, -67.1239062 -17.3897893, -67.1238512 -17.3898339)",2,,,,
180775722,residential,False,True,16.14,"LINESTRING (-67.1237989 -17.3881819, -67.1236688 -17.3882571)",,,,,
180775728,secondary,False,False,34.416,"LINESTRING (-67.1238502 -17.392388, -67.1240873 -17.3925992)",,,,,
"[180775728, 180849539]",secondary,False,True,495.25399999999996,"LINESTRING (-67.1238502 -17.392388, -67.1236641 -17.3923794, -67.1234457 -17.392325, -67.1233562 -17.3922864, -67.123127 -17.3921068, -67.1229345 -17.391919, -67.1226101 -17.3918158, -67.1224366 -17.3917926, -67.1221809 -17.391726, -67.1217939 -17.3916031, -67.121469 -17.3914445, -67.1212586 -17.3912866, -67.1211366 -17.3911113, -67.1210468 -17.3909437, -67.1209931 -17.3906801, -67.1208805 -17.3904932, -67.1208188 -17.3903192, -67.1207356 -17.390076, -67.1207035 -17.3898751, -67.1206726 -17.3897215)",,50,,Camino Caluyo-Colquiri,
180775738,residential,False,False,110.82700000000001,"LINESTRING (-67.1238502 -17.392388, -67.1239616 -17.3922681, -67.1243634 -17.3920339, -67.1245474 -17.391954, -67.1246618 -17.3919564, -67.1247499 -17.3919692)",,,,,
424541148,residential,False,True,110.411,"LINESTRING (-67.1253439 -17.3884634, -67.125081 -17.3884942, -67.1249093 -17.3885607, -67.124845 -17.3885658, -67.1248074 -17.3885146, -67.1246076 -17.3881189)",2,,,,
180775725,residential,False,True,42.792,"LINESTRING (-67.1230197 -17.3891223, -67.1228172 -17.3887895)",,,,,
180775751,residential,False,False,182.973,"LINESTRING (-67.1246787 -17.3895129, -67.1243125 -17.3890455, -67.1241744 -17.3890521, -67.1236688 -17.3882571)",,,,,
180775724,residential,False,True,45.586,"LINESTRING (-67.1239384 -17.3898917, -67.1240564 -17.3902859)",,,,,
180775727,residential,False,False,11.266,"LINESTRING (-67.1239384 -17.3898917, -67.1238512 -17.3898339)",,,,,
180775727,residential,False,True,537.4820000000001,"LINESTRING (-67.1239384 -17.3898917, -67.1247269 -17.389774, -67.1249791 -17.3898149, -67.12514 -17.3898149, -67.1254029 -17.3897637, -67.1258111 -17.3896114, -67.1259329 -17.3895647, -67.126032 -17.3895397, -67.1261186 -17.389526, -67.1263339 -17.3894964, -67.1267018 -17.3894992, -67.1267997 -17.3894947, -67.1269877 -17.3894537, -67.1270514 -17.3894161, -67.1270731 -17.3894001, -67.1270959 -17.3893773, -67.1271699 -17.3892657, -67.1272063 -17.3892316, -67.1273692 -17.3890949, -67.1274387 -17.3890664, -67.1274957 -17.389063, -67.1275458 -17.3890789, -67.1275811 -17.3891017, -67.1276061 -17.3891404, -67.1276107 -17.389194, -67.1276039 -17.3892532, -67.1275742 -17.3893181, -67.1273818 -17.3895869, -67.1273248 -17.3896268, -67.1272861 -17.3896723, -67.127253 -17.3897487, -67.1271221 -17.3900847)",,,,,
180775725,residential,False,False,103.728,"LINESTRING (-67.1223183 -17.3879873, -67.1228172 -17.3887895)",,,,,
180775739,residential,False,False,190.112,"LINESTRING (-67.1289595 -17.394975, -67.1284177 -17.3943454, -67.128073 -17.3941186, -67.127849 -17.3939256, -67.1278006 -17.3938363, -67.1277822 -17.3937308)",,,,,
180775738,residential,False,False,53.773,"LINESTRING (-67.1247499 -17.3919692, -67.1252111 -17.3917688)",,,,,
749993109,residential,False,False,26.589,"LINESTRING (-67.1247499 -17.3919692, -67.1248664 -17.3921809)",,,,,
180775738,residential,False,True,110.827,"LINESTRING (-67.1247499 -17.3919692, -67.1246618 -17.3919564, -67.1245474 -17.391954, -67.1243634 -17.3920339, -67.1239616 -17.3922681, -67.1238502 -17.392388)",,,,,
