osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,junction,bridge
383898158,True,2,Avenida Héroes del Kilómetro 7,secondary,False,9.841999999999999,"LINESTRING (-68.1647558 -16.5064882, -68.1647252 -16.5064546, -68.164695 -16.5064216)",,,,
120511149,True,4,Avenida 6 de Marzo,trunk,False,116.65,"LINESTRING (-68.1629064 -16.5041735, -68.1632531 -16.5051685)",F1,40,,
"[35145541, 24948174]",True,2,Avenida Héroes del Kilómetro 7,secondary,False,314.38800000000003,"LINESTRING (-68.1629064 -16.5041735, -68.163148 -16.5045107, -68.1644242 -16.5059554, -68.1647517 -16.5063151, -68.1647843 -16.5063509)",,,,
675497206,True,4,Avenida 6 de Marzo,trunk,False,16.077,"LINESTRING (-68.1626679 -16.5039236, -68.16262 -16.5037865)",F1,40,,
35116105,True,2,,motorway_link,False,110.88999999999999,"LINESTRING (-68.1626332 -16.5028173, -68.1627176 -16.502948, -68.1628413 -16.5030579, -68.1629089 -16.5030961, -68.1630027 -16.5031227, -68.1631007 -16.5031309, -68.1632276 -16.5031129, -68.1635246 -16.503034)",,80,,
"[887687041, 604346764, 1190666492]",True,"['2', '4']","['Autopista Héroes de la Guerra del Chaco', 'Avenida 6 de Marzo']","['motorway', 'trunk']",False,142.705,"LINESTRING (-68.1626332 -16.5028173, -68.1626492 -16.5030475, -68.1626668 -16.5032433, -68.1626947 -16.5034184, -68.1627374 -16.5035973, -68.1628723 -16.5040686, -68.1628742 -16.5040751)",F1,"['40', '80']",,
676564303,True,,Calle Alfredo Franco Valle,residential,False,62.811,"LINESTRING (-68.161424 -16.5046357, -68.1616292 -16.5051652)",,,,
35116060,True,2,Avenida Juan Pablo II,residential,False,62.94,"LINESTRING (-68.161424 -16.5046357, -68.1614391 -16.5045013, -68.1615143 -16.5043337, -68.1615975 -16.5042042, -68.1616614 -16.5041299)",,,,
35152722,True,2,Calle Jorge Carrasco,residential,False,177.63500000000002,"LINESTRING (-68.161424 -16.5046357, -68.1615674 -16.5045734, -68.1618073 -16.5044203, -68.161859 -16.5044059, -68.1619364 -16.5044252, -68.16201 -16.5044801, -68.1620687 -16.5045493, -68.1624782 -16.5053182)",,,,
"[35116060, 549633229]",True,"['2', '3']",Avenida Juan Pablo II,residential,False,104.263,"LINESTRING (-68.1616614 -16.5041299, -68.16181 -16.5039858, -68.1619942 -16.5038646, -68.1621657 -16.5037711, -68.1624719 -16.5036168)",,,,
"[756779738, 35116165]",True,2,,trunk_link,False,161.491,"LINESTRING (-68.1621483 -16.503885, -68.1620553 -16.5039845, -68.1620247 -16.5040518, -68.1620073 -16.5041277, -68.1620158 -16.5041999, -68.1620436 -16.5042612, -68.162101 -16.5043227, -68.1621747 -16.5043727, -68.1622902 -16.5043877, -68.162388 -16.5043709, -68.1624655 -16.5043253, -68.1625319 -16.5042197, -68.1625882 -16.5039699, -68.16262 -16.5037865)",,80,leaf,
35116170,True,2,Avenida Juan Pablo II,residential,False,117.271,"LINESTRING (-68.1621483 -16.503885, -68.1619773 -16.5039483, -68.1618156 -16.5040716, -68.1617133 -16.5041746, -68.1616211 -16.504321, -68.1615081 -16.5045188, -68.161424 -16.5046357)",,,,
675493326,True,4,Avenida 6 de Marzo,trunk,False,11.468,"LINESTRING (-68.1628742 -16.5040751, -68.1629064 -16.5041735)",F1,40,,
1046541924,True,2,,trunk_link,False,106.31200000000001,"LINESTRING (-68.1635246 -16.503034, -68.1639974 -16.5028494, -68.1640337 -16.5028352, -68.1644671 -16.5027285)",,80,,
35145541,True,2,Avenida Héroes del Kilómetro 7,secondary,False,188.877,"LINESTRING (-68.1648397 -16.5064117, -68.1660047 -16.5076914)",,,,
437319534,True,2,Avenida de los Heros,tertiary,False,12.344,"LINESTRING (-68.1648397 -16.5064117, -68.1647558 -16.5064882)",,,,
516917510,True,4,Avenida Juan Pablo II,trunk,False,41.838,"LINESTRING (-68.166863 -16.5021706, -68.166487 -16.5022783)",F2,80,,
516917510,True,4,Avenida Juan Pablo II,trunk,False,43.585,"LINESTRING (-68.166487 -16.5022783, -68.1660953 -16.5023905)",F2,80,,
35116616,True,,Calle Unidad,residential,False,113.111,"LINESTRING (-68.1660953 -16.5023905, -68.1665597 -16.5033051)",,,,
516917510,True,4,Avenida Juan Pablo II,trunk,False,40.673,"LINESTRING (-68.1660953 -16.5023905, -68.1657298 -16.5024953)",F2,80,,
35116615,False,,Calle 11 de Junio,residential,False,40.356,"LINESTRING (-68.1657298 -16.5024953, -68.1658827 -16.5028273)",,,,
516917510,True,4,Avenida Juan Pablo II,trunk,False,68.666,"LINESTRING (-68.1657298 -16.5024953, -68.1651127 -16.5026721)",F2,80,,
742705606,False,,Avenida del Arquitecto,residential,False,40.544,"LINESTRING (-68.1665597 -16.5033051, -68.1669044 -16.5031511)",,,,
742705606,False,,Avenida del Arquitecto,residential,True,33.285,"LINESTRING (-68.1665597 -16.5033051, -68.1662767 -16.5034315)",,,,
742705606,False,,Avenida del Arquitecto,residential,True,40.544,"LINESTRING (-68.1669044 -16.5031511, -68.1665597 -16.5033051)",,,,
35116617,True,,Calle Ricardo Jaimes Freyre,residential,False,106.77199999999999,"LINESTRING (-68.1669044 -16.5031511, -68.1665147 -16.5023421, -68.166487 -16.5022783)",,,,
742705611,False,,Calle 11 de Junio,residential,True,7.933,"LINESTRING (-68.1670466 -16.5046498, -68.1669987 -16.5045952)",,,,
437319534,True,2,Avenida de los Heros,tertiary,False,306.28099999999995,"LINESTRING (-68.1670466 -16.5046498, -68.1662022 -16.505279, -68.1649163 -16.506344, -68.1648709 -16.5063837, -68.1648397 -16.5064117)",,,,
35116650,False,,Calle 11 de Junio,residential,True,55.659,"LINESTRING (-68.1664961 -16.5038857, -68.1662767 -16.5034315)",,,,
742705615,False,2,Calle 7 La Plata,residential,True,112.815,"LINESTRING (-68.1664961 -16.5038857, -68.1655353 -16.5043108)",,,,
742705608,False,,Calle 11 de Junio,residential,False,41.662,"LINESTRING (-68.1664961 -16.5038857, -68.1666695 -16.5041513, -68.1667067 -16.5042012)",,,,
