osmid,highway,oneway,reversed,length,geometry,bridge,name,lanes
140357857,residential,False,False,9.018,"LINESTRING (-66.8345444 -18.2857797, -66.8345441 -18.2858608)",,,
140357857,residential,False,True,16.854,"LINESTRING (-66.8345444 -18.2857797, -66.8345909 -18.2856347)",,,
432300812,residential,False,True,99.94800000000001,"LINESTRING (-66.8345444 -18.2857797, -66.8344422 -18.2857501, -66.8336386 -18.2855185)",,,
140357857,residential,False,False,65.2,"LINESTRING (-66.8345441 -18.2858608, -66.8349974 -18.286259)",,,
140357857,residential,False,True,9.018,"LINESTRING (-66.8345441 -18.2858608, -66.8345444 -18.2857797)",,,
"[282727339, 282727331, 140357855]","['living_street', 'residential']",False,True,72.23700000000001,"LINESTRING (-66.8345441 -18.2858608, -66.8343407 -18.286166, -66.8342283 -18.2863655, -66.8341882 -18.2864147)",yes,,
140357854,residential,False,False,124.096,"LINESTRING (-66.8349974 -18.286259, -66.8361166 -18.2865999)",,Calle Lizarraga,
140357857,residential,False,True,65.2,"LINESTRING (-66.8349974 -18.286259, -66.8345441 -18.2858608)",,,
"[273481760, 140357858, 273481759]",residential,False,False,58.196,"LINESTRING (-66.8349974 -18.286259, -66.8349912 -18.2864095, -66.8349399 -18.2865769, -66.834879 -18.2867311, -66.8348666 -18.2867627)",yes,,
140357858,residential,False,True,118.061,"LINESTRING (-66.8349974 -18.286259, -66.8351761 -18.2858114, -66.8345909 -18.2856347)",,,
140357854,residential,False,True,124.096,"LINESTRING (-66.8361166 -18.2865999, -66.8349974 -18.286259)",,Calle Lizarraga,
140357854,residential,False,False,121.953,"LINESTRING (-66.8361166 -18.2865999, -66.8361867 -18.2866247, -66.8372386 -18.2866648, -66.8372658 -18.2866688)",,Calle Lizarraga,
271594206,residential,False,True,27.136,"LINESTRING (-66.8361166 -18.2865999, -66.8361319 -18.286488, -66.8361323 -18.286434, -66.8361323 -18.2863568)",,,
273481763,residential,False,False,68.46,"LINESTRING (-66.8388243 -18.2866552, -66.8389346 -18.2872619)",,,
140357854,residential,False,True,166.26899999999998,"LINESTRING (-66.8388243 -18.2866552, -66.8380278 -18.2867692, -66.8374251 -18.286692, -66.8372658 -18.2866688)",,Calle Lizarraga,
273481764,residential,False,False,38.531,"LINESTRING (-66.8372306 -18.2870137, -66.8372658 -18.2866688)",,,
"[318798971, 282727340, 282727333]",residential,False,False,35.64,"LINESTRING (-66.8372306 -18.2870137, -66.8372257 -18.2870524, -66.8371932 -18.287203, -66.8371824 -18.2873304)",yes,Avenida Del Ejercito,
318798971,residential,False,True,141.937,"LINESTRING (-66.8372306 -18.2870137, -66.8373329 -18.2870405, -66.8385407 -18.2872996)",,Avenida Del Ejercito,
273481763,residential,False,True,68.46,"LINESTRING (-66.8389346 -18.2872619, -66.8388243 -18.2866552)",,,
318798971,residential,False,False,41.798,"LINESTRING (-66.8389346 -18.2872619, -66.8385407 -18.2872996)",,Avenida Del Ejercito,
318798971,residential,False,True,41.798,"LINESTRING (-66.8385407 -18.2872996, -66.8389346 -18.2872619)",,Avenida Del Ejercito,
318798971,residential,False,False,141.937,"LINESTRING (-66.8385407 -18.2872996, -66.8373329 -18.2870405, -66.8372306 -18.2870137)",,Avenida Del Ejercito,
"[657966524, 657966525, 657966526]",residential,False,True,37.607,"LINESTRING (-66.8385407 -18.2872996, -66.8385262 -18.2873402, -66.8384689 -18.2875008, -66.8384155 -18.2876159)",yes,,
273481766,residential,False,False,89.719,"LINESTRING (-66.8371824 -18.2873304, -66.8380103 -18.2875123)",,,
273481766,residential,False,True,82.628,"LINESTRING (-66.8371824 -18.2873304, -66.8369825 -18.2873054, -66.8366673 -18.2877688)",,,
"[318798971, 282727340, 282727333]",residential,False,True,35.64,"LINESTRING (-66.8371824 -18.2873304, -66.8371932 -18.287203, -66.8372257 -18.2870524, -66.8372306 -18.2870137)",yes,Avenida Del Ejercito,
273481758,residential,False,True,225.539,"LINESTRING (-66.8366673 -18.2877688, -66.8357145 -18.287139, -66.8355758 -18.2870651, -66.8353361 -18.2869727, -66.834869 -18.2868167, -66.8348628 -18.2868147, -66.8348595 -18.2867911, -66.8348666 -18.2867627)",,Calle Camacho,
273481766,residential,False,False,82.628,"LINESTRING (-66.8366673 -18.2877688, -66.8369825 -18.2873054, -66.8371824 -18.2873304)",,,
273481768,residential,False,False,42.361999999999995,"LINESTRING (-66.8366673 -18.2877688, -66.8364665 -18.2880149, -66.8364385 -18.2880459, -66.8364268 -18.2880725)",,,
405360716,residential,False,True,130.667,"LINESTRING (-66.8366673 -18.2877688, -66.8376559 -18.2884172, -66.8376882 -18.2884325)",,Calle Camacho,
271594258,residential,False,True,26.863,"LINESTRING (-66.8394002 -18.2886022, -66.8393525 -18.2883649)",,,
405360716,residential,False,False,182.655,"LINESTRING (-66.8394002 -18.2886022, -66.8390588 -18.2886181, -66.8382548 -18.2885364, -66.8377439 -18.2884589, -66.8376882 -18.2884325)",,Calle Camacho,
657966511,primary,False,False,4.349,"LINESTRING (-66.8367841 -18.2885433, -66.8367526 -18.2885181)",,Avenida Arce,2
657966511,primary,False,True,3.504,"LINESTRING (-66.8367841 -18.2885433, -66.8368117 -18.2885608)",,Avenida Arce,2
273481768,residential,False,True,66.19,"LINESTRING (-66.8367841 -18.2885433, -66.8366883 -18.2884006, -66.8364782 -18.2882166, -66.8364478 -18.2881723, -66.8364268 -18.2880725)",,,
273481820,residential,False,False,111.84,"LINESTRING (-66.8333818 -18.2880178, -66.8332881 -18.2882019, -66.8330915 -18.2885878, -66.8328818 -18.2889028)",,,
142453942,residential,False,True,139.86,"LINESTRING (-66.8353442 -18.2880238, -66.8357114 -18.2882976, -66.836386 -18.2888007)",,,
142453964,residential,False,False,111.06700000000001,"LINESTRING (-66.8353442 -18.2880238, -66.8348989 -18.2885188, -66.8346791 -18.2887971)",,,
"[142453964, 273481772]",residential,False,True,186.25599999999997,"LINESTRING (-66.8353442 -18.2880238, -66.8355753 -18.2877669, -66.8367029 -18.288568)",,,
"[142453952, 142453957, 264039943, 318798956, 273481785, 273481786, 273481788]","['residential', 'living_street']",False,"[False, True]",361.52500000000003,"LINESTRING (-66.8331457 -18.2880645, -66.8332474 -18.2879274, -66.8332738 -18.2878502, -66.8335848 -18.2874797, -66.8337657 -18.2875627, -66.8339588 -18.2876283, -66.8338064 -18.287995, -66.8337942 -18.2880703, -66.8337942 -18.2882112, -66.8338084 -18.2882941, -66.8337961 -18.2884272, -66.8337656 -18.2884982, -66.8336099 -18.2885453, -66.8334966 -18.2885856, -66.8334758 -18.2886187, -66.833478 -18.2886637, -66.8335108 -18.2886931, -66.8337302 -18.2887133, -66.8338574 -18.2886953, -66.8339425 -18.2886595, -66.834244 -18.2885207, -66.8342896 -18.2885207, -66.8343492 -18.2885403)",,,
273481770,residential,False,True,7.637,"LINESTRING (-66.8367029 -18.288568, -66.8367526 -18.2885181)",,,
"[142453964, 273481772]",residential,False,False,186.25599999999997,"LINESTRING (-66.8367029 -18.288568, -66.8355753 -18.2877669, -66.8353442 -18.2880238)",,,
273481773,residential,False,True,42.416,"LINESTRING (-66.8367029 -18.288568, -66.8365779 -18.288647, -66.8364739 -18.2887202, -66.836386 -18.2888007)",,,
142453982,living_street,False,True,39.13,"LINESTRING (-66.832573 -18.2887082, -66.8328818 -18.2889028)",,,
142453964,residential,False,False,103.894,"LINESTRING (-66.8346791 -18.2887971, -66.834045 -18.2895116)",,,
142453964,residential,False,True,111.06700000000001,"LINESTRING (-66.8346791 -18.2887971, -66.8348989 -18.2885188, -66.8353442 -18.2880238)",,,
273481784,residential,False,False,45.05,"LINESTRING (-66.8346791 -18.2887971, -66.8344935 -18.2886468, -66.8343492 -18.2885403)",,,
"[273481784, 142453966]",residential,False,True,290.609,"LINESTRING (-66.8346791 -18.2887971, -66.8349454 -18.2890008, -66.8351672 -18.2891715, -66.835207 -18.2892145, -66.8352863 -18.2893001, -66.8353937 -18.2895129, -66.8354194 -18.2896792, -66.8354124 -18.2898433, -66.8353867 -18.2899652, -66.8353704 -18.2900472, -66.8353704 -18.2900672, -66.8353844 -18.2900827, -66.8354054 -18.2900805, -66.8354928 -18.2899858, -66.8356189 -18.2899193, -66.8359703 -18.2898961, -66.8364038 -18.2898674)",,,
142453942,residential,False,False,139.86,"LINESTRING (-66.836386 -18.2888007, -66.8357114 -18.2882976, -66.8353442 -18.2880238)",,,
273481773,residential,False,False,42.416,"LINESTRING (-66.836386 -18.2888007, -66.8364739 -18.2887202, -66.8365779 -18.288647, -66.8367029 -18.288568)",,,
273481807,residential,False,True,67.934,"LINESTRING (-66.836386 -18.2888007, -66.8362739 -18.2889661, -66.8360274 -18.2893079)",,,
142453982,living_street,False,False,39.13,"LINESTRING (-66.8328818 -18.2889028, -66.832573 -18.2887082)",,,
273481820,residential,False,False,103.938,"LINESTRING (-66.8328818 -18.2889028, -66.8324377 -18.2895698, -66.8323718 -18.2897013)",,,
273481820,residential,False,True,111.84,"LINESTRING (-66.8328818 -18.2889028, -66.8330915 -18.2885878, -66.8332881 -18.2882019, -66.8333818 -18.2880178)",,,
142453951,residential,False,False,42.885,"LINESTRING (-66.8337563 -18.2892403, -66.834045 -18.2895116)",,,
273481821,residential,False,False,125.84799999999998,"LINESTRING (-66.8337563 -18.2892403, -66.8336533 -18.2893617, -66.8334983 -18.2895999, -66.8333743 -18.2898594, -66.8333151 -18.2900039, -66.8333138 -18.2900818, -66.8333512 -18.2902562)",,,
273481821,residential,False,True,99.886,"LINESTRING (-66.8337563 -18.2892403, -66.8343404 -18.2885516, -66.8343492 -18.2885403)",,,
273481807,residential,False,False,67.934,"LINESTRING (-66.8360274 -18.2893079, -66.8362739 -18.2889661, -66.836386 -18.2888007)",,,
142453951,residential,False,False,75.809,"LINESTRING (-66.834045 -18.2895116, -66.8345985 -18.2899459)",,,
142453951,residential,False,True,42.885,"LINESTRING (-66.834045 -18.2895116, -66.8337563 -18.2892403)",,,
142453964,residential,False,True,103.894,"LINESTRING (-66.834045 -18.2895116, -66.8346791 -18.2887971)",,,
142453964,residential,False,False,110.879,"LINESTRING (-66.834045 -18.2895116, -66.8336167 -18.2899611, -66.8334445 -18.2901631, -66.8334164 -18.2902097, -66.8333512 -18.2902562)",,,
142453971,residential,False,False,65.565,"LINESTRING (-66.8391465 -18.2897316, -66.8387621 -18.2901947)",,,
273481775,residential,False,True,29.759,"LINESTRING (-66.8369292 -18.2898385, -66.837209 -18.2898709)",,,
"[273481778, 273481780, 142453950, 142453943]",residential,False,"[False, True]",152.06099999999998,"LINESTRING (-66.8369292 -18.2898385, -66.836993 -18.2894866, -66.8370336 -18.2893222, -66.8373764 -18.2893865, -66.837209 -18.2898709)",,,
273481778,residential,False,False,5.066,"LINESTRING (-66.8369292 -18.2898385, -66.8369252 -18.2898839)",,,
142453966,residential,False,True,1.754,"LINESTRING (-66.8364038 -18.2898674, -66.8364204 -18.2898668)",,,
"[273481784, 142453966]",residential,False,False,290.60900000000004,"LINESTRING (-66.8364038 -18.2898674, -66.8359703 -18.2898961, -66.8356189 -18.2899193, -66.8354928 -18.2899858, -66.8354054 -18.2900805, -66.8353844 -18.2900827, -66.8353704 -18.2900672, -66.8353704 -18.2900472, -66.8353867 -18.2899652, -66.8354124 -18.2898433, -66.8354194 -18.2896792, -66.8353937 -18.2895129, -66.8352863 -18.2893001, -66.835207 -18.2892145, -66.8351672 -18.2891715, -66.8349454 -18.2890008, -66.8346791 -18.2887971)",,,
273481775,residential,False,False,29.759,"LINESTRING (-66.837209 -18.2898709, -66.8369292 -18.2898385)",,,
"[273481778, 273481780, 142453950, 142453943]",residential,False,"[False, True]",152.061,"LINESTRING (-66.837209 -18.2898709, -66.8373764 -18.2893865, -66.8370336 -18.2893222, -66.836993 -18.2894866, -66.8369292 -18.2898385)",,,
273481775,residential,False,True,38.108000000000004,"LINESTRING (-66.837209 -18.2898709, -66.8374901 -18.289992, -66.8375377 -18.2900125)",,,
273481778,residential,False,True,5.066,"LINESTRING (-66.8369252 -18.2898839, -66.8369292 -18.2898385)",,,
142453966,residential,False,False,53.427,"LINESTRING (-66.8369252 -18.2898839, -66.8366271 -18.2898595, -66.8364204 -18.2898668)",,,
142453951,residential,False,True,75.809,"LINESTRING (-66.8345985 -18.2899459, -66.834045 -18.2895116)",,,
273481782,residential,False,False,26.477,"LINESTRING (-66.8345985 -18.2899459, -66.8347918 -18.2900976)",,,
319214627,residential,False,True,46.473,"LINESTRING (-66.8375377 -18.2900125, -66.837957 -18.2901397)",,,
273481775,residential,False,False,38.108000000000004,"LINESTRING (-66.8375377 -18.2900125, -66.8374901 -18.289992, -66.837209 -18.2898709)",,,
142453935,residential,False,True,32.929,"LINESTRING (-66.8385297 -18.2899972, -66.8387621 -18.2901947)",,,
319214627,residential,False,False,81.44200000000001,"LINESTRING (-66.8385297 -18.2899972, -66.8382958 -18.290298, -66.837957 -18.2901397)",,,
"[142453968, 319214628]",residential,False,False,90.97,"LINESTRING (-66.8385297 -18.2899972, -66.8384719 -18.2899893, -66.8381935 -18.289779, -66.837957 -18.2901397)",,,
273481782,residential,False,True,26.477,"LINESTRING (-66.8347918 -18.2900976, -66.8345985 -18.2899459)",,,
319214627,residential,False,False,46.473,"LINESTRING (-66.837957 -18.2901397, -66.8375377 -18.2900125)",,,
"[142453968, 319214628]",residential,False,True,90.97000000000001,"LINESTRING (-66.837957 -18.2901397, -66.8381935 -18.289779, -66.8384719 -18.2899893, -66.8385297 -18.2899972)",,,
319214627,residential,False,True,81.44200000000001,"LINESTRING (-66.837957 -18.2901397, -66.8382958 -18.290298, -66.8385297 -18.2899972)",,,
142453935,residential,False,False,32.929,"LINESTRING (-66.8387621 -18.2901947, -66.8385297 -18.2899972)",,,
142453971,residential,False,True,65.565,"LINESTRING (-66.8387621 -18.2901947, -66.8391465 -18.2897316)",,,
264038144,residential,False,True,38.772,"LINESTRING (-66.837393 -18.2853086, -66.8377598 -18.2852918)",,,
273481798,residential,False,True,9.291,"LINESTRING (-66.837393 -18.2853086, -66.837438 -18.2853804)",,,
271594206,residential,False,False,57.019,"LINESTRING (-66.837393 -18.2853086, -66.8371547 -18.2849727, -66.8370966 -18.2848801)",,,
271594206,residential,False,False,195.279,"LINESTRING (-66.8364399 -18.2838179, -66.8364025 -18.2838485, -66.8363792 -18.2839146, -66.8363509 -18.2844657, -66.8363435 -18.2846185, -66.8362729 -18.2850065, -66.8361373 -18.2855321)",,,
271594206,residential,False,True,148.33200000000002,"LINESTRING (-66.8364399 -18.2838179, -66.8365677 -18.2838056, -66.8366834 -18.2838695, -66.8369004 -18.2843733, -66.8370771 -18.284849, -66.8370966 -18.2848801)",,,
1112179863,residential,False,False,155.245,"LINESTRING (-66.8364399 -18.2838179, -66.8364619 -18.2839741, -66.8364899 -18.2840074, -66.8365413 -18.2840162, -66.8365856 -18.2840517, -66.8365996 -18.2840894, -66.8366767 -18.284606, -66.8367211 -18.2847878, -66.8369055 -18.2850827)",,,
271594234,residential,False,False,81.52699999999999,"LINESTRING (-66.8348666 -18.2867627, -66.8346967 -18.2866896, -66.8344702 -18.2865804, -66.8341882 -18.2864147)",,,
273481758,residential,False,False,225.539,"LINESTRING (-66.8348666 -18.2867627, -66.8348595 -18.2867911, -66.8348628 -18.2868147, -66.834869 -18.2868167, -66.8353361 -18.2869727, -66.8355758 -18.2870651, -66.8357145 -18.287139, -66.8366673 -18.2877688)",,Calle Camacho,
"[273481760, 140357858, 273481759]",residential,False,True,58.196,"LINESTRING (-66.8348666 -18.2867627, -66.834879 -18.2867311, -66.8349399 -18.2865769, -66.8349912 -18.2864095, -66.8349974 -18.286259)",yes,,
"[282727331, 282727339, 140357855]","['residential', 'living_street']",False,False,72.237,"LINESTRING (-66.8341882 -18.2864147, -66.8342283 -18.2863655, -66.8343407 -18.286166, -66.8345441 -18.2858608)",yes,,
271594234,residential,False,False,134.533,"LINESTRING (-66.8341882 -18.2864147, -66.8340057 -18.2863108, -66.8337544 -18.2862671, -66.8334562 -18.2863066, -66.8330014 -18.286325, -66.8329545 -18.2863405)",,,
271594234,residential,False,True,81.527,"LINESTRING (-66.8341882 -18.2864147, -66.8344702 -18.2865804, -66.8346967 -18.2866896, -66.8348666 -18.2867627)",,,
271594234,residential,False,True,77.308,"LINESTRING (-66.8322299 -18.286357, -66.8326378 -18.2863872, -66.8328537 -18.2863738, -66.8329545 -18.2863405)",,,
271594258,residential,False,False,73.913,"LINESTRING (-66.8392667 -18.2877052, -66.8393525 -18.2883649)",,,
1198562747,residential,False,False,91.29899999999999,"LINESTRING (-66.8392667 -18.2877052, -66.8391895 -18.2876757, -66.8390641 -18.2876503, -66.8386175 -18.2875961, -66.8384155 -18.2876159)",,,
273481764,residential,False,True,38.531,"LINESTRING (-66.8372658 -18.2866688, -66.8372306 -18.2870137)",,,
140357854,residential,False,False,166.269,"LINESTRING (-66.8372658 -18.2866688, -66.8374251 -18.286692, -66.8380278 -18.2867692, -66.8388243 -18.2866552)",,Calle Lizarraga,
140357854,residential,False,True,121.953,"LINESTRING (-66.8372658 -18.2866688, -66.8372386 -18.2866648, -66.8361867 -18.2866247, -66.8361166 -18.2865999)",,Calle Lizarraga,
271594258,residential,False,False,26.863,"LINESTRING (-66.8393525 -18.2883649, -66.8394002 -18.2886022)",,,
271594258,residential,False,True,73.913,"LINESTRING (-66.8393525 -18.2883649, -66.8392667 -18.2877052)",,,
"[657966523, 657966524]",residential,False,False,193.916,"LINESTRING (-66.8393525 -18.2883649, -66.8392149 -18.2883744, -66.8382259 -18.2882563, -66.838238 -18.2881655, -66.8383676 -18.2877485, -66.8384155 -18.2876159)",,,
273481768,residential,False,False,66.19,"LINESTRING (-66.8364268 -18.2880725, -66.8364478 -18.2881723, -66.8364782 -18.2882166, -66.8366883 -18.2884006, -66.8367841 -18.2885433)",,,
273481768,residential,False,True,42.362,"LINESTRING (-66.8364268 -18.2880725, -66.8364385 -18.2880459, -66.8364665 -18.2880149, -66.8366673 -18.2877688)",,,
273481771,residential,False,False,59.254000000000005,"LINESTRING (-66.8364268 -18.2880725, -66.8363801 -18.2881058, -66.8363427 -18.2881058, -66.8362867 -18.2880791, -66.8360485 -18.2879217, -66.8359374 -18.2879046)",,,
273481770,residential,False,False,7.637,"LINESTRING (-66.8367526 -18.2885181, -66.8367029 -18.288568)",,,
657966511,primary,False,True,4.349,"LINESTRING (-66.8367526 -18.2885181, -66.8367841 -18.2885433)",,Avenida Arce,2
657966511,primary,False,False,109.878,"LINESTRING (-66.8367526 -18.2885181, -66.8363194 -18.2881723, -66.8359374 -18.2879046)",,Avenida Arce,2
273481771,residential,False,True,59.25399999999999,"LINESTRING (-66.8359374 -18.2879046, -66.8360485 -18.2879217, -66.8362867 -18.2880791, -66.8363427 -18.2881058, -66.8363801 -18.2881058, -66.8364268 -18.2880725)",,,
"[142453978, 142453981, 657966511]",primary,False,False,346.55099999999993,"LINESTRING (-66.8359374 -18.2879046, -66.835365 -18.2875035, -66.8351584 -18.2873537, -66.835053 -18.2872956, -66.834861 -18.2871721, -66.8347672 -18.2871175, -66.8347528 -18.2871117, -66.8347466 -18.2871092, -66.8346968 -18.2870891, -66.8344623 -18.2869945, -66.8340897 -18.286881, -66.8338246 -18.2868299, -66.8331491 -18.2867694, -66.8329743 -18.2867531)",yes,Avenida Arce,2
657966511,primary,False,True,109.878,"LINESTRING (-66.8359374 -18.2879046, -66.8363194 -18.2881723, -66.8367526 -18.2885181)",,Avenida Arce,2
657966511,primary,False,False,3.504,"LINESTRING (-66.8368117 -18.2885608, -66.8367841 -18.2885433)",,Avenida Arce,2
273481781,residential,False,False,155.292,"LINESTRING (-66.8368117 -18.2885608, -66.8365646 -18.2890037, -66.8364969 -18.28913, -66.8364105 -18.2893495, -66.8363918 -18.2895468, -66.8364058 -18.2897464, -66.8364204 -18.2898668)",,Calle Maria Barzola,
142453966,residential,False,False,1.754,"LINESTRING (-66.8364204 -18.2898668, -66.8364038 -18.2898674)",,,
142453966,residential,False,True,53.427,"LINESTRING (-66.8364204 -18.2898668, -66.8366271 -18.2898595, -66.8369252 -18.2898839)",,,
273481781,residential,False,True,155.292,"LINESTRING (-66.8364204 -18.2898668, -66.8364058 -18.2897464, -66.8363918 -18.2895468, -66.8364105 -18.2893495, -66.8364969 -18.28913, -66.8365646 -18.2890037, -66.8368117 -18.2885608)",,Calle Maria Barzola,
273481784,residential,False,True,45.05,"LINESTRING (-66.8343492 -18.2885403, -66.8344935 -18.2886468, -66.8346791 -18.2887971)",,,
273481821,residential,False,False,99.886,"LINESTRING (-66.8343492 -18.2885403, -66.8343404 -18.2885516, -66.8337563 -18.2892403)",,,
"[142453952, 142453957, 264039943, 318798956, 273481785, 273481786, 273481788]","['residential', 'living_street']",False,"[False, True]",361.525,"LINESTRING (-66.8343492 -18.2885403, -66.8342896 -18.2885207, -66.834244 -18.2885207, -66.8339425 -18.2886595, -66.8338574 -18.2886953, -66.8337302 -18.2887133, -66.8335108 -18.2886931, -66.833478 -18.2886637, -66.8334758 -18.2886187, -66.8334966 -18.2885856, -66.8336099 -18.2885453, -66.8337656 -18.2884982, -66.8337961 -18.2884272, -66.8338084 -18.2882941, -66.8337942 -18.2882112, -66.8337942 -18.2880703, -66.8338064 -18.287995, -66.8339588 -18.2876283, -66.8337657 -18.2875627, -66.8335848 -18.2874797, -66.8332738 -18.2878502, -66.8332474 -18.2879274, -66.8331457 -18.2880645)",,,
271594206,residential,False,False,27.136,"LINESTRING (-66.8361323 -18.2863568, -66.8361323 -18.286434, -66.8361319 -18.286488, -66.8361166 -18.2865999)",,,
271594206,residential,False,True,92.98700000000001,"LINESTRING (-66.8361323 -18.2863568, -66.8361323 -18.2863076, -66.8361277 -18.2861968, -66.8360859 -18.2860253, -66.836074 -18.2859201, -66.8360698 -18.2858827, -66.8360892 -18.2857621, -66.8361078 -18.2856465, -66.8361373 -18.2855321)",,,
264038144,residential,False,False,4.514,"LINESTRING (-66.8379937 -18.2852811, -66.837951 -18.2852831)",,,
273481793,residential,False,False,25.737,"LINESTRING (-66.8379937 -18.2852811, -66.8379993 -18.2850497)",,,
264038144,residential,False,True,33.791,"LINESTRING (-66.8379937 -18.2852811, -66.8382714 -18.2852684, -66.8383112 -18.2852556)",,,
264038144,residential,False,False,38.772,"LINESTRING (-66.8377598 -18.2852918, -66.837393 -18.2853086)",,,
264038144,residential,False,True,20.21,"LINESTRING (-66.8377598 -18.2852918, -66.837951 -18.2852831)",,,
273481795,residential,False,False,28.367,"LINESTRING (-66.8377598 -18.2852918, -66.8377677 -18.2850368)",,,
264038144,residential,False,False,70.015,"LINESTRING (-66.8393956 -18.2849194, -66.8392891 -18.2849627, -66.8390321 -18.2850352, -66.8387641 -18.2851095)",,,
273481798,residential,False,False,42.095,"LINESTRING (-66.8383743 -18.2854515, -66.8379756 -18.2854515)",,,
273481799,residential,False,False,43.295,"LINESTRING (-66.8383743 -18.2854515, -66.8384239 -18.285838)",,,
273481799,residential,False,True,22.779,"LINESTRING (-66.8383743 -18.2854515, -66.8383112 -18.2852556)",,,
273481799,residential,False,True,43.295,"LINESTRING (-66.8384239 -18.285838, -66.8383743 -18.2854515)",,,
273481799,residential,False,False,88.47200000000001,"LINESTRING (-66.8384239 -18.285838, -66.8387491 -18.2857801, -66.839237 -18.2856489)",,,
273481800,residential,False,False,50.195,"LINESTRING (-66.8384239 -18.285838, -66.8381759 -18.2858843, -66.8379533 -18.2858897)",,,
273481799,residential,False,True,88.47200000000001,"LINESTRING (-66.839237 -18.2856489, -66.8387491 -18.2857801, -66.8384239 -18.285838)",,,
273481798,residential,False,False,9.291,"LINESTRING (-66.837438 -18.2853804, -66.837393 -18.2853086)",,,
273481798,residential,False,True,51.913,"LINESTRING (-66.837438 -18.2853804, -66.8374993 -18.2854106, -66.8379199 -18.2854499)",,,
273481800,residential,False,True,105.091,"LINESTRING (-66.837438 -18.2853804, -66.8374221 -18.2857832, -66.8374441 -18.2858303, -66.8375336 -18.2858612, -66.8378588 -18.285892, -66.8379533 -18.2858897)",,,
273481793,residential,False,True,24.97,"LINESTRING (-66.8380197 -18.2842124, -66.8380142 -18.2844369)",,,
273481795,residential,False,True,23.94,"LINESTRING (-66.8380197 -18.2842124, -66.8377931 -18.28422)",,,
1112179869,residential,False,False,34.965,"LINESTRING (-66.8380197 -18.2842124, -66.8380142 -18.283898)",,,
273481795,residential,False,False,43.467,"LINESTRING (-66.8380197 -18.2842124, -66.8382501 -18.2842181, -66.8383387 -18.2843682)",,,
273481795,residential,False,False,23.94,"LINESTRING (-66.8377931 -18.28422, -66.8380197 -18.2842124)",,,
273481795,residential,False,True,23.317,"LINESTRING (-66.8377931 -18.28422, -66.8377866 -18.2844296)",,,
1112179871,residential,False,False,70.093,"LINESTRING (-66.8377931 -18.28422, -66.83713 -18.2841894)",,,
273481795,residential,False,False,60.029,"LINESTRING (-66.8383387 -18.2843682, -66.8384327 -18.2844098, -66.8385231 -18.2844604, -66.8385719 -18.2845201, -66.8386593 -18.284773)",,,
273481795,residential,False,True,43.467,"LINESTRING (-66.8383387 -18.2843682, -66.8382501 -18.2842181, -66.8380197 -18.2842124)",,,
282727353,residential,False,True,24.516,"LINESTRING (-66.8382463 -18.2844434, -66.8380142 -18.2844369)",,,
273481795,residential,False,False,23.317,"LINESTRING (-66.8377866 -18.2844296, -66.8377931 -18.28422)",,,
