osmid,oneway,lanes,highway,reversed,length,name,geometry,maxspeed,ref
703495980,False,2,residential,True,7.01,,"LINESTRING (-67.5290489 -14.4397047, -67.5291043 -14.4396716)",,
105539133,False,,tertiary,False,117.346,Calle Avaroa,"LINESTRING (-67.5304455 -14.4437612, -67.5298533 -14.4428753)",,
105539133,False,,tertiary,True,77.944,Calle Avaroa,"LINESTRING (-67.5304455 -14.4437612, -67.5308086 -14.4443676)",,
105539146,False,,residential,False,118.926,Calle Campero,"LINESTRING (-67.5304455 -14.4437612, -67.5295004 -14.4443146)",,
696985913,False,2,tertiary,True,113.19,Calle Campero,"LINESTRING (-67.5304455 -14.4437612, -67.5313367 -14.4432214)",,
105539125,False,,residential,False,113.286,Calle Santa Cruz,"LINESTRING (-67.5302 -14.4414456, -67.5293075 -14.441985)",,
105539125,False,,residential,True,6.823,Calle Santa Cruz,"LINESTRING (-67.5302 -14.4414456, -67.5302548 -14.4414148)",,
703493057,True,2,tertiary,False,115.47,Calle Comercio,"LINESTRING (-67.5302 -14.4414456, -67.5296169 -14.4405741)",,
105539127,False,,residential,False,6.454,Calle Vaca Diez,"LINESTRING (-67.5313363 -14.4419484, -67.5313926 -14.4419285)",,
105539127,False,,residential,True,68.221,Calle Vaca Diez,"LINESTRING (-67.5313363 -14.4419484, -67.530819 -14.4423026)",,
105539142,True,2,residential,False,112.02,Calle Vaca Diez,"LINESTRING (-67.5313363 -14.4419484, -67.5310987 -14.4415063, -67.530854 -14.4410558)",,
105539125,False,,residential,False,113.93,Calle Santa Cruz,"LINESTRING (-67.5293075 -14.441985, -67.5283996 -14.4425111)",,
105539125,False,,residential,True,113.286,Calle Santa Cruz,"LINESTRING (-67.5293075 -14.441985, -67.5302 -14.4414456)",,
105539133,False,,tertiary,False,116.034,Calle Avaroa,"LINESTRING (-67.5293075 -14.441985, -67.5287295 -14.4411043)",,
105539133,False,,tertiary,True,115.129,Calle Avaroa,"LINESTRING (-67.5293075 -14.441985, -67.5298533 -14.4428753)",,
105539125,False,,residential,False,118.805,Calle Santa Cruz,"LINESTRING (-67.5283996 -14.4425111, -67.5274619 -14.4430741)",,
105539125,False,,residential,True,113.93,Calle Santa Cruz,"LINESTRING (-67.5283996 -14.4425111, -67.5293075 -14.441985)",,
361334452,False,,residential,False,117.669,Calle Bolivar,"LINESTRING (-67.5283996 -14.4425111, -67.5289556 -14.4434221)",,
361334452,False,,residential,True,114.638,Calle Bolivar,"LINESTRING (-67.5283996 -14.4425111, -67.5278271 -14.4416419)",,
105539146,False,,residential,False,116.675,Calle Campero,"LINESTRING (-67.5285777 -14.4448465, -67.5276437 -14.4453784)",,
105539146,False,,residential,True,115.628,Calle Campero,"LINESTRING (-67.5285777 -14.4448465, -67.5295004 -14.4443146)",,
