osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,width,geometry
"[282037260, 528121044, 282037261]",False,2,F7,"['RN7: Epizana-Comarapa', 'Puente Comarapa']",trunk,80,False,193.643,yes,8.0,"LINESTRING (-64.5339168 -17.9137483, -64.5337224 -17.9141862, -64.5335744 -17.9145561, -64.5334366 -17.9149609, -64.5332997 -17.9153862)"
282037296,False,,,,residential,,True,84.341,,,"LINESTRING (-64.529226 -17.9171445, -64.5292688 -17.9179019)"
470918290,True,2,F7,RN7: Avenida Comarapa,trunk,80,False,101.391,,,"LINESTRING (-64.529226 -17.9171445, -64.5282843 -17.9173135)"
282037288,False,,,,residential,,True,216.66299999999998,,,"LINESTRING (-64.5291576 -17.9099931, -64.5291223 -17.9100188, -64.5290951 -17.9100268, -64.5290153 -17.9101162, -64.528895 -17.9102747, -64.528815 -17.9104594, -64.5287775 -17.9106431, -64.5286983 -17.9109065, -64.5283557 -17.9117512)"
302620469,False,,,,unclassified,,False,165.564,,,"LINESTRING (-64.5291576 -17.9099931, -64.5291268 -17.9100732, -64.529083 -17.9101555, -64.5290196 -17.9103333, -64.5290009 -17.9108926, -64.5289995 -17.9111792, -64.5290178 -17.9112496, -64.5290205 -17.911346, -64.5290953 -17.9114279)"
282037287,False,,,,residential,,False,83.942,,,"LINESTRING (-64.5290953 -17.9114279, -64.5290842 -17.9114599, -64.5291833 -17.9115799, -64.5294714 -17.911754, -64.5295314 -17.9117896, -64.5295469 -17.9118347, -64.5294911 -17.9119524)"
302620469,False,,,,unclassified,,False,146.66199999999998,,,"LINESTRING (-64.5290953 -17.9114279, -64.5292511 -17.9115134, -64.5294587 -17.9116327, -64.5296608 -17.9116877, -64.5297644 -17.9117099, -64.5298359 -17.9117349, -64.5299089 -17.9117776, -64.529967 -17.9118222, -64.530022 -17.9118569, -64.5301202 -17.9118934, -64.5301415 -17.9119316, -64.5301747 -17.9119824, -64.5301568 -17.912106)"
302620469,False,,,,unclassified,,True,165.56400000000002,,,"LINESTRING (-64.5290953 -17.9114279, -64.5290205 -17.911346, -64.5290178 -17.9112496, -64.5289995 -17.9111792, -64.5290009 -17.9108926, -64.5290196 -17.9103333, -64.529083 -17.9101555, -64.5291268 -17.9100732, -64.5291576 -17.9099931)"
282037288,False,,,,residential,,False,216.663,,,"LINESTRING (-64.5283557 -17.9117512, -64.5286983 -17.9109065, -64.5287775 -17.9106431, -64.528815 -17.9104594, -64.528895 -17.9102747, -64.5290153 -17.9101162, -64.5290951 -17.9100268, -64.5291223 -17.9100188, -64.5291576 -17.9099931)"
282037288,False,,,,residential,,True,114.02099999999999,,,"LINESTRING (-64.5283557 -17.9117512, -64.52828 -17.9119167, -64.5282264 -17.9120648, -64.5278353 -17.9125512, -64.5277803 -17.9126061)"
302620436,False,,,,residential,,False,89.028,,,"LINESTRING (-64.5283557 -17.9117512, -64.528578 -17.9117982, -64.5286683 -17.9118076, -64.5287773 -17.91181, -64.5289233 -17.9118131, -64.5290057 -17.9118249, -64.5291172 -17.9118892, -64.529158 -17.911923)"
282037287,False,,,,residential,,False,82.351,,,"LINESTRING (-64.5294911 -17.9119524, -64.5294042 -17.9121999, -64.5293349 -17.912675)"
282037287,False,,,,residential,,True,83.942,,,"LINESTRING (-64.5294911 -17.9119524, -64.5295469 -17.9118347, -64.5295314 -17.9117896, -64.5294714 -17.911754, -64.5291833 -17.9115799, -64.5290842 -17.9114599, -64.5290953 -17.9114279)"
282037357,False,,,,residential,,True,73.621,,,"LINESTRING (-64.5294911 -17.9119524, -64.5296066 -17.9119833, -64.529819 -17.9120646, -64.5299384 -17.9121097, -64.5301568 -17.912106)"
759687644,False,,,,residential,,True,37.975,,,"LINESTRING (-64.5294911 -17.9119524, -64.5292949 -17.9118742, -64.529158 -17.911923)"
282037292,False,,,Calle Santa Cruz,residential,,True,112.38900000000001,,,"LINESTRING (-64.5310495 -17.9120147, -64.5309952 -17.9121169, -64.5309202 -17.9121871, -64.5306216 -17.912441, -64.5305848 -17.9124937, -64.5304052 -17.9128012)"
282037357,False,,,,residential,,False,73.621,,,"LINESTRING (-64.5301568 -17.912106, -64.5299384 -17.9121097, -64.529819 -17.9120646, -64.5296066 -17.9119833, -64.5294911 -17.9119524)"
