osmid,highway,oneway,reversed,length,geometry,name,access
142344587,residential,False,True,30.291,"LINESTRING (-65.9877894 -19.7987087, -65.9875968 -19.7989121)",,
142344591,residential,False,False,48.917,"LINESTRING (-65.9877894 -19.7987087, -65.9878636 -19.7986014, -65.9879599 -19.7984793, -65.9880674 -19.7983555)",,
341636378,residential,False,False,26.934,"LINESTRING (-65.9877894 -19.7987087, -65.9876637 -19.7986517, -65.9875741 -19.7985796)",Pasaje Sucre,
40883584,residential,False,False,63.53,"LINESTRING (-65.9880674 -19.7983555, -65.9881017 -19.7984198, -65.9881587 -19.7984827, -65.9882342 -19.7985584, -65.9883263 -19.7986304, -65.9884156 -19.7987031, -65.9884851 -19.7987637)",,
"[142344584, 142344591]",residential,False,False,57.275,"LINESTRING (-65.9880674 -19.7983555, -65.9879727 -19.7981746, -65.9879112 -19.7980641, -65.9877811 -19.7979205)",Avenida El Estudiante,
142344591,residential,False,True,48.917,"LINESTRING (-65.9880674 -19.7983555, -65.9879599 -19.7984793, -65.9878636 -19.7986014, -65.9877894 -19.7987087)",,
142344584,residential,False,False,364.64100000000013,"LINESTRING (-65.9868887 -19.7976154, -65.9867723 -19.7975736, -65.9866448 -19.797485, -65.9863542 -19.7972522, -65.9862112 -19.797202, -65.9861158 -19.7971587, -65.9860732 -19.7971241, -65.985959 -19.7969963, -65.985886 -19.7969083, -65.9857815 -19.7968777, -65.9856352 -19.7968637, -65.98549 -19.796834, -65.9854298 -19.7968158, -65.9854 -19.7967961, -65.9853768 -19.7967743, -65.9853663 -19.7967452, -65.9853674 -19.7966948, -65.9853867 -19.7965906, -65.9854277 -19.7964161, -65.985465 -19.7962681, -65.9854897 -19.7961579, -65.9855092 -19.7960664, -65.9855483 -19.7958888, -65.9855975 -19.795651, -65.9856043 -19.7955423, -65.9856111 -19.7954336, -65.9855823 -19.7952272)",Avenida El Estudiante,
142344584,residential,False,True,104.38399999999999,"LINESTRING (-65.9868887 -19.7976154, -65.98697 -19.79763, -65.9870024 -19.7976456, -65.9870506 -19.7976704, -65.9871393 -19.7977276, -65.9872258 -19.7978027, -65.9872993 -19.7978522, -65.9873644 -19.7978663, -65.9874624 -19.7978567, -65.987534 -19.7978515, -65.9876152 -19.7978504, -65.9877203 -19.7978673, -65.9877811 -19.7979205)",Avenida El Estudiante,
"[275286352, 142344583]",residential,False,"[False, True]",58.919,"LINESTRING (-65.9868887 -19.7976154, -65.9869532 -19.7976894, -65.9870192 -19.7977981, -65.9870686 -19.7979631, -65.987124 -19.7980904)",,
342626492,residential,False,False,45.839,"LINESTRING (-65.9891909 -19.79675, -65.9891115 -19.7968166, -65.9890997 -19.7969967, -65.9891055 -19.7971283)",Avenida Ingeniero,
407754301,residential,False,True,51.56,"LINESTRING (-65.9891909 -19.79675, -65.9892819 -19.7967345, -65.9894687 -19.7967685, -65.9896784 -19.7967804)",Calle 16 de Julio,
"[408446291, 408446294]",residential,False,"[False, True]",226.139,"LINESTRING (-65.9891909 -19.79675, -65.9893506 -19.7966032, -65.9894305 -19.7965425, -65.989532 -19.7964687, -65.9896073 -19.7963674, -65.9896489 -19.7963125, -65.9897265 -19.7962589, -65.9898357 -19.7961721, -65.9899556 -19.7961099, -65.9901309 -19.7960419, -65.9902615 -19.7959852, -65.9903653 -19.7959342, -65.9904737 -19.7958705, -65.990491 -19.7958532, -65.9904933 -19.7958629, -65.9906148 -19.7960546, -65.9906363 -19.7961385, -65.990677 -19.7962535, -65.9907193 -19.7962882)",,
407754301,residential,False,False,51.56,"LINESTRING (-65.9896784 -19.7967804, -65.9894687 -19.7967685, -65.9892819 -19.7967345, -65.9891909 -19.79675)",Calle 16 de Julio,
407754301,residential,False,True,23.283,"LINESTRING (-65.9896784 -19.7967804, -65.9897573 -19.7968459, -65.989772 -19.796872, -65.9897792 -19.7969408, -65.9897787 -19.7969525)",Calle 16 de Julio,
408446289,residential,False,False,127.79499999999999,"LINESTRING (-65.9896784 -19.7967804, -65.9897141 -19.7967054, -65.9897329 -19.7966539, -65.9898067 -19.7965787, -65.9898667 -19.7965411, -65.9899927 -19.7964904, -65.9901872 -19.7964369, -65.9903794 -19.796387, -65.9903917 -19.7963805, -65.9905316 -19.7963441, -65.990607 -19.7963174, -65.9907193 -19.7962882)",,
407754301,residential,False,True,7.298,"LINESTRING (-65.9897787 -19.7969525, -65.9897743 -19.797018)",Calle 16 de Julio,
407754301,residential,False,False,23.283,"LINESTRING (-65.9897787 -19.7969525, -65.9897792 -19.7969408, -65.989772 -19.796872, -65.9897573 -19.7968459, -65.9896784 -19.7967804)",Calle 16 de Julio,
408446286,residential,False,False,125.673,"LINESTRING (-65.9897787 -19.7969525, -65.9898599 -19.7969405, -65.9899606 -19.7969188, -65.9901205 -19.7968573, -65.9901282 -19.7968479, -65.9902573 -19.7967857, -65.9902604 -19.7967763, -65.9903619 -19.7967097, -65.9905325 -19.7966909, -65.9905425 -19.7966801, -65.9906901 -19.7966468, -65.9908977 -19.796605)",,
407754301,residential,False,False,147.876,"LINESTRING (-65.992018 -19.7977664, -65.9919271 -19.7977896, -65.9918725 -19.7978338, -65.991648 -19.7979502, -65.9913208 -19.7981895, -65.991236 -19.7982975, -65.9912191 -19.7983137, -65.9912052 -19.7983281, -65.9911917 -19.79837, -65.9911748 -19.7983823, -65.9911548 -19.7984362, -65.991144 -19.7984478, -65.9911355 -19.7984514, -65.9911148 -19.798464, -65.9910674 -19.798498, -65.9910491 -19.7985183, -65.9910022 -19.7985295, -65.9909805 -19.7985328, -65.9909288 -19.7985349)",Calle 16 de Julio,
408278661,residential,False,False,59.977000000000004,"LINESTRING (-65.992018 -19.7977664, -65.9920509 -19.7977397, -65.9920739 -19.7977188, -65.9920947 -19.7977021, -65.9921077 -19.7976761, -65.9921093 -19.7976573, -65.9920901 -19.797611, -65.9920639 -19.7975314, -65.9920255 -19.7974576, -65.9919778 -19.7973506, -65.9919624 -19.7972884)",,
342626491,residential,False,False,37.556,"LINESTRING (-65.9880857 -19.7977423, -65.9879778 -19.7977979, -65.9877811 -19.7979205)",Avenida Unión,
"[342626491, 342626492]",residential,False,True,148.158,"LINESTRING (-65.9880857 -19.7977423, -65.988245 -19.7977108, -65.9883678 -19.7977016, -65.9885754 -19.797703, -65.9887122 -19.7976823, -65.9888183 -19.797648, -65.9889157 -19.7976025, -65.9890177 -19.7975096, -65.9890851 -19.797371, -65.9890954 -19.7972282, -65.9891069 -19.7971477, -65.9891064 -19.7971411, -65.9891056 -19.7971294, -65.9891055 -19.7971283)","['Avenida Unión', 'Avenida Ingeniero']",
408446284,residential,False,True,128.817,"LINESTRING (-65.9880857 -19.7977423, -65.988135 -19.7978323, -65.9881519 -19.7978598, -65.9882165 -19.7979668, -65.9882696 -19.7980688, -65.9883172 -19.7981578, -65.9883749 -19.7983046, -65.9884156 -19.7984319, -65.9884715 -19.7985495, -65.9885613 -19.7987098, -65.9884851 -19.7987637)",,
142344584,residential,False,False,104.384,"LINESTRING (-65.9877811 -19.7979205, -65.9877203 -19.7978673, -65.9876152 -19.7978504, -65.987534 -19.7978515, -65.9874624 -19.7978567, -65.9873644 -19.7978663, -65.9872993 -19.7978522, -65.9872258 -19.7978027, -65.9871393 -19.7977276, -65.9870506 -19.7976704, -65.9870024 -19.7976456, -65.98697 -19.79763, -65.9868887 -19.7976154)",Avenida El Estudiante,
"[142344584, 142344591]",residential,False,True,57.27499999999999,"LINESTRING (-65.9877811 -19.7979205, -65.9879112 -19.7980641, -65.9879727 -19.7981746, -65.9880674 -19.7983555)",Avenida El Estudiante,
342626491,residential,False,True,37.556,"LINESTRING (-65.9877811 -19.7979205, -65.9879778 -19.7977979, -65.9880857 -19.7977423)",Avenida Unión,
"[404330921, 404330922]",residential,False,True,167.24800000000002,"LINESTRING (-65.986879 -19.7989004, -65.9867982 -19.7992065, -65.98675 -19.7993705, -65.9867237 -19.7996759, -65.9868728 -19.7996249, -65.9871791 -19.7994795, -65.9873539 -19.7993046)",,
1151643565,residential,False,True,67.643,"LINESTRING (-65.986879 -19.7989004, -65.986912 -19.7989626, -65.9870357 -19.7990712, -65.9873539 -19.7993046)",Calle Santa Rosa,
1151643565,residential,False,False,76.916,"LINESTRING (-65.986879 -19.7989004, -65.9870197 -19.798274, -65.9870286 -19.7982232)",Calle Santa Rosa,
142344587,residential,False,False,30.291,"LINESTRING (-65.9875968 -19.7989121, -65.9877894 -19.7987087)",,
1151643566,residential,False,True,49.309,"LINESTRING (-65.9877652 -19.7990441, -65.9874839 -19.7993999)",,
40883584,residential,False,False,20.566,"LINESTRING (-65.988894 -19.799201, -65.9889867 -19.7993641)",,
40883584,residential,False,True,64.977,"LINESTRING (-65.988894 -19.799201, -65.9887894 -19.799065, -65.9886895 -19.7989551, -65.9885984 -19.7988579, -65.9885067 -19.7987826, -65.9884851 -19.7987637)",,
