osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,junction
"[1182111700, 1182111701]",Kerkstraat,residential,30,False,False,94.70299999999999,"LINESTRING (4.6387056 52.2602687, 4.6382123 52.2605294, 4.6380464 52.2606188, 4.63795 52.26067, 4.6376509 52.2608242)",,,
7398061,Veldbloemstraat,residential,30,False,False,69.064,"LINESTRING (4.6356086 52.2603669, 4.6348488 52.2607786)",,,
7398108,Kamperfoeliestraat,residential,30,False,False,132.316,"LINESTRING (4.6356086 52.2603669, 4.6358611 52.2605413, 4.6361104 52.2607253, 4.6362036 52.2607387, 4.6363664 52.260842, 4.6366519 52.2610376, 4.6369129 52.2612344)",,,
"[7397941, 328141782, 328141783]",Hoofdweg,tertiary,50,False,False,173.173,"LINESTRING (4.6285819 52.2605233, 4.6286776 52.2606033, 4.6288624 52.2607178, 4.6302457 52.2617007)",yes,,
"[7398377, 327753369, 327753370]",Zuiderdreef,tertiary,50,False,False,38.564,"LINESTRING (4.6285819 52.2605233, 4.6284722 52.2605867, 4.6282304 52.260708, 4.6281425 52.260741)",yes,,
7398326,Madeliefstraat,residential,30,False,False,108.719,"LINESTRING (4.6323602 52.2605518, 4.6322876 52.2605901, 4.63115 52.26119)",,,
232265195,Dotterbloemstraat,residential,30,False,False,128.954,"LINESTRING (4.6323602 52.2605518, 4.6325318 52.2606743, 4.6333559 52.2612628, 4.6335933 52.2614323)",,,
"[327753369, 327753370, 7398377]",Zuiderdreef,tertiary,50,False,True,38.564,"LINESTRING (4.6281425 52.260741, 4.6282304 52.260708, 4.6284722 52.2605867, 4.6285819 52.2605233)",yes,,
7398061,Veldbloemstraat,residential,30,False,False,65.886,"LINESTRING (4.6348488 52.2607786, 4.6341107 52.261162)",,,
7398061,Veldbloemstraat,residential,30,False,True,69.064,"LINESTRING (4.6348488 52.2607786, 4.6356086 52.2603669)",,,
7398028,Kamillestraat,residential,30,False,False,130.695,"LINESTRING (4.6348488 52.2607786, 4.6350976 52.2609502, 4.6353331 52.2611127, 4.6353437 52.2611188, 4.635361 52.2611274, 4.6353716 52.2611308, 4.635382 52.2611325, 4.6354123 52.2611364, 4.6354329 52.2611393, 4.6354489 52.2611427, 4.6354602 52.2611461, 4.6354788 52.2611534, 4.6355021 52.2611649, 4.6355127 52.2611712, 4.6359006 52.261445, 4.6361564 52.2616256)",,,
"[7398064, 7398074]","['Papaverstraat', 'Ridderspoorstraat']",residential,30,False,False,381.841,"LINESTRING (4.6376509 52.2608242, 4.6383874 52.261352, 4.6383758 52.2614234, 4.6376265 52.2618152, 4.635946 52.2627121, 4.6359343 52.2627184, 4.6358267 52.2627755, 4.6350901 52.2631768)",,,
"[7398036, 1182111701]",Kerkstraat,residential,30,False,False,67.848,"LINESTRING (4.6376509 52.2608242, 4.63711 52.2611229, 4.6369129 52.2612344)",,,
"[1182111700, 1182111701]",Kerkstraat,residential,30,False,True,94.703,"LINESTRING (4.6376509 52.2608242, 4.63795 52.26067, 4.6380464 52.2606188, 4.6382123 52.2605294, 4.6387056 52.2602687)",,,
7398061,Veldbloemstraat,residential,30,False,True,168.786,"LINESTRING (4.63115 52.26119, 4.6322271 52.2619371, 4.633027 52.2617573)",,,
7398326,Madeliefstraat,residential,30,False,False,83.741,"LINESTRING (4.63115 52.26119, 4.6309751 52.2612888, 4.6303742 52.2616281, 4.6302457 52.2617007)",,,
7398326,Madeliefstraat,residential,30,False,True,108.719,"LINESTRING (4.63115 52.26119, 4.6322876 52.2605901, 4.6323602 52.2605518)",,,
7398061,Veldbloemstraat,residential,30,False,False,46.296,"LINESTRING (4.6341107 52.261162, 4.6335933 52.2614323)",,,
