osmid,oneway,name,highway,maxspeed,width,reversed,length,geometry,lanes,bridge,junction,tunnel
7075821,False,Oude Hulst,residential,30,4,True,86.43799999999999,"LINESTRING (5.3038167 51.6846413, 5.3037409 51.684629, 5.3036518 51.6846268, 5.3035437 51.6846381, 5.3034427 51.6846633, 5.3030432 51.6847596, 5.3029534 51.684792, 5.3027159 51.6849387)",,,,
7075865,True,Weversplaats,residential,30,4,False,111.074,"LINESTRING (5.3038167 51.6846413, 5.3045926 51.6847984, 5.3047375 51.6848274, 5.3048745 51.6848485, 5.3053745 51.6848728)",,,,
446838769,False,Weversplaats,residential,50,4,True,12.312,"LINESTRING (5.3058037 51.6847425, 5.3056881 51.6848269)",,,,
"[948393262, 7076069, 36916806, 36916807]",False,Zuidwal,secondary,50,,False,235.21300000000002,"LINESTRING (5.3058037 51.6847425, 5.3063676 51.6849502, 5.3065118 51.6849925, 5.3066354 51.6850231, 5.3067768 51.6850435, 5.3068929 51.6850546, 5.3069574 51.6850595, 5.3078576 51.6850808, 5.308233 51.6850872, 5.3085164 51.6850911, 5.3087638 51.6851171, 5.3088368 51.6851337, 5.3090654 51.685192)",2,yes,,
1138089498,False,Prins Bernhardstraat,residential,50,5,False,17.779,"LINESTRING (5.3024921 51.6847563, 5.3023797 51.6846124)",,,,
381820738,False,Prins Bernhardstraat,residential,30,5,False,25.691000000000003,"LINESTRING (5.3024921 51.6847563, 5.3025617 51.6848367, 5.3027159 51.6849387)",,,,
446838767,False,Zuidwal,residential,50,4,False,43.549,"LINESTRING (5.3056881 51.6848269, 5.3062557 51.6849988)",,,,
446838769,False,Weversplaats,residential,50,4,False,12.312,"LINESTRING (5.3056881 51.6848269, 5.3058037 51.6847425)",,,,
7075771,False,Weversplaats,residential,30,4,True,22.417,"LINESTRING (5.3056881 51.6848269, 5.3055451 51.6848617, 5.3053745 51.6848728)",,,,
7075771,False,Weversplaats,residential,30,4,False,22.417,"LINESTRING (5.3053745 51.6848728, 5.3055451 51.6848617, 5.3056881 51.6848269)",,,,
7075874,True,Beurdsestraat,residential,30,4,False,79.633,"LINESTRING (5.3053745 51.6848728, 5.305321 51.6852245, 5.3053284 51.6853085, 5.3053722 51.6853792, 5.3054416 51.6854522, 5.3055581 51.6855459)",,,,
7075821,False,Oude Hulst,residential,30,4,False,86.43800000000002,"LINESTRING (5.3027159 51.6849387, 5.3029534 51.684792, 5.3030432 51.6847596, 5.3034427 51.6846633, 5.3035437 51.6846381, 5.3036518 51.6846268, 5.3037409 51.684629, 5.3038167 51.6846413)",,,,
"[381820737, 381820738, 7075793]",False,Prins Bernhardstraat,residential,30,5,False,192.13700000000003,"LINESTRING (5.3027159 51.6849387, 5.3028964 51.6850551, 5.3032165 51.6852675, 5.3033773 51.6853633, 5.303504 51.6854428, 5.3035521 51.6854916, 5.3035674 51.6855345, 5.3035627 51.6855883, 5.3035251 51.6856843, 5.3033104 51.6863103, 5.3033036 51.6864422)",,,,
381820738,False,Prins Bernhardstraat,residential,30,5,True,25.691000000000003,"LINESTRING (5.3027159 51.6849387, 5.3025617 51.6848367, 5.3024921 51.6847563)",,,,
75689687,False,Parklaan,secondary,50,,False,31.177,"LINESTRING (5.29971 51.6850408, 5.3000847 51.6851978)",2,,,
70484146,False,Parklaan,residential,30,4,True,102.689,"LINESTRING (5.29971 51.6850408, 5.2995486 51.6850767, 5.2993079 51.68512, 5.2991595 51.6850645, 5.2990987 51.6849103, 5.2985643 51.6846941)",,,,
"[813645504, 813645505, 7075898, 7076011]",False,Oude Dieze,residential,30,6,False,58.827,"LINESTRING (5.3090654 51.685192, 5.3089515 51.6852918, 5.308932 51.6853107, 5.3087501 51.6854397, 5.3086951 51.6854785, 5.3085504 51.6855631, 5.3085075 51.6855903)",,yes,,
"[36916806, 7076069, 948393262, 36916807]",False,Zuidwal,secondary,50,,True,235.21300000000002,"LINESTRING (5.3090654 51.685192, 5.3088368 51.6851337, 5.3087638 51.6851171, 5.3085164 51.6850911, 5.308233 51.6850872, 5.3078576 51.6850808, 5.3069574 51.6850595, 5.3068929 51.6850546, 5.3067768 51.6850435, 5.3066354 51.6850231, 5.3065118 51.6849925, 5.3063676 51.6849502, 5.3058037 51.6847425)",2,yes,,
75689687,False,Parklaan,secondary,50,,True,31.177,"LINESTRING (5.3000847 51.6851978, 5.29971 51.6850408)",2,,,
"[7075899, 7075844]",False,Kruisbroedershof,"['unclassified', 'residential']",30,"['4', '5']","[False, True]",76.87899999999999,"LINESTRING (5.3000847 51.6851978, 5.2999384 51.6853425, 5.2998387 51.6853873, 5.2995006 51.685533, 5.2992552 51.6856451)",,,,
"[7076102, 1138089502]",False,Spinhuiswal,secondary,50,,True,172.065,"LINESTRING (5.3000847 51.6851978, 5.30024 51.6852403, 5.300326 51.6852479, 5.3004141 51.685244, 5.3005684 51.6852078, 5.3011671 51.6849516, 5.3016842 51.6847365, 5.3018233 51.684668, 5.3019213 51.684613, 5.3019632 51.6845815, 5.302048 51.6845178, 5.3021297 51.6844576)",2,,,
"[44794464, 7075854]",False,"['Volderstraatje', 'Beurdsepoort']","['residential', 'unclassified']",30,4,False,90.315,"LINESTRING (5.3055581 51.6855459, 5.305882 51.6853872, 5.3063679 51.6852321, 5.306515 51.6854295)",,,,
7075867,False,Oud Bogardenstraatje,residential,30,4,False,83.61500000000001,"LINESTRING (5.3055581 51.6855459, 5.3053383 51.6856635, 5.3051644 51.6857572, 5.3051524 51.6857711, 5.3051586 51.6857874, 5.3055296 51.6860295, 5.3054755 51.686073, 5.3054832 51.6860791)",,,,
7075874,True,Beurdsestraat,residential,30,4,False,68.876,"LINESTRING (5.3055581 51.6855459, 5.3059057 51.6858205, 5.3062 51.68602)",,,,
7075825,True,Triniteitstraat,residential,30,5,False,82.854,"LINESTRING (5.3085075 51.6855903, 5.3085369 51.6863352)",,,,
"[813645504, 813645505, 7075898, 7076011]",False,Oude Dieze,residential,30,6,True,58.827,"LINESTRING (5.3085075 51.6855903, 5.3085504 51.6855631, 5.3086951 51.6854785, 5.3087501 51.6854397, 5.308932 51.6853107, 5.3089515 51.6852918, 5.3090654 51.685192)",,yes,,
"[7075899, 7075844]",False,Kruisbroedershof,"['residential', 'unclassified']",30,"['4', '5']","[False, True]",76.87899999999999,"LINESTRING (5.2992552 51.6856451, 5.2995006 51.685533, 5.2998387 51.6853873, 5.2999384 51.6853425, 5.3000847 51.6851978)",,,,
7075935,False,Kruisbroedershof,residential,30,4,False,112.15,"LINESTRING (5.2992552 51.6856451, 5.2996184 51.6858913, 5.2996942 51.6859274, 5.299768 51.6859495, 5.2998923 51.6859729, 5.3000145 51.6859848, 5.3002616 51.6860126, 5.300536 51.6860435, 5.3006594 51.6860634)",,,,
7078411,True,Kuipertjeswal,residential,30,,False,92.573,"LINESTRING (5.2992552 51.6856451, 5.29914 51.6857003, 5.2989945 51.6857986, 5.2988346 51.6859167, 5.2983738 51.6862704)",,,,
7075853,True,Sint Jorisstraat,residential,30,4,False,138.597,"LINESTRING (5.3018965 51.6859105, 5.301926 51.6858501, 5.3019906 51.6856949, 5.3021232 51.6851771, 5.3022467 51.6849094, 5.3022929 51.6848547, 5.3023488 51.6848185, 5.3024921 51.6847563)",,,,
"[7075883, 7075887]",True,"['Oude Dieze', 'Verwersstraat']",residential,30,5,False,68.125,"LINESTRING (5.3062 51.68602, 5.30629 51.68595, 5.30649 51.68587, 5.3068237 51.6857747, 5.3070436 51.6857176)",,,,
36914914,False,Kruisbroedersstraatje,residential,30,3,False,35.103,"LINESTRING (5.3006594 51.6860634, 5.3005575 51.6863727)",,,,
7075829,False,Kruisbroedersstraatje,residential,30,3,False,65.201,"LINESTRING (5.3006594 51.6860634, 5.3008102 51.6861224, 5.3014518 51.6863835)",,,,
7075935,False,Kruisbroedershof,residential,30,4,True,112.15,"LINESTRING (5.3006594 51.6860634, 5.300536 51.6860435, 5.3002616 51.6860126, 5.3000145 51.6859848, 5.2998923 51.6859729, 5.299768 51.6859495, 5.2996942 51.6859274, 5.2996184 51.6858913, 5.2992552 51.6856451)",,,,
374059914,True,Vughterstraat,residential,30,5,False,25.703,"LINESTRING (5.2980878 51.6861221, 5.2983738 51.6862704)",,,,
7077737,True,Achter de Boogaard,residential,30,,False,92.224,"LINESTRING (5.2980878 51.6861221, 5.297733 51.686394, 5.2974861 51.6865741, 5.2971892 51.6867332)",,,,
374059914,True,Vughterstraat,residential,30,5,False,46.33500000000001,"LINESTRING (5.2983738 51.6862704, 5.2985863 51.6863733, 5.2987499 51.6864404, 5.2989278 51.6865052)",,,,
36914914,False,Kruisbroedersstraatje,residential,30,3,True,35.103,"LINESTRING (5.3005575 51.6863727, 5.3006594 51.6860634)",,,,
7075782,True,Sint Jorisstraat,residential,30,4,False,61.235,"LINESTRING (5.3014518 51.6863835, 5.3015792 51.6862837, 5.3017523 51.6861189, 5.3018965 51.6859105)",,,,
7075829,False,Kruisbroedersstraatje,residential,30,3,True,65.201,"LINESTRING (5.3014518 51.6863835, 5.3008102 51.6861224, 5.3006594 51.6860634)",,,,
7075776,True,Keizerstraat,residential,30,4,False,115.968,"LINESTRING (5.3033036 51.6864422, 5.303199 51.6863286, 5.30285 51.6861826, 5.3026347 51.6861115, 5.3018965 51.6859105)",,,,
"[381820737, 7075793, 381820738]",False,Prins Bernhardstraat,residential,30,5,True,192.137,"LINESTRING (5.3033036 51.6864422, 5.3033104 51.6863103, 5.3035251 51.6856843, 5.3035627 51.6855883, 5.3035674 51.6855345, 5.3035521 51.6854916, 5.303504 51.6854428, 5.3033773 51.6853633, 5.3032165 51.6852675, 5.3028964 51.6850551, 5.3027159 51.6849387)",,,,
"[7077339, 7077340]",True,"['Waterstraat', 'Verwersstraat']",residential,30,,False,150.942,"LINESTRING (5.3033036 51.6864422, 5.3040386 51.6866578, 5.304353 51.6867604, 5.3046233 51.6868524, 5.3050257 51.6870156, 5.3050837 51.6870391, 5.305112 51.6870168, 5.3051844 51.6869599)",,,,
7077382,False,Wolvenhoek,residential,30,5,False,52.76100000000001,"LINESTRING (5.3033036 51.6864422, 5.3031461 51.6866715, 5.3030991 51.6867379, 5.3030448 51.6868288, 5.303039 51.6868845)",,,,
7078114,True,Berewoutstraat,residential,30,,False,49.169,"LINESTRING (5.2989278 51.6865052, 5.2985854 51.6868931)",,,,
7077334,True,Vughterstraat,residential,30,,False,111.211,"LINESTRING (5.2989278 51.6865052, 5.2992208 51.686587, 5.299647 51.6866751, 5.3002665 51.6867777, 5.3004583 51.6868158)",,,,
"[731963731, 7077333]",True,Parade,residential,30,,False,81.398,"LINESTRING (5.3084767 51.6866314, 5.3075432 51.6867046, 5.3073058 51.6867257)",,,,
"[607501440, 7077395, 7077342]",True,"['Parade', 'Choorstraat']",residential,30,,False,189.65399999999997,"LINESTRING (5.3084767 51.6866314, 5.3084488 51.6872035, 5.3084272 51.6877353, 5.3085072 51.6877347, 5.3089044 51.6877395, 5.3093887 51.6876837)",,,,
"[7077336, 731967798]",True,Vughterstraat,residential,30,5,False,27.387,"LINESTRING (5.3004583 51.6868158, 5.3006338 51.6868491, 5.3008215 51.6869125)",,,,
7077385,True,Postelstraat,residential,30,4,False,53.550000000000004,"LINESTRING (5.3004583 51.6868158, 5.3004074 51.6869206, 5.3003807 51.6869756, 5.3003734 51.6870246, 5.300397 51.6871517, 5.3004435 51.6872862)",,,,
7077382,False,Wolvenhoek,residential,30,5,True,52.761,"LINESTRING (5.303039 51.6868845, 5.3030448 51.6868288, 5.3030991 51.6867379, 5.3031461 51.6866715, 5.3033036 51.6864422)",,,,
7078565,False,van der Does de Willeboissingel,residential,30,5,False,155.92,"LINESTRING (5.2961897 51.6868591, 5.2964956 51.6871717, 5.2968433 51.6875664, 5.2971426 51.6879498, 5.2972248 51.6880553, 5.2972531 51.6880954)",,,,
7075782,True,Sint Jorisstraat,residential,30,4,False,73.13499999999999,"LINESTRING (5.3008215 51.6869125, 5.3009914 51.686764, 5.3014518 51.6863835)",,,,
"[41281112, 7077704, 7077684]",False,"['Schapenmarkt', 'Vughterstraat']",residential,30,5,False,223.74200000000002,"LINESTRING (5.3008215 51.6869125, 5.3009083 51.6869597, 5.3009814 51.6870195, 5.3010256 51.6870747, 5.3012039 51.6873119, 5.301264 51.6873666, 5.3013362 51.6874233, 5.3014577 51.6874935, 5.3018369 51.6876651, 5.3019239 51.6877131, 5.3020389 51.6877795, 5.302112 51.6878391, 5.3022301 51.687943, 5.3022832 51.6880052, 5.3024418 51.6882264, 5.3024993 51.688295, 5.3025965 51.6883806, 5.3026867 51.6884536, 5.3027419 51.6884925)",,,,
7075883,True,Verwersstraat,residential,30,,False,126.369,"LINESTRING (5.3051844 51.6869599, 5.3053509 51.6868126, 5.3054831 51.6867061, 5.3056541 51.6865842, 5.3058003 51.6864664, 5.3059093 51.6863707, 5.3059292 51.6863532, 5.3059862 51.6862968, 5.3062 51.68602)",,,,
7077377,True,Postelstraat,residential,30,4,False,71.123,"LINESTRING (5.3004435 51.6872862, 5.3005504 51.6875707, 5.3006238 51.6877361, 5.300666 51.6878271, 5.3006961 51.6879062)",,,,
7077388,False,Capucijnenpoort,residential,30,,False,26.54,"LINESTRING (5.3004435 51.6872862, 5.3003766 51.687293, 5.300065 51.6873298)",,,,
335249244,False,Berewoutstraat,residential,30,,False,15.175,"LINESTRING (5.2980297 51.687458, 5.2978323 51.6875184)",,,,
335249244,False,Berewoutstraat,residential,30,,True,15.175,"LINESTRING (5.2978323 51.6875184, 5.2980297 51.687458)",,,,
52560697,True,Westwal,residential,30,,False,97.92699999999999,"LINESTRING (5.2978323 51.6875184, 5.2977887 51.6874631, 5.2976116 51.6872408, 5.2975095 51.6871138, 5.297436 51.6870265, 5.2971892 51.6867332)",,,,
"[7077364, 7077461]",True,Postelstraat,residential,30,4,False,137.808,"LINESTRING (5.3006961 51.6879062, 5.3007331 51.6880605, 5.3007772 51.6883821, 5.3007887 51.6884823, 5.3008497 51.6887131, 5.3009095 51.6888875, 5.3009266 51.6889637, 5.3009457 51.6891343)",,,,
7077586,False,Stoofstraat,residential,30,,False,72.85900000000001,"LINESTRING (5.3006961 51.6879062, 5.3008497 51.6879376, 5.3009973 51.6879669, 5.3012129 51.6879949, 5.301618 51.6880294, 5.3016847 51.688043, 5.3017191 51.6880566)",,,,
"[7077369, 7077460]",True,Snellestraat,residential,30,,False,131.209,"LINESTRING (5.3017191 51.6880566, 5.3016761 51.6881051, 5.3014699 51.6883821, 5.3013093 51.6886029, 5.3010345 51.6890178, 5.3009457 51.6891343)",,,,
7077586,False,Stoofstraat,residential,30,,True,72.859,"LINESTRING (5.3017191 51.6880566, 5.3016847 51.688043, 5.301618 51.6880294, 5.3012129 51.6879949, 5.3009973 51.6879669, 5.3008497 51.6879376, 5.3006961 51.6879062)",,,,
7077372,True,Hinthamerstraat,residential,30,,False,66.998,"LINESTRING (5.3100944 51.6885937, 5.3091282 51.688659)",,,,
"[7077446, 7077427, 7077326]",False,Louwschepoort,unclassified,30,,False,104.149,"LINESTRING (5.3100944 51.6885937, 5.3100945 51.688655, 5.3100945 51.6886558, 5.3100982 51.6887717, 5.310072 51.6891874, 5.3100604 51.689285, 5.30998 51.6895246)",,yes,,
7077374,False,Uilenburg,residential,30,,False,22.176,"LINESTRING (5.2999494 51.6886842, 5.2999338 51.6888834)",,,,
"[7077409, 7077451, 7077428, 7077431]",False,In den Boerenmouw,unclassified,30,,False,119.61400000000002,"LINESTRING (5.3086972 51.6887146, 5.3087978 51.6889149, 5.3088504 51.6889966, 5.3089997 51.6891964, 5.3090637 51.6892995, 5.3091905 51.6896208, 5.3092388 51.6897334)",,yes,,
"[204001842, 7077652, 731968767]",True,"['Hinthamerstraat', 'Sint Josephstraat']",residential,30,,False,148.924,"LINESTRING (5.3086972 51.6887146, 5.3082765 51.6887761, 5.3081295 51.6887938, 5.3076468 51.6888361, 5.3077632 51.6890833, 5.307869 51.6892973, 5.3079611 51.6894837)",,,,
7077316,False,Walpoort,residential,30,4,False,50.09100000000001,"LINESTRING (5.2987575 51.6887887, 5.2991326 51.6887566, 5.2992411 51.6887604, 5.2994748 51.6887924)",,,,
"[376002490, 7078171]",True,Sint Janssingel,residential,30,5,False,155.153,"LINESTRING (5.2987575 51.6887887, 5.2985117 51.6883832, 5.2983078 51.6881035, 5.2981166 51.6878682, 5.2979407 51.6876571, 5.2978323 51.6875184)",,,,
7077374,False,Uilenburg,residential,30,,True,22.176,"LINESTRING (5.2999338 51.6888834, 5.2999494 51.6886842)",,,,
"[7077315, 7077447]",True,"['Molenstraat', 'Sint Jansstraat']",residential,30,4,False,149.52599999999998,"LINESTRING (5.2999338 51.6888834, 5.2999214 51.6891642, 5.2999048 51.6893577, 5.2998708 51.6895039, 5.2998646 51.6895304, 5.2998074 51.689702, 5.2998002 51.689722, 5.2995427 51.6896606, 5.2992005 51.6895433, 5.2991328 51.6895391, 5.2990627 51.6895472)",,,,
44431542,False,Walpoort,residential,30,4,True,33.327,"LINESTRING (5.2999338 51.6888834, 5.2996479 51.6888391, 5.2994748 51.6887924)",,,,
7077354,True,Kruisstraat,residential,30,4,False,138.82,"LINESTRING (5.3009457 51.6891343, 5.3008683 51.6892592, 5.3006012 51.689673, 5.3006001 51.6897338, 5.3006017 51.6897576, 5.300609 51.6898466, 5.3005644 51.6899499, 5.300398 51.6903242)",,,,
"[137214114, 7077443]",False,Nieuwstraat,residential,30,,False,189.277,"LINESTRING (5.3066834 51.6894509, 5.3067322 51.6895364, 5.3068902 51.6901481, 5.307036 51.6905588, 5.3072277 51.6910729, 5.3072566 51.6911129)",,yes,,
7077649,False,Sint Josephstraat,residential,30,,False,57.473,"LINESTRING (5.3079611 51.6894837, 5.308 51.69)",,,,
376002490,True,Sint Janssingel,residential,30,5,False,86.99199999999999,"LINESTRING (5.2990627 51.6895472, 5.298955 51.6892288, 5.2989183 51.6891259, 5.2987575 51.6887887)",,,,
"[7078240, 387571791]",False,van der Does de Willeboissingel,residential,30,,False,80.96,"LINESTRING (5.2980048 51.6895934, 5.2980872 51.6899524, 5.2980895 51.6899625, 5.2980973 51.6899966, 5.2981507 51.6902289, 5.2981637 51.6903147)",,,,
