osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge,access,lanes,junction
7108445,True,Tolsteeg,residential,30,False,64.902,"LINESTRING (4.9750583 51.8270751, 4.9741645 51.8272636)",,,,
7108446,False,Eind,residential,30,False,130.89499999999998,"LINESTRING (4.9750583 51.8270751, 4.9752203 51.8272928, 4.9752994 51.8273989, 4.9754652 51.8276793, 4.9756742 51.8280506, 4.9757113 51.8281411, 4.975723 51.8281575, 4.9757426 51.8281705)",,,,
"[444362728, 7108906]",False,Buiten de Waterpoort,unclassified,30,True,99.113,"LINESTRING (4.9750583 51.8270751, 4.9750062 51.8269982, 4.9749933 51.8269807, 4.9747991 51.8267184, 4.9747491 51.8267, 4.9740608 51.8265139)",,,,
7108443,False,Kriekenmarkt,residential,30,False,40.196,"LINESTRING (4.9763022 51.8271097, 4.9763941 51.8272708, 4.9764337 51.8274599)",,,,
7108527,True,Nonnenveld,residential,30,False,111.10999999999999,"LINESTRING (4.9763022 51.8271097, 4.9764634 51.8270691, 4.9767253 51.8270396, 4.9768285 51.8270034, 4.9769065 51.8269902, 4.9769427 51.8269866, 4.9769685 51.8269883, 4.976983 51.8269911, 4.9770002 51.826997, 4.9771785 51.8270699, 4.9772812 51.8271119, 4.9777337 51.8272969)",,,,
7108527,True,Nonnenveld,residential,30,False,41.267,"LINESTRING (4.9777337 51.8272969, 4.9777854 51.8273234, 4.9781058 51.8275869)",,,,
7108453,True,Krommenhoek,residential,30,False,34.605,"LINESTRING (4.9764337 51.8274599, 4.9769277 51.8273996)",,,,
7108443,False,Kriekenmarkt,residential,30,True,40.196,"LINESTRING (4.9764337 51.8274599, 4.9763941 51.8272708, 4.9763022 51.8271097)",,,,
7108477,True,Krommenhoek,residential,30,False,29.863999999999997,"LINESTRING (4.9769277 51.8273996, 4.9770989 51.8273775, 4.9773538 51.8273469)",,,,
7108477,True,Krommenhoek,residential,30,False,26.693,"LINESTRING (4.9773538 51.8273469, 4.9775932 51.8273154, 4.9777337 51.8272969)",,,,
7108548,True,Boerenstraat,residential,30,False,34.251,"LINESTRING (4.9729757 51.8275751, 4.972854 51.8278738)",,,,
"[7108531, 7108532, 7108535]",True,"['Gracht', 'Krabsteeg', 'Schuttersgracht']",residential,30,False,79.95400000000001,"LINESTRING (4.9729757 51.8275751, 4.9729537 51.8275685, 4.9729368 51.8275613, 4.9729193 51.8275511, 4.9729039 51.8275393, 4.9724672 51.827461, 4.9724123 51.8274522, 4.9723972 51.8274533, 4.9723873 51.8274579, 4.972381 51.827467, 4.9723733 51.8274846, 4.9722469 51.8277742)",,,,
7108563,True,Schuttersgracht,residential,30,False,16.18,"LINESTRING (4.9722469 51.8277742, 4.9721816 51.827914)",,,,
7108543,True,Krommenhoek,residential,30,False,59.167,"LINESTRING (4.9777199 51.8278285, 4.9773538 51.8273469)",,,,
7108557,True,Robberstraat,residential,30,False,47.92,"LINESTRING (4.9777199 51.8278285, 4.9770414 51.8279279)",,,,
7108563,True,Schuttersgracht,residential,30,False,24.632,"LINESTRING (4.9721816 51.827914, 4.972094 51.8281288)",,,,
7108545,True,A.B.steeg,residential,30,False,59.262,"LINESTRING (4.9770414 51.8279279, 4.9769277 51.8273996)",,,,
7108594,True,Robberstraat,residential,30,False,38.958,"LINESTRING (4.9770414 51.8279279, 4.9765959 51.8279985, 4.9765351 51.8280529)",,,,
"[135330183, 135330180, 7108575]",False,"['Eind', 'Peterbrug']",residential,30,False,56.226000000000006,"LINESTRING (4.9765351 51.8280529, 4.9763694 51.8280815, 4.976045 51.8281348, 4.9758408 51.8281671, 4.9758068 51.8281721, 4.9757728 51.8281737, 4.9757426 51.8281705)",yes,,,
7108587,True,Kriekenmarkt,residential,30,False,66.48799999999999,"LINESTRING (4.9765351 51.8280529, 4.9765448 51.8279521, 4.9764363 51.8274718, 4.9764337 51.8274599)",,,,
"[7108682, 7108597, 7108718]",False,Appeldijk,residential,30,"[False, True]",221.24200000000002,"LINESTRING (4.9765351 51.8280529, 4.9765619 51.8281005, 4.9765894 51.8281491, 4.9767374 51.8285788, 4.9768492 51.8288528, 4.9768737 51.8289267, 4.9768891 51.8290014, 4.9769136 51.8291492, 4.9769646 51.8296662, 4.9769697 51.8300148)",,,,
7108565,True,Westerstraat,residential,30,False,49.485,"LINESTRING (4.9703079 51.8281451, 4.9703447 51.8281424, 4.9704103 51.8281376, 4.9710187 51.8282009)",,,,
7108566,False,Wilhelminaplein,residential,30,True,96.35399999999998,"LINESTRING (4.9703079 51.8281451, 4.9702632 51.8281409, 4.9701106 51.8281265, 4.9699508 51.8281115, 4.9698938 51.8280986, 4.9698102 51.828086, 4.9697994 51.8280844, 4.9697537 51.8280768, 4.9697259 51.8280663, 4.9697072 51.8280529, 4.9696974 51.8280433, 4.9696944 51.8280299, 4.9696961 51.8280106, 4.9697063 51.8279525, 4.9697076 51.8279276, 4.969707 51.827906, 4.9697022 51.8278821, 4.9696853 51.8278601, 4.9696667 51.8278459, 4.9696436 51.8278338, 4.9696189 51.8278227, 4.9695919 51.827815, 4.9695589 51.8278091, 4.9695247 51.8278067, 4.9694858 51.8278067, 4.9694525 51.8278108, 4.9694111 51.8278193, 4.9693765 51.8278326, 4.9693391 51.8278549, 4.9693227 51.8278693, 4.9693131 51.8278857)",,,,
"[7108564, 7108549, 133776798]",True,"['Nieuwstad', 'Kriekenstraatje']",residential,30,False,115.55000000000001,"LINESTRING (4.9710187 51.8282009, 4.9711073 51.8278507, 4.9711206 51.827837, 4.9711437 51.8278253, 4.9711696 51.82782, 4.9711731 51.8278192, 4.9712116 51.8278173, 4.9714617 51.8278421, 4.9715798 51.8278539, 4.9716951 51.8278644, 4.9719971 51.8278952, 4.972014 51.8278972, 4.9721816 51.827914)",yes,,,
7108619,True,Nieuwstad,residential,30,False,111.98199999999999,"LINESTRING (4.9710187 51.8282009, 4.9710099 51.8282372, 4.9709907 51.8283167, 4.9709148 51.8286427, 4.970866 51.8288566, 4.9708817 51.8289066, 4.9708211 51.829164, 4.9708014 51.8291953)",,,,
7108580,False,Schutterspad,residential,30,False,43.095,"LINESTRING (4.972094 51.8281288, 4.972275 51.8281594, 4.9726953 51.8282387)",,,,
7108607,True,Schuttersgracht,residential,30,False,127.953,"LINESTRING (4.972094 51.8281288, 4.9718951 51.8287065, 4.9716961 51.8292529)",,,,
7108580,False,Schutterspad,residential,30,True,43.095,"LINESTRING (4.9726953 51.8282387, 4.972275 51.8281594, 4.972094 51.8281288)",,,,
7108723,True,Boerenstraat,residential,30,False,43.795,"LINESTRING (4.9726953 51.8282387, 4.9726001 51.8284791, 4.9725496 51.8286221)",,,,
7108446,False,Eind,residential,30,True,130.89499999999998,"LINESTRING (4.9757426 51.8281705, 4.975723 51.8281575, 4.9757113 51.8281411, 4.9756742 51.8280506, 4.9754652 51.8276793, 4.9752994 51.8273989, 4.9752203 51.8272928, 4.9750583 51.8270751)",,,,
"[7108575, 135330180, 135330183]",False,"['Eind', 'Peterbrug']",residential,30,True,56.226,"LINESTRING (4.9757426 51.8281705, 4.9757728 51.8281737, 4.9758068 51.8281721, 4.9758408 51.8281671, 4.976045 51.8281348, 4.9763694 51.8280815, 4.9765351 51.8280529)",yes,,,
1254053162,False,Langendijk,residential,30,False,11.804,"LINESTRING (4.9757426 51.8281705, 4.9757141 51.828192, 4.9757073 51.8282039, 4.9757084 51.8282158, 4.9757261 51.8282685)",,,,
7108102,False,Dalemstraat,residential,30,False,7.509,"LINESTRING (4.9799012 51.8282395, 4.9799043 51.828307)",,,,
7108101,False,Lombardstraat,residential,30,False,103.67699999999999,"LINESTRING (4.9784259 51.8282878, 4.9788963 51.8282329, 4.9789121 51.8282327, 4.9789288 51.8282356, 4.9792425 51.8283048, 4.9792759 51.828311, 4.9793093 51.8283133, 4.9793421 51.8283148, 4.9793774 51.8283139, 4.9799043 51.828307)",,,,
7108636,False,Kalkhaven,residential,30,False,29.756,"LINESTRING (4.9784259 51.8282878, 4.9782064 51.828308, 4.9779976 51.8283271)",,,,
"[7108677, 7108725]",True,"['Vismarkt', 'Kalkhaven']",residential,30,False,166.75799999999998,"LINESTRING (4.9784259 51.8282878, 4.9785193 51.828587, 4.978524 51.8286018, 4.9785259 51.8286053, 4.9787035 51.8291324, 4.9787569 51.8292897, 4.9787888 51.8293836, 4.9789169 51.8297564)",,,,
7108102,False,Dalemstraat,residential,30,True,7.509,"LINESTRING (4.9799043 51.828307, 4.9799012 51.8282395)",,,,
