osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,access,bridge
7465905,Kievitsbloem,residential,30,False,False,104.35,"LINESTRING (4.3987641 52.0388972, 4.3988035 52.0389381, 4.3989262 52.0390471, 4.3990226 52.0391286, 4.399131 52.0391962, 4.3992635 52.0392583, 4.3997546 52.0394448, 4.3999 52.0395)",,,
48001209,Oudeweg,tertiary,50,False,False,186.204,"LINESTRING (4.3987641 52.0388972, 4.3985903 52.0389804, 4.3984672 52.0390449, 4.3983919 52.0390833, 4.3982803 52.0391489, 4.3981229 52.0392367, 4.3977611 52.039444, 4.3977493 52.0394508, 4.3970989 52.0398234, 4.3967489 52.0400222)",,,
7466049,Dwergwilg,residential,,False,False,63.566,"LINESTRING (4.3996428 52.0388982, 4.3995536 52.0389664, 4.4001799 52.0392596)",,,
7466053,Zwanenburch,living_street,15,False,False,28.495,"LINESTRING (4.3858642 52.0393012, 4.3862196 52.0394349)",,,
7465908,Aardaker,residential,30,False,False,32.88,"LINESTRING (4.4001799 52.0392596, 4.3999 52.0395)",,,
7466049,Dwergwilg,residential,,False,True,63.566,"LINESTRING (4.4001799 52.0392596, 4.3995536 52.0389664, 4.3996428 52.0388982)",,,
7466053,Zwanenburch,living_street,15,False,True,28.495,"LINESTRING (4.3862196 52.0394349, 4.3858642 52.0393012)",,,
"[182859186, 7466054]",Noordeinde,residential,30,False,True,71.63799999999999,"LINESTRING (4.3862196 52.0394349, 4.3863589 52.0393075, 4.3864048 52.0392235, 4.3865 52.0391, 4.3865465 52.0390687, 4.3866107 52.0390396, 4.3866939 52.0390193, 4.3868675 52.038967)",,,
444177787,Noordeinde,living_street,15,False,True,54.332,"LINESTRING (4.3862196 52.0394349, 4.3862319 52.0395482, 4.3862214 52.0396223, 4.3861693 52.0397726, 4.3860887 52.039911)",,,
7465908,Aardaker,residential,30,False,True,32.88,"LINESTRING (4.3999 52.0395, 4.4001799 52.0392596)",,,
7465905,Kievitsbloem,residential,30,False,True,104.35000000000001,"LINESTRING (4.3999 52.0395, 4.3997546 52.0394448, 4.3992635 52.0392583, 4.399131 52.0391962, 4.3990226 52.0391286, 4.3989262 52.0390471, 4.3988035 52.0389381, 4.3987641 52.0388972)",,,
"[7465913, 7466076]",Brasserskade,residential,30,False,True,76.99,"LINESTRING (4.3873703 52.03947, 4.3875465 52.0389994, 4.3875261 52.0389397, 4.3875115 52.0389278, 4.3874971 52.0389162, 4.3874793 52.0389017, 4.3873501 52.0388397)",,,
"[7465890, 7465922]","['Zwanebloem', 'Zonnedauw']",residential,30,False,False,60.382,"LINESTRING (4.3986096 52.0399483, 4.3989549 52.0401127, 4.3989749 52.0401227, 4.3993063 52.0402818)",,,
