osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge
533375451,1,tertiary,50,roundabout,True,False,9.961,"LINESTRING (4.4437166 52.2367729, 4.4437888 52.2367796, 4.4438265 52.2367936, 4.4438484 52.2368054)",,
7486284,,residential,30,,False,False,58.873000000000005,"LINESTRING (4.4462654 52.2367129, 4.4464414 52.2368777, 4.4465685 52.2369698, 4.4467919 52.2371317)",Molenstraat,
7486260,,residential,30,,False,False,74.275,"LINESTRING (4.448163 52.2369635, 4.4474528 52.2373411, 4.4473789 52.2374212)",Marcellusstraat,
7486224,,living_street,15,,False,False,52.18899999999999,"LINESTRING (4.4502065 52.2368498, 4.4504878 52.2370014, 4.4508029 52.2371439)",Goudenregenstraat,
7486300,,living_street,15,,False,False,123.57200000000002,"LINESTRING (4.4502065 52.2368498, 4.4499664 52.2370343, 4.4499718 52.2370982, 4.4496049 52.2373884, 4.4495076 52.2374061, 4.4493863 52.2375041, 4.4492422 52.2376206, 4.4492224 52.2376656, 4.4491941 52.2377298)",Marjoleinstraat,
7486366,,tertiary,50,,True,False,55.66499999999999,"LINESTRING (4.4442958 52.2373294, 4.4442246 52.2372892, 4.4441246 52.2371864, 4.4439351 52.2370438, 4.4438936 52.2370213, 4.4438332 52.2369852, 4.443754 52.236966)",Weteringkade,
1188436119,,tertiary,50,,False,False,66.794,"LINESTRING (4.4442958 52.2373294, 4.4445 52.2376, 4.4446692 52.2378843)",Weteringkade,
7486326,,living_street,15,,False,True,17.737,"LINESTRING (4.4452681 52.2370469, 4.4454731 52.2369485)",Bloemendaalstraat,
"[7486081, 7486228]",,living_street,15,,False,False,84.145,"LINESTRING (4.4452681 52.2370469, 4.445149 52.2371067, 4.4448747 52.2372444, 4.444858 52.2372828, 4.4449042 52.2373268, 4.4449144 52.2373365, 4.4452162 52.2376238)",Bloemendaalstraat,
7486326,,living_street,15,,False,False,79.848,"LINESTRING (4.4452681 52.2370469, 4.4453458 52.2371038, 4.4455828 52.2372774, 4.445572 52.2373237, 4.4453317 52.2375264, 4.4452162 52.2376238)",Bloemendaalstraat,
7486698,,tertiary,50,,False,True,409.14300000000003,"LINESTRING (4.4432893 52.2371106, 4.4428918 52.2373662, 4.4427699 52.2374689, 4.4426619 52.2375887, 4.4422669 52.2381324, 4.4421642 52.2382825, 4.4420675 52.2384238, 4.4419711 52.2386532, 4.4418731 52.2388864, 4.4417151 52.2392996, 4.4417065 52.239322, 4.4415354 52.2397528, 4.4414846 52.2398791, 4.4413337 52.2402643, 4.4412232 52.2405123)",Nieuwe Zeeweg,
547103353,,tertiary,50,,True,False,31.453999999999997,"LINESTRING (4.4432893 52.2371106, 4.4433808 52.2370185, 4.4434278 52.2369913, 4.4434729 52.2369658, 4.4435435 52.2369183, 4.4435742 52.2368904)",Nieuwe Zeeweg,
7486317,,residential,30,,False,False,3.101,"LINESTRING (4.4467919 52.2371317, 4.4468243 52.2371513)",Sint Jeroensweg,
7486284,,residential,30,,False,True,58.873,"LINESTRING (4.4467919 52.2371317, 4.4465685 52.2369698, 4.4464414 52.2368777, 4.4462654 52.2367129)",Molenstraat,
7486224,,living_street,15,,False,False,44.075,"LINESTRING (4.4508029 52.2371439, 4.4510742 52.2372377, 4.4513666 52.2373387)",Goudenregenstraat,
7486224,,living_street,15,,False,True,52.18899999999999,"LINESTRING (4.4508029 52.2371439, 4.4504878 52.2370014, 4.4502065 52.2368498)",Goudenregenstraat,
7486340,,living_street,15,,False,False,103.54499999999999,"LINESTRING (4.4508029 52.2371439, 4.4506043 52.2373062, 4.4504902 52.2373317, 4.4502177 52.2375552, 4.4502133 52.2376121, 4.4499816 52.2378088, 4.4499094 52.2378701)",Pimpernelstraat,
7486224,,living_street,15,,False,False,48.105000000000004,"LINESTRING (4.4513666 52.2373387, 4.4516796 52.2374247, 4.4520092 52.2375184)",Goudenregenstraat,
7486224,,living_street,15,,False,True,44.075,"LINESTRING (4.4513666 52.2373387, 4.4510742 52.2372377, 4.4508029 52.2371439)",Goudenregenstraat,
7486239,,living_street,15,,False,False,100.59500000000001,"LINESTRING (4.4513666 52.2373387, 4.4512171 52.2374569, 4.4512024 52.2375378, 4.4508343 52.2378195, 4.4507297 52.2378362, 4.4504923 52.2380356)",Leydtwech,
7486317,,residential,30,,False,False,31.196,"LINESTRING (4.4473789 52.2374212, 4.4477613 52.2375757)",Sint Jeroensweg,
7486260,,residential,30,,False,True,74.275,"LINESTRING (4.4473789 52.2374212, 4.4474528 52.2373411, 4.448163 52.2369635)",Marcellusstraat,
7486317,,residential,30,,False,True,48.293,"LINESTRING (4.4473789 52.2374212, 4.4469101 52.2372029, 4.4469032 52.2371988, 4.4468243 52.2371513)",Sint Jeroensweg,
7486345,,residential,30,,True,False,75.55099999999999,"LINESTRING (4.4473789 52.2374212, 4.4467605 52.2378923, 4.4467349 52.2379118, 4.4466911 52.2379345, 4.4466726 52.2379441)",Wassenaarsestraat,
7486317,,residential,30,,False,True,31.196,"LINESTRING (4.4477613 52.2375757, 4.4473789 52.2374212)",Sint Jeroensweg,
7486317,,residential,30,,False,False,22.111,"LINESTRING (4.4477613 52.2375757, 4.4479091 52.2375278, 4.4480636 52.2375465)",Sint Jeroensweg,
7486338,,residential,30,,False,False,35.869,"LINESTRING (4.4477613 52.2375757, 4.4477602 52.2376089, 4.4477873 52.2376519, 4.4479509 52.2378736)",Boerenburgerweg,
7486317,,residential,30,,False,False,79.658,"LINESTRING (4.4480636 52.2375465, 4.4481561 52.2375666, 4.4481796 52.2375703, 4.4491941 52.2377298)",Sint Jeroensweg,
7486317,,residential,30,,False,True,22.111,"LINESTRING (4.4480636 52.2375465, 4.4479091 52.2375278, 4.4477613 52.2375757)",Sint Jeroensweg,
