osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,ref
6459451,Richterenlaan,residential,30,False,False,31.445,"LINESTRING (6.37085 53.15879, 6.37077 53.1589, 6.37072 53.15906)",,,
6458287,George Wilhelmlaan,residential,30,False,False,37.559,"LINESTRING (6.38016 53.15885, 6.3800833 53.1590703, 6.38004 53.15918)",,,
6458380,Watermuldersweg,residential,30,False,False,98.098,"LINESTRING (6.38016 53.15885, 6.3810439 53.159243, 6.3811259 53.1592696, 6.3812043 53.1592894, 6.3812693 53.1593075, 6.38137 53.1593477)",,,
6459451,Richterenlaan,residential,30,False,False,64.909,"LINESTRING (6.37072 53.15906, 6.37051 53.15963)",,,
6459451,Richterenlaan,residential,30,False,True,31.445,"LINESTRING (6.37072 53.15906, 6.37077 53.1589, 6.37085 53.15879)",,,
6459508,Richterenlaan,residential,30,False,False,37.57,"LINESTRING (6.37072 53.15906, 6.37109 53.1591, 6.3712 53.1591, 6.37127 53.15908)",,,
469905665,Goldbergsingel,residential,30,False,False,6.84,"LINESTRING (6.3845394 53.1590459, 6.3845374 53.1591074)",,,
6459508,Richterenlaan,residential,30,False,True,37.57,"LINESTRING (6.37127 53.15908, 6.3712 53.1591, 6.37109 53.1591, 6.37072 53.15906)",,,
6458508,Nijenoertweg,unclassified,30,False,False,51.661,"LINESTRING (6.3770225 53.1591198, 6.3777802 53.159217)",,,
6458287,George Wilhelmlaan,residential,30,False,False,105.85,"LINESTRING (6.38004 53.15918, 6.3797304 53.1600378, 6.3797013 53.16011)",,,
6458287,George Wilhelmlaan,residential,30,False,True,37.559,"LINESTRING (6.38004 53.15918, 6.3800833 53.1590703, 6.38016 53.15885)",,,
6458349,Carel Hieronymuslaan,residential,30,False,False,114.02199999999999,"LINESTRING (6.38004 53.15918, 6.3802936 53.1592777, 6.3803174 53.1593562, 6.38019 53.15968, 6.3801475 53.1598277, 6.38014 53.16011)",,,
6458508,Nijenoertweg,unclassified,30,False,True,51.661,"LINESTRING (6.3777802 53.159217, 6.3770225 53.1591198)",,,
6458193,Nijenoertweg,residential,30,False,False,69.66,"LINESTRING (6.3777802 53.159217, 6.3777533 53.1593064, 6.3777057 53.1594454, 6.3776968 53.1594706, 6.3775698 53.1598306)",,,
6459498,Grietenij,residential,30,False,False,37.743,"LINESTRING (6.37313 53.1593, 6.37345 53.15958)",,,
6458380,Watermuldersweg,residential,30,False,False,40.659,"LINESTRING (6.38137 53.1593477, 6.3814863 53.1593804, 6.3815513 53.1593963, 6.3816202 53.1594059, 6.3816674 53.1594172, 6.3817136 53.1594319, 6.3819 53.15952)",,,
6458380,Watermuldersweg,residential,30,False,True,98.098,"LINESTRING (6.38137 53.1593477, 6.3812693 53.1593075, 6.3812043 53.1592894, 6.3811259 53.1592696, 6.3810439 53.159243, 6.38016 53.15885)",,,
6458553,Euroweg,unclassified,30,False,False,85.082,"LINESTRING (6.38137 53.1593477, 6.3813341 53.1595845, 6.3813222 53.1596692, 6.38126 53.16011)",,,
6458380,Watermuldersweg,residential,30,False,False,221.307,"LINESTRING (6.3819 53.15952, 6.38288 53.16002, 6.38419 53.16061, 6.3842764 53.1606284, 6.3843655 53.1606413, 6.3844623 53.160649, 6.3845751 53.1606549)",,,
6458380,Watermuldersweg,residential,30,False,True,40.659,"LINESTRING (6.3819 53.15952, 6.3817136 53.1594319, 6.3816674 53.1594172, 6.3816202 53.1594059, 6.3815513 53.1593963, 6.3814863 53.1593804, 6.38137 53.1593477)",,,
"[6458513, 469901454]",Het Anker,residential,30,False,"[False, True]",103.494,"LINESTRING (6.3819 53.15952, 6.3822008 53.1592945, 6.3824785 53.1590863, 6.3825658 53.1590524, 6.3826917 53.15904, 6.3829596 53.1590501, 6.3830854 53.1590548)",,,
6459498,Grietenij,residential,30,False,True,37.743,"LINESTRING (6.37345 53.15958, 6.37313 53.1593)",,,
6459324,Grietenij,residential,30,False,False,46.249,"LINESTRING (6.37345 53.15958, 6.37334 53.15968, 6.37324 53.15997)",,,
6459197,Kerspellaan,residential,30,False,False,104.825,"LINESTRING (6.37051 53.15963, 6.37205 53.15982)",,,
6459451,Richterenlaan,residential,30,False,False,50.221,"LINESTRING (6.37051 53.15963, 6.37034 53.16007)",,,
6459451,Richterenlaan,residential,30,False,True,64.909,"LINESTRING (6.37051 53.15963, 6.37072 53.15906)",,,
6458407,Nijenoertweg,unclassified,30,False,False,68.187,"LINESTRING (6.376569 53.1597043, 6.3768894 53.1597454, 6.3775698 53.1598306)",,,
6459128,Jonkerslaan,unclassified,30,False,False,189.637,"LINESTRING (6.37205 53.15982, 6.3714588 53.1614882)",,,
6459197,Kerspellaan,residential,30,False,False,81.073,"LINESTRING (6.37205 53.15982, 6.37324 53.15997)",,,
6459197,Kerspellaan,residential,30,False,True,104.825,"LINESTRING (6.37205 53.15982, 6.37051 53.15963)",,,
6458193,Nijenoertweg,residential,30,False,False,9.652,"LINESTRING (6.3775698 53.1598306, 6.3775413 53.1599157)",,,
6458193,Nijenoertweg,residential,30,False,True,69.66,"LINESTRING (6.3775698 53.1598306, 6.3776968 53.1594706, 6.3777057 53.1594454, 6.3777533 53.1593064, 6.3777802 53.159217)",,,
6458407,Nijenoertweg,unclassified,30,False,True,68.187,"LINESTRING (6.3775698 53.1598306, 6.3768894 53.1597454, 6.376569 53.1597043)",,,
6458193,Nijenoertweg,residential,30,False,True,9.652,"LINESTRING (6.3775413 53.1599157, 6.3775698 53.1598306)",,,
6458193,Nijenoertweg,residential,30,False,False,73.286,"LINESTRING (6.3775413 53.1599157, 6.3773647 53.1603985, 6.37731 53.16056)",,,
6458448,Groevelaan,residential,30,False,False,146.09499999999997,"LINESTRING (6.3775413 53.1599157, 6.3787204 53.1600648, 6.3788325 53.160079, 6.3791217 53.1601024, 6.3793658 53.160109, 6.3795782 53.1601096, 6.3797013 53.16011)",,,
6458332,Goldbergsingel,residential,30,False,False,80.713,"LINESTRING (6.3845585 53.1599291, 6.3845751 53.1606549)",,,
