osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,bridge,ref
7040229,Sniep,unclassified,50,False,False,69.444,"LINESTRING (4.9788865 52.3328257, 4.9784967 52.3329537, 4.9784612 52.3329762, 4.9784394 52.3329948, 4.9784216 52.3330207, 4.9784112 52.3330575, 4.978415 52.3330903, 4.9784272 52.333156, 4.978456 52.3332904)",,,,
"[845413591, 153835397, 845413590, 7040151]","['Stammerhove', 'Stammerkamp']",unclassified,50,True,False,636.838,"LINESTRING (4.9855803 52.3329443, 4.9855873 52.3328338, 4.9855458 52.3323208, 4.9855091 52.3318914, 4.985504 52.3318298, 4.9854791 52.3315296, 4.9854474 52.3311462, 4.9854216 52.3308347, 4.9854145 52.3307187, 4.9854161 52.3306888, 4.9854258 52.3306588, 4.9854446 52.3306361, 4.9854675 52.330619, 4.9855032 52.3306042, 4.9855312 52.3305971, 4.9855675 52.3305902, 4.9856244 52.3305838, 4.9861285 52.3305688, 4.9864556 52.3305587, 4.9865738 52.3305562, 4.9866808 52.3305678, 4.986705 52.3305755, 4.9867304 52.3305877, 4.9867522 52.3306049, 4.9867737 52.3306261, 4.9867862 52.3306555, 4.9867955 52.3307193, 4.9868015 52.3307932, 4.9868417 52.3313092, 4.9868529 52.3314521, 4.9868652 52.3315945, 4.9868682 52.3316257, 4.9868646 52.3316521, 4.9868607 52.3316662, 4.9868541 52.3316799, 4.9868351 52.3317071, 4.9867935 52.3317693, 4.9867866 52.3317826, 4.9867824 52.3317952, 4.986781 52.3318084, 4.986782 52.3318212, 4.9868757 52.3329347, 4.9868836 52.3330528, 4.986877 52.3330929, 4.9868478 52.3331303, 4.9868017 52.3331519)",1,5,,
7040231,Stammerkamp,unclassified,50,False,False,30.57,"LINESTRING (4.9855803 52.3329443, 4.9855944 52.3330888, 4.9856012 52.3332189)",2,4.5,,
7040240,Muiderstraatweg,unclassified,50,False,False,59.894,"LINESTRING (4.9855803 52.3329443, 4.9854162 52.3329449, 4.9846999 52.3329689)",2,4.75,,
7040205,Muiderstraatweg,unclassified,50,False,False,111.231,"LINESTRING (4.9801041 52.333184, 4.9803981 52.3331788, 4.9807449 52.3331512, 4.9813161 52.3331033, 4.9814201 52.3330921, 4.9814835 52.3330753, 4.9815258 52.3330592, 4.981568 52.3330351, 4.9816031 52.3330033, 4.9816323 52.3329634)",,4,,
7040474,Stammerdijk,unclassified,50,False,True,21.456,"LINESTRING (4.9801041 52.333184, 4.9801017 52.3332352, 4.9801048 52.3333007, 4.9800904 52.3333764)",2,7,,
"[7040472, 7040466]",Muiderstraatweg,unclassified,30,False,False,194.524,"LINESTRING (4.9868017 52.3331519, 4.986888 52.3332062, 4.9869818 52.3332523, 4.9870601 52.3332889, 4.9871187 52.3333074, 4.9871592 52.333316, 4.9872125 52.3333232, 4.9872672 52.3333235, 4.9873515 52.3333206, 4.9895663 52.3332542)",,5,,
"[845404104, 7040475]",Muiderstraatweg,unclassified,50,False,False,82.562,"LINESTRING (4.9868017 52.3331519, 4.9867678 52.3331673, 4.9867277 52.3331776, 4.9867068 52.333181, 4.9866135 52.3331889, 4.9865111 52.3331933, 4.9856012 52.3332189)",2,"['5.5', '5']",,
845404104,Muiderstraatweg,unclassified,50,False,False,12.972,"LINESTRING (4.9856012 52.3332189, 4.9854105 52.3332244)",2,5.5,,
7040231,Stammerkamp,unclassified,50,False,True,30.57,"LINESTRING (4.9856012 52.3332189, 4.9855944 52.3330888, 4.9855803 52.3329443)",2,4.5,,
"[845404104, 7040475]",Muiderstraatweg,unclassified,50,False,True,82.56200000000001,"LINESTRING (4.9856012 52.3332189, 4.9865111 52.3331933, 4.9866135 52.3331889, 4.9867068 52.333181, 4.9867277 52.3331776, 4.9867678 52.3331673, 4.9868017 52.3331519)",2,"['5.5', '5']",,
"[153630929, 515595450, 7040229]",Sniep,unclassified,50,False,False,38.922000000000004,"LINESTRING (4.978456 52.3332904, 4.9784704 52.3333553, 4.9785595 52.333512, 4.9786182 52.3336251)",,,,
7040229,Sniep,unclassified,50,False,True,69.444,"LINESTRING (4.978456 52.3332904, 4.9784272 52.333156, 4.978415 52.3330903, 4.9784112 52.3330575, 4.9784216 52.3330207, 4.9784394 52.3329948, 4.9784612 52.3329762, 4.9784967 52.3329537, 4.9788865 52.3328257)",,,,
844997906,Sniep,unclassified,50,False,True,85.96000000000001,"LINESTRING (4.978456 52.3332904, 4.9783429 52.3332903, 4.9783151 52.3332925, 4.9782862 52.3332979, 4.9782325 52.3333137, 4.9780214 52.3334143, 4.9779568 52.3334451, 4.9778411 52.3334982, 4.9778171 52.3335038, 4.9777913 52.333504, 4.9777702 52.3334997, 4.9777522 52.3334916, 4.9777394 52.333478, 4.9776877 52.3334232, 4.9775309 52.3332566)",,,,
7040541,Muiderstraatweg,unclassified,50,True,False,11.716,"LINESTRING (4.9840724 52.333388, 4.984038 52.3334044, 4.9839956 52.333418, 4.9839591 52.3334234, 4.9839163 52.3334276)",1,3,,
"[7040545, 322774227]",Weteringweg,secondary,"['70', '50']",True,False,173.97,"LINESTRING (4.9840724 52.333388, 4.9841071 52.3334091, 4.984131 52.3334287, 4.9841508 52.3334495, 4.9841781 52.3334915, 4.9842026 52.3335355, 4.9842182 52.3335704, 4.9842279 52.3336092, 4.9842432 52.3336926, 4.9842558 52.3337779, 4.984263 52.3338217, 4.9842696 52.3338448, 4.9842755 52.3338662, 4.9842951 52.3339148, 4.9843295 52.3339815, 4.984354 52.3340243, 4.9843691 52.3340474, 4.984381 52.3340626, 4.9844238 52.3341128, 4.9844713 52.3341618, 4.984504 52.3341906, 4.9845408 52.3342235, 4.9846298 52.334289, 4.9849214 52.3344775, 4.9852181 52.3346661, 4.9852577 52.3347195)",1,3.5,,
7040474,Stammerdijk,unclassified,50,False,False,21.456,"LINESTRING (4.9800904 52.3333764, 4.9801048 52.3333007, 4.9801017 52.3332352, 4.9801041 52.333184)",2,7,,
7040474,Stammerdijk,unclassified,50,False,True,10.193,"LINESTRING (4.9800904 52.3333764, 4.9800817 52.3334034, 4.980053 52.3334651)",2,7,,
"[845346885, 383848339, 383848344, 320572376, 7040504]",Muiderstraatweg,secondary,50,True,False,267.30199999999996,"LINESTRING (4.9800904 52.3333764, 4.9802521 52.3333567, 4.9809501 52.3332946, 4.9810446 52.3332783, 4.981256 52.3332615, 4.9816234 52.333251, 4.9817244 52.3332546, 4.9817781 52.3332589, 4.9818304 52.3332632, 4.9826408 52.3332419, 4.9828478 52.3332364, 4.9830575 52.3332301, 4.9831856 52.3332263, 4.9833777 52.3332213, 4.9834773 52.3332203, 4.9835462 52.3332235, 4.9836106 52.3332298, 4.9836626 52.3332372, 4.9837536 52.3332558, 4.9838192 52.3332756, 4.9838795 52.3332952, 4.9839658 52.3333294)",1,"['3.5', '4']",,
153630908,Muiderstraatweg,unclassified,50,True,False,11.504000000000001,"LINESTRING (4.9839163 52.3334276, 4.9839264 52.3333925, 4.98394 52.3333621, 4.9839658 52.3333294)",1,3,,
"[383848330, 845346884, 383848341]",Muiderstraatweg,secondary,50,True,False,266.272,"LINESTRING (4.9839163 52.3334276, 4.9838612 52.3334068, 4.9838065 52.3333878, 4.9837206 52.3333601, 4.9836455 52.3333383, 4.9835777 52.3333249, 4.9835106 52.3333211, 4.983441 52.3333194, 4.9833844 52.3333182, 4.9831666 52.3333223, 4.9829301 52.3333284, 4.9828515 52.3333299, 4.9825709 52.333338, 4.9821557 52.3333476, 4.9813242 52.3333685, 4.9809686 52.3333745, 4.9808424 52.3333814, 4.9806332 52.3334007, 4.9803552 52.3334254, 4.980053 52.3334651)","['1', '2', '3']","['3.5', '5.5', '8.5']",,
"[1046892880, 1046892881, 7040470, 7040471]",Overdiemerweg,unclassified,"['50', '30']",False,False,569.55,"LINESTRING (4.980053 52.3334651, 4.9800368 52.3335043, 4.9800413 52.3335839, 4.9800372 52.3336736, 4.9800336 52.3337122, 4.9800103 52.3338342, 4.9800142 52.3339991, 4.980003 52.3340636, 4.9799941 52.3341645, 4.9799902 52.3342266, 4.979985 52.3343241, 4.9799888 52.3343784, 4.9799991 52.3344295, 4.9800161 52.3344799, 4.9800765 52.3346053, 4.9801616 52.3347596, 4.9801854 52.3348091, 4.9801967 52.3348353, 4.9802053 52.3348629, 4.9802128 52.3349016, 4.9802151 52.3349289, 4.9802141 52.3349777, 4.9801804 52.3351386, 4.9801486 52.3352186, 4.9801165 52.3353185, 4.9801015 52.3353802, 4.9800963 52.3354091, 4.980093 52.3354606, 4.9800953 52.3355151, 4.9801095 52.3355549, 4.9801308 52.3355984, 4.9801567 52.3356332, 4.9801882 52.3356652, 4.9802184 52.3356943, 4.9802769 52.3357422, 4.9803469 52.3357936, 4.9804165 52.3358373, 4.9805085 52.3358866, 4.9805863 52.3359234, 4.9806402 52.335945, 4.9806849 52.3359609, 4.9808127 52.3360027, 4.9809254 52.3360361, 4.9810796 52.3360805, 4.9814743 52.3361885, 4.9817611 52.3362721, 4.9818257 52.3362937, 4.9818794 52.3363128, 4.9821025 52.3364015, 4.9823357 52.3365, 4.9825072 52.3365721, 4.9825916 52.3366087, 4.9826718 52.3366453, 4.9828133 52.3367182, 4.982919 52.3367774, 4.9829977 52.3368268, 4.9830829 52.3368847, 4.9832598 52.3369951, 4.9833431 52.3370477, 4.9833898 52.3370767, 4.9834936 52.3371402, 4.9836846 52.3372608, 4.9838862 52.3373954)",2,"['2.75', '3.25', '4.25', '5']",,
7040474,Stammerdijk,unclassified,50,False,False,10.193,"LINESTRING (4.980053 52.3334651, 4.9800817 52.3334034, 4.9800904 52.3333764)",2,7,,
"[383848337, 7040549, 7040575]",Muiderstraatweg,secondary,50,True,False,99.12700000000001,"LINESTRING (4.980053 52.3334651, 4.9798738 52.3334844, 4.9796962 52.3335068, 4.9793266 52.3335689, 4.9791941 52.3335883, 4.9788496 52.3336556, 4.9786467 52.3336978)","['2', '3']",8,yes,
153630929,Sniep,unclassified,50,False,False,8.313,"LINESTRING (4.9786182 52.3336251, 4.9786467 52.3336978)",,,,
"[153630929, 515595450, 7040229]",Sniep,unclassified,50,False,True,38.922000000000004,"LINESTRING (4.9786182 52.3336251, 4.9785595 52.333512, 4.9784704 52.3333553, 4.978456 52.3332904)",,,,
"[7040504, 7040546, 383848331]",Muiderstraatweg,secondary,50,True,False,103.80900000000001,"LINESTRING (4.9786182 52.3336251, 4.9789059 52.3335751, 4.9793006 52.33351, 4.9796718 52.3334511, 4.9798556 52.3334153, 4.9799053 52.333405, 4.9800904 52.3333764)",1,,yes,
153630929,Sniep,unclassified,50,False,True,8.313,"LINESTRING (4.9786467 52.3336978, 4.9786182 52.3336251)",,,,
7040571,Muiderstraatweg,secondary,50,True,False,79.61,"LINESTRING (4.9786467 52.3336978, 4.9784593 52.3337508, 4.9778397 52.3338807, 4.9777066 52.3339056, 4.97766 52.3339117, 4.9776156 52.3339138, 4.9775369 52.333913)",2,,,
7040573,Muiderstraatweg,secondary,50,True,False,79.398,"LINESTRING (4.9774911 52.3338018, 4.9776104 52.3338001, 4.9777257 52.3337894, 4.9777915 52.3337802, 4.9778475 52.3337684, 4.9783717 52.3336649, 4.9786182 52.3336251)",2,,,
444066587,Muiderstraatweg,secondary,50,True,False,12.909,"LINESTRING (4.9774911 52.3338018, 4.9775142 52.3338313, 4.9775274 52.3338592, 4.9775364 52.3338863, 4.9775369 52.333913)",1,3,,S113
7040570,Muiderstraatweg,secondary,50,True,False,12.694999999999999,"LINESTRING (4.9773927 52.3338975, 4.9774111 52.3338749, 4.9774335 52.3338459, 4.9774581 52.3338215, 4.9774911 52.3338018)",1,3,,
153630932,Weteringweg,secondary_link,50,True,False,10.524,"LINESTRING (4.988674 52.3373312, 4.9887974 52.337274)",,,,
"[7040569, 322774226, 741005283, 741005284]",Weteringweg,secondary,70,True,False,229.00900000000001,"LINESTRING (4.988674 52.3373312, 4.9884663 52.337111, 4.988093 52.3368001, 4.9878272 52.3365671, 4.9877287 52.336464, 4.9876663 52.3363671, 4.9875725 52.3362253, 4.987505 52.3361523, 4.9872637 52.3359196, 4.9868412 52.3356141)","['1', '2']",,,
