osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,bridge,width
"[6535987, 6535974]",Woudweg,tertiary,"['50', '30']",False,False,201.41000000000003,"LINESTRING (5.9988033 53.3198997, 5.99899 53.32002, 6.0007364 53.3211359, 6.00081 53.3211793, 6.0008748 53.3212224)",,,,
6535622,Dominee M. W. Scheltemastraat,residential,30,False,True,50.063,"LINESTRING (6.0031921 53.3198804, 6.0024388 53.3198655)",,,,
6535622,Dominee M. W. Scheltemastraat,residential,30,False,False,72.146,"LINESTRING (6.0031921 53.3198804, 6.0038545 53.3198868, 6.004278 53.3198944)",,,,
6535835,Creditonstraat,residential,30,False,False,59.324,"LINESTRING (6.0031921 53.3198804, 6.0031803 53.3201336, 6.0031672 53.3204137)",,,,
6535622,Dominee M. W. Scheltemastraat,residential,30,False,True,72.146,"LINESTRING (6.004278 53.3198944, 6.0038545 53.3198868, 6.0031921 53.3198804)",,,,
6535857,Het Woudven,residential,30,False,False,96.931,"LINESTRING (5.9985799 53.3203776, 5.99752 53.32037, 5.9971207 53.320366)",,,,
6535850,Kempiusstraat,residential,30,False,False,24.881,"LINESTRING (6.0031672 53.3204137, 6.0035106 53.3205031)",,,,
6535661,Kempiusstraat,residential,30,False,False,51.379000000000005,"LINESTRING (6.0031672 53.3204137, 6.0031055 53.3204481, 6.0024164 53.3204439)",,,,
6535835,Creditonstraat,residential,30,False,True,59.324,"LINESTRING (6.0031672 53.3204137, 6.0031803 53.3201336, 6.0031921 53.3198804)",,,,
6535607,Fuldastraat,residential,30,False,True,64.332,"LINESTRING (6.0024164 53.3204439, 6.0024388 53.3198655)",,,,
6535607,Fuldastraat,residential,30,False,False,73.064,"LINESTRING (6.0024164 53.3204439, 6.0023828 53.3205009, 6.0023706 53.3210975)",,,,
6535661,Kempiusstraat,residential,30,False,True,51.379000000000005,"LINESTRING (6.0024164 53.3204439, 6.0031055 53.3204481, 6.0031672 53.3204137)",,,,
6535850,Kempiusstraat,residential,30,False,True,24.881,"LINESTRING (6.0035106 53.3205031, 6.0031672 53.3204137)",,,,
6535850,Kempiusstraat,residential,30,False,False,47.751000000000005,"LINESTRING (6.0035106 53.3205031, 6.0035537 53.3205032, 6.003895 53.3205036, 6.0042295 53.3205041)",,,,
6535868,Liobastraat,residential,30,False,False,68.978,"LINESTRING (6.0035106 53.3205031, 6.0034871 53.3208773, 6.0034717 53.321123)",,,,
6535663,Titus Brandsmastrjitte,residential,30,True,False,67.884,"LINESTRING (6.0042295 53.3205041, 6.0042345 53.3204558, 6.0042647 53.3201636, 6.0042714 53.3199691, 6.004278 53.3198944)",,,,
6535850,Kempiusstraat,residential,30,False,True,47.751000000000005,"LINESTRING (6.0042295 53.3205041, 6.003895 53.3205036, 6.0035537 53.3205032, 6.0035106 53.3205031)",,,,
6535831,Birdaarderstraatweg,unclassified,30,False,False,71.69800000000001,"LINESTRING (5.9926305 53.3207787, 5.9925287 53.3210679, 5.9924275 53.3214119)",,,,
6535721,Birdaarderstraatweg,unclassified,30,False,True,60.708,"LINESTRING (5.9942637 53.3211885, 5.9943992 53.3211963, 5.995162 53.3212873)",,,,
6535746,Liudgerleane,residential,30,False,False,76.55999999999999,"LINESTRING (6.001218 53.3210907, 6.0015061 53.3210924, 6.00171 53.3210936, 6.001776 53.321094, 6.0023047 53.3210971, 6.0023706 53.3210975)",,,,
"[829997645, 6535871]",Liudgerleane,unclassified,30,False,False,17.672,"LINESTRING (6.001218 53.3210907, 6.0012047 53.3211435, 6.0011887 53.3211767, 6.0011647 53.3212039, 6.001123 53.3212355)",2,,,
6535746,Liudgerleane,residential,30,False,False,6.881,"LINESTRING (6.0023706 53.3210975, 6.0024742 53.3210981)",,,,
6535607,Fuldastraat,residential,30,False,True,73.064,"LINESTRING (6.0023706 53.3210975, 6.0023828 53.3205009, 6.0024164 53.3204439)",,,,
6535746,Liudgerleane,residential,30,False,True,76.56,"LINESTRING (6.0023706 53.3210975, 6.0023047 53.3210971, 6.001776 53.321094, 6.00171 53.3210936, 6.0015061 53.3210924, 6.001218 53.3210907)",,,,
6535746,Liudgerleane,residential,30,False,True,6.881,"LINESTRING (6.0024742 53.3210981, 6.0023706 53.3210975)",,,,
6535920,Liudgerleane,residential,30,False,False,66.312,"LINESTRING (6.0024742 53.3210981, 6.0034717 53.321123)",,,,
6535892,Bronlaan,residential,30,False,False,93.75,"LINESTRING (6.0024742 53.3210981, 6.0025234 53.3211581, 6.0025437 53.32121, 6.0025517 53.3212582, 6.00253 53.3213254, 6.0026022 53.32193)",,,,
6535920,Liudgerleane,residential,30,False,True,18.609,"LINESTRING (6.0054716 53.3211795, 6.0051915 53.3211834)",,,,
6535920,Liudgerleane,residential,30,False,False,52.914,"LINESTRING (6.0054716 53.3211795, 6.0055402 53.3211793, 6.0059284 53.3211784, 6.0062681 53.3211848)",,,,
6535920,Liudgerleane,residential,30,False,False,50.866,"LINESTRING (6.0034717 53.321123, 6.0042365 53.3211466)",,,,
6535920,Liudgerleane,residential,30,False,True,66.312,"LINESTRING (6.0034717 53.321123, 6.0024742 53.3210981)",,,,
6535868,Liobastraat,residential,30,False,True,68.978,"LINESTRING (6.0034717 53.321123, 6.0034871 53.3208773, 6.0035106 53.3205031)",,,,
6535920,Liudgerleane,residential,30,False,True,50.866,"LINESTRING (6.0042365 53.3211466, 6.0034717 53.321123)",,,,
6535663,Titus Brandsmastrjitte,residential,30,True,False,71.51899999999999,"LINESTRING (6.0042365 53.3211466, 6.0042411 53.3208311, 6.0042179 53.3206382, 6.0042295 53.3205041)",,,,
6535920,Liudgerleane,residential,30,False,False,63.602999999999994,"LINESTRING (6.0042365 53.3211466, 6.0042792 53.3211523, 6.0044876 53.3211619, 6.0051915 53.3211834)",,,,
6535751,Pelmeulenpadsje,unclassified,30,False,False,16.17,"LINESTRING (5.995162 53.3212873, 5.9951659 53.3214327)",,,,
6535721,Birdaarderstraatweg,unclassified,30,False,False,60.708,"LINESTRING (5.995162 53.3212873, 5.9943992 53.3211963, 5.9942637 53.3211885)",,,,
6535751,Pelmeulenpadsje,unclassified,30,False,True,132.01500000000001,"LINESTRING (5.995162 53.3212873, 5.9953665 53.32069, 5.9954235 53.3205572, 5.9951675 53.3205281, 5.9950944 53.3204961, 5.9950775 53.3204592, 5.9951059 53.3203625, 5.9950807 53.3203244, 5.9950159 53.3202878)",,,,
6535920,Liudgerleane,residential,30,False,False,18.609,"LINESTRING (6.0051915 53.3211834, 6.0054716 53.3211795)",,,,
6535588,Kapellaan,residential,30,False,False,181.82599999999996,"LINESTRING (6.0051915 53.3211834, 6.0051823 53.3213981, 6.0052399 53.3215821, 6.0054606 53.3222323, 6.0055011 53.3222962, 6.0055527 53.3223526, 6.0056535 53.3224361, 6.0056633 53.3224442, 6.0059637 53.3227143)",,,,
6535920,Liudgerleane,residential,30,False,True,63.603,"LINESTRING (6.0051915 53.3211834, 6.0044876 53.3211619, 6.0042792 53.3211523, 6.0042365 53.3211466)",,,,
6535986,,tertiary,30,True,False,18.287999999999997,"LINESTRING (6.0008748 53.3212224, 6.0009249 53.3212055, 6.0009901 53.3211966, 6.0010423 53.3212034, 6.0010849 53.3212167, 6.001123 53.3212355)",,roundabout,,
"[6535987, 6535974]",Woudweg,tertiary,"['30', '50']",False,True,201.41000000000003,"LINESTRING (6.0008748 53.3212224, 6.00081 53.3211793, 6.0007364 53.3211359, 5.99899 53.32002, 5.9988033 53.3198997)",,,,
6535986,,tertiary,30,True,False,22.421,"LINESTRING (6.001123 53.3212355, 6.0011411 53.3212461, 6.0011649 53.3212914, 6.0011596 53.3213245, 6.0011321 53.3213588, 6.0010916 53.3213822, 6.0010399 53.3213966)",,roundabout,,
"[829997645, 6535871]",Liudgerleane,unclassified,30,False,True,17.672,"LINESTRING (6.001123 53.3212355, 6.0011647 53.3212039, 6.0011887 53.3211767, 6.0012047 53.3211435, 6.001218 53.3210907)",2,,,
6535924,Birdaarderstraatweg,tertiary,30,False,False,44.913,"LINESTRING (6.0008455 53.3213475, 6.0007385 53.3213756, 6.0006066 53.3214007, 6.0005014 53.3214023, 6.0001859 53.3214079)",,,,
6535986,,tertiary,30,True,False,14.893,"LINESTRING (6.0008455 53.3213475, 6.0008245 53.3213038, 6.0008314 53.3212693, 6.0008547 53.3212403, 6.0008748 53.3212224)",,roundabout,,
6535996,Woudweg,tertiary,30,False,False,89.129,"LINESTRING (6.0010399 53.3213966, 6.0010698 53.3214727, 6.0010915 53.3215965, 6.0011043 53.3216859, 6.0011055 53.3217241, 6.0011203 53.322195)",,,,
812738367,,tertiary,30,True,False,15.041,"LINESTRING (6.0010399 53.3213966, 6.0009945 53.3214002, 6.0009391 53.3213946, 6.0008915 53.3213794, 6.0008455 53.3213475)",,roundabout,,
6535751,Pelmeulenpadsje,unclassified,30,False,True,16.17,"LINESTRING (5.9951659 53.3214327, 5.995162 53.3212873)",,,,
6535944,Birdaarderstraatweg,tertiary,30,False,True,22.12,"LINESTRING (5.9951659 53.3214327, 5.9948329 53.3214358)",,,,
"[6535944, 82835106, 6535924]",Birdaarderstraatweg,tertiary,30,False,"[False, True]",65.627,"LINESTRING (5.9951659 53.3214327, 5.9957045 53.3214305, 5.9958349 53.3214254, 5.9960423 53.3214294, 5.9961533 53.3214339)",,,yes,
6535778,Lyceumweg,unclassified,30,True,False,35.288000000000004,"LINESTRING (5.9990348 53.321429, 5.9990391 53.3217162, 5.9990154 53.3217428)",,,,
6535924,Birdaarderstraatweg,tertiary,30,False,False,178.223,"LINESTRING (5.9990348 53.321429, 5.9983649 53.3214237, 5.9982911 53.3214231, 5.998188 53.3214106, 5.99765 53.32141, 5.9974915 53.3214335, 5.9963585 53.3214352)",,,,
6535924,Birdaarderstraatweg,tertiary,30,False,True,76.786,"LINESTRING (5.9990348 53.321429, 5.9991649 53.321428, 5.9993092 53.3214268, 5.9994404 53.3214051, 6.0001859 53.3214079)",,,,
6535779,Van Kleffensstraat,unclassified,30,False,False,73.93,"LINESTRING (5.9924275 53.3214119, 5.9924073 53.3214785, 5.9923988 53.3215066, 5.9923697 53.3215849, 5.9923543 53.3216102, 5.9923231 53.3217633, 5.9922926 53.3219132, 5.9922912 53.3219241, 5.9922912 53.3219335, 5.9922943 53.3219422, 5.9922978 53.3219515, 5.992324 53.3220121, 5.9923448 53.3220656)",,,,
6535831,Birdaarderstraatweg,unclassified,30,False,True,71.69800000000001,"LINESTRING (5.9924275 53.3214119, 5.9925287 53.3210679, 5.9926305 53.3207787)",,,,
6535944,Birdaarderstraatweg,tertiary,30,False,False,159.795,"LINESTRING (5.9924275 53.3214119, 5.9936872 53.3214181, 5.9941881 53.3214258, 5.9945749 53.3214318, 5.9948329 53.3214358)",,,,
6535944,Birdaarderstraatweg,tertiary,30,False,False,22.12,"LINESTRING (5.9948329 53.3214358, 5.9951659 53.3214327)",,,,
6535891,De Omloop,unclassified,30,False,False,53.194,"LINESTRING (5.9948329 53.3214358, 5.9947271 53.3216271, 5.9947276 53.3216518, 5.9947314 53.3218492, 5.9947324 53.321904)",,,,
6535944,Birdaarderstraatweg,tertiary,30,False,True,159.795,"LINESTRING (5.9948329 53.3214358, 5.9945749 53.3214318, 5.9941881 53.3214258, 5.9936872 53.3214181, 5.9924275 53.3214119)",,,,
6535600,Hoedemakersweg,unclassified,30,False,False,24.878,"LINESTRING (5.9947324 53.321904, 5.9947387 53.3221277)",,,,
6535873,De Omloop,residential,30,False,False,161.329,"LINESTRING (5.9947324 53.321904, 5.9949309 53.3219435, 5.9950396 53.3220697, 5.9951044 53.3222493, 5.9951445 53.3224122, 5.9951432 53.3226248, 5.9950951 53.3228073, 5.994939 53.3230802, 5.9946982 53.3231223)",,,,
6535891,De Omloop,unclassified,30,False,True,53.194,"LINESTRING (5.9947324 53.321904, 5.9947314 53.3218492, 5.9947276 53.3216518, 5.9947271 53.3216271, 5.9948329 53.3214358)",,,,
6535630,Bronlaan,residential,30,False,False,51.995,"LINESTRING (6.0026022 53.32193, 6.0024458 53.3219416, 6.0023008 53.3219765, 6.0021785 53.3220346, 6.0020889 53.3221111, 6.0020395 53.3221997)",,,,
6535892,Bronlaan,residential,30,False,True,93.75,"LINESTRING (6.0026022 53.32193, 6.00253 53.3213254, 6.0025517 53.3212582, 6.0025437 53.32121, 6.0025234 53.3211581, 6.0024742 53.3210981)",,,,
6535895,Bronlaan,residential,30,False,False,81.832,"LINESTRING (6.0026022 53.32193, 6.0027181 53.3219488, 6.0028237 53.321983, 6.0029134 53.3220307, 6.0029824 53.3220894, 6.0030356 53.3221752, 6.0030393 53.3222224, 6.0030399 53.3222823, 6.0030072 53.3223475, 6.0029675 53.3224012, 6.002928 53.3224382, 6.0028554 53.3224641, 6.0028079 53.3224709)",,,,
6535779,Van Kleffensstraat,unclassified,30,False,False,49.565,"LINESTRING (5.9923448 53.3220656, 5.9923338 53.3221291, 5.9922735 53.3224291, 5.9922709 53.3224396, 5.9922655 53.322448, 5.9922587 53.3224576, 5.992249 53.3224656, 5.9922256 53.3224839, 5.9922084 53.3224972)",,,,
6535779,Van Kleffensstraat,unclassified,30,False,True,73.92999999999999,"LINESTRING (5.9923448 53.3220656, 5.992324 53.3220121, 5.9922978 53.3219515, 5.9922943 53.3219422, 5.9922912 53.3219335, 5.9922912 53.3219241, 5.9922926 53.3219132, 5.9923231 53.3217633, 5.9923543 53.3216102, 5.9923697 53.3215849, 5.9923988 53.3215066, 5.9924073 53.3214785, 5.9924275 53.3214119)",,,,
6535893,Doctor Jac. Bouriciusstraat,residential,30,False,False,86.396,"LINESTRING (5.9923448 53.3220656, 5.9924242 53.3220686, 5.9925124 53.3220708, 5.9926578 53.3220658, 5.992693 53.3220649, 5.9927284 53.3220655, 5.9927765 53.3220677, 5.9930847 53.3220817, 5.9933227 53.3220926, 5.9935119 53.3221012, 5.9936418 53.3221108)",,,,
6535600,Hoedemakersweg,unclassified,30,False,True,24.878,"LINESTRING (5.9947387 53.3221277, 5.9947324 53.321904)",,,,
6535600,Hoedemakersweg,unclassified,30,False,False,112.141,"LINESTRING (5.9947387 53.3221277, 5.994732 53.3224158, 5.994709 53.322481, 5.9946512 53.3225889, 5.9946329 53.3228288, 5.9947056 53.322965, 5.9946982 53.3231223)",,,,
6535893,Doctor Jac. Bouriciusstraat,residential,30,False,True,72.88,"LINESTRING (5.9947387 53.3221277, 5.9946103 53.3221247, 5.9943152 53.3221208, 5.9936418 53.3221108)",,,,
6535888,Gosling Posthumastraat,residential,30,False,False,154.794,"LINESTRING (5.9936418 53.3221108, 5.993633 53.3221414, 5.9936437 53.3223216, 5.993646 53.3223616, 5.9936721 53.3226461, 5.9936918 53.322702, 5.9937273 53.3227613, 5.9937385 53.3229979, 5.9937092 53.3230565, 5.99375 53.3234494, 5.9937546 53.3234935)",,,,
6535893,Doctor Jac. Bouriciusstraat,residential,30,False,False,72.88,"LINESTRING (5.9936418 53.3221108, 5.9943152 53.3221208, 5.9946103 53.3221247, 5.9947387 53.3221277)",,,,
6535893,Doctor Jac. Bouriciusstraat,residential,30,False,True,86.396,"LINESTRING (5.9936418 53.3221108, 5.9935119 53.3221012, 5.9933227 53.3220926, 5.9930847 53.3220817, 5.9927765 53.3220677, 5.9927284 53.3220655, 5.992693 53.3220649, 5.9926578 53.3220658, 5.9925124 53.3220708, 5.9924242 53.3220686, 5.9923448 53.3220656)",,,,
"[394511145, 6535630]",Bronlaan,residential,30,False,"[False, True]",61.074,"LINESTRING (6.0020395 53.3221997, 6.0015 53.32219, 6.0012892 53.3221931, 6.0011203 53.322195)",,,,
6535630,Bronlaan,residential,30,False,True,51.995000000000005,"LINESTRING (6.0020395 53.3221997, 6.0020889 53.3221111, 6.0021785 53.3220346, 6.0023008 53.3219765, 6.0024458 53.3219416, 6.0026022 53.32193)",,,,
6535635,Bronlaan,residential,30,False,False,38.105,"LINESTRING (6.0020395 53.3221997, 6.0020644 53.3222889, 6.0020752 53.3223043, 6.0021224 53.3223718, 6.0022129 53.3224436, 6.0023181 53.3224798)",,,,
6535968,Woudweg,tertiary,30,False,False,72.88,"LINESTRING (6.0011203 53.322195, 6.001121 53.3222782, 6.0011225 53.322455, 6.001123 53.3225083, 6.0010118 53.3227015, 6.0009026 53.3228229)",,,,
6535996,Woudweg,tertiary,30,False,True,89.12899999999999,"LINESTRING (6.0011203 53.322195, 6.0011055 53.3217241, 6.0011043 53.3216859, 6.0010915 53.3215965, 6.0010698 53.3214727, 6.0010399 53.3213966)",,,,
"[394511145, 6535630]",Bronlaan,residential,30,False,"[False, True]",61.074,"LINESTRING (6.0011203 53.322195, 6.0012892 53.3221931, 6.0015 53.32219, 6.0020395 53.3221997)",,,,
954636665,Bonifaciusplein,residential,30,False,True,61.755,"LINESTRING (6.0011203 53.322195, 6.0010198 53.3222003, 6.0007418 53.3222, 6.0002653 53.3221994, 6.0001909 53.3221993)",,,,
