osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge,lanes
6383719,False,Parallelweg,residential,30,False,85.889,"LINESTRING (6.7626433 53.1602704, 6.7613581 53.1603237)",,
6383706,False,Schimmelpennincklaan,residential,30,False,64.611,"LINESTRING (6.7613581 53.1603237, 6.7614108 53.1609039)",,
6383719,False,Parallelweg,residential,30,True,85.889,"LINESTRING (6.7613581 53.1603237, 6.7626433 53.1602704)",,
6383719,False,Parallelweg,residential,30,False,183.274,"LINESTRING (6.7613581 53.1603237, 6.7612349 53.1603243, 6.7586128 53.1604075)",,
6383719,False,Parallelweg,residential,30,False,71.283,"LINESTRING (6.7586128 53.1604075, 6.7575452 53.1604424)",,
6383771,False,van Oldenbarneveltlaan,residential,30,False,88.194,"LINESTRING (6.7586128 53.1604075, 6.7586926 53.1611992)",,
6383719,False,Parallelweg,residential,30,True,183.274,"LINESTRING (6.7586128 53.1604075, 6.7612349 53.1603243, 6.7613581 53.1603237)",,
6383719,False,Parallelweg,residential,30,False,75.041,"LINESTRING (6.7575452 53.1604424, 6.7564215 53.1604812)",,
6383719,False,Parallelweg,residential,30,True,71.283,"LINESTRING (6.7575452 53.1604424, 6.7586128 53.1604075)",,
6388536,False,Hommeshof,residential,30,False,71.932,"LINESTRING (6.7575452 53.1604424, 6.7575073 53.1610889)",,
1254851280,False,Kerkstraat,secondary,30,False,174.526,"LINESTRING (6.7560228 53.1605137, 6.7558993 53.1620815)",,
6388437,False,Hommeshof,residential,30,False,71.066,"LINESTRING (6.7580377 53.1607814, 6.7580687 53.1610833, 6.7575073 53.1610889)",,
6383706,False,Schimmelpennincklaan,residential,30,True,64.611,"LINESTRING (6.7614108 53.1609039, 6.7613581 53.1603237)",,
6383666,False,Schimmelpennincklaan,residential,30,False,124.73500000000001,"LINESTRING (6.7614108 53.1609039, 6.7616101 53.1609091, 6.7619228 53.1609512, 6.7620446 53.1609761, 6.7621088 53.1610236, 6.7621256 53.1611158, 6.7620865 53.1612122, 6.7619901 53.1613379, 6.7616 53.1615866)",,
6383689,False,Parklaan,residential,30,False,188.603,"LINESTRING (6.7614108 53.1609039, 6.7612106 53.1609079, 6.7608682 53.160972, 6.76057 53.16111, 6.7603509 53.1611585, 6.7586926 53.1611992)",,
6388536,False,Hommeshof,residential,30,True,71.932,"LINESTRING (6.7575073 53.1610889, 6.7575452 53.1604424)",,
6388437,False,Hommeshof,residential,30,True,71.066,"LINESTRING (6.7575073 53.1610889, 6.7580687 53.1610833, 6.7580377 53.1607814)",,
6388534,False,Hommeshof,residential,30,False,51.79900000000001,"LINESTRING (6.7575073 53.1610889, 6.7574857 53.1613174, 6.7570909 53.1613062)",,
6383771,False,van Oldenbarneveltlaan,residential,30,True,88.194,"LINESTRING (6.7586926 53.1611992, 6.7586128 53.1604075)",,
6383689,False,Parklaan,residential,30,True,188.60299999999998,"LINESTRING (6.7586926 53.1611992, 6.7603509 53.1611585, 6.76057 53.16111, 6.7608682 53.160972, 6.7612106 53.1609079, 6.7614108 53.1609039)",,
6383771,False,van Oldenbarneveltlaan,residential,30,False,85.85,"LINESTRING (6.7586926 53.1611992, 6.7586828 53.1614637, 6.7586339 53.1616473, 6.7584125 53.1619402)",,
6388534,False,Hommeshof,residential,30,True,51.79900000000001,"LINESTRING (6.7570909 53.1613062, 6.7574857 53.1613174, 6.7575073 53.1610889)",,
6383871,False,Singel,residential,30,False,24.69,"LINESTRING (6.7616 53.1615866, 6.761928 53.1616897)",,
6383666,False,Schimmelpennincklaan,residential,30,True,124.73500000000001,"LINESTRING (6.7616 53.1615866, 6.7619901 53.1613379, 6.7620865 53.1612122, 6.7621256 53.1611158, 6.7621088 53.1610236, 6.7620446 53.1609761, 6.7619228 53.1609512, 6.7616101 53.1609091, 6.7614108 53.1609039)",,
144276052,False,Jan Huitzingstraat,residential,30,False,241.57500000000002,"LINESTRING (6.7616 53.1615866, 6.7603847 53.1612492, 6.7584125 53.1619402)",,
6383778,False,Singel,residential,30,False,44.09,"LINESTRING (6.761928 53.1616897, 6.7618232 53.1620812)",,
6383871,False,Singel,residential,30,True,24.69,"LINESTRING (6.761928 53.1616897, 6.7616 53.1615866)",,
6383871,False,Singel,residential,30,False,76.108,"LINESTRING (6.761928 53.1616897, 6.7620312 53.1617169, 6.7621274 53.1617522, 6.7622147 53.161795, 6.7622985 53.1618513, 6.7623722 53.1619186, 6.7626264 53.1622064)",,
6383771,False,van Oldenbarneveltlaan,residential,30,True,85.85,"LINESTRING (6.7584125 53.1619402, 6.7586339 53.1616473, 6.7586828 53.1614637, 6.7586926 53.1611992)",,
144276052,False,Jan Huitzingstraat,residential,30,False,114.02699999999999,"LINESTRING (6.7584125 53.1619402, 6.7577476 53.1622026, 6.7576694 53.1622621, 6.7576016 53.1623262, 6.757545 53.162394, 6.7575001 53.1624649, 6.7574674 53.1625381, 6.7574512 53.1625936, 6.757442 53.1626497, 6.7574398 53.1627061)",,
144276052,False,Jan Huitzingstraat,residential,30,True,241.57500000000002,"LINESTRING (6.7584125 53.1619402, 6.7603847 53.1612492, 6.7616 53.1615866)",,
6388574,False,Heveapad,unclassified,30,False,57.218,"LINESTRING (6.7541742 53.1620549, 6.7541243 53.1625686)",,
"[757462531, 6388483, 757462532]",False,Heveapad,unclassified,30,False,115.046,"LINESTRING (6.7541742 53.1620549, 6.7546816 53.1620624, 6.7548819 53.1620654, 6.7558993 53.1620815)",,
6388556,False,Heveapad,unclassified,30,False,168.39,"LINESTRING (6.7541742 53.1620549, 6.7542423 53.1614471, 6.7542853 53.1613382, 6.7543544 53.1612245, 6.7545995 53.1608858, 6.7546555 53.1607431, 6.7546776 53.1605872)",,
6383778,False,Singel,residential,30,True,44.09,"LINESTRING (6.7618232 53.1620812, 6.761928 53.1616897)",,
6383778,False,Singel,residential,30,False,114.715,"LINESTRING (6.7618232 53.1620812, 6.7618776 53.1622544, 6.7619927 53.1623997, 6.7621622 53.162491, 6.7623353 53.1625463, 6.7625381 53.1625783, 6.7628435 53.1625739, 6.7630502 53.16253)",,
6383846,False,Heinsiushof,residential,30,False,77.87,"LINESTRING (6.7618232 53.1620812, 6.7614893 53.1620592, 6.7614034 53.1620851, 6.761283 53.1622126, 6.7607989 53.1621613)",,
1254851280,False,Kerkstraat,secondary,30,True,174.526,"LINESTRING (6.7558993 53.1620815, 6.7560228 53.1605137)",,
"[6388483, 757462531, 757462532]",False,Heveapad,unclassified,30,True,115.046,"LINESTRING (6.7558993 53.1620815, 6.7548819 53.1620654, 6.7546816 53.1620624, 6.7541742 53.1620549)",,
757462533,False,Kerkstraat,secondary,30,False,98.777,"LINESTRING (6.7558993 53.1620815, 6.7558778 53.1623092, 6.7558837 53.1623653, 6.7559048 53.1624208, 6.7559068 53.1624853, 6.7558698 53.1629674)",,
6383846,False,Heinsiushof,residential,30,True,77.87,"LINESTRING (6.7607989 53.1621613, 6.761283 53.1622126, 6.7614034 53.1620851, 6.7614893 53.1620592, 6.7618232 53.1620812)",,
6383871,False,Singel,residential,30,False,46.486000000000004,"LINESTRING (6.7626264 53.1622064, 6.7627568 53.1623503, 6.7628018 53.1623914, 6.7628524 53.16243, 6.7629029 53.1624628, 6.7629574 53.1624932, 6.7630026 53.1625127, 6.7630502 53.16253)",,
6383871,False,Singel,residential,30,True,76.108,"LINESTRING (6.7626264 53.1622064, 6.7623722 53.1619186, 6.7622985 53.1618513, 6.7622147 53.161795, 6.7621274 53.1617522, 6.7620312 53.1617169, 6.761928 53.1616897)",,
6383778,False,Singel,residential,30,True,114.715,"LINESTRING (6.7630502 53.16253, 6.7628435 53.1625739, 6.7625381 53.1625783, 6.7623353 53.1625463, 6.7621622 53.162491, 6.7619927 53.1623997, 6.7618776 53.1622544, 6.7618232 53.1620812)",,
