osmid,name,highway,oneway,reversed,length,maxspeed,geometry,bridge
"[7195712, 7195704, 38231024]",Bosweg,unclassified,False,False,473.63800000000003,50,"LINESTRING (5.2030196 51.5653344, 5.2023062 51.566148, 5.2017609 51.5667605, 5.2011617 51.5674198, 5.1994348 51.568379, 5.1991405 51.5685455, 5.1989257 51.5686789)",
36263682,Bosweg,unclassified,False,True,75.10300000000001,80,"LINESTRING (5.2030196 51.5653344, 5.2034456 51.5648454, 5.2034816 51.5648002, 5.2035003 51.5647775, 5.2035359 51.5647402)",
7195691,Van Tienhovenlaan,unclassified,False,True,60.066,,"LINESTRING (5.1983697 51.5682759, 5.1985791 51.5685043, 5.1989257 51.5686789)",
"[371920393, 768306923, 240804942]",Van Tienhovenlaan,unclassified,True,False,377.4889999999999,,"LINESTRING (5.1983697 51.5682759, 5.1981452 51.5680281, 5.1980425 51.5678994, 5.1980489 51.5678411, 5.1989726 51.5658606, 5.1991084 51.5655672, 5.199349 51.5650473)",
"[7195688, 371920392, 7195690, 7195700, 7195701]",Bosweg,unclassified,False,False,144.79200000000003,"['50', '30']","LINESTRING (5.1989257 51.5686789, 5.1985789 51.5690148, 5.1984335 51.5692053, 5.198414 51.5692331, 5.1983951 51.5692613, 5.1983463 51.5693334, 5.1983013 51.5694764, 5.1982162 51.5697574, 5.1981574 51.5698732)",yes
7195691,Van Tienhovenlaan,unclassified,False,False,60.066,,"LINESTRING (5.1989257 51.5686789, 5.1985791 51.5685043, 5.1983697 51.5682759)",
"[38231024, 7195704, 7195712]",Bosweg,unclassified,False,True,473.638,50,"LINESTRING (5.1989257 51.5686789, 5.1991405 51.5685455, 5.1994348 51.568379, 5.2011617 51.5674198, 5.2017609 51.5667605, 5.2023062 51.566148, 5.2030196 51.5653344)",
7196573,Julianalaan,unclassified,False,False,128.692,30,"LINESTRING (5.1914491 51.5690678, 5.19296 51.56943, 5.19305 51.56944, 5.1931858 51.5693987)",
7196573,Julianalaan,unclassified,False,True,128.692,30,"LINESTRING (5.1931858 51.5693987, 5.19305 51.56944, 5.19296 51.56943, 5.1914491 51.5690678)",
7196928,Graaf Bernadottelaan,tertiary,False,False,55.657999999999994,30,"LINESTRING (5.1931858 51.5693987, 5.1933172 51.5694846, 5.1934996 51.5695888, 5.1936673 51.5696721, 5.1937973 51.5697213)",
"[7195683, 7195355]","['Graaf Bernadottelaan', 'Wierdsmalaan']",tertiary,False,False,303.04200000000003,30,"LINESTRING (5.1937973 51.5697213, 5.1940857 51.5697513, 5.1944934 51.5697688, 5.1948421 51.5697713, 5.1963843 51.5697263, 5.1965117 51.5697263, 5.1979015 51.5698564, 5.1980999 51.5698643, 5.1981574 51.5698732)",
7196928,Graaf Bernadottelaan,tertiary,False,True,55.658,30,"LINESTRING (5.1937973 51.5697213, 5.1936673 51.5696721, 5.1934996 51.5695888, 5.1933172 51.5694846, 5.1931858 51.5693987)",
"[7195683, 7195355]","['Graaf Bernadottelaan', 'Wierdsmalaan']",tertiary,False,True,303.042,30,"LINESTRING (5.1981574 51.5698732, 5.1980999 51.5698643, 5.1979015 51.5698564, 5.1965117 51.5697263, 5.1963843 51.5697263, 5.1948421 51.5697713, 5.1944934 51.5697688, 5.1940857 51.5697513, 5.1937973 51.5697213)",
"[371920392, 7195688, 7195690, 7195700, 7195701]",Bosweg,unclassified,False,True,144.792,"['30', '50']","LINESTRING (5.1981574 51.5698732, 5.1982162 51.5697574, 5.1983013 51.5694764, 5.1983463 51.5693334, 5.1983951 51.5692613, 5.198414 51.5692331, 5.1984335 51.5692053, 5.1985789 51.5690148, 5.1989257 51.5686789)",yes
36263682,Bosweg,unclassified,False,False,75.103,80,"LINESTRING (5.2035359 51.5647402, 5.2035003 51.5647775, 5.2034816 51.5648002, 5.2034456 51.5648454, 5.2030196 51.5653344)",
"[382872992, 38231013]",Groot-Speycklaan,unclassified,True,False,346.175,,"LINESTRING (5.2001835 51.5631984, 5.2004403 51.5632273, 5.2017846 51.5633919, 5.201897 51.5634553, 5.2019473 51.5635286, 5.2019691 51.563582, 5.2030196 51.5653344)",
"[150635145, 137329164, 387425813, 240804943]",Van Tienhovenlaan,unclassified,True,False,213.622,,"LINESTRING (5.199349 51.5650473, 5.199398 51.5649392, 5.1997505 51.5642452, 5.1999507 51.5638036, 5.2001835 51.5631984)",
"[401267320, 401267203]",Van Tienhovenlaan,unclassified,False,False,160.48899999999998,,"LINESTRING (5.199349 51.5650473, 5.1981904 51.5647731, 5.1981757 51.5641005)",
362598860,Groot-Speycklaan,unclassified,True,False,136.192,,"LINESTRING (5.198243 51.5629883, 5.1990603 51.5630752, 5.1992728 51.5631071, 5.2001835 51.5631984)",
"[401267320, 401267203]",Van Tienhovenlaan,unclassified,False,True,160.48899999999998,,"LINESTRING (5.1981757 51.5641005, 5.1981904 51.5647731, 5.199349 51.5650473)",
