osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge
1191210282,True,2,N441,Wassenaarseweg,secondary,80,False,41.05,"LINESTRING (4.4156942 52.1858813, 4.415971 52.1859838, 4.4161979 52.1860831)",,
7460126,True,1,N441,Wassenaarseweg,secondary,80,False,41.227000000000004,"LINESTRING (4.4161979 52.1860831, 4.4163059 52.1861114, 4.4164065 52.1861651, 4.4165129 52.1862398, 4.4166185 52.1863066, 4.4166495 52.1863225)",,
1191210284,True,1,N441,Wassenaarseweg,secondary,80,False,38.830000000000005,"LINESTRING (4.4161979 52.1860831, 4.4162771 52.1861368, 4.4163655 52.1861916, 4.4165638 52.1863239, 4.4165883 52.1863372)",,
7460539,True,1,N441,,secondary,80,False,15.097,"LINESTRING (4.4166495 52.1863225, 4.4167229 52.186318, 4.416796 52.1863245, 4.4168644 52.1863415)",roundabout,
7460125,True,1,N441,Wassenaarseweg,secondary,80,False,79.16499999999999,"LINESTRING (4.416474 52.1864088, 4.4163256 52.1863062, 4.4159634 52.1860594, 4.4156942 52.1858813)",,
533468569,True,1,N441,,secondary,80,False,11.289,"LINESTRING (4.416474 52.1864088, 4.4165041 52.1863804, 4.4165426 52.1863562, 4.4165883 52.1863372)",roundabout,
467751280,True,1,N441,Wassenaarseweg,secondary,80,False,20.273,"LINESTRING (4.4169136 52.1865841, 4.4169869 52.1866486, 4.4170416 52.1866845, 4.4171166 52.1867139)",,
533468568,True,1,N441,,secondary,80,False,10.746,"LINESTRING (4.4169136 52.1865841, 4.4168859 52.1866115, 4.4168471 52.1866332, 4.4168002 52.1866477)",roundabout,
1191210279,True,1,N441,,secondary,80,False,4.716,"LINESTRING (4.4168002 52.1866477, 4.4167369 52.1866648)",roundabout,
533468572,True,1,N441,,secondary,80,False,26.15,"LINESTRING (4.4168002 52.1866477, 4.4167435 52.1866227, 4.4167105 52.1866188, 4.4166758 52.1866177, 4.4166326 52.1866179, 4.4165721 52.1866043, 4.4165156 52.1865749, 4.4164761 52.1865443)",roundabout,
7460143,False,,,Asterstraat,unclassified,30,True,31.240000000000002,"LINESTRING (4.4198235 52.1868124, 4.4200369 52.1868646, 4.4202492 52.1869164)",,
1191210288,True,1,N441,Wassenaarseweg,secondary,80,False,37.738,"LINESTRING (4.4171431 52.1868918, 4.4170642 52.1868663, 4.4168251 52.1867111, 4.4167704 52.1866839, 4.4167369 52.1866648)",,
1191210289,True,1,N441,Wassenaarseweg,secondary,80,False,36.004,"LINESTRING (4.4171431 52.1868918, 4.4171086 52.1868498, 4.4168298 52.1866668, 4.4168002 52.1866477)",,
388011977,True,2,N441,Wassenaarseweg,secondary,80,False,14.619,"LINESTRING (4.4180694 52.1869821, 4.4182485 52.1870544)",,
7460540,True,1,N441,Wassenaarseweg,secondary,80,False,14.758,"LINESTRING (4.4182485 52.1870544, 4.418038 52.1870854)",,
"[7460556, 7460548]",True,"['2', '4']",N206,,primary,50,False,444.20500000000004,"LINESTRING (4.4182485 52.1870544, 4.4182 52.1874, 4.4182188 52.187614, 4.4182872 52.1878898, 4.4184146 52.1881813, 4.4185611 52.188396, 4.4187246 52.1885983, 4.4190358 52.1888877, 4.4194996 52.1892365, 4.4196394 52.1893416, 4.4199116 52.1895728, 4.4200384 52.1896971, 4.4201681 52.1898243, 4.4202144 52.1898769, 4.4203346 52.1900526, 4.4204382 52.1903379, 4.4204747 52.1904546, 4.4204932 52.1905076, 4.4205015 52.1905599, 4.4205035 52.1906082, 4.4205058 52.1906721)",,
7460143,False,,,Asterstraat,unclassified,30,False,31.240000000000002,"LINESTRING (4.4202492 52.1869164, 4.4200369 52.1868646, 4.4198235 52.1868124)",,
"[969293168, 7460361]",False,,,"['Zonnebloemstraat', 'Asterstraat']",residential,,"[False, True]",116.995,"LINESTRING (4.4202492 52.1869164, 4.4201159 52.1871094, 4.42 52.1873, 4.4199709 52.1873482, 4.4206757 52.1875365, 4.4208511 52.1875811)",,
7460547,True,2,N206,,primary,80,False,11.684,"LINESTRING (4.418038 52.1870854, 4.4180694 52.1869821)",,
"[59002588, 467751279]",True,"['1', '2']",N441,Wassenaarseweg,secondary,80,False,66.723,"LINESTRING (4.418038 52.1870854, 4.417848 52.1870752, 4.4176225 52.1870549, 4.4174996 52.1870379, 4.4173698 52.1870054, 4.4172232 52.1869418, 4.4171431 52.1868918)",,
7460151,False,,,Anemoonstraat,residential,,False,132.583,"LINESTRING (4.4208511 52.1875811, 4.4207267 52.187756, 4.4206054 52.1877888, 4.4205293 52.1878094, 4.4202133 52.1877212, 4.4201415 52.1877303, 4.4200384 52.1878751, 4.4198644 52.1881196, 4.4198274 52.1881717, 4.4196381 52.18823)",,
"[969293168, 7460361]",False,,,"['Asterstraat', 'Zonnebloemstraat']",residential,,"[False, True]",116.995,"LINESTRING (4.4208511 52.1875811, 4.4206757 52.1875365, 4.4199709 52.1873482, 4.42 52.1873, 4.4201159 52.1871094, 4.4202492 52.1869164)",,
24920454,False,,,Hyacintstraat,residential,,False,58.309,"LINESTRING (4.4191825 52.1877862, 4.4196381 52.18823)",,
"[7460360, 1126548206]",True,1,,Westerbaan,tertiary,"['50', '80']",False,153.51600000000002,"LINESTRING (4.4159722 52.1878271, 4.4159901 52.1877466, 4.416032 52.1869382, 4.4160668 52.1868425, 4.4161451 52.1867598, 4.4163813 52.1866198, 4.4164542 52.1865659, 4.4164761 52.1865443)",,
886749600,True,,,,tertiary,50,False,7.612,"LINESTRING (4.4159722 52.1878271, 4.4160201 52.1878224, 4.4160823 52.1878291)",roundabout,
886749600,True,,,,tertiary,50,False,17.244,"LINESTRING (4.4160823 52.1878291, 4.4161311 52.1878465, 4.4161681 52.1878731, 4.4161888 52.1879063, 4.4161842 52.1879562)",roundabout,
"[7460688, 77651169, 95093521]",False,,,Cantineweg,residential,,"[False, True]",461.551,"LINESTRING (4.4158613 52.1878949, 4.4157437 52.1878797, 4.4156977 52.1879978, 4.4156889 52.1880361, 4.4156821 52.1880866, 4.4156546 52.1881584, 4.4155802 52.1882234, 4.4154816 52.1882702, 4.4153681 52.188309, 4.4151 52.1884, 4.4146956 52.188502, 4.4143746 52.1885534, 4.4136852 52.1885858, 4.4133905 52.1886247, 4.413119 52.188685, 4.4128416 52.1887735, 4.4125782 52.1888913, 4.4118739 52.1893773, 4.4114921 52.1896226, 4.4107951 52.1899904, 4.4106921 52.1900566, 4.4106238 52.19012)",,
886749600,True,,,,tertiary,50,False,11.05,"LINESTRING (4.4158613 52.1878949, 4.4158869 52.1878643, 4.4159283 52.18784, 4.4159722 52.1878271)",roundabout,
7460514,False,,,Zwenkgras,residential,,False,53.914,"LINESTRING (4.4161842 52.1879562, 4.4163373 52.1879776, 4.4165171 52.1880006, 4.4166928 52.1880213, 4.4168284 52.1880498, 4.4169445 52.1880827)",,
886749600,True,,,,tertiary,50,False,12.341000000000001,"LINESTRING (4.4161842 52.1879562, 4.4161656 52.1879818, 4.4161177 52.1880121, 4.4160564 52.1880279)",roundabout,
886749600,True,,,,tertiary,50,False,14.81,"LINESTRING (4.4159289 52.1880126, 4.4158836 52.1879853, 4.4158577 52.1879494, 4.4158543 52.1879158, 4.4158613 52.1878949)",roundabout,
7460511,True,,,Westerbaan,tertiary,50,False,36.191,"LINESTRING (4.4160564 52.1880279, 4.4160141 52.1880839, 4.4159617 52.1881849, 4.4158882 52.1882778, 4.4158169 52.1883104)",,
886749600,True,,,,tertiary,50,False,9.024,"LINESTRING (4.4160564 52.1880279, 4.4159789 52.1880264, 4.4159289 52.1880126)",roundabout,
24920454,False,,,Hyacintstraat,residential,,False,77.508,"LINESTRING (4.4196381 52.18823, 4.4201382 52.188856)",,
24920454,False,,,Hyacintstraat,residential,,True,58.309,"LINESTRING (4.4196381 52.18823, 4.4191825 52.1877862)",,
7460151,False,,,Anemoonstraat,residential,,True,132.583,"LINESTRING (4.4196381 52.18823, 4.4198274 52.1881717, 4.4198644 52.1881196, 4.4200384 52.1878751, 4.4201415 52.1877303, 4.4202133 52.1877212, 4.4205293 52.1878094, 4.4206054 52.1877888, 4.4207267 52.187756, 4.4208511 52.1875811)",,
77169796,True,,,Westerbaan,tertiary,50,False,34.093,"LINESTRING (4.4158169 52.1883104, 4.4158313 52.188253, 4.4158716 52.1881811, 4.4159023 52.188118, 4.4159289 52.1880126)",,
77169803,False,2,,Westerbaan,tertiary,50,False,163.33,"LINESTRING (4.4158169 52.1883104, 4.4157475 52.1883742, 4.4156048 52.1884687, 4.4154061 52.1885621, 4.415105 52.1886403, 4.4138646 52.1888211, 4.4136691 52.1888654)",,
7460174,False,,,Anjerstraat,residential,30,False,66.226,"LINESTRING (4.4206942 52.188416, 4.4205635 52.1886012, 4.420455 52.188755, 4.4204198 52.1887838, 4.4204 52.1888, 4.4201382 52.188856)",,
7460174,False,,,Anjerstraat,residential,30,True,65.429,"LINESTRING (4.4206942 52.188416, 4.421155 52.1885353, 4.4215784 52.1886449)",,
7460197,False,,,Tulpstraat,residential,30,False,23.5,"LINESTRING (4.4217174 52.1884515, 4.4215784 52.1886449)",,
7460197,False,,,Tulpstraat,residential,30,False,35.94,"LINESTRING (4.4215784 52.1886449, 4.4213766 52.1889435)",,
7460197,False,,,Tulpstraat,residential,30,True,23.5,"LINESTRING (4.4215784 52.1886449, 4.4217174 52.1884515)",,
7460174,False,,,Anjerstraat,residential,30,False,65.429,"LINESTRING (4.4215784 52.1886449, 4.421155 52.1885353, 4.4206942 52.188416)",,
24920454,False,,,Hyacintstraat,residential,,True,77.508,"LINESTRING (4.4201382 52.188856, 4.4196381 52.18823)",,
7460174,False,,,Anjerstraat,residential,30,True,66.226,"LINESTRING (4.4201382 52.188856, 4.4204 52.1888, 4.4204198 52.1887838, 4.420455 52.188755, 4.4205635 52.1886012, 4.4206942 52.188416)",,
