osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
6368065,Raadhuislaan,tertiary,30,False,False,211.85299999999998,"LINESTRING (7.0090296 53.1029637, 7.0088243 53.1032173, 7.0086547 53.1034268, 7.0085569 53.1035392, 7.0082216 53.1038488, 7.0081074 53.1039542, 7.0079505 53.1040652, 7.0074252 53.1044681, 7.0073109 53.1045557)",
"[800863428, 800863407]",Feiko Clockstraat,residential,30,True,False,366.605,"LINESTRING (7.0090296 53.1029637, 7.0092486 53.1030063, 7.0100595 53.1032053, 7.01142 53.10359, 7.012414 53.103897, 7.0125495 53.1039622, 7.0126412 53.1040238, 7.0126555 53.1040334, 7.0131423 53.1043586, 7.0133853 53.1044667, 7.0135438 53.1045008, 7.0137742 53.1045164)",
6367921,Burgemeester van Weringstraat,residential,30,False,False,145.939,"LINESTRING (7.0137742 53.1045164, 7.0137726 53.10464, 7.0137383 53.1047538, 7.0136603 53.1048971, 7.0131736 53.1055628, 7.0131068 53.1057541)",
800863428,Feiko Clockstraat,residential,30,True,False,222.52800000000002,"LINESTRING (7.0137742 53.1045164, 7.014671 53.1044609, 7.01485 53.10448, 7.0149738 53.1045179, 7.0150591 53.1045692, 7.0156867 53.1051911, 7.0157985 53.1052844, 7.0160006 53.1054055, 7.0162438 53.1055132)",
6367997,Parklaan,residential,30,False,False,64.431,"LINESTRING (7.0073109 53.1045557, 7.0073956 53.1045964, 7.0079836 53.1048789, 7.0080717 53.1049116)",
6368065,Raadhuislaan,tertiary,30,False,True,211.853,"LINESTRING (7.0073109 53.1045557, 7.0074252 53.1044681, 7.0079505 53.1040652, 7.0081074 53.1039542, 7.0082216 53.1038488, 7.0085569 53.1035392, 7.0086547 53.1034268, 7.0088243 53.1032173, 7.0090296 53.1029637)",
6367980,Burgemeester Borgesiuslaan,residential,30,False,False,125.786,"LINESTRING (7.0116991 53.1045839, 7.0116818 53.1046381, 7.0114976 53.1050479, 7.0113734 53.1053376, 7.0113553 53.1054096, 7.0113723 53.1055738, 7.0113836 53.1056887)",
6367997,Parklaan,residential,30,False,False,51.356,"LINESTRING (7.0080717 53.1049116, 7.0081059 53.1049209, 7.0086556 53.1050698, 7.0087706 53.1051045)",
6367997,Parklaan,residential,30,False,True,64.431,"LINESTRING (7.0080717 53.1049116, 7.0079836 53.1048789, 7.0073956 53.1045964, 7.0073109 53.1045557)",
6367998,Lijsterbesstraat,residential,30,False,False,168.474,"LINESTRING (7.0080717 53.1049116, 7.0072881 53.1054871, 7.006573 53.1060208, 7.0064823 53.1060885)",
6367537,Hendrik Westerstraat,residential,30,False,False,42.64,"LINESTRING (7.016054 53.1050113, 7.016381 53.1051978, 7.0165328 53.1052641)",
6367932,Acaciastraat,residential,30,False,False,66.081,"LINESTRING (7.0087706 53.1051045, 7.0083281 53.1056361)",
6367997,Parklaan,residential,30,False,False,62.669,"LINESTRING (7.0087706 53.1051045, 7.009617 53.1053483)",
6367997,Parklaan,residential,30,False,True,51.356,"LINESTRING (7.0087706 53.1051045, 7.0086556 53.1050698, 7.0081059 53.1049209, 7.0080717 53.1049116)",
6367537,Hendrik Westerstraat,residential,30,False,False,251.018,"LINESTRING (7.0165328 53.1052641, 7.0171019 53.1055105, 7.017243 53.1055964, 7.0178062 53.106055, 7.0189675 53.1069643)",
6367537,Hendrik Westerstraat,residential,30,False,True,42.64,"LINESTRING (7.0165328 53.1052641, 7.016381 53.1051978, 7.016054 53.1050113)",
"[6367546, 843838797, 843838798]","['Feiko Clockstraat', 'Hendrik Westerstraat', 'Britanniaklap']",residential,30,False,False,33.756,"LINESTRING (7.0165328 53.1052641, 7.0164818 53.1053081, 7.0162852 53.1054775, 7.0162438 53.1055132)",movable
6367997,Parklaan,residential,30,False,True,62.669,"LINESTRING (7.009617 53.1053483, 7.0087706 53.1051045)",
6367947,Gouden Regenstraat,residential,30,False,False,172.00900000000001,"LINESTRING (7.009617 53.1053483, 7.0085336 53.10665, 7.0084653 53.1067321)",
"[800863418, 800863419]",Parklaan,residential,30,False,False,56.375,"LINESTRING (7.009617 53.1053483, 7.0097074 53.1053739, 7.0103832 53.1055615)",
6367506,Schoolstraat,residential,30,False,True,84.31400000000001,"LINESTRING (7.0162438 53.1055132, 7.0151394 53.1057634, 7.015057 53.1057598)",
800863428,Feiko Clockstraat,residential,30,True,False,141.28499999999997,"LINESTRING (7.0162438 53.1055132, 7.0168258 53.1057533, 7.0169751 53.1058198, 7.017121 53.1059115, 7.01735 53.10608, 7.0176447 53.1063155, 7.0176812 53.1064092)",
"[6367546, 843838797, 843838798]","['Feiko Clockstraat', 'Hendrik Westerstraat', 'Britanniaklap']",residential,30,False,True,33.756,"LINESTRING (7.0162438 53.1055132, 7.0162852 53.1054775, 7.0164818 53.1053081, 7.0165328 53.1052641)",movable
6367932,Acaciastraat,residential,30,False,True,66.081,"LINESTRING (7.0083281 53.1056361, 7.0087706 53.1051045)",
6367916,Acaciastraat,residential,30,False,False,116.536,"LINESTRING (7.0083281 53.1056361, 7.0081942 53.1056135, 7.0074331 53.1061764, 7.0073284 53.1063145, 7.0072678 53.1063944)",
6367932,Acaciastraat,residential,30,False,False,106.242,"LINESTRING (7.0083281 53.1056361, 7.0076776 53.1064131, 7.0076134 53.1064898)",
6367838,Meidoornstraat,residential,30,False,False,171.981,"LINESTRING (7.0103832 53.1055615, 7.0093 53.1068702, 7.0092368 53.1069466)",
800863419,Parklaan,residential,30,False,False,68.574,"LINESTRING (7.0103832 53.1055615, 7.0104291 53.1055733, 7.0105038 53.1055903, 7.010729 53.1056302, 7.0109852 53.1056628, 7.0113836 53.1056887)",
"[800863418, 800863419]",Parklaan,residential,30,False,True,56.375,"LINESTRING (7.0103832 53.1055615, 7.0097074 53.1053739, 7.009617 53.1053483)",
6367908,Schoolstraat,residential,30,False,True,34.073,"LINESTRING (7.0145611 53.1056355, 7.0141596 53.1058247)",
6367506,Schoolstraat,residential,30,False,False,35.897,"LINESTRING (7.0145611 53.1056355, 7.0149853 53.1057462, 7.015057 53.1057598)",
6367908,Schoolstraat,residential,30,False,False,55.666,"LINESTRING (7.0145611 53.1056355, 7.0147843 53.1055106, 7.0148325 53.1055085, 7.01489 53.10554, 7.0149168 53.1055691, 7.015057 53.1057598)",
800863419,Parklaan,residential,30,False,False,115.262,"LINESTRING (7.0113836 53.1056887, 7.0131068 53.1057541)",
6367923,Burgemeester Huisingalaan,residential,30,False,False,58.016,"LINESTRING (7.0113836 53.1056887, 7.0113779 53.1057721, 7.0113274 53.1058804, 7.01109 53.1061734)",
6367980,Burgemeester Borgesiuslaan,residential,30,False,True,125.786,"LINESTRING (7.0113836 53.1056887, 7.0113723 53.1055738, 7.0113553 53.1054096, 7.0113734 53.1053376, 7.0114976 53.1050479, 7.0116818 53.1046381, 7.0116991 53.1045839)",
800863419,Parklaan,residential,30,False,True,68.574,"LINESTRING (7.0113836 53.1056887, 7.0109852 53.1056628, 7.010729 53.1056302, 7.0105038 53.1055903, 7.0104291 53.1055733, 7.0103832 53.1055615)",
800863419,Parklaan,residential,30,False,True,115.262,"LINESTRING (7.0131068 53.1057541, 7.0113836 53.1056887)",
6367474,Burgemeester van Weringstraat,residential,30,False,False,185.341,"LINESTRING (7.0131068 53.1057541, 7.0130874 53.1057854, 7.0130502 53.1058709, 7.0130059 53.1059864, 7.0130583 53.1061236, 7.0136421 53.1072669, 7.013686 53.1073529)",
6367921,Burgemeester van Weringstraat,residential,30,False,True,145.93900000000002,"LINESTRING (7.0131068 53.1057541, 7.0131736 53.1055628, 7.0136603 53.1048971, 7.0137383 53.1047538, 7.0137726 53.10464, 7.0137742 53.1045164)",
6367993,Thorbeckelaan,residential,30,False,False,54.505,"LINESTRING (7.0131068 53.1057541, 7.0132327 53.1057596, 7.0133747 53.1058028, 7.0135787 53.1059498, 7.01371 53.10605)",
6367506,Schoolstraat,residential,30,False,False,84.31400000000001,"LINESTRING (7.015057 53.1057598, 7.0151394 53.1057634, 7.0162438 53.1055132)",
6367506,Schoolstraat,residential,30,False,True,35.897,"LINESTRING (7.015057 53.1057598, 7.0149853 53.1057462, 7.0145611 53.1056355)",
6367908,Schoolstraat,residential,30,False,True,55.666,"LINESTRING (7.015057 53.1057598, 7.0149168 53.1055691, 7.01489 53.10554, 7.0148325 53.1055085, 7.0147843 53.1055106, 7.0145611 53.1056355)",
6367908,Schoolstraat,residential,30,False,False,34.073,"LINESTRING (7.0141596 53.1058247, 7.0145611 53.1056355)",
6367908,Schoolstraat,residential,30,False,True,39.095,"LINESTRING (7.0141596 53.1058247, 7.01371 53.10605)",
6367444,Schoolstraat,residential,30,False,False,155.889,"LINESTRING (7.0141596 53.1058247, 7.015435 53.1067643, 7.0155749 53.1069346)",
6367461,van Dijkslaan,unclassified,30,False,False,74.958,"LINESTRING (7.0194452 53.1063543, 7.0190369 53.1068831, 7.0189675 53.1069643)",
6367908,Schoolstraat,residential,30,False,False,39.095,"LINESTRING (7.01371 53.10605, 7.0141596 53.1058247)",
6367993,Thorbeckelaan,residential,30,False,False,144.065,"LINESTRING (7.01371 53.10605, 7.0150755 53.1070533)",
6367993,Thorbeckelaan,residential,30,False,True,54.505,"LINESTRING (7.01371 53.10605, 7.0135787 53.1059498, 7.0133747 53.1058028, 7.0132327 53.1057596, 7.0131068 53.1057541)",
6367998,Lijsterbesstraat,residential,30,False,True,168.474,"LINESTRING (7.0064823 53.1060885, 7.006573 53.1060208, 7.0072881 53.1054871, 7.0080717 53.1049116)",
6368067,Burgemeester Snaterlaan,tertiary,50,False,False,62.954,"LINESTRING (7.0064823 53.1060885, 7.0065918 53.1061508, 7.006786 53.1062428, 7.0068224 53.1062563, 7.0069644 53.106309, 7.0072678 53.1063944)",
6367904,Burgemeester van Bakkeneslaan,residential,30,False,False,179.47499999999997,"LINESTRING (7.01109 53.1061734, 7.0116751 53.106351, 7.0117581 53.1064238, 7.0117733 53.1064723, 7.0117954 53.106543, 7.0118875 53.1068378, 7.0119728 53.1071106, 7.0119774 53.1071252, 7.0120755 53.1074389, 7.012106 53.1075366)",
6367923,Burgemeester Huisingalaan,residential,30,False,False,131.403,"LINESTRING (7.01109 53.1061734, 7.0102708 53.1071398, 7.0101972 53.1072266)",
6367923,Burgemeester Huisingalaan,residential,30,False,True,58.016,"LINESTRING (7.01109 53.1061734, 7.0113274 53.1058804, 7.0113779 53.1057721, 7.0113836 53.1056887)",
6367591,Schaepmanlaan,tertiary,50,False,False,152.56,"LINESTRING (7.0176812 53.1064092, 7.0175492 53.1064441, 7.0173562 53.1065199, 7.0155749 53.1069346)",
6367598,Feiko Clockstraat,tertiary,50,False,False,55.129000000000005,"LINESTRING (7.0176812 53.1064092, 7.0178188 53.1064446, 7.0182305 53.1067666)",
6368067,Burgemeester Snaterlaan,tertiary,50,False,False,25.392,"LINESTRING (7.0072678 53.1063944, 7.0076134 53.1064898)",
6367916,Acaciastraat,residential,30,False,True,116.536,"LINESTRING (7.0072678 53.1063944, 7.0073284 53.1063145, 7.0074331 53.1061764, 7.0081942 53.1056135, 7.0083281 53.1056361)",
6368067,Burgemeester Snaterlaan,tertiary,50,False,True,62.95399999999999,"LINESTRING (7.0072678 53.1063944, 7.0069644 53.106309, 7.0068224 53.1062563, 7.006786 53.1062428, 7.0065918 53.1061508, 7.0064823 53.1060885)",
6368067,Burgemeester Snaterlaan,tertiary,50,False,False,62.927,"LINESTRING (7.0076134 53.1064898, 7.0084653 53.1067321)",
6368067,Burgemeester Snaterlaan,tertiary,50,False,True,25.392,"LINESTRING (7.0076134 53.1064898, 7.0072678 53.1063944)",
6367932,Acaciastraat,residential,30,False,True,106.242,"LINESTRING (7.0076134 53.1064898, 7.0076776 53.1064131, 7.0083281 53.1056361)",
6368067,Burgemeester Snaterlaan,tertiary,50,False,True,62.927,"LINESTRING (7.0084653 53.1067321, 7.0076134 53.1064898)",
6367947,Gouden Regenstraat,residential,30,False,True,172.00900000000001,"LINESTRING (7.0084653 53.1067321, 7.0085336 53.10665, 7.009617 53.1053483)",
"[800863411, 800863412]",Burgemeester Snaterlaan,tertiary,50,False,False,56.754999999999995,"LINESTRING (7.0084653 53.1067321, 7.0085337 53.1067511, 7.0092083 53.1069387, 7.0092368 53.1069466)",
6367444,Schoolstraat,residential,30,False,True,155.889,"LINESTRING (7.0155749 53.1069346, 7.015435 53.1067643, 7.0141596 53.1058247)",
6367591,Schaepmanlaan,tertiary,50,False,False,35.854,"LINESTRING (7.0155749 53.1069346, 7.0151649 53.1070321, 7.0150755 53.1070533)",
6367591,Schaepmanlaan,tertiary,50,False,True,152.56,"LINESTRING (7.0155749 53.1069346, 7.0173562 53.1065199, 7.0175492 53.1064441, 7.0176812 53.1064092)",
6367838,Meidoornstraat,residential,30,False,True,171.981,"LINESTRING (7.0092368 53.1069466, 7.0093 53.1068702, 7.0103832 53.1055615)",
800863412,Burgemeester Snaterlaan,tertiary,50,False,False,71.281,"LINESTRING (7.0092368 53.1069466, 7.00975 53.10709, 7.0101972 53.1072266)",
"[800863411, 800863412]",Burgemeester Snaterlaan,tertiary,50,False,True,56.754999999999995,"LINESTRING (7.0092368 53.1069466, 7.0092083 53.1069387, 7.0085337 53.1067511, 7.0084653 53.1067321)",
6367461,van Dijkslaan,unclassified,30,False,True,74.958,"LINESTRING (7.0189675 53.1069643, 7.0190369 53.1068831, 7.0194452 53.1063543)",
6367537,Hendrik Westerstraat,residential,30,False,False,173.517,"LINESTRING (7.0189675 53.1069643, 7.0203089 53.1080078, 7.0205613 53.108197)",
6367537,Hendrik Westerstraat,residential,30,False,True,251.018,"LINESTRING (7.0189675 53.1069643, 7.0178062 53.106055, 7.017243 53.1055964, 7.0171019 53.1055105, 7.0165328 53.1052641)",
6367993,Thorbeckelaan,residential,30,False,False,51.23,"LINESTRING (7.0150755 53.1070533, 7.0155914 53.1073944)",
6367993,Thorbeckelaan,residential,30,False,True,144.065,"LINESTRING (7.0150755 53.1070533, 7.01371 53.10605)",
6367591,Schaepmanlaan,tertiary,50,False,False,98.623,"LINESTRING (7.0150755 53.1070533, 7.0150013 53.10707, 7.0146018 53.10716, 7.0145664 53.107168, 7.0138676 53.1073254, 7.013686 53.1073529)",
6367591,Schaepmanlaan,tertiary,50,False,True,35.854,"LINESTRING (7.0150755 53.1070533, 7.0151649 53.1070321, 7.0155749 53.1069346)",
6367923,Burgemeester Huisingalaan,residential,30,False,True,131.403,"LINESTRING (7.0101972 53.1072266, 7.0102708 53.1071398, 7.01109 53.1061734)",
6367934,Apollolaan,residential,50,False,False,258.0690000000001,"LINESTRING (7.0101972 53.1072266, 7.0101224 53.1072989, 7.0099433 53.1075162, 7.0090323 53.1086217, 7.0091102 53.1086959, 7.00918 53.10873, 7.0095162 53.1088823, 7.0096599 53.1089468, 7.0099661 53.1090626, 7.0100234 53.1090838)",
6368051,Burgemeester Snaterlaan,tertiary,50,False,False,87.285,"LINESTRING (7.0101972 53.1072266, 7.0103374 53.1072647, 7.0107597 53.1073794, 7.0113885 53.1075502)",
800863412,Burgemeester Snaterlaan,tertiary,50,False,True,71.281,"LINESTRING (7.0101972 53.1072266, 7.00975 53.10709, 7.0092368 53.1069466)",
6367993,Thorbeckelaan,residential,30,False,True,51.23,"LINESTRING (7.0155914 53.1073944, 7.0150755 53.1070533)",
6367507,Rozenhof,residential,30,False,False,56.627,"LINESTRING (7.0155914 53.1073944, 7.0155425 53.1074194, 7.0152347 53.1075771, 7.0150482 53.1076278, 7.0149499 53.1076766, 7.0149309 53.1077025)",
6367993,Thorbeckelaan,residential,30,False,False,135.688,"LINESTRING (7.0155914 53.1073944, 7.0156128 53.1074084, 7.016967 53.1082928)",
6367840,Titanstraat,residential,30,False,False,76.45299999999999,"LINESTRING (7.0113885 53.1075502, 7.0113375 53.1076448, 7.0113154 53.1077647, 7.0113221 53.1077815, 7.0113882 53.1079465, 7.0114285 53.1080469, 7.0114742 53.1081611, 7.0115077 53.1082174)",
6368051,Burgemeester Snaterlaan,tertiary,50,False,False,48.546,"LINESTRING (7.0113885 53.1075502, 7.0115064 53.1075707, 7.0117562 53.1075719, 7.012106 53.1075366)",
6368051,Burgemeester Snaterlaan,tertiary,50,False,True,87.285,"LINESTRING (7.0113885 53.1075502, 7.0107597 53.1073794, 7.0103374 53.1072647, 7.0101972 53.1072266)",
6367904,Burgemeester van Bakkeneslaan,residential,30,False,True,179.475,"LINESTRING (7.012106 53.1075366, 7.0120755 53.1074389, 7.0119774 53.1071252, 7.0119728 53.1071106, 7.0118875 53.1068378, 7.0117954 53.106543, 7.0117733 53.1064723, 7.0117581 53.1064238, 7.0116751 53.106351, 7.01109 53.1061734)",
6368051,Burgemeester Snaterlaan,tertiary,50,False,False,107.458,"LINESTRING (7.012106 53.1075366, 7.0135118 53.1073804, 7.013686 53.1073529)",
6368051,Burgemeester Snaterlaan,tertiary,50,False,True,48.54600000000001,"LINESTRING (7.012106 53.1075366, 7.0117562 53.1075719, 7.0115064 53.1075707, 7.0113885 53.1075502)",
6367465,Rozenhof,residential,30,False,False,92.10199999999999,"LINESTRING (7.0149309 53.1077025, 7.0150321 53.1077726, 7.0154489 53.1080419, 7.0154506 53.1080825, 7.015403 53.1081289, 7.0150544 53.1081867, 7.0149616 53.1081878)",
6367507,Rozenhof,residential,30,False,False,58.525,"LINESTRING (7.0149309 53.1077025, 7.0148032 53.1078089, 7.01479 53.10784, 7.0147925 53.107857, 7.0149616 53.1081878)",
6367507,Rozenhof,residential,30,False,True,56.627,"LINESTRING (7.0149309 53.1077025, 7.0149499 53.1076766, 7.0150482 53.1076278, 7.0152347 53.1075771, 7.0155425 53.1074194, 7.0155914 53.1073944)",
6367465,Rozenhof,residential,30,False,False,52.014,"LINESTRING (7.0149616 53.1081878, 7.0141934 53.1082662)",
6367465,Rozenhof,residential,30,False,True,92.10199999999999,"LINESTRING (7.0149616 53.1081878, 7.0150544 53.1081867, 7.015403 53.1081289, 7.0154506 53.1080825, 7.0154489 53.1080419, 7.0150321 53.1077726, 7.0149309 53.1077025)",
6367507,Rozenhof,residential,30,False,True,58.525000000000006,"LINESTRING (7.0149616 53.1081878, 7.0147925 53.107857, 7.01479 53.10784, 7.0148032 53.1078089, 7.0149309 53.1077025)",
6367840,Titanstraat,residential,30,False,True,76.45299999999999,"LINESTRING (7.0115077 53.1082174, 7.0114742 53.1081611, 7.0114285 53.1080469, 7.0113882 53.1079465, 7.0113221 53.1077815, 7.0113154 53.1077647, 7.0113375 53.1076448, 7.0113885 53.1075502)",
6367853,Spoetnikstraat,residential,30,False,False,60.26,"LINESTRING (7.0115077 53.1082174, 7.0120578 53.1084084, 7.0122892 53.1084887)",
6367858,Titanstraat,residential,30,False,False,55.82,"LINESTRING (7.0115077 53.1082174, 7.0111738 53.1085977, 7.0111191 53.1086619)",
6367465,Rozenhof,residential,30,False,True,52.014,"LINESTRING (7.0141934 53.1082662, 7.0149616 53.1081878)",
6367474,Burgemeester van Weringstraat,residential,30,False,False,69.136,"LINESTRING (7.0141934 53.1082662, 7.0141901 53.1083559, 7.0144275 53.1088177, 7.0144513 53.1088643)",
6367474,Burgemeester van Weringstraat,residential,30,False,True,107.593,"LINESTRING (7.0141934 53.1082662, 7.0141091 53.1081995, 7.0138321 53.1076452, 7.0137955 53.1075719, 7.013686 53.1073529)",
6367993,Thorbeckelaan,residential,30,False,False,224.296,"LINESTRING (7.016967 53.1082928, 7.0192364 53.1097804)",
6367464,Abraham Kuyperlaan,residential,30,False,False,57.574,"LINESTRING (7.016967 53.1082928, 7.0168978 53.1083283, 7.0166395 53.1084607, 7.0163452 53.1085233, 7.0162549 53.1085704)",
6367993,Thorbeckelaan,residential,30,False,True,135.688,"LINESTRING (7.016967 53.1082928, 7.0156128 53.1074084, 7.0155914 53.1073944)",
"[6367898, 6367845]",Spoetnikstraat,residential,30,False,False,251.957,"LINESTRING (7.0122892 53.1084887, 7.0124514 53.108306, 7.0125889 53.1081512, 7.0126243 53.1081113, 7.0126962 53.1080783, 7.01279 53.1080817, 7.0128306 53.1080961, 7.0131273 53.1082015, 7.0131774 53.1082625, 7.0132121 53.1083324, 7.0132218 53.108352, 7.013352 53.108614, 7.0133647 53.1086395, 7.0133804 53.1086711, 7.0135247 53.1089707, 7.0135317 53.1089851, 7.0135198 53.1090402, 7.0133674 53.1092328, 7.0128516 53.109323, 7.0127242 53.1093453)",
