osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,tunnel,width,access
7604965,Lijnbaan,residential,50,False,False,4.313,"LINESTRING (3.8889493 51.4987684, 3.8890116 51.4987689)",,,,,
372617654,Lijnbaan,residential,30,False,True,40.399,"LINESTRING (3.8889493 51.4987684, 3.8883657 51.4987662)",,,,,
7603667,Zonnebloemstraat,tertiary,50,False,False,41.377,"LINESTRING (3.8950305 51.4989255, 3.8950801 51.4990556, 3.89515 51.49929)",,,,,
7603689,van de Spiegelstraat,primary,50,False,False,68.035,"LINESTRING (3.8950305 51.4989255, 3.8948196 51.4989594, 3.8943844 51.4990239, 3.8940751 51.499069)",,,,,
"[7605338, 923049794]",Willem Barentszstraat,tertiary,50,False,"[False, True]",40.85900000000001,"LINESTRING (3.8863372 51.4989964, 3.8862105 51.4990159, 3.8861423 51.4990292, 3.8860647 51.4990364, 3.8859049 51.4990421, 3.8857619 51.4990698)",,,,,
189436571,M.A. de Ruijterlaan,tertiary,50,False,True,40.832,"LINESTRING (3.8863372 51.4989964, 3.8863128 51.4989581, 3.8863176 51.4988106, 3.8863192 51.4987627, 3.8863213 51.4986974, 3.886326 51.4986322)",2,,,,
788798326,M.A. de Ruijterlaan,tertiary,50,False,False,138.695,"LINESTRING (3.8863372 51.4989964, 3.886391 51.4990527, 3.8866141 51.4992027, 3.8867652 51.4993006, 3.8870044 51.49946, 3.8876638 51.4999293)",2,,,,
7605381,Wulfaertstraat,primary,50,False,False,7.926,"LINESTRING (3.8902728 51.4990277, 3.8903277 51.4990257, 3.8903871 51.4990235)",,,,,
7605386,Wulfaertstraat,primary,50,False,False,29.812,"LINESTRING (3.8902728 51.4990277, 3.8902557 51.4990289, 3.8901499 51.4990354, 3.8900983 51.4990403, 3.8900086 51.4990594, 3.8898683 51.4991075)",,,,,
"[351233336, 7604802]",Frans den Hollanderlaan,residential,"['50', '30']",True,False,197.66400000000002,"LINESTRING (3.8903871 51.4990235, 3.890384 51.4991264, 3.8903828 51.4991605, 3.89038 51.4991936, 3.8903734 51.4993677, 3.8903241 51.5006793, 3.8903788 51.5007356, 3.8904251 51.5007831)",,,,,
"[7605380, 7603366]",Wulfaertstraat,primary,50,False,"[False, True]",188.32299999999998,"LINESTRING (3.8903871 51.4990235, 3.8905283 51.4990254, 3.8906194 51.4990271, 3.8910332 51.4990169, 3.8911537 51.499021, 3.8914685 51.4990515, 3.8916843 51.4990539, 3.8917618 51.4990534, 3.8931032 51.4990619)",,,,,
7605381,Wulfaertstraat,primary,50,False,True,7.926,"LINESTRING (3.8903871 51.4990235, 3.8903277 51.4990257, 3.8902728 51.4990277)",,,,,
7605386,Wulfaertstraat,primary,50,False,True,29.812,"LINESTRING (3.8898683 51.4991075, 3.8900086 51.4990594, 3.8900983 51.4990403, 3.8901499 51.4990354, 3.8902557 51.4990289, 3.8902728 51.4990277)",,,,,
7605402,Piet Heinstraat,primary,50,False,False,168.306,"LINESTRING (3.8898683 51.4991075, 3.8897058 51.4991884, 3.8896026 51.4992668, 3.8894573 51.4994157, 3.8887172 51.5002855, 3.8886559 51.500346, 3.8886119 51.500391)",2,,,,
"[7604954, 772386172, 309990542, 372617655]",Lijnbaan,residential,50,False,True,60.13799999999999,"LINESTRING (3.8898683 51.4991075, 3.8897589 51.4990208, 3.8897299 51.4989949, 3.8896786 51.4989423, 3.8895977 51.4988621, 3.8895385 51.4988079, 3.8895137 51.4987924, 3.8894825 51.4987828, 3.88942 51.4987781, 3.8893892 51.4987758, 3.8892685 51.498773)",,,,,
7603366,Wulfaertstraat,primary,50,False,False,38.08,"LINESTRING (3.8931032 51.4990619, 3.8934643 51.4990617, 3.8936532 51.4990657)",,,,,
"[7605380, 7603366]",Wulfaertstraat,primary,50,False,"[False, True]",188.32299999999998,"LINESTRING (3.8931032 51.4990619, 3.8917618 51.4990534, 3.8916843 51.4990539, 3.8914685 51.4990515, 3.8911537 51.499021, 3.8910332 51.4990169, 3.8906194 51.4990271, 3.8905283 51.4990254, 3.8903871 51.4990235)",,,,,
7603689,van de Spiegelstraat,primary,50,False,True,29.207,"LINESTRING (3.8936532 51.4990657, 3.8940751 51.499069)",,,,,
7603366,Wulfaertstraat,primary,50,False,True,38.08,"LINESTRING (3.8936532 51.4990657, 3.8934643 51.4990617, 3.8931032 51.4990619)",,,,,
"[7603474, 7603551]",van de Spiegelstraat,"['unclassified', 'residential']","['50', '30']",False,False,47.82299999999999,"LINESTRING (3.8936532 51.4990657, 3.8936668 51.4991207, 3.89367 51.4992395, 3.8933446 51.4993954)",,,,,
7603689,van de Spiegelstraat,primary,50,False,False,29.207,"LINESTRING (3.8940751 51.499069, 3.8936532 51.4990657)",,,,,
7603689,van de Spiegelstraat,primary,50,False,True,68.035,"LINESTRING (3.8940751 51.499069, 3.8943844 51.4990239, 3.8948196 51.4989594, 3.8950305 51.4989255)",,,,,
220509496,De Witt Hamerstraat,unclassified,50,False,False,16.963,"LINESTRING (3.8940751 51.499069, 3.8940617 51.499149, 3.8940641 51.4992211)",,,,,
7603668,Zonnebloemstraat,tertiary,50,True,False,31.183,"LINESTRING (3.89515 51.49929, 3.8953371 51.4995451)",,,,,
7603667,Zonnebloemstraat,tertiary,50,False,True,41.377,"LINESTRING (3.89515 51.49929, 3.8950801 51.4990556, 3.8950305 51.4989255)",,,,,
7603390,Blaaubeenstraat,residential,30,False,False,113.54899999999999,"LINESTRING (3.8968377 51.4991774, 3.8967789 51.4991724, 3.896026 51.4992862, 3.8958692 51.499333, 3.8954735 51.4994989, 3.8953371 51.4995451)",,,,,
7603478,D.D. van den Boutstraat,residential,30,False,False,69.922,"LINESTRING (3.8916574 51.4994443, 3.8917326 51.4994778, 3.8922586 51.4999459)",,,,,
7603490,Vosmaerstraat,residential,30,False,True,119.778,"LINESTRING (3.8916574 51.4994443, 3.8915553 51.499503, 3.8912536 51.4997593, 3.8910783 51.4999082, 3.891062 51.4999285, 3.8910582 51.499951, 3.8910664 51.4999716, 3.8910849 51.4999894, 3.8914668 51.5003118)",,,,,
351233334,D.D. van den Boutstraat,residential,30,False,False,8.904,"LINESTRING (3.8916574 51.4994443, 3.8916091 51.4993979, 3.8916031 51.4993734)",,,,,
7603386,van Bourgondiestraat,residential,30,True,False,94.027,"LINESTRING (3.8933446 51.4993954, 3.8941865 51.500059)",,,,,
7603560,van de Spiegelstraat,residential,30,False,False,23.763,"LINESTRING (3.8933446 51.4993954, 3.8930802 51.4995317)",,,,,
"[7603474, 7603551]",van de Spiegelstraat,"['residential', 'unclassified']","['30', '50']",False,True,47.823,"LINESTRING (3.8933446 51.4993954, 3.89367 51.4992395, 3.8936668 51.4991207, 3.8936532 51.4990657)",,,,,
7603560,van de Spiegelstraat,residential,30,False,True,23.763,"LINESTRING (3.8930802 51.4995317, 3.8933446 51.4993954)",,,,,
7603562,van de Spiegelstraat,residential,30,False,False,48.081,"LINESTRING (3.8930802 51.4995317, 3.8925471 51.4998089)",,,,,
"[7603440, 351233331]",,residential,"['30', '50']",True,False,52.268,"LINESTRING (3.8930802 51.4995317, 3.893104 51.499106, 3.8931032 51.4990619)",,,,,
196557623,Zonnebloemstraat,residential,30,False,False,8.058,"LINESTRING (3.8953371 51.4995451, 3.8952723 51.4996053)",,,,,
7603390,Blaaubeenstraat,residential,30,False,True,113.549,"LINESTRING (3.8953371 51.4995451, 3.8954735 51.4994989, 3.8958692 51.499333, 3.896026 51.4992862, 3.8967789 51.4991724, 3.8968377 51.4991774)",,,,,
7603675,Zonnebloemstraat,tertiary,50,True,False,69.216,"LINESTRING (3.8953371 51.4995451, 3.89544 51.49967, 3.8957081 51.4999618, 3.8957911 51.5000983)",,,,,
7603493,Piccardtstraat,residential,30,False,True,35.598,"LINESTRING (3.8952723 51.4996053, 3.8948526 51.4997903)",,,,,
7603657,Zonnebloemstraat,tertiary,50,True,False,36.067,"LINESTRING (3.8952723 51.4996053, 3.89515 51.49929)",,,,,
196557623,Zonnebloemstraat,residential,30,False,True,8.058,"LINESTRING (3.8952723 51.4996053, 3.8953371 51.4995451)",,,,,
7603493,Piccardtstraat,residential,30,False,False,35.598,"LINESTRING (3.8948526 51.4997903, 3.8952723 51.4996053)",,,,,
196559034,De Witt Hamerstraat,residential,30,False,True,46.413,"LINESTRING (3.8948526 51.4997903, 3.8944285 51.499467)",,,,,
7603562,van de Spiegelstraat,residential,30,False,False,25.117,"LINESTRING (3.8925471 51.4998089, 3.8922586 51.4999459)",,,,,
7603562,van de Spiegelstraat,residential,30,False,True,48.081,"LINESTRING (3.8925471 51.4998089, 3.8930802 51.4995317)",,,,,
7603574,Rimmelandplein,residential,30,False,False,64.402,"LINESTRING (3.8925471 51.4998089, 3.8926579 51.4998963, 3.8929128 51.5000843, 3.8931392 51.5002556)",,,,,
7603562,van de Spiegelstraat,residential,30,False,False,47.499,"LINESTRING (3.8922586 51.4999459, 3.8917076 51.5002005)",,,,,
7603562,van de Spiegelstraat,residential,30,False,True,25.117,"LINESTRING (3.8922586 51.4999459, 3.8925471 51.4998089)",,,,,
7603478,D.D. van den Boutstraat,residential,30,False,True,69.922,"LINESTRING (3.8922586 51.4999459, 3.8917326 51.4994778, 3.8916574 51.4994443)",,,,,
7603522,Rimmelandplein,residential,30,False,False,65.007,"LINESTRING (3.8922586 51.4999459, 3.8923598 51.5000321, 3.8926598 51.5002541, 3.89278 51.5003498, 3.8928462 51.5004017)",,,,,
7604784,Hollandiaplein,residential,30,True,False,98.44300000000001,"LINESTRING (3.8851337 51.4995034, 3.8853074 51.4995796, 3.8855105 51.4996687, 3.8857502 51.4997357, 3.8859648 51.4997956, 3.8861728 51.4998537, 3.8863875 51.4999136)",,,,,
7604804,Willem Barentszstraat,unclassified,30,False,False,71.089,"LINESTRING (3.8851337 51.4995034, 3.8850475 51.4996012, 3.8846397 51.5000639)",,,,,
7604804,Willem Barentszstraat,unclassified,30,False,True,10.875,"LINESTRING (3.8851337 51.4995034, 3.8851638 51.4994326, 3.8851695 51.4994083)",,,,,
7604967,Pasteurstraat,residential,30,False,False,128.318,"LINESTRING (3.8827905 51.5000214, 3.8834166 51.5000373, 3.8835041 51.5000376, 3.8837616 51.5000384, 3.884545 51.500049, 3.8845858 51.5000513, 3.8846397 51.5000639)",,,,,
7604968,Pasteurstraat,residential,30,False,False,39.265,"LINESTRING (3.8827905 51.5000214, 3.8827621 51.5001108, 3.8826577 51.5003646)",,,,,
7603404,Piccardtstraat,residential,30,True,False,54.942,"LINESTRING (3.8941865 51.500059, 3.8948526 51.4997903)",,,,,
7603647,Zonnebloemstraat,tertiary,50,False,False,21.307000000000002,"LINESTRING (3.8957911 51.5000983, 3.8959293 51.5002386, 3.8959534 51.5002611)",,,,,
7603658,Zonnebloemstraat,tertiary,50,True,False,65.71,"LINESTRING (3.8957911 51.5000983, 3.8956354 51.4999845, 3.8955722 51.4999185, 3.8952723 51.4996053)",,,,,
