osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,lanes
6895871,Jan van Cuijkstraat,tertiary,30,False,False,41.873,"LINESTRING (5.8802129 51.7255093, 5.8800913 51.7256821, 5.8800184 51.7257911, 5.8799822 51.7258575)",,
6895979,Aleidestraat,residential,30,False,False,130.011,"LINESTRING (5.8802129 51.7255093, 5.8802855 51.7255307, 5.8810314 51.7257477, 5.8819187 51.7260099)",,
6895983,Aleidestraat,residential,30,False,False,39.266,"LINESTRING (5.8788529 51.7255601, 5.879381 51.7256931)",,
6896010,Florisstraat,residential,30,False,False,170.05,"LINESTRING (5.8788529 51.7255601, 5.8785555 51.7260306, 5.8785356 51.7260902, 5.8783894 51.726321, 5.8783385 51.7263712, 5.8779545 51.7269825)",,
6895983,Aleidestraat,residential,30,False,False,45.264,"LINESTRING (5.879381 51.7256931, 5.8799822 51.7258575)",,
6895983,Aleidestraat,residential,30,False,True,39.266,"LINESTRING (5.879381 51.7256931, 5.8788529 51.7255601)",,
6895983,Aleidestraat,residential,30,False,True,45.264,"LINESTRING (5.8799822 51.7258575, 5.879381 51.7256931)",,
6895871,Jan van Cuijkstraat,tertiary,30,False,False,170.94899999999998,"LINESTRING (5.8799822 51.7258575, 5.8795644 51.7264298, 5.8794213 51.7265664, 5.8792681 51.7267701, 5.8791252 51.7269602, 5.8790745 51.7270543, 5.8790003 51.7272621)",,
6895871,Jan van Cuijkstraat,tertiary,30,False,True,41.873,"LINESTRING (5.8799822 51.7258575, 5.8800184 51.7257911, 5.8800913 51.7256821, 5.8802129 51.7255093)",,
6896001,Aleidestraat,residential,30,False,False,123.52,"LINESTRING (5.8799822 51.7258575, 5.8802729 51.725937, 5.8808066 51.7260764, 5.8816325 51.7262922)",,
6895978,Kaneelstraat,residential,30,False,False,37.407,"LINESTRING (5.8819187 51.7260099, 5.8818709 51.726082, 5.8817577 51.7262065, 5.8816325 51.7262922)",,
6895979,Aleidestraat,residential,30,False,True,130.011,"LINESTRING (5.8819187 51.7260099, 5.8810314 51.7257477, 5.8802855 51.7255307, 5.8802129 51.7255093)",,
6895978,Kaneelstraat,residential,30,False,False,176.328,"LINESTRING (5.8816325 51.7262922, 5.8807831 51.7271185, 5.8803665 51.727583, 5.8803128 51.72765)",,
6895978,Kaneelstraat,residential,30,False,True,37.407000000000004,"LINESTRING (5.8816325 51.7262922, 5.8817577 51.7262065, 5.8818709 51.726082, 5.8819187 51.7260099)",,
6896001,Aleidestraat,residential,30,False,True,123.52,"LINESTRING (5.8816325 51.7262922, 5.8808066 51.7260764, 5.8802729 51.725937, 5.8799822 51.7258575)",,
6896005,Markt,residential,30,False,False,103.65899999999999,"LINESTRING (5.8816325 51.7262922, 5.8818588 51.7263482, 5.882085 51.7264143, 5.8822804 51.7264714, 5.8825316 51.7265448, 5.8829906 51.7266927)",,
"[6896051, 67000350]",Maasveld,residential,30,False,False,66.47500000000001,"LINESTRING (5.8833286 51.7263495, 5.8833673 51.7263649, 5.8841927 51.7266154)",,
6895923,Veldweg,residential,30,True,False,71.982,"LINESTRING (5.87493 51.72642, 5.8750053 51.7263492, 5.8751309 51.7263269, 5.875361 51.7263632, 5.8758688 51.7264772)",,
"[6896250, 6896251]",Stationsplein,residential,30,False,False,98.09299999999999,"LINESTRING (5.87493 51.72642, 5.8747363 51.7267654, 5.87471 51.7268124, 5.8746761 51.7268728, 5.8746212 51.7269707, 5.8745824 51.7270362, 5.8745325 51.7271201, 5.8744544 51.7272515)",,
328835316,Spoorpad,residential,30,False,True,69.107,"LINESTRING (5.87493 51.72642, 5.8749482 51.7262535, 5.8751836 51.7258229)",,
6895923,Veldweg,residential,30,True,False,85.578,"LINESTRING (5.8758688 51.7264772, 5.8763827 51.7265993, 5.8770289 51.7267528)",,
6896004,Grotestraat,residential,30,True,False,44.702,"LINESTRING (5.8829906 51.7266927, 5.8833286 51.7263495)",,
6896005,Markt,residential,30,False,True,103.659,"LINESTRING (5.8829906 51.7266927, 5.8825316 51.7265448, 5.8822804 51.7264714, 5.882085 51.7264143, 5.8818588 51.7263482, 5.8816325 51.7262922)",,
350047695,Grotestraat,residential,30,False,True,82.744,"LINESTRING (5.8829906 51.7266927, 5.8828882 51.7268192, 5.8826655 51.727139, 5.8825224 51.7273774)",,
958396541,Maasveld,residential,30,False,False,53.962,"LINESTRING (5.8841927 51.7266154, 5.8845176 51.7261738)",,
6896048,Maasveld,residential,30,False,False,118.99700000000001,"LINESTRING (5.8841927 51.7266154, 5.884212 51.7266429, 5.8842224 51.726671, 5.8842309 51.7267113, 5.8842214 51.7267411, 5.8841017 51.726987, 5.88403 51.7271419, 5.8839234 51.7273687, 5.8837992 51.7276443)",,
"[6896051, 67000350]",Maasveld,residential,30,False,True,66.47500000000001,"LINESTRING (5.8841927 51.7266154, 5.8833673 51.7263649, 5.8833286 51.7263495)",,
6895923,Veldweg,residential,30,True,False,68.678,"LINESTRING (5.8770289 51.7267528, 5.8771499 51.7267828, 5.877683 51.7269151, 5.8779545 51.7269825)",,
6895923,Veldweg,residential,30,True,False,78.476,"LINESTRING (5.8779545 51.7269825, 5.8788054 51.7272172, 5.8790003 51.7272621)",,
6896010,Florisstraat,residential,30,False,True,170.05,"LINESTRING (5.8779545 51.7269825, 5.8783385 51.7263712, 5.8783894 51.726321, 5.8785356 51.7260902, 5.8785555 51.7260306, 5.8788529 51.7255601)",,
"[6896250, 6896251]",Stationsplein,residential,30,False,True,98.093,"LINESTRING (5.8744544 51.7272515, 5.8745325 51.7271201, 5.8745824 51.7270362, 5.8746212 51.7269707, 5.8746761 51.7268728, 5.87471 51.7268124, 5.8747363 51.7267654, 5.87493 51.72642)",,
6896450,Parallelweg,residential,30,False,False,102.134,"LINESTRING (5.8744544 51.7272515, 5.874379 51.7273779, 5.8743311 51.7274635, 5.8740998 51.7278746, 5.8739603 51.7281175)",,
6896457,Stationsstraat,residential,30,False,False,68.54299999999999,"LINESTRING (5.8744544 51.7272515, 5.8745765 51.7272959, 5.8746607 51.7273341, 5.874804 51.7274276, 5.8750168 51.7275664, 5.8751765 51.7276707)",,
6895871,Jan van Cuijkstraat,tertiary,30,False,True,170.949,"LINESTRING (5.8790003 51.7272621, 5.8790745 51.7270543, 5.8791252 51.7269602, 5.8792681 51.7267701, 5.8794213 51.7265664, 5.8795644 51.7264298, 5.8799822 51.7258575)",,
6895950,Veldweg,residential,30,True,False,100.167,"LINESTRING (5.8790003 51.7272621, 5.8797458 51.7274772, 5.8803128 51.72765)",,
6896118,Jan van Cuijkstraat,tertiary,30,False,False,144.207,"LINESTRING (5.8790003 51.7272621, 5.8789827 51.7273525, 5.8788558 51.7283538, 5.8788205 51.7284733, 5.8787995 51.7285522)",,
6896048,Maasveld,residential,30,False,False,105.966,"LINESTRING (5.8837992 51.7276443, 5.8837463 51.7277812, 5.883648 51.7281076, 5.8836206 51.7284722, 5.8836015 51.728517, 5.8835953 51.7285389, 5.883598 51.728557, 5.8836138 51.7285837)",,
6896048,Maasveld,residential,30,False,True,118.99700000000001,"LINESTRING (5.8837992 51.7276443, 5.8839234 51.7273687, 5.88403 51.7271419, 5.8841017 51.726987, 5.8842214 51.7267411, 5.8842309 51.7267113, 5.8842224 51.726671, 5.884212 51.7266429, 5.8841927 51.7266154)",,
