osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel,junction
"[457651226, 715627389]",True,1,Laan 1940-1945,secondary,50,False,69.556,"LINESTRING (4.2532113 51.9175288, 4.2529302 51.9175478, 4.2526598 51.9175884, 4.2524781 51.9176277, 4.2522305 51.9176777)",,,
7564276,False,,Jozef Israëlslaan,residential,30,False,38.004,"LINESTRING (4.2608119 51.9175767, 4.2613019 51.9177363)",,,
7564276,False,,Jozef Israëlslaan,residential,30,True,38.004,"LINESTRING (4.2613019 51.9177363, 4.2608119 51.9175767)",,,
7564436,False,,Mesdaglaan,residential,30,False,73.684,"LINESTRING (4.2613019 51.9177363, 4.2608211 51.9183289)",,,
7564458,False,,Van Speykstraat,living_street,15,False,121.73199999999999,"LINESTRING (4.2525802 51.9181256, 4.2527785 51.9181937, 4.2529406 51.9180099, 4.2533135 51.9181292, 4.2532621 51.9181883, 4.2532214 51.9182406, 4.2531943 51.9182741, 4.2531952 51.9183494, 4.2530193 51.9185731)",,,
7564305,False,,Wassenaer van Obdamstraat,living_street,15,False,11.828,"LINESTRING (4.2543843 51.9182367, 4.2543003 51.9183296)",,,
7564382,False,,Vincent van Goghlaan,residential,30,False,29.921,"LINESTRING (4.2580111 51.9182766, 4.2584007 51.9183977)",,,
7564382,False,,Vincent van Goghlaan,residential,30,True,12.461,"LINESTRING (4.2603678 51.918181, 4.2602842 51.9182805)",,,
1185101273,False,,Breitnerstraat,residential,30,False,35.171,"LINESTRING (4.2603678 51.918181, 4.2608211 51.9183289)",,,
7564385,False,,Piet Heinstraat,residential,30,False,88.1,"LINESTRING (4.2518884 51.9182919, 4.2512737 51.9189876)",,,
7564160,False,,Karel Doormanstraat,residential,30,False,56.341,"LINESTRING (4.2518884 51.9182919, 4.2520689 51.9183503, 4.2521621 51.9183454, 4.252627 51.9184947)",,,
"[7564306, 7564149]",False,,"['K. Doormanstraat', 'Stationsstraat']",residential,30,"[False, True]",112.116,"LINESTRING (4.2518884 51.9182919, 4.2517056 51.9182312, 4.2508811 51.9185938, 4.2505431 51.9187418)",,,
7564198,False,,Jan van Galenstraat,living_street,15,False,63.063,"LINESTRING (4.2546883 51.9183145, 4.2550618 51.9184338, 4.2548267 51.9187052)",,,
7564436,False,,Mesdaglaan,residential,30,True,73.684,"LINESTRING (4.2608211 51.9183289, 4.2613019 51.9177363)",,,
1185101273,False,,Breitnerstraat,residential,30,True,35.171,"LINESTRING (4.2608211 51.9183289, 4.2603678 51.918181)",,,
"[629992609, 7564323, 893157917]",False,2,Mesdaglaan,residential,30,False,123.308,"LINESTRING (4.2608211 51.9183289, 4.2604546 51.9187554, 4.2604169 51.9188125, 4.26037 51.9188729, 4.2602134 51.9190744, 4.2601158 51.9192079, 4.2600859 51.9192453, 4.2600225 51.9193219)",,,
7564382,False,,Vincent van Goghlaan,residential,30,True,29.921,"LINESTRING (4.2584007 51.9183977, 4.2580111 51.9182766)",,,
7564382,False,,Vincent van Goghlaan,residential,30,False,178.486,"LINESTRING (4.2584007 51.9183977, 4.2598156 51.9188378, 4.2602842 51.9182805)",,,
1121015957,False,,Karel Doormanstraat,living_street,15,False,28.042,"LINESTRING (4.252627 51.9184947, 4.2529881 51.918613)",,,
7564160,False,,Karel Doormanstraat,residential,30,True,56.341,"LINESTRING (4.252627 51.9184947, 4.2521621 51.9183454, 4.2520689 51.9183503, 4.2518884 51.9182919)",,,
7564330,False,,M.H. Trompstraat,residential,30,False,93.703,"LINESTRING (4.252627 51.9184947, 4.2522 51.919, 4.2519883 51.9192396)",,,
1121015957,False,,Karel Doormanstraat,living_street,15,True,4.926,"LINESTRING (4.2530193 51.9185731, 4.2529881 51.918613)",,,
7564458,False,,Van Speykstraat,living_street,15,True,121.732,"LINESTRING (4.2530193 51.9185731, 4.2531952 51.9183494, 4.2531943 51.9182741, 4.2532214 51.9182406, 4.2532621 51.9181883, 4.2533135 51.9181292, 4.2529406 51.9180099, 4.2527785 51.9181937, 4.2525802 51.9181256)",,,
"[1121015957, 7564327]",False,,"['Karel Doormanstraat', 'Witte de Withstraat']",living_street,15,False,101.682,"LINESTRING (4.2530193 51.9185731, 4.2534241 51.9187031, 4.2534968 51.9187274, 4.2534528 51.918774, 4.2532675 51.9189824, 4.2530525 51.9192407)",,,
7564204,False,,Johan Evertsenlaan,residential,30,False,120.11500000000001,"LINESTRING (4.2566463 51.9185812, 4.2561619 51.9183788, 4.2560709 51.9184563, 4.2554857 51.9189649)",,,
7564512,True,1,Havenplein,secondary,50,False,12.769,"LINESTRING (4.2497601 51.9186282, 4.2495941 51.9186802)",,,
501321387,False,,,unclassified,50,False,3.668,"LINESTRING (4.2497601 51.9186282, 4.2497313 51.9186004)",,,
"[572825106, 140692764]",True,,Haven,residential,"['50', '30']",False,161.83800000000002,"LINESTRING (4.2497601 51.9186282, 4.2497977 51.9186645, 4.2501513 51.9189783, 4.2503467 51.9191467, 4.2505281 51.9193106, 4.2511287 51.9198136)",,,
1121015957,False,,Karel Doormanstraat,living_street,15,False,4.926,"LINESTRING (4.2529881 51.918613, 4.2530193 51.9185731)",,,
1121015957,False,,Karel Doormanstraat,living_street,15,True,28.042,"LINESTRING (4.2529881 51.918613, 4.252627 51.9184947)",,,
275146899,False,,,living_street,15,False,20.834,"LINESTRING (4.2529881 51.918613, 4.2530326 51.9186288, 4.2529115 51.9187654)",,,
7564152,False,,Zuiddijk,tertiary,50,True,9.949,"LINESTRING (4.2571959 51.9186541, 4.2572706 51.9185774)",,,
7564235,False,,Zuiddijk,residential,30,False,148.55100000000002,"LINESTRING (4.2571959 51.9186541, 4.2571447 51.9187025, 4.2570576 51.9187773, 4.2570068 51.9188155, 4.2569075 51.9188971, 4.2558997 51.9197242)",,,
236416373,True,1,Laan 1940-1945,secondary,50,False,79.362,"LINESTRING (4.2571959 51.9186541, 4.2569597 51.918578, 4.2569098 51.9185605, 4.2565209 51.9184103, 4.2562255 51.9182684)",,,
"[7564306, 7564149]",False,,"['K. Doormanstraat', 'Stationsstraat']",residential,30,"[False, True]",112.116,"LINESTRING (4.2505431 51.9187418, 4.2508811 51.9185938, 4.2517056 51.9182312, 4.2518884 51.9182919)",,,
"[501321386, 7564452]",False,,Fenacoliuslaan,residential,"['30', '50']",False,39.057,"LINESTRING (4.2505431 51.9187418, 4.2504632 51.9187142, 4.2501553 51.9186023, 4.250094 51.9185383)",,,
7564452,False,,Fenacoliuslaan,residential,30,True,57.07599999999999,"LINESTRING (4.2505431 51.9187418, 4.2507973 51.9188272, 4.2512737 51.9189876)",,,
7564305,False,,Wassenaer van Obdamstraat,living_street,15,False,5.202,"LINESTRING (4.2547522 51.9186964, 4.2548267 51.9187052)",,,
7564401,False,,Wassenaer van Obdamstraat,living_street,15,False,43.953,"LINESTRING (4.2547522 51.9186964, 4.25446 51.9190482)",,,
7564305,False,,Wassenaer van Obdamstraat,living_street,15,True,68.28,"LINESTRING (4.2547522 51.9186964, 4.254434 51.9185978, 4.2541519 51.9185035, 4.2543003 51.9183296)",,,
7564305,False,,Wassenaer van Obdamstraat,living_street,15,True,5.202,"LINESTRING (4.2548267 51.9187052, 4.2547522 51.9186964)",,,
7564198,False,,Jan van Galenstraat,living_street,15,True,63.063,"LINESTRING (4.2548267 51.9187052, 4.2550618 51.9184338, 4.2546883 51.9183145)",,,
7564305,False,,Wassenaer van Obdamstraat,living_street,15,False,53.693,"LINESTRING (4.2548267 51.9187052, 4.2552017 51.9188396, 4.2554857 51.9189649)",,,
7564204,False,,Johan Evertsenlaan,residential,30,False,86.274,"LINESTRING (4.2554857 51.9189649, 4.2551218 51.9192872, 4.2548142 51.9195202, 4.2547296 51.9195843)",,,
7564204,False,,Johan Evertsenlaan,residential,30,True,120.11500000000001,"LINESTRING (4.2554857 51.9189649, 4.2560709 51.9184563, 4.2561619 51.9183788, 4.2566463 51.9185812)",,,
7564305,False,,Wassenaer van Obdamstraat,living_street,15,True,53.693,"LINESTRING (4.2554857 51.9189649, 4.2552017 51.9188396, 4.2548267 51.9187052)",,,
7564385,False,,Piet Heinstraat,residential,30,True,88.1,"LINESTRING (4.2512737 51.9189876, 4.2518884 51.9182919)",,,
7564452,False,,Fenacoliuslaan,residential,30,True,48.559,"LINESTRING (4.2512737 51.9189876, 4.2518967 51.9191951)",,,
7564452,False,,Fenacoliuslaan,residential,30,False,57.07599999999999,"LINESTRING (4.2512737 51.9189876, 4.2507973 51.9188272, 4.2505431 51.9187418)",,,
7564401,False,,Wassenaer van Obdamstraat,living_street,15,True,43.953,"LINESTRING (4.25446 51.9190482, 4.2547522 51.9186964)",,,
7564195,False,,Vondellaan,residential,30,False,122.215,"LINESTRING (4.2578729 51.9190619, 4.2593141 51.919494, 4.2594213 51.9195261, 4.2594756 51.9195424)",,,
7564217,False,,Constantijn Huygensstraat,residential,30,False,50.486000000000004,"LINESTRING (4.2578729 51.9190619, 4.2577029 51.9192745, 4.2575473 51.9194691)",,,
7564452,False,,Fenacoliuslaan,residential,30,False,48.559,"LINESTRING (4.2518967 51.9191951, 4.2512737 51.9189876)",,,
