osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel
6685319,Olijdamlaan,residential,30,False,True,65.90899999999999,"LINESTRING (6.5836078 52.2282247, 6.5837356 52.2283106, 6.5837996 52.2283617, 6.5838191 52.2284193, 6.5838599 52.2287717)",,
6684971,Ripperdahof,residential,30,False,True,67.587,"LINESTRING (6.5851028 52.228216, 6.5851223 52.2283976, 6.5851436 52.2286814, 6.5851401 52.2287173, 6.5851276 52.228763, 6.5850975 52.2288195)",,
"[6684886, 6684887]",Kevelhamlaan,residential,30,False,"[False, True]",103.363,"LINESTRING (6.5819413 52.2284933, 6.5818183 52.2285025, 6.5816224 52.2285117, 6.5813964 52.228524, 6.5805117 52.22855, 6.5804271 52.2285507)",,
6685184,Weddehoenlaan,residential,30,False,True,152.636,"LINESTRING (6.5819413 52.2284933, 6.5821467 52.2287444, 6.5821874 52.2287945, 6.5822221 52.2288054, 6.5823544 52.2288374, 6.5824946 52.2288391, 6.5838599 52.2287717)",,
6685430,Diepenheimseweg,secondary,30,False,False,34.263,"LINESTRING (6.5804271 52.2285507, 6.5804418 52.2288587)",,
"[6684886, 6684887]",Kevelhamlaan,residential,30,False,"[False, True]",103.36300000000001,"LINESTRING (6.5804271 52.2285507, 6.5805117 52.22855, 6.5813964 52.228524, 6.5816224 52.2285117, 6.5818183 52.2285025, 6.5819413 52.2284933)",,
6685184,Weddehoenlaan,residential,30,False,False,152.636,"LINESTRING (6.5838599 52.2287717, 6.5824946 52.2288391, 6.5823544 52.2288374, 6.5822221 52.2288054, 6.5821874 52.2287945, 6.5821467 52.2287444, 6.5819413 52.2284933)",,
6685184,Weddehoenlaan,residential,30,False,True,85.471,"LINESTRING (6.5838599 52.2287717, 6.5845382 52.2287478, 6.5847228 52.2287543, 6.5849554 52.2287858, 6.5850975 52.2288195)",,
6685319,Olijdamlaan,residential,30,False,False,65.909,"LINESTRING (6.5838599 52.2287717, 6.5838191 52.2284193, 6.5837996 52.2283617, 6.5837356 52.2283106, 6.5836078 52.2282247)",,
6684971,Ripperdahof,residential,30,False,False,67.587,"LINESTRING (6.5850975 52.2288195, 6.5851276 52.228763, 6.5851401 52.2287173, 6.5851436 52.2286814, 6.5851223 52.2283976, 6.5851028 52.228216)",,
6685184,Weddehoenlaan,residential,30,False,False,85.471,"LINESTRING (6.5850975 52.2288195, 6.5849554 52.2287858, 6.5847228 52.2287543, 6.5845382 52.2287478, 6.5838599 52.2287717)",,
6685184,Weddehoenlaan,residential,30,False,True,55.272000000000006,"LINESTRING (6.5850975 52.2288195, 6.5852661 52.2288783, 6.5853531 52.228912, 6.5855857 52.2290305, 6.5857562 52.2291077)",,
6685184,Weddehoenlaan,residential,30,False,True,21.932,"LINESTRING (6.5857562 52.2291077, 6.5860082 52.2292305)",,
"[6685153, 6685087]","['Blankenvoortlaan', 'Weddehoenlaan']",residential,30,False,"[False, True]",290.25699999999995,"LINESTRING (6.5857562 52.2291077, 6.5860527 52.2288663, 6.5860882 52.2288217, 6.5861059 52.228788, 6.5861237 52.228477, 6.5861397 52.2284433, 6.5861787 52.2284183, 6.5862338 52.2283965, 6.587086 52.2283606, 6.5871517 52.2283715, 6.5871943 52.2283867, 6.5872298 52.2284106, 6.5872529 52.2284552, 6.587244 52.228502, 6.58708 52.2288, 6.5870683 52.2288935, 6.5870913 52.2289642, 6.5871996 52.2293057, 6.5871872 52.22936, 6.5871539 52.2294378, 6.5869659 52.229415)",,
6685184,Weddehoenlaan,residential,30,False,False,55.272000000000006,"LINESTRING (6.5857562 52.2291077, 6.5855857 52.2290305, 6.5853531 52.228912, 6.5852661 52.2288783, 6.5850975 52.2288195)",,
6685184,Weddehoenlaan,residential,30,False,False,21.932,"LINESTRING (6.5860082 52.2292305, 6.5857562 52.2291077)",,
6685086,Weddehoenlaan,residential,30,False,True,44.492999999999995,"LINESTRING (6.5860082 52.2292305, 6.5858805 52.2295305, 6.5860212 52.2295568)",,
6685345,Weddehoenlaan,residential,30,False,True,69.408,"LINESTRING (6.5860082 52.2292305, 6.5861983 52.22931, 6.5862782 52.2293307, 6.5863914 52.2293525, 6.5869659 52.229415)",,
6684994,Weddehoenlaan,residential,30,False,True,41.900999999999996,"LINESTRING (6.5869659 52.229415, 6.5869077 52.2296796, 6.5867294 52.2296913)",,
"[6685153, 6685087]","['Weddehoenlaan', 'Blankenvoortlaan']",residential,30,False,"[False, True]",290.25700000000006,"LINESTRING (6.5869659 52.229415, 6.5871539 52.2294378, 6.5871872 52.22936, 6.5871996 52.2293057, 6.5870913 52.2289642, 6.5870683 52.2288935, 6.58708 52.2288, 6.587244 52.228502, 6.5872529 52.2284552, 6.5872298 52.2284106, 6.5871943 52.2283867, 6.5871517 52.2283715, 6.587086 52.2283606, 6.5862338 52.2283965, 6.5861787 52.2284183, 6.5861397 52.2284433, 6.5861237 52.228477, 6.5861059 52.228788, 6.5860882 52.2288217, 6.5860527 52.2288663, 6.5857562 52.2291077)",,
6685345,Weddehoenlaan,residential,30,False,False,69.408,"LINESTRING (6.5869659 52.229415, 6.5863914 52.2293525, 6.5862782 52.2293307, 6.5861983 52.22931, 6.5860082 52.2292305)",,
6685086,Weddehoenlaan,residential,30,False,False,44.492999999999995,"LINESTRING (6.5860212 52.2295568, 6.5858805 52.2295305, 6.5860082 52.2292305)",,
6684994,Weddehoenlaan,residential,30,False,False,41.900999999999996,"LINESTRING (6.5867294 52.2296913, 6.5869077 52.2296796, 6.5869659 52.229415)",,
6685612,Parallelweg,residential,30,False,False,71.14,"LINESTRING (6.5770696 52.2305323, 6.5768304 52.2305231, 6.5764928 52.2304787, 6.5763404 52.2304599, 6.5762562 52.2304773, 6.5761188 52.2305788)",,
"[6685145, 6685093]",Irisstraat,tertiary,30,False,False,104.177,"LINESTRING (6.5863776 52.2305681, 6.5866242 52.2305718, 6.5871477 52.2306074, 6.5874346 52.230624, 6.5879001 52.2306541)",,
"[6685224, 270509669, 1214568262]",Stationslaan,tertiary,30,False,"[False, True]",113.65,"LINESTRING (6.5863776 52.2305681, 6.5863453 52.2305679, 6.586238 52.230566, 6.5856103 52.2305685, 6.5850741 52.2305718, 6.5847092 52.23058)",,
241986905,Spoorstraat,residential,30,False,True,117.321,"LINESTRING (6.5863776 52.2305681, 6.586374 52.2308125, 6.5863574 52.2312371, 6.5863465 52.2312976, 6.5863156 52.2313895, 6.5862416 52.2315053, 6.5861651 52.2316014)",,
6685136,Het Jannink,residential,30,False,False,32.751,"LINESTRING (6.5838958 52.2305959, 6.5839149 52.2308902)",,
"[6685313, 1214568262]",Stationslaan,tertiary,30,False,False,55.425,"LINESTRING (6.5838958 52.2305959, 6.584569 52.2305824, 6.5847092 52.23058)",,
6685313,Stationslaan,tertiary,30,False,True,88.596,"LINESTRING (6.5838958 52.2305959, 6.5835427 52.2306016, 6.5825953 52.2306148)",,
6685078,De Weverij,residential,30,False,False,97.456,"LINESTRING (6.5847092 52.23058, 6.5847546 52.231456)",,
