osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,lanes
7354489,Adelricusstraat,residential,30,False,False,50.556,"LINESTRING (4.8607316 52.2015983, 4.8612294 52.2019354)",,,
7354518,Cornelis Beerninckstraat,residential,30,False,False,62.941,"LINESTRING (4.8607316 52.2015983, 4.8600468 52.2019781)",,,
7353579,Wipmolen,residential,30,False,False,73.195,"LINESTRING (4.867328 52.2018077, 4.8665229 52.2022434)",,,
7354421,Gijsbert van Stoutenborchstraat,residential,30,False,False,67.397,"LINESTRING (4.8620935 52.2018043, 4.86285 52.2021947)",,,
7354613,Steven van Rumelaerstraat,residential,30,False,False,53.44,"LINESTRING (4.8620935 52.2018043, 4.8615121 52.2021268)",,,
7354436,Godebaldstraat,residential,30,False,False,18.734,"LINESTRING (4.8598623 52.2018532, 4.8600468 52.2019781)",,,
7354483,Cornelis Beerninckstraat,residential,30,False,False,54.84,"LINESTRING (4.8598623 52.2018532, 4.8598062 52.2018843, 4.8593602 52.2021316, 4.8592656 52.2021841)",,,
7354488,Nicolaas van der Steenstraat,residential,30,False,False,41.655,"LINESTRING (4.8633168 52.2018956, 4.8628884 52.2021628)",,,
7354436,Godebaldstraat,residential,30,False,False,50.556,"LINESTRING (4.8600468 52.2019781, 4.8605446 52.2023152)",,,
7354436,Godebaldstraat,residential,30,False,True,18.734,"LINESTRING (4.8600468 52.2019781, 4.8598623 52.2018532)",,,
7354518,Cornelis Beerninckstraat,residential,30,False,True,62.941,"LINESTRING (4.8600468 52.2019781, 4.8607316 52.2015983)",,,
7353790,Bozenhoven,tertiary,50,False,False,227.047,"LINESTRING (4.8698843 52.2019751, 4.8694361 52.202345, 4.869151 52.2025915, 4.8685159 52.2031161, 4.8683038 52.2033111, 4.8679884 52.2035845, 4.8679351 52.2036307)",,,
7353760,Baljuwsstraat,residential,30,True,False,75.4,"LINESTRING (4.8645272 52.2020055, 4.8652758 52.2025048)",,,
7353767,Gijsbert van Stoutenborchstraat,residential,30,False,False,53.448,"LINESTRING (4.8628884 52.2021628, 4.8634006 52.2025268)",,,
7354488,Nicolaas van der Steenstraat,residential,30,False,False,4.408,"LINESTRING (4.8628884 52.2021628, 4.86285 52.2021947)",,,
7354488,Nicolaas van der Steenstraat,residential,30,False,True,41.655,"LINESTRING (4.8628884 52.2021628, 4.8633168 52.2018956)",,,
7354489,Adelricusstraat,residential,30,False,False,55.849,"LINESTRING (4.8615121 52.2021268, 4.862062 52.2024992)",,,
7354489,Adelricusstraat,residential,30,False,True,28.708,"LINESTRING (4.8615121 52.2021268, 4.8612294 52.2019354)",,,
7354613,Steven van Rumelaerstraat,residential,30,False,False,62.94,"LINESTRING (4.8615121 52.2021268, 4.8608273 52.2025066)",,,
