osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,ref,tunnel
6879599,False,,Koningsplein,residential,30,True,118.05600000000001,"LINESTRING (5.9126133 51.9810279, 5.9128584 51.980762, 5.9130645 51.9805384, 5.9132058 51.9802509, 5.9132526 51.9802306, 5.91331 51.98023, 5.9133898 51.980247, 5.9135061 51.9802718)",,,
6879602,False,,St. Catharinaplaats,residential,30,True,69.257,"LINESTRING (5.9126133 51.9810279, 5.9124425 51.9809693, 5.9122533 51.9809045, 5.9121197 51.9808587, 5.911924 51.9807916, 5.9118837 51.9807742, 5.9118241 51.9807484, 5.9117778 51.9806936)",,,
6880015,False,,Koningsplein,residential,30,True,17.378,"LINESTRING (5.9128298 51.9811094, 5.9126133 51.9810279)",,,
"[653620514, 6878004]",True,,Koningsplein,residential,30,False,64.681,"LINESTRING (5.9128298 51.9811094, 5.9135622 51.9812685, 5.9136459 51.9812847, 5.9137248 51.9812931)",,,
"[947856768, 947856769, 947856770]",True,3,Eusebiusbinnensingel,tertiary,50,False,104.494,"LINESTRING (5.9137248 51.9812931, 5.9139226 51.9809884, 5.9139683 51.9808947, 5.9140932 51.9806243, 5.9141859 51.9803988)",,,
6878269,False,,Blekerstraat,residential,30,True,71.15,"LINESTRING (5.9163091 51.9814267, 5.9163959 51.981266, 5.9164427 51.9812131, 5.9164944 51.9811756, 5.9165709 51.9810237, 5.9166451 51.9809933, 5.916723 51.9808542)",,,
6878442,True,,Velperbuitensingel,primary,50,False,70.007,"LINESTRING (5.9150349 51.9819869, 5.9149044 51.9822427, 5.9146828 51.9825774)",,,
392054698,False,,Blekerstraat,residential,30,True,13.659,"LINESTRING (5.9160104 51.9819948, 5.9160229 51.9818722)",,,
"[1090938224, 6878268]",True,,Spijkerstraat,residential,30,False,67.037,"LINESTRING (5.9160104 51.9819948, 5.9156302 51.982001, 5.915216 51.9820049, 5.9151671 51.9820025, 5.9151314 51.9820008, 5.9151122 51.9819999, 5.9150349 51.9819869)",,,
6878268,True,,Spijkerstraat,residential,30,False,48.129999999999995,"LINESTRING (5.9167081 51.9820308, 5.9166529 51.9820218, 5.9165857 51.9820122, 5.9164309 51.9820004, 5.9162507 51.9819952, 5.9160506 51.9819949, 5.9160104 51.9819948)",,,
6878268,True,,Spijkerstraat,residential,30,False,93.18,"LINESTRING (5.9179745 51.9823366, 5.9173434 51.9821786, 5.917163 51.9821316, 5.9167081 51.9820308)",,,
6878271,False,,Het Nieuwe Land,residential,30,False,41.781,"LINESTRING (5.9179745 51.9823366, 5.9177629 51.9826573, 5.9177448 51.9826847)",,,
6878271,False,,Het Nieuwe Land,residential,30,True,41.781,"LINESTRING (5.9177448 51.9826847, 5.9177629 51.9826573, 5.9179745 51.9823366)",,,
6878280,True,,Het Nieuwe Land,residential,30,False,79.99600000000001,"LINESTRING (5.9177448 51.9826847, 5.9175666 51.9830979, 5.9175547 51.9831254, 5.9174449 51.98338)",,,
6879898,True,,Velperplein,unclassified,,False,39.261,"LINESTRING (5.9120209 51.9830606, 5.9121205 51.9830864, 5.9121807 51.9830939, 5.9122451 51.9830919, 5.9122961 51.9830864, 5.9124303 51.9830512, 5.9125709 51.9830404)",,,
"[6880034, 6880012]",False,,"['Looierstraat', 'Roggestraat']",unclassified,,"[False, True]",95.507,"LINESTRING (5.9120209 51.9830606, 5.9118971 51.9829917, 5.9118301 51.9829533, 5.9116716 51.9828614, 5.9116241 51.982844, 5.9116019 51.9828401, 5.9115652 51.9828453, 5.9115242 51.9828562, 5.9109687 51.9831737)",permissive,,
"[6880034, 6880012]",False,,"['Looierstraat', 'Roggestraat']",unclassified,,"[False, True]",95.507,"LINESTRING (5.9109687 51.9831737, 5.9115242 51.9828562, 5.9115652 51.9828453, 5.9116019 51.9828401, 5.9116241 51.982844, 5.9116716 51.9828614, 5.9118301 51.9829533, 5.9118971 51.9829917, 5.9120209 51.9830606)",permissive,,
144430099,False,,Looierstraat,unclassified,,False,40.366,"LINESTRING (5.9109687 51.9831737, 5.9106881 51.9833237, 5.9104976 51.9833888)",permissive,,
6878276,True,,Boekhorstenstraat,residential,30,False,134.251,"LINESTRING (5.9162155 51.9831755, 5.9163063 51.9830039, 5.9163 51.9829462, 5.9162719 51.9828978, 5.9162687 51.9828859, 5.9162698 51.982852, 5.9162991 51.9827751, 5.9163119 51.9827341, 5.9163909 51.9825713, 5.9164487 51.9824622, 5.9164562 51.982451, 5.9164615 51.9824433, 5.9165219 51.9824008, 5.9165808 51.9823351, 5.9167081 51.9820308)",,,
6878279,False,,1e Wijkstraat,residential,30,True,87.214,"LINESTRING (5.9162155 51.9831755, 5.9165831 51.9832363, 5.9167214 51.9832589, 5.9169865 51.9833008, 5.9171934 51.9833355, 5.9174449 51.98338)",,,
6878281,False,,Boekhorstenstraat,residential,30,False,63.652,"LINESTRING (5.9162155 51.9831755, 5.9161698 51.9832803, 5.9161643 51.9833422, 5.9161727 51.9833816, 5.9161767 51.9834911, 5.9161693 51.9835108, 5.9161487 51.9835653, 5.9160594 51.983733)",,,
947856767,True,,Eusebiusbinnensingel,busway,50,False,12.416,"LINESTRING (5.9125709 51.9830404, 5.9124625 51.9831299)",,,
"[947856766, 949186326]",True,2,Velperbinnensingel,tertiary,50,False,210.44700000000003,"LINESTRING (5.9125709 51.9830404, 5.9126025 51.9830093, 5.9126327 51.9829867, 5.9126646 51.9829363, 5.9130653 51.9823048, 5.913374 51.9818728, 5.9134016 51.9818304, 5.9137291 51.981335, 5.9137248 51.9812931)",,,
6878279,False,,1e Wijkstraat,residential,30,False,87.214,"LINESTRING (5.9174449 51.98338, 5.9171934 51.9833355, 5.9169865 51.9833008, 5.9167214 51.9832589, 5.9165831 51.9832363, 5.9162155 51.9831755)",,,
6880018,True,,Telefoonstraat,unclassified,,False,54.505,"LINESTRING (5.9116559 51.9833865, 5.9113449 51.9833304, 5.9111497 51.9832956, 5.9110373 51.9832264, 5.9109687 51.9831737)",,,
"[144441752, 427773609, 144430099]",False,2,"['Looierstraat', 'Gele Rijders Plein']",unclassified,,"[False, True]",194.43599999999998,"LINESTRING (5.9104976 51.9833888, 5.9103563 51.9834136, 5.909541 51.9834817, 5.909292 51.9835005, 5.9092379 51.9834979, 5.9091909 51.9835108, 5.9090436 51.9835512, 5.9077087 51.9836818)",permissive,,
144430099,False,,Looierstraat,unclassified,,True,40.366,"LINESTRING (5.9104976 51.9833888, 5.9106881 51.9833237, 5.9109687 51.9831737)",permissive,,
6878437,True,,Steenstraat,residential,30,False,123.548,"LINESTRING (5.9160594 51.983733, 5.9177754 51.9840759)",,,
6878281,False,,Boekhorstenstraat,residential,30,True,63.652,"LINESTRING (5.9160594 51.983733, 5.9161487 51.9835653, 5.9161693 51.9835108, 5.9161767 51.9834911, 5.9161727 51.9833816, 5.9161643 51.9833422, 5.9161698 51.9832803, 5.9162155 51.9831755)",,,
6878441,True,3,Velperplein,primary,50,False,10.474,"LINESTRING (5.913105 51.9838226, 5.9129779 51.983875)",,,
"[6880040, 6879905, 530884946]",True,,Bastionstraat,"['residential', 'unclassified']",,False,261.563,"LINESTRING (5.9077087 51.9836818, 5.9077151 51.9837101, 5.9077207 51.9837319, 5.9077778 51.9839539, 5.9078344 51.9839747, 5.9079307 51.9839855, 5.908094 51.983985, 5.9096185 51.9838524, 5.9105092 51.9837307, 5.9105894 51.983671, 5.9105162 51.983446, 5.9104976 51.9833888)",permissive,,
"[144441752, 427773609, 144430099]",False,2,"['Looierstraat', 'Gele Rijders Plein']",unclassified,,"[False, True]",194.436,"LINESTRING (5.9077087 51.9836818, 5.9090436 51.9835512, 5.9091909 51.9835108, 5.9092379 51.9834979, 5.909292 51.9835005, 5.909541 51.9834817, 5.9103563 51.9834136, 5.9104976 51.9833888)",permissive,,
676363054,True,4,Velperplein,primary,50,False,71.776,"LINESTRING (5.9129779 51.983875, 5.9124407 51.9840623, 5.9121244 51.9841594, 5.9120552 51.9841807)",,,
"[667127658, 667127654, 1083342495]",True,,Spoorwegstraat,residential,"['50', '30']",False,91.24100000000001,"LINESTRING (5.9129779 51.983875, 5.9128862 51.9840059, 5.9128159 51.9840518, 5.9126661 51.9841061, 5.9125764 51.9841349, 5.9124442 51.9841774, 5.9123906 51.9842101, 5.9123798 51.9842292, 5.9123701 51.9842465, 5.91239 51.98429, 5.91245 51.98434, 5.9125154 51.9843797, 5.9126727 51.9844196)",,,
"[6880144, 144441738]",False,,Jansbinnensingel,busway,50,"[False, True]",34.536,"LINESTRING (5.906452 51.983963, 5.9064935 51.9840472, 5.9065382 51.9840962, 5.9065552 51.9841059, 5.9066189 51.9841385, 5.9067508 51.9841987)",,N784,
"[159916368, 436054240]",True,,,busway,50,False,100.37700000000001,"LINESTRING (5.906452 51.983963, 5.9064442 51.9838784, 5.9064268 51.9838146, 5.9064083 51.9837754, 5.9063784 51.9837385, 5.9063054 51.9836737, 5.9060888 51.9834893, 5.9060297 51.9834377, 5.9059628 51.9833848, 5.905889 51.9833488, 5.9056363 51.9832654)",,,
"[657839544, 45067644]",True,,,busway,50,False,96.75799999999998,"LINESTRING (5.906452 51.983963, 5.9064282 51.9838954, 5.9063738 51.9838402, 5.9060214 51.9835281, 5.9059537 51.9834716, 5.9058264 51.9833649, 5.9056363 51.9832654)",,,
671587151,False,,,busway,50,True,43.176,"LINESTRING (5.906452 51.983963, 5.9064196 51.9840359, 5.9063895 51.9840837, 5.906314 51.9841563, 5.9062202 51.9842049, 5.9060916 51.9842655)",,,
"[6880145, 491682013]",True,2,"['Willemsplein', 'Willemstunnel']",primary,50,False,77.50500000000001,"LINESTRING (5.9057591 51.9839474, 5.9057379 51.9838809, 5.9057002 51.9838149, 5.9056484 51.9837558, 5.9055677 51.9836959, 5.9054781 51.9836366, 5.9053755 51.9835791, 5.9052702 51.9835264, 5.9051308 51.9834617, 5.9050751 51.983442, 5.9050495 51.9834351)",,,
6878233,True,,Tuinstraat,residential,30,False,49.112,"LINESTRING (5.9177754 51.9840759, 5.9175751 51.9845)",,,
795663905,True,,Bloemstraat,residential,30,False,51.941,"LINESTRING (5.9157906 51.9841698, 5.9160594 51.983733)",,,
"[6878232, 545652714, 266769540]",False,,Kwekerijstraat,residential,30,False,127.604,"LINESTRING (5.9157906 51.9841698, 5.915915 51.9841941, 5.9160279 51.9842161, 5.9168 51.9843578, 5.9174368 51.9844746, 5.9175751 51.9845)",,,building_passage
671587151,False,,,busway,50,True,7.717,"LINESTRING (5.9060916 51.9842655, 5.9060166 51.9843173)",,,
6880148,True,2,Willemsplein,primary,50,False,21.034,"LINESTRING (5.9060916 51.9842655, 5.9060099 51.9842029, 5.9058991 51.9841181)",,,
671587151,False,,,busway,50,False,43.176,"LINESTRING (5.9060916 51.9842655, 5.9062202 51.9842049, 5.906314 51.9841563, 5.9063895 51.9840837, 5.9064196 51.9840359, 5.906452 51.983963)",,,
671587149,True,,Jansbuitensingel,primary,50,False,10.853,"LINESTRING (5.9061747 51.9843105, 5.9060166 51.9843173)",,,
1067740601,True,2,Jansbuitensingel,primary,50,False,7.578,"LINESTRING (5.9061747 51.9843105, 5.9060916 51.9842655)",,,
159390921,False,,Spoorwegstraat,residential,30,False,11.671,"LINESTRING (5.9126727 51.9844196, 5.91283 51.98446)",,,
6878328,False,,Bloemstraat,residential,30,True,8.083,"LINESTRING (5.9156697 51.9843816, 5.9156263 51.9844492)",,,
6878327,True,,Bloemstraat,residential,30,False,24.965999999999998,"LINESTRING (5.9156697 51.9843816, 5.9156914 51.9843453, 5.9157692 51.9842049, 5.9157906 51.9841698)",,,
6879976,True,,,residential,30,False,33.174,"LINESTRING (5.91283 51.98446, 5.91267 51.9847416)",,,
159390921,False,,Spoorwegstraat,residential,30,True,11.671,"LINESTRING (5.91283 51.98446, 5.9126727 51.9844196)",,,
6878330,False,,Tuinstraat,residential,30,False,22.609,"LINESTRING (5.9175751 51.9845, 5.9175883 51.9845478, 5.917575 51.9846124, 5.9175474 51.9847005)",,,
"[6878232, 545652714, 266769540]",False,,Kwekerijstraat,residential,30,True,127.604,"LINESTRING (5.9175751 51.9845, 5.9174368 51.9844746, 5.9168 51.9843578, 5.9160279 51.9842161, 5.915915 51.9841941, 5.9157906 51.9841698)",,,building_passage
667128472,False,,Apeldoornsestraat,primary,50,False,12.452,"LINESTRING (5.9116646 51.984583, 5.9117144 51.9844753)",,,
6879977,False,,Patersstraat,residential,30,True,71.218,"LINESTRING (5.9116646 51.984583, 5.9117668 51.984608, 5.912054 51.9846433, 5.9123243 51.9846765, 5.91267 51.9847416)",,,
6880113,False,3,Apeldoornsestraat,primary,50,True,115.863,"LINESTRING (5.9116646 51.984583, 5.9115982 51.9846929, 5.9107874 51.9854712)",,,
6878328,False,,Bloemstraat,residential,30,False,8.083,"LINESTRING (5.9156263 51.9844492, 5.9156697 51.9843816)",,,
32016614,False,,Bloemstraat,residential,30,True,25.576999999999998,"LINESTRING (5.9156263 51.9844492, 5.9155837 51.9845205, 5.9155312 51.9846083, 5.9155023 51.9846661)",,,
1047487944,False,4,Ingenieur J.P. van Muijlwijkstraat,secondary,50,True,71.689,"LINESTRING (5.9156263 51.9844492, 5.9154311 51.9844281, 5.9147798 51.984302, 5.9147291 51.9842925, 5.9146211 51.9842722)",,,
6879977,False,,Patersstraat,residential,30,False,71.218,"LINESTRING (5.91267 51.9847416, 5.9123243 51.9846765, 5.912054 51.9846433, 5.9117668 51.984608, 5.9116646 51.984583)",,,
6877994,True,,Spoorwegstraat,residential,30,False,105.459,"LINESTRING (5.9142867 51.9847676, 5.91283 51.98446)",,,
392510239,False,,Hommelstraat,tertiary,30,True,16.685,"LINESTRING (5.9142867 51.9847676, 5.9143141 51.9846185)",,,
6878240,True,,Spoorwegstraat,residential,30,False,74.482,"LINESTRING (5.9142867 51.9847676, 5.9144149 51.9847922, 5.9144827 51.9848052, 5.9148207 51.9848699, 5.9153252 51.9849666)",,,
392510239,False,,Hommelstraat,tertiary,30,False,33.082,"LINESTRING (5.9142867 51.9847676, 5.9142596 51.984936, 5.9142397 51.9850637)",,,
"[392507912, 266437027, 392507909, 392507911]",False,,"['Spoorwegstraat', 'Tuinstraat']",residential,30,False,114.535,"LINESTRING (5.9175048 51.9848081, 5.9174492 51.9849134, 5.9174063 51.9849953, 5.9173699 51.9850293, 5.9173265 51.9850777, 5.9172191 51.9852943, 5.9171944 51.9853093, 5.9171537 51.98531, 5.9164291 51.9851817)",,,building_passage
"[1047487946, 6878439]",True,"['2', '3']",Ingenieur J.P. van Muijlwijkstraat,secondary,50,False,134.691,"LINESTRING (5.9175048 51.9848081, 5.9168299 51.9846803, 5.9159036 51.9845025, 5.9156263 51.9844492)",,,
6877995,True,,Patersstraat,residential,30,False,73.29599999999999,"LINESTRING (5.9132229 51.9848579, 5.9135721 51.9849279, 5.9142397 51.9850637)",,,
6879784,False,,Jufferstraat,residential,30,True,101.898,"LINESTRING (5.9132229 51.9848579, 5.9130841 51.9850862, 5.9129453 51.9853505, 5.9135462 51.9854881)",,,
6879852,True,,Patersstraat,residential,30,False,40.010999999999996,"LINESTRING (5.9132229 51.9848579, 5.9128586 51.9847813, 5.91267 51.9847416)",,,
"[266437016, 6878204, 266437015]",False,,Lange Uitweg,residential,30,False,69.836,"LINESTRING (5.9160006 51.9848265, 5.9165681 51.9849336, 5.9164958 51.9850649, 5.9164529 51.9851447, 5.9164291 51.9851817)",,,building_passage
392509255,True,,Bloemstraat,residential,30,False,35.547,"LINESTRING (5.9153252 51.9849666, 5.9155023 51.9846661)",,,
6878209,False,,Bloemstraat,residential,30,False,44.592999999999996,"LINESTRING (5.9153252 51.9849666, 5.9151717 51.9852355, 5.9151095 51.985345)",,,
6878242,True,,Spoorwegstraat,residential,30,False,79.34299999999999,"LINESTRING (5.9153252 51.9849666, 5.9153865 51.9849846, 5.9159466 51.9850945, 5.9164291 51.9851817)",,,
392510239,False,,Hommelstraat,tertiary,30,False,18.558,"LINESTRING (5.9142397 51.9850637, 5.9142189 51.9852301)",,,
392510239,False,,Hommelstraat,tertiary,30,True,33.082,"LINESTRING (5.9142397 51.9850637, 5.9142596 51.984936, 5.9142867 51.9847676)",,,
"[6879811, 45070511]",True,2,Zijpendaalseweg,secondary,50,False,77.477,"LINESTRING (5.9049156 51.9851759, 5.9048117 51.9853363, 5.9047963 51.9853745, 5.9047329 51.9855321, 5.9047098 51.9856515, 5.9046934 51.985772, 5.904672 51.9858521)",,,
6879892,False,2,,busway,50,False,20.295,"LINESTRING (5.9049156 51.9851759, 5.9049843 51.9851667, 5.9050673 51.9851455, 5.9051641 51.9850865)",,,
700197616,True,,Amsterdamseweg,primary,50,False,17.898,"LINESTRING (5.9049156 51.9851759, 5.9047318 51.9852111, 5.9046647 51.9852207)",,,
6878207,True,,Noord en Zuidstraat,residential,30,False,114.97900000000001,"LINESTRING (5.9164291 51.9851817, 5.91627 51.98546, 5.9160344 51.9854964, 5.9151095 51.985345)",,,
"[266437016, 6878204, 266437015]",False,,Lange Uitweg,residential,30,True,69.836,"LINESTRING (5.9164291 51.9851817, 5.9164529 51.9851447, 5.9164958 51.9850649, 5.9165681 51.9849336, 5.9160006 51.9848265)",,,building_passage
"[392507912, 266437027, 392507909, 392507911]",False,,"['Spoorwegstraat', 'Tuinstraat']",residential,30,True,114.535,"LINESTRING (5.9164291 51.9851817, 5.9171537 51.98531, 5.9171944 51.9853093, 5.9172191 51.9852943, 5.9173265 51.9850777, 5.9173699 51.9850293, 5.9174063 51.9849953, 5.9174492 51.9849134, 5.9175048 51.9848081)",,,building_passage
"[726848458, 6879882, 1255353539]",True,,Cronjéstraat,residential,"['50', '30']",False,95.857,"LINESTRING (5.9054176 51.9852619, 5.9054576 51.9852877, 5.9055369 51.9853389, 5.9059006 51.9855783, 5.9063695 51.9858939)",,,
6879894,False,2,Cronjéstraat,busway,50,True,26.134999999999998,"LINESTRING (5.9054176 51.9852619, 5.9053224 51.9852009, 5.905232 51.985131, 5.9051641 51.9850865)",,,
6879883,False,,Sonsbeeksingel,residential,30,False,36.523,"LINESTRING (5.9067121 51.9852849, 5.9072326 51.9853565)",,,
"[232264382, 6879895]",True,,Sonsbeeksingel,residential,30,False,97.538,"LINESTRING (5.9067121 51.9852849, 5.905646 51.9851316, 5.9055903 51.9851339, 5.9055555 51.9851456, 5.9055421 51.9851539, 5.9054176 51.9852619)",,,
6878209,False,,Bloemstraat,residential,30,True,44.592999999999996,"LINESTRING (5.9151095 51.985345, 5.9151717 51.9852355, 5.9153252 51.9849666)",,,
"[6878208, 694815943]",True,,"['Oude Klarendalseweg', 'Bloemstraat']",residential,30,False,92.377,"LINESTRING (5.9151095 51.985345, 5.9149842 51.9855565, 5.9149084 51.9855668, 5.9144013 51.9852571, 5.9143728 51.9852434, 5.914343 51.9852402, 5.9143208 51.9852384, 5.9142189 51.9852301)",,,
6879883,False,,Sonsbeeksingel,residential,30,True,36.523,"LINESTRING (5.9072326 51.9853565, 5.9067121 51.9852849)",,,
227983444,False,,Sonsbeeksingel,residential,30,True,76.844,"LINESTRING (5.9072326 51.9853565, 5.9083373 51.9854778)",,,
"[6879878, 6879791]",True,1,"['Bothaplein', 'De la Reijstraat']",residential,30,False,109.38600000000001,"LINESTRING (5.9072326 51.9853565, 5.9069364 51.9859278, 5.9069134 51.9859676, 5.9069277 51.9859906, 5.9069505 51.9860034, 5.906977 51.9860116, 5.9069894 51.9860154, 5.9074243 51.9860589)",,,
6880089,True,,Apeldoornseweg,primary,50,False,29.564999999999998,"LINESTRING (5.9107874 51.9854712, 5.9106359 51.985663, 5.9105951 51.9857092)",,,
6880113,False,3,Apeldoornsestraat,primary,50,False,115.863,"LINESTRING (5.9107874 51.9854712, 5.9115982 51.9846929, 5.9116646 51.984583)",,,
6879784,False,,Jufferstraat,residential,30,False,101.898,"LINESTRING (5.9135462 51.9854881, 5.9129453 51.9853505, 5.9130841 51.9850862, 5.9132229 51.9848579)",,,
6877996,True,,Jufferstraat,residential,30,False,45.181,"LINESTRING (5.9141749 51.9856113, 5.9135462 51.9854881)",,,
"[6878410, 6878405, 6878406]",False,,Hommelstraat,tertiary,30,False,38.106,"LINESTRING (5.9141749 51.9856113, 5.9141936 51.9857697, 5.9142036 51.985883, 5.9142048 51.9859534)",,,
392510239,False,,Hommelstraat,tertiary,30,True,42.494,"LINESTRING (5.9141749 51.9856113, 5.9141931 51.9854539, 5.9142189 51.9852301)",,,
6880120,False,,Sonsbeeksingel,residential,50,False,7.216,"LINESTRING (5.9104912 51.9856984, 5.9105951 51.9857092)",,,
721529532,True,,Apeldoornseweg,primary,50,False,32.399,"LINESTRING (5.9104912 51.9856984, 5.9107874 51.9854712)",,,
6879813,True,,Sonsbeeksingel,residential,30,False,149.589,"LINESTRING (5.9104912 51.9856984, 5.9104375 51.9856913, 5.9103769 51.985684, 5.9098513 51.9856359, 5.9091385 51.9855578, 5.908433 51.9854806, 5.9083373 51.9854778)",,,
6880120,False,,Sonsbeeksingel,residential,50,True,7.216,"LINESTRING (5.9105951 51.9857092, 5.9104912 51.9856984)",,,
6879810,True,,Sonsbeeksingel,residential,30,False,96.88900000000001,"LINESTRING (5.9105951 51.9857092, 5.9106984 51.9857193, 5.9107429 51.9857232, 5.9108683 51.9857378, 5.911139 51.9857636, 5.9119928 51.9858441)",,,
6880126,True,,Apeldoornseweg,primary,50,False,73.436,"LINESTRING (5.9105951 51.9857092, 5.9105712 51.985761, 5.9105429 51.9858225, 5.91049 51.9858977, 5.9103129 51.9860941, 5.910129 51.9863012)",,,
6878215,True,,Sonsbeeksingel,residential,30,False,48.471999999999994,"LINESTRING (5.9178778 51.9857017, 5.9175882 51.9857386, 5.9173039 51.9857732, 5.9171837 51.9857871)",,,
6878231,False,,Hovenierstraat,residential,30,True,155.335,"LINESTRING (5.9178778 51.9857017, 5.9176835 51.9861028, 5.9177017 51.9862565, 5.9175939 51.9865147, 5.917459 51.9866309, 5.9173081 51.9870352)",,,
6880091,True,,Sonsbeekweg,secondary,50,False,8.757,"LINESTRING (5.9045445 51.9858461, 5.904672 51.9858521)",,,
6879812,True,4,Zijpendaalseweg,secondary,50,False,57.035999999999994,"LINESTRING (5.9045445 51.9858461, 5.904529 51.9857852, 5.9045277 51.9857215, 5.90455 51.9855939, 5.9045928 51.9854132, 5.9046033 51.9853752, 5.904611 51.9853374)",,,
6878229,True,,Koolstraat,residential,30,False,35.872,"LINESTRING (5.9171837 51.9857871, 5.917053 51.9860995)",,,
6880052,True,,Zijpendaalseweg,secondary,50,False,7.379,"LINESTRING (5.904672 51.9858521, 5.904611 51.9859068)",,,
"[6880128, 478995422]",True,1,Sonsbeekweg,secondary,50,False,85.09,"LINESTRING (5.904672 51.9858521, 5.9047763 51.9859159, 5.9048302 51.9859477, 5.9049046 51.9859923, 5.9055532 51.9863916)",,,
