osmid,oneway,name,highway,maxspeed,reversed,length,geometry,access,width,junction,lanes,bridge
6349828,True,Burgemeester Buiskoolplein,tertiary,50,False,43.067,"LINESTRING (6.9238076 53.3292418, 6.9236798 53.3292849, 6.9234196 53.3293725, 6.9232453 53.3294347)",,,,,
6349799,False,Buitensingel,tertiary,50,False,118.55300000000003,"LINESTRING (6.9227868 53.3296079, 6.9227515 53.3296343, 6.9226775 53.3296931, 6.9226323 53.3297528, 6.9225981 53.3298097, 6.9225849 53.3298564, 6.9225849 53.3299033, 6.9226618 53.3302923, 6.9226833 53.3304007, 6.92273 53.3306368)",,,,,
440967673,True,Burgemeester Buiskoolplein,tertiary,50,False,35.294,"LINESTRING (6.9227868 53.3296079, 6.922966 53.3294801, 6.9231683 53.32939)",,,,,
77767937,False,Damsterkade,unclassified,,False,155.71399999999997,"LINESTRING (6.9265711 53.3295502, 6.9281378 53.3298035, 6.928519 53.3298367, 6.9286452 53.3298274, 6.9287721 53.3298403, 6.9288453 53.3298605)",no,,,,
6349460,False,Menno van Coehoornsingel,residential,30,False,64.569,"LINESTRING (6.9206669 53.3295071, 6.9206738 53.3295765, 6.9207202 53.3296508, 6.9210702 53.3300287)",,,,,
6349460,False,Menno van Coehoornsingel,residential,30,True,21.237000000000002,"LINESTRING (6.9206669 53.3295071, 6.9207238 53.3294549, 6.9208019 53.3294055, 6.9208853 53.3293707)",,,,,
6349579,True,Jacob van Heemskerkstraat,residential,30,False,65.142,"LINESTRING (6.9206669 53.3295071, 6.9206061 53.3294849, 6.9205047 53.3294611, 6.9197442 53.3296108)",,,,,
155447475,False,Oude Schans,residential,30,False,54.162,"LINESTRING (6.9248412 53.3295292, 6.92515 53.3296299, 6.9252682 53.3296515, 6.9253888 53.3296678, 6.9254958 53.3296777, 6.9256036 53.3296835)",,,,,
155447475,False,Oude Schans,residential,30,True,29.212,"LINESTRING (6.9248412 53.3295292, 6.924788 53.3295139, 6.9244481 53.3294113)",,,,,
6349581,False,Jacob van Heemskerkstraat,residential,30,False,62.174,"LINESTRING (6.9197442 53.3296108, 6.9188653 53.3298035)",,,,,
6349704,True,Singel,residential,30,False,69.691,"LINESTRING (6.9236359 53.3296344, 6.9236385 53.3296593, 6.9236383 53.3297049, 6.9236196 53.3298, 6.9235892 53.3299544, 6.9235458 53.3301668, 6.923604 53.3302509)",,,,,
440967674,False,Burgemeester Buiskoolplein,residential,50,True,34.519000000000005,"LINESTRING (6.9236359 53.3296344, 6.9236121 53.3296041, 6.9235652 53.3295802, 6.9234147 53.3295129, 6.923307 53.3294634, 6.9232884 53.3294547, 6.9232453 53.3294347)",,,,,
750950310,False,Oude Schans,residential,30,True,6.078,"LINESTRING (6.9256036 53.3296835, 6.9256658 53.3296434)",,,,,
6349441,False,Kerkstraat,residential,30,False,67.577,"LINESTRING (6.9256036 53.3296835, 6.9255942 53.3297394, 6.9255815 53.3298135, 6.9254064 53.3301472, 6.9253176 53.330263)",,,,,
155447475,False,Oude Schans,residential,30,True,54.162,"LINESTRING (6.9256036 53.3296835, 6.9254958 53.3296777, 6.9253888 53.3296678, 6.9252682 53.3296515, 6.92515 53.3296299, 6.9248412 53.3295292)",,,,,
6349316,True,Marcus Buschstraat,residential,30,False,83.642,"LINESTRING (6.9188653 53.3298035, 6.9196265 53.3304028)",,,,,
6349581,False,Jacob van Heemskerkstraat,residential,30,True,62.174,"LINESTRING (6.9188653 53.3298035, 6.9197442 53.3296108)",,,,,
6349460,False,Menno van Coehoornsingel,residential,30,False,78.921,"LINESTRING (6.9210702 53.3300287, 6.9216402 53.3306515)",,,,,
6349460,False,Menno van Coehoornsingel,residential,30,True,64.569,"LINESTRING (6.9210702 53.3300287, 6.9207202 53.3296508, 6.9206738 53.3295765, 6.9206669 53.3295071)",,,,,
6349704,True,Singel,residential,30,False,39.266999999999996,"LINESTRING (6.923604 53.3302509, 6.9235576 53.330312, 6.9236004 53.3305969)",,,,,
6349635,True,Willem Barentsstraat,residential,30,False,104.506,"LINESTRING (6.9196265 53.3304028, 6.9210702 53.3300287)",,,,,
6349601,False,Willem Barentsstraat,residential,30,False,59.438,"LINESTRING (6.9196265 53.3304028, 6.9192616 53.3305869, 6.9190951 53.3307051, 6.9189934 53.3307779)",,,,,
6349375,True,Schoolstraat,residential,,False,102.107,"LINESTRING (6.9250582 53.3304682, 6.9249503 53.330447, 6.924759 53.3303777, 6.924466 53.3302849, 6.9237005 53.3302376, 6.923604 53.3302509)",,,,,
6349441,False,Kerkstraat,residential,30,True,30.123,"LINESTRING (6.9250582 53.3304682, 6.9251559 53.3304487, 6.9252002 53.3303923, 6.9253176 53.330263)",,,,,
6349377,True,Singeldwarsstraat,residential,30,False,57.969,"LINESTRING (6.9236004 53.3305969, 6.9231462 53.3306177, 6.92273 53.3306368)",,,,,
6349704,True,Singel,residential,30,False,124.731,"LINESTRING (6.9236004 53.3305969, 6.9236116 53.3307205, 6.9237528 53.3313116, 6.9238421 53.3317089)",,,,,
6349799,False,Buitensingel,tertiary,50,False,128.793,"LINESTRING (6.92273 53.3306368, 6.9228536 53.3314132, 6.9228632 53.331498, 6.9228626 53.3315829, 6.9228518 53.3316677, 6.9228375 53.3317288, 6.9228179 53.3317894)",,,,,
6349799,False,Buitensingel,tertiary,50,True,118.553,"LINESTRING (6.92273 53.3306368, 6.9226833 53.3304007, 6.9226618 53.3302923, 6.9225849 53.3299033, 6.9225849 53.3298564, 6.9225981 53.3298097, 6.9226323 53.3297528, 6.9226775 53.3296931, 6.9227515 53.3296343, 6.9227868 53.3296079)",,,,,
6349460,False,Menno van Coehoornsingel,residential,30,True,78.921,"LINESTRING (6.9216402 53.3306515, 6.9210702 53.3300287)",,,,,
6349460,False,Menno van Coehoornsingel,residential,30,False,136.23700000000002,"LINESTRING (6.9216402 53.3306515, 6.9220053 53.3310871, 6.9220376 53.3311905, 6.9220191 53.3313255, 6.9218299 53.3316852, 6.9217183 53.3317855)",,,,,
6349601,False,Willem Barentsstraat,residential,30,True,59.438,"LINESTRING (6.9189934 53.3307779, 6.9190951 53.3307051, 6.9192616 53.3305869, 6.9196265 53.3304028)",,,,,
"[6349797, 190507822]",False,Koningin Julianalaan,tertiary,30,False,229.86599999999999,"LINESTRING (6.9189934 53.3307779, 6.9192991 53.3309186, 6.9197901 53.3311381, 6.9209853 53.3318919, 6.9211907 53.3319801, 6.921493 53.3320531, 6.9216361 53.3320669)",,,,,
6349390,True,Marcus Buschstraat,residential,30,False,81.009,"LINESTRING (6.9204062 53.3309631, 6.9196265 53.3304028)",,,,,
79785854,True,Abel Tasmanstraat,residential,30,False,88.968,"LINESTRING (6.9204062 53.3309631, 6.9216402 53.3306515)",,,,,
"[6349383, 6349639]",True,"['Marktstraat', 'Oude Schans']","['unclassified', 'residential']",,False,305.97599999999994,"LINESTRING (6.9290568 53.3312552, 6.9290432 53.3312151, 6.9290005 53.331158, 6.9284 53.3310059, 6.9281018 53.3309264, 6.9279589 53.3308436, 6.9277479 53.3307008, 6.9274688 53.3303542, 6.9273599 53.330219, 6.9271 53.3300126, 6.926845 53.3299023, 6.92626 53.32969, 6.9260605 53.3296568, 6.9260185 53.3296498, 6.9258925 53.329629, 6.9257927 53.3296286, 6.9256658 53.3296434)",,,,,
6349653,False,Havenstraat,unclassified,,True,154.60999999999999,"LINESTRING (6.9290568 53.3312552, 6.9291106 53.3313383, 6.9294598 53.3319606, 6.9296729 53.332355, 6.9297719 53.3325779)",,,,,
6349402,False,Commandementsplein,residential,,False,35.01,"LINESTRING (6.9243549 53.3316402, 6.9242416 53.3316662, 6.9238421 53.3317089)",,,,,
"[566179674, 182821439, 6349406, 163700503]",False,"['Commandementsplein', 'Kerkpad']",residential,,"[False, True]",141.93800000000002,"LINESTRING (6.9243549 53.3316402, 6.9245784 53.3314755, 6.9247078 53.3313874, 6.9247743 53.331361, 6.9248588 53.331358, 6.9249468 53.331396, 6.9250225 53.3314388, 6.9251427 53.331501, 6.9252014 53.3314938, 6.9255119 53.3313425, 6.9259088 53.331485, 6.9260169 53.3315238)",,,,,
"[6349372, 548566975]",False,Commandementsplein,residential,,False,81.736,"LINESTRING (6.9243549 53.3316402, 6.9245119 53.331698, 6.9246716 53.3317799, 6.9248435 53.3318682, 6.9250097 53.3319632, 6.9247391 53.3321218)",,,,,
6349402,False,Commandementsplein,residential,,True,35.01,"LINESTRING (6.9238421 53.3317089, 6.9242416 53.3316662, 6.9243549 53.3316402)",,,,,
6349564,False,Commandeurstraat,residential,30,False,68.967,"LINESTRING (6.9238421 53.3317089, 6.9230319 53.3317987, 6.9228179 53.3317894)",,,,,
"[548571520, 6349706]",True,"['Singel', 'Noordersingel']",residential,30,False,185.30500000000004,"LINESTRING (6.9238421 53.3317089, 6.9239103 53.3318796, 6.9240198 53.3320315, 6.9242201 53.3322357, 6.9244357 53.3324528, 6.9247305 53.3326665, 6.9250519 53.3328746, 6.9252312 53.3329815, 6.9253939 53.3330606)",,,,,
6349564,False,Commandeurstraat,residential,30,True,68.967,"LINESTRING (6.9228179 53.3317894, 6.9230319 53.3317987, 6.9238421 53.3317089)",,,,,
6349792,False,Buitensingel,tertiary,50,False,44.057,"LINESTRING (6.9228179 53.3317894, 6.9225418 53.3320676, 6.9225106 53.332138)",,,,,
6349799,False,Buitensingel,tertiary,50,True,128.793,"LINESTRING (6.9228179 53.3317894, 6.9228375 53.3317288, 6.9228518 53.3316677, 6.9228626 53.3315829, 6.9228632 53.331498, 6.9228536 53.3314132, 6.92273 53.3306368)",,,,,
6349334,False,Abel Tasmanplein,residential,30,False,31.763,"LINESTRING (6.9217183 53.3317855, 6.9216361 53.3320669)",,,,,
6349390,True,Marcus Buschstraat,residential,30,False,126.668,"LINESTRING (6.9217183 53.3317855, 6.9215899 53.3317224, 6.9210523 53.331393, 6.9209323 53.3312814, 6.9204062 53.3309631)",,,,,
6349460,False,Menno van Coehoornsingel,residential,30,True,136.237,"LINESTRING (6.9217183 53.3317855, 6.9218299 53.3316852, 6.9220191 53.3313255, 6.9220376 53.3311905, 6.9220053 53.3310871, 6.9216402 53.3306515)",,,,,
"[6349372, 548566975]",False,Commandementsplein,residential,,True,81.736,"LINESTRING (6.9247391 53.3321218, 6.9250097 53.3319632, 6.9248435 53.3318682, 6.9246716 53.3317799, 6.9245119 53.331698, 6.9243549 53.3316402)",,,,,
6349334,False,Abel Tasmanplein,residential,30,True,31.763,"LINESTRING (6.9216361 53.3320669, 6.9217183 53.3317855)",,,,,
6349793,False,Koningin Julianalaan,tertiary,50,False,58.608000000000004,"LINESTRING (6.9216361 53.3320669, 6.9220895 53.3321011, 6.9224394 53.3321317, 6.9225106 53.332138)",,,,,
"[6349797, 190507822]",False,Koningin Julianalaan,tertiary,30,True,229.866,"LINESTRING (6.9216361 53.3320669, 6.921493 53.3320531, 6.9211907 53.3319801, 6.9209853 53.3318919, 6.9197901 53.3311381, 6.9192991 53.3309186, 6.9189934 53.3307779)",,,,,
6349791,False,Johan van den Kornputplein,tertiary,50,False,49.804,"LINESTRING (6.9225106 53.332138, 6.9225047 53.3321766, 6.9225053 53.3322153, 6.9225122 53.3322538, 6.9225256 53.3322917, 6.9225451 53.3323286, 6.922581 53.3323762, 6.9226273 53.3324205, 6.922704 53.3324999, 6.9227347 53.3325304, 6.9227547 53.3325496)",,,,,
6349792,False,Buitensingel,tertiary,50,True,44.057,"LINESTRING (6.9225106 53.332138, 6.9225418 53.3320676, 6.9228179 53.3317894)",,,,,
6349793,False,Koningin Julianalaan,tertiary,50,True,58.608000000000004,"LINESTRING (6.9225106 53.332138, 6.9224394 53.3321317, 6.9220895 53.3321011, 6.9216361 53.3320669)",,,,,
6349791,False,Johan van den Kornputplein,tertiary,50,True,49.804,"LINESTRING (6.9227547 53.3325496, 6.9227347 53.3325304, 6.922704 53.3324999, 6.9226273 53.3324205, 6.922581 53.3323762, 6.9225451 53.3323286, 6.9225256 53.3322917, 6.9225122 53.3322538, 6.9225053 53.3322153, 6.9225047 53.3321766, 6.9225106 53.332138)",,,,,
"[674430033, 144381717]",True,Johan van den Kornputplein,tertiary,50,False,61.922,"LINESTRING (6.9227547 53.3325496, 6.922903 53.3326565, 6.9230017 53.3327562, 6.9231136 53.3329058, 6.9231907 53.3330363)",,,,,
"[6349562, 6349447]",False,De Vennen,unclassified,,False,64.616,"LINESTRING (6.9297719 53.3325779, 6.9296558 53.3325754, 6.9295335 53.3326001, 6.9294724 53.3326427, 6.9294484 53.3327537, 6.9293693 53.3328011, 6.9293296 53.3328706, 6.9293127 53.3329349, 6.9293504 53.3329918)",,,,,
6349565,False,De Vennen,unclassified,30,False,56.209,"LINESTRING (6.9297719 53.3325779, 6.9297584 53.3326696, 6.9297073 53.332759, 6.9296078 53.3328566, 6.9293504 53.3329918)",,6.2,,,
