osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,ref,access,junction
7467548,Soomerluststraat,residential,30,False,False,67.56,"LINESTRING (4.353306 52.0659078, 4.3529869 52.0661423, 4.352664 52.0663697)",,,,,
7467659,Zegtruststraat,residential,30,False,False,126.392,"LINESTRING (4.353306 52.0659078, 4.3542179 52.0664183, 4.3545858 52.0666274, 4.3546713 52.0666743)",,,,,
202485987,Westenburgstraat,residential,50,False,False,78.328,"LINESTRING (4.355445 52.0661547, 4.3546713 52.0666743)",,,,,
"[7467698, 7467707, 463890789, 7467655]","['Tuinluststraat', 'Prinses Mariannelaan', 'Overburgkade']",residential,30,False,"[False, True]",278.83000000000004,"LINESTRING (4.355445 52.0661547, 4.3555129 52.0661933, 4.3561181 52.0665488, 4.356132 52.0666009, 4.356094 52.0666388, 4.3558753 52.0667844, 4.3550328 52.0673452, 4.3548 52.0675, 4.3547183 52.0675197, 4.3546097 52.0674905, 4.3545401 52.0674465, 4.3540373 52.0671623, 4.3539689 52.0671218)",,,,,
202485987,Westenburgstraat,residential,50,False,True,29.730999999999998,"LINESTRING (4.355445 52.0661547, 4.3556797 52.066012, 4.3557156 52.0659898, 4.3557375 52.0659782, 4.3557559 52.0659678)",,,,,
7467548,Soomerluststraat,residential,30,False,True,67.56,"LINESTRING (4.352664 52.0663697, 4.3529869 52.0661423, 4.353306 52.0659078)",,,,,
7467699,Overburgkade,residential,30,True,False,123.807,"LINESTRING (4.352664 52.0663697, 4.35268 52.0664313, 4.3535443 52.06689, 4.3539004 52.0670824, 4.3539689 52.0671218)",,,,,
7478901,Maanplein,residential,,False,False,156.485,"LINESTRING (4.349914 52.0665436, 4.3504094 52.0662058, 4.3504702 52.0661848, 4.3505585 52.0662046, 4.3512827 52.0666008, 4.3513587 52.066665, 4.3514226 52.0667427, 4.3515187 52.0668098)",,,,,
7478899,Maanplein,residential,,False,False,12.208,"LINESTRING (4.3518091 52.0666113, 4.3516898 52.066693)",,,,,
"[546421784, 829586006, 416354190]",Maanweg,tertiary,50,True,False,146.812,"LINESTRING (4.3518091 52.0666113, 4.3522231 52.0668289, 4.3525134 52.0669889, 4.3530521 52.0672775, 4.3531433 52.0673263, 4.35318 52.067346, 4.3532015 52.0673574, 4.3534274 52.0674793)","['2', '3']",,,,
202485987,Westenburgstraat,residential,50,False,False,69.147,"LINESTRING (4.3546713 52.0666743, 4.3539689 52.0671218)",,,,,
202485987,Westenburgstraat,residential,50,False,True,78.328,"LINESTRING (4.3546713 52.0666743, 4.355445 52.0661547)",,,,,
7467659,Zegtruststraat,residential,30,False,True,126.392,"LINESTRING (4.3546713 52.0666743, 4.3545858 52.0666274, 4.3542179 52.0664183, 4.353306 52.0659078)",,,,,
7478899,Maanplein,residential,,False,False,17.478,"LINESTRING (4.3516898 52.066693, 4.3515187 52.0668098)",,,,,
7478899,Maanplein,residential,,False,True,12.208,"LINESTRING (4.3516898 52.066693, 4.3518091 52.0666113)",,,,,
7478899,Maanplein,residential,,False,True,17.478,"LINESTRING (4.3515187 52.0668098, 4.3516898 52.066693)",,,,,
7478901,Maanplein,residential,,False,True,156.48499999999999,"LINESTRING (4.3515187 52.0668098, 4.3514226 52.0667427, 4.3513587 52.066665, 4.3512827 52.0666008, 4.3505585 52.0662046, 4.3504702 52.0661848, 4.3504094 52.0662058, 4.349914 52.0665436)",,,,,
7478917,Maanplein,residential,,False,False,161.349,"LINESTRING (4.3515187 52.0668098, 4.3516394 52.0668523, 4.3517935 52.0668789, 4.3521906 52.0671098, 4.3516542 52.0674938, 4.3511987 52.0678135)",,,,,
7467651,Van Wassenaer Hoffmanplein,residential,30,False,False,69.956,"LINESTRING (4.3614762 52.0668058, 4.3609875 52.0671571, 4.36093 52.0671984, 4.360811 52.0672839)",,,,,
"[7467662, 1056066061, 7467670]","['Zwartelaan', 'Zwartepad']",residential,30,False,True,83.44999999999999,"LINESTRING (4.3614762 52.0668058, 4.3612777 52.0666978, 4.3612636 52.0666818, 4.3612559 52.0666596, 4.3612801 52.0666046, 4.3613898 52.0665838, 4.3614676 52.0665488, 4.3618071 52.0662557)",,,,,
48561393,Zwartepad,residential,30,False,True,88.934,"LINESTRING (4.3614762 52.0668058, 4.3620599 52.067105, 4.3620709 52.0671109, 4.3621706 52.067162, 4.3624753 52.0673181)",,,,,
"[7467634, 1077688821]",Zwartelaan,residential,30,False,False,105.387,"LINESTRING (4.3602538 52.066943, 4.3597645 52.0672708, 4.3595083 52.0674472, 4.3594048 52.0674603, 4.3593838 52.067486, 4.3593003 52.0675391, 4.3591733 52.0675997)",,,,,
202485987,Westenburgstraat,residential,50,False,True,69.147,"LINESTRING (4.3539689 52.0671218, 4.3546713 52.0666743)",,,,,
"[144196841, 7467706, 144196842]",Westenburgstraat,residential,50,False,False,54.34100000000001,"LINESTRING (4.3539689 52.0671218, 4.3537904 52.067241, 4.3536382 52.0673472, 4.3535929 52.0673793, 4.3535456 52.0674079, 4.3534274 52.0674793)",3,yes,,,
"[7467698, 7467707, 463890789, 7467655]","['Tuinluststraat', 'Prinses Mariannelaan', 'Overburgkade']",residential,30,False,"[False, True]",278.83,"LINESTRING (4.3539689 52.0671218, 4.3540373 52.0671623, 4.3545401 52.0674465, 4.3546097 52.0674905, 4.3547183 52.0675197, 4.3548 52.0675, 4.3550328 52.0673452, 4.3558753 52.0667844, 4.356094 52.0666388, 4.356132 52.0666009, 4.3561181 52.0665488, 4.3555129 52.0661933, 4.355445 52.0661547)",,,,,
546428365,Prinses Mariannelaan,tertiary,50,False,False,46.786,"LINESTRING (4.3580341 52.0672924, 4.3585311 52.0675817)",3,,,,
666397144,Prinses Mariannelaan,tertiary,50,True,False,63.617,"LINESTRING (4.3580341 52.0672924, 4.3579095 52.0672633, 4.3576416 52.0671211, 4.3574309 52.066973, 4.357355 52.0669132)",1,,,,
7467651,Van Wassenaer Hoffmanplein,residential,30,False,True,69.956,"LINESTRING (4.360811 52.0672839, 4.36093 52.0671984, 4.3609875 52.0671571, 4.3614762 52.0668058)",,,,,
48561393,Zwartepad,residential,30,False,False,26.066,"LINESTRING (4.362798 52.067443, 4.3624753 52.0673181)",,,,,
7467794,Regulusweg,secondary,50,False,False,12.861,"LINESTRING (4.3534274 52.0674793, 4.3532824 52.067553)",5,,,,
"[7467706, 144196841, 144196842]",Westenburgstraat,residential,50,False,True,54.341,"LINESTRING (4.3534274 52.0674793, 4.3535456 52.0674079, 4.3535929 52.0673793, 4.3536382 52.0673472, 4.3537904 52.067241, 4.3539689 52.0671218)",3,yes,,,
"[917175859, 127954444]",Maanweg,secondary,50,True,False,82.907,"LINESTRING (4.3534274 52.0674793, 4.3535463 52.0675373, 4.353589 52.067557, 4.3543916 52.0679316)",4,,S108,,
7467484,Maanplein,residential,,False,False,43.827,"LINESTRING (4.3507116 52.0675572, 4.3511175 52.0677703, 4.3511987 52.0678135)",,,,,
94441777,Maanplein,residential,,False,False,54.97400000000001,"LINESTRING (4.3507116 52.0675572, 4.3506782 52.0675885, 4.3506181 52.0676162, 4.3505452 52.0676299, 4.3504692 52.0676275, 4.350399 52.0676092, 4.3503633 52.0675914, 4.3503197 52.067553, 4.3503 52.0675078, 4.3503005 52.0674813, 4.3503219 52.0674364, 4.3503669 52.0673987, 4.3504034 52.0673814)",,,,,
94441777,Maanplein,residential,,False,True,38.638,"LINESTRING (4.3507116 52.0675572, 4.3507199 52.0675494, 4.3507374 52.0675038, 4.3507324 52.0674664, 4.3507029 52.0674232, 4.3506539 52.0673941, 4.3506092 52.0673764, 4.3505504 52.0673627, 4.3504742 52.0673641, 4.3504034 52.0673814)",,,,,
7467794,Regulusweg,secondary,50,False,True,12.861,"LINESTRING (4.3532824 52.067553, 4.3534274 52.0674793)",5,,,,
"[7467713, 546424155]",Regulusweg,secondary,50,False,False,84.249,"LINESTRING (4.3532824 52.067553, 4.3531434 52.0676216, 4.3531016 52.0676448, 4.3530668 52.067667, 4.3526285 52.0679401, 4.3524017 52.0680821)","['3', '5']",,S108,,
"[127954446, 829586007]",Maanweg,tertiary,50,True,False,144.98899999999998,"LINESTRING (4.3532824 52.067553, 4.3530816 52.067441, 4.3530534 52.0674294, 4.3528488 52.0673065, 4.3524653 52.0671003, 4.3521456 52.06692, 4.3516898 52.066693)",2,,,,
7467636,Zwartelaan,residential,30,True,False,28.791000000000004,"LINESTRING (4.3591733 52.0675997, 4.3590469 52.0676806, 4.3588399 52.0677537)",,,,,
