osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,bridge,access,lanes,ref,junction
"[7280185, 7280306]","['Groene Singel', 'Koningin Julianastraat']",residential,30,False,False,203.10699999999997,"LINESTRING (4.84686 51.9428459, 4.8468074 51.9428881, 4.8467828 51.9429442, 4.8468031 51.9430195, 4.8469833 51.9435765, 4.8470097 51.9436643, 4.847041 51.943797, 4.8470711 51.9439166, 4.8470851 51.9440361, 4.8470745 51.9441102, 4.8470148 51.9442881, 4.8469336 51.9443833, 4.8469606 51.9444871, 4.8469439 51.9446247)",,,,,,
7280717,Lekdijk-West,residential,30,False,False,24.323,"LINESTRING (4.8495377 51.9431055, 4.8497253 51.943138, 4.8498721 51.9431772)",,,,,,
"[7280497, 1233427302]",De Kat,residential,,False,True,130.561,"LINESTRING (4.8495377 51.9431055, 4.8495489 51.9429032, 4.8495512 51.9428855, 4.8495814 51.9428454, 4.8497137 51.9427772, 4.8499 51.9428, 4.8503622 51.9429573, 4.8508792 51.9431267)",,,,,,
"[7280186, 945450579]","['Lekdijk-West', 'Jan van Bloisstraat']",residential,30,False,False,61.150999999999996,"LINESTRING (4.8492919 51.9431856, 4.8488521 51.9431585, 4.8487748 51.9431685, 4.8487204 51.9431968, 4.8486926 51.9432571, 4.8486744 51.9433788)",,,,,,
7280186,Lekdijk-West,residential,30,False,True,32.004,"LINESTRING (4.8492919 51.9431856, 4.8493172 51.9431876, 4.8495196 51.9432001, 4.8497569 51.9432113)",,,,,,
"[7280497, 1233427302]",De Kat,residential,,False,False,130.561,"LINESTRING (4.8508792 51.9431267, 4.8503622 51.9429573, 4.8499 51.9428, 4.8497137 51.9427772, 4.8495814 51.9428454, 4.8495512 51.9428855, 4.8495489 51.9429032, 4.8495377 51.9431055)",,,,,,
7280187,Bij de Watertoren,residential,30,False,False,32.261,"LINESTRING (4.8474124 51.9433153, 4.8474584 51.9433416, 4.8476948 51.9433643, 4.8478131 51.9433681, 4.8478633 51.943369)",,,,,,
7280013,Bij de Watertoren,residential,30,False,False,87.59400000000001,"LINESTRING (4.8478633 51.943369, 4.847836 51.9435643, 4.8479312 51.9437393, 4.847902 51.9439149, 4.8477596 51.9439864, 4.847739 51.9439856, 4.8476355 51.9439778, 4.8475702 51.9439742)",,,,,,
7280187,Bij de Watertoren,residential,30,False,False,56.891999999999996,"LINESTRING (4.8478633 51.943369, 4.8479422 51.9433368, 4.8486744 51.9433788)",,,,,,
7280187,Bij de Watertoren,residential,30,False,True,32.260999999999996,"LINESTRING (4.8478633 51.943369, 4.8478131 51.9433681, 4.8476948 51.9433643, 4.8474584 51.9433416, 4.8474124 51.9433153)",,,,,,
7280186,Lekdijk-West,residential,30,False,True,8.76,"LINESTRING (4.8497569 51.9432113, 4.8498721 51.9431772)",,,,,,
7280186,Lekdijk-West,residential,30,False,False,32.004,"LINESTRING (4.8497569 51.9432113, 4.8495196 51.9432001, 4.8493172 51.9431876, 4.8492919 51.9431856)",,,,,,
7280191,Scheepmakershaven,residential,30,False,False,77.677,"LINESTRING (4.8514797 51.9434122, 4.8525091 51.9437043)",,,,,,
7280187,Bij de Watertoren,residential,30,False,True,56.891999999999996,"LINESTRING (4.8486744 51.9433788, 4.8479422 51.9433368, 4.8478633 51.943369)",,,,,,
"[233046827, 233046826, 945450579]",Jan van Bloisstraat,residential,30,False,False,156.054,"LINESTRING (4.8486744 51.9433788, 4.8486165 51.9437572, 4.8485756 51.9440181, 4.848502 51.9444874, 4.8484785 51.9445298, 4.8483068 51.9446274, 4.8482391 51.9446635, 4.8481811 51.9446921)",building_passage,,,,,
"[7280186, 945450579]","['Lekdijk-West', 'Jan van Bloisstraat']",residential,30,False,True,61.150999999999996,"LINESTRING (4.8486744 51.9433788, 4.8486926 51.9432571, 4.8487204 51.9431968, 4.8487748 51.9431685, 4.8488521 51.9431585, 4.8492919 51.9431856)",,,,,,
243350758,Tol,residential,30,False,False,74.721,"LINESTRING (4.851313 51.9435513, 4.8519905 51.9438968, 4.8520038 51.9440265)",,,,,,
