osmid,name,highway,oneway,reversed,length,lanes,ref,junction,geometry
469402970,용지로,secondary,False,False,61.326,,,,"LINESTRING (128.68024 35.2275295, 128.6798635 35.2270717)"
469402970,용지로,secondary,False,True,154.188,,,,"LINESTRING (128.68024 35.2275295, 128.6812064 35.2286695)"
471687272,원이대로,primary,False,False,78.047,,,,"LINESTRING (128.68024 35.2275295, 128.6795432 35.2279402)"
471687272,원이대로,primary,False,True,68.965,,,,"LINESTRING (128.68024 35.2275295, 128.6808648 35.2271771)"
468758034,용지로153번길,residential,False,True,47.653,,,,"LINESTRING (128.6812064 35.2286695, 128.680774 35.2289122)"
469402970,용지로,secondary,False,False,154.188,,,,"LINESTRING (128.6812064 35.2286695, 128.68024 35.2275295)"
469402970,용지로,secondary,False,True,83.459,,,,"LINESTRING (128.6812064 35.2286695, 128.681734 35.229284)"
469402970,용지로,secondary,False,True,71.267,,,,"LINESTRING (128.676829 35.2234951, 128.6772569 35.2240323)"
704357895,,primary,True,False,46.991,5,25,roundabout,"LINESTRING (128.6819288 35.2253278, 128.6820561 35.2253091, 128.682185 35.225301, 128.6823143 35.2253034, 128.6824427 35.2253163)"
471687220,원이대로,primary,True,False,38.22,,,,"LINESTRING (128.6831843 35.2256517, 128.6834049 35.2256541, 128.6835917 35.2255954)"
704357895,,primary,True,False,31.386000000000003,5,25,roundabout,"LINESTRING (128.6831843 35.2256517, 128.6832909 35.2257627, 128.6833785 35.2258844)"
704357895,,primary,True,False,74.762,5,25,roundabout,"LINESTRING (128.6833785 35.2258844, 128.683421 35.225961, 128.6834558 35.22604, 128.6834829 35.2261211, 128.6835021 35.2262037, 128.6835131 35.2262872, 128.683516 35.2263712, 128.6835107 35.2264551, 128.6834973 35.2265385)"
471687291,원이대로,primary,True,False,64.868,,,,"LINESTRING (128.6815231 35.227251, 128.68131 35.2271531, 128.681189 35.2271163, 128.6810669 35.2271099, 128.6808648 35.2271771)"
704357895,,primary,True,False,69.251,5,25,roundabout,"LINESTRING (128.6815231 35.227251, 128.68146 35.2272159, 128.6813997 35.2271779, 128.6813421 35.2271371, 128.6812876 35.2270935, 128.6812364 35.2270474, 128.6811885 35.2269989, 128.6811442 35.2269483, 128.6811036 35.2268955, 128.6810669 35.2268409, 128.6810342 35.2267847)"
384377459,,residential,False,True,104.486,,,,"LINESTRING (128.6809526 35.2261408, 128.6798201 35.2259761)"
704357895,,primary,True,False,44.347,5,25,roundabout,"LINESTRING (128.6809526 35.2261408, 128.6809666 35.2260923, 128.6809834 35.2260443, 128.6810029 35.2259971, 128.6810251 35.2259506, 128.68105 35.2259051, 128.6810775 35.2258606, 128.6811075 35.2258172, 128.6811399 35.225775)"
704357895,,primary,True,False,73.148,5,25,roundabout,"LINESTRING (128.6810342 35.2267847, 128.6810149 35.2267467, 128.6809974 35.2267082, 128.6809817 35.2266691, 128.6809679 35.2266296, 128.6809559 35.2265896, 128.6809459 35.2265493, 128.6809378 35.2265088, 128.6809317 35.226468, 128.6809275 35.226427, 128.6809252 35.2263859, 128.6809249 35.2263448, 128.6809266 35.2263037, 128.6809302 35.2262627, 128.6809357 35.2262218, 128.6809432 35.2261812, 128.6809526 35.2261408)"
472033835,상남로,secondary,False,False,60.205,,,,"LINESTRING (128.6861026 35.2274378, 128.6857252 35.2269927)"
