osmid,oneway,highway,reversed,length,geometry,lanes,name,ref,maxspeed,junction
1160720779,True,secondary_link,False,31.253,"LINESTRING (128.5933121 38.2103068, 128.59337 38.2103544, 128.593407 38.2103792, 128.5934594 38.2104104, 128.5935063 38.2104352, 128.5935541 38.2104515, 128.5936031 38.2104623)",,,,,
"[1222129628, 1213186902]",False,tertiary,True,112.233,"LINESTRING (128.5933121 38.2103068, 128.5933056 38.2102779, 128.5930883 38.2093129)",4,중앙로,,,
104371005,False,tertiary,False,147.073,"LINESTRING (128.5879074 38.2067388, 128.5890121 38.2059365, 128.5891558 38.2058527)",,중앙시장로,,,
104371005,False,tertiary,True,208.54,"LINESTRING (128.5879074 38.2067388, 128.587505 38.2070525, 128.5873083 38.2072274, 128.5869856 38.2075309, 128.5865601 38.2079311, 128.5863319 38.2081457)",,중앙시장로,,,
727389511,False,residential,True,64.064,"LINESTRING (128.5879074 38.2067388, 128.5879011 38.2066422, 128.587876 38.2061632)",,중앙시장로3길,,,
104371005,False,tertiary,False,133.167,"LINESTRING (128.5891558 38.2058527, 128.5903162 38.2050763)",,중앙시장로,,,
184766473,False,tertiary,True,47.263,"LINESTRING (128.5891558 38.2058527, 128.5889877 38.2054487)",,수복로,,,
104371005,False,tertiary,True,147.073,"LINESTRING (128.5891558 38.2058527, 128.5890121 38.2059365, 128.5879074 38.2067388)",,중앙시장로,,,
184698681,False,secondary,False,121.31200000000001,"LINESTRING (128.5891558 38.2058527, 128.5892933 38.2062168, 128.589419 38.2064741, 128.5896982 38.2068504)",,수복로,,,
104371005,False,tertiary,True,79.736,"LINESTRING (128.5915955 38.2042338, 128.5908961 38.2046944)",,중앙시장로,,,
1222129628,False,tertiary,False,81.818,"LINESTRING (128.5915955 38.2042338, 128.5920241 38.204888)",4,중앙로,,,
1222129628,False,tertiary,True,31.44,"LINESTRING (128.5915955 38.2042338, 128.5914364 38.2039802)",4,중앙로,,,
1222129628,False,tertiary,True,8.789,"LINESTRING (128.5905223 38.202694, 128.5904421 38.2026463)",4,중앙로,,,
1222129628,False,tertiary,False,129.841,"LINESTRING (128.5905223 38.202694, 128.5905832 38.2027333, 128.5906277 38.2027668, 128.5906723 38.2028086, 128.5907098 38.2028543, 128.5907774 38.2029459, 128.5912596 38.2036984)",4,중앙로,,,
