osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width
328340909,Gulu - Kampala Road,primary,50,False,True,11.265,"LINESTRING (32.5282659 0.7172442, 32.5282672 0.7173455)",
27880916,Wobulenzi - Zirobwe Road,tertiary,,False,False,70.457,"LINESTRING (32.5282659 0.7172442, 32.528459 0.7173045, 32.5288707 0.7174333)",
346808740,,unclassified,,False,True,27.151,"LINESTRING (32.5299087 0.7182312, 32.5299355 0.7184739)",
27880916,Wobulenzi - Zirobwe Road,tertiary,,False,False,146.748,"LINESTRING (32.5299087 0.7182312, 32.5300536 0.71814, 32.5303982 0.7178624, 32.5309709 0.7174494)",
27880916,Wobulenzi - Zirobwe Road,tertiary,,False,True,152.62099999999998,"LINESTRING (32.5299087 0.7182312, 32.5298162 0.718026, 32.5297371 0.7178959, 32.5296512 0.7177927, 32.5295828 0.7177471, 32.5294876 0.7176948, 32.5293173 0.717617, 32.5291201 0.7175392, 32.5288707 0.7174333)",
1085512813,Bukalasa Road,tertiary,,False,True,12.595,"LINESTRING (32.5273137 0.7170833, 32.5274196 0.7171235)",
236163155,,residential,,False,False,38.533,"LINESTRING (32.5273137 0.7170833, 32.5272024 0.7173327, 32.5271914 0.7174053)",
"[1085512813, 403688735]",Bukalasa Road,tertiary,,False,False,138.508,"LINESTRING (32.5273137 0.7170833, 32.5270401 0.7169586, 32.5268657 0.7168446, 32.5267169 0.7166997, 32.5264151 0.7162653)",
328340909,Gulu - Kampala Road,primary,50,False,False,11.265,"LINESTRING (32.5282672 0.7173455, 32.5282659 0.7172442)",
328340909,Gulu - Kampala Road,primary,50,False,True,85.514,"LINESTRING (32.5282672 0.7173455, 32.5282592 0.7181145)",
"[1085512812, 1085512813]",Bukalasa Road,tertiary,,False,False,97.799,"LINESTRING (32.5282672 0.7173455, 32.5280875 0.7173273, 32.5279145 0.7172884, 32.527825 0.7172586, 32.5277581 0.7172363, 32.5274196 0.7171235)",10
236163127,,unclassified,,False,False,57.92,"LINESTRING (32.5277254 0.7193442, 32.5282457 0.7193697)",
691245103,,residential,,False,True,67.561,"LINESTRING (32.5277254 0.7193442, 32.5277361 0.7187367)",
236163127,,unclassified,,False,True,34.577,"LINESTRING (32.5277254 0.7193442, 32.5275685 0.7193563, 32.5274169 0.7193811)",
236163127,,unclassified,,False,True,57.92,"LINESTRING (32.5282457 0.7193697, 32.5277254 0.7193442)",
328340909,Gulu - Kampala Road,primary,50,False,False,69.79,"LINESTRING (32.5282457 0.7193697, 32.5282525 0.7187421)",
328340909,Gulu - Kampala Road,primary,50,False,True,19.093,"LINESTRING (32.5282457 0.7193697, 32.5282471 0.7195414)",
236163172,,residential,,False,True,237.05499999999998,"LINESTRING (32.5311846 0.714667, 32.5313079 0.7150303, 32.5313893 0.7153051, 32.5314966 0.715702, 32.5316495 0.7160185, 32.5317816 0.7162178, 32.5320263 0.7166072)",
236163174,,residential,,False,True,175.026,"LINESTRING (32.5320666 0.7147177, 32.5322114 0.7150838, 32.5323629 0.7155344, 32.5326003 0.7161982)",
236163123,,residential,,False,False,225.75099999999998,"LINESTRING (32.5274116 0.7147754, 32.527205 0.7148297, 32.5269402 0.7148693, 32.5267504 0.7149135, 32.5265452 0.7149424, 32.5263702 0.7149551, 32.526108 0.7149511, 32.5258438 0.7149397, 32.5256467 0.7149464, 32.5253999 0.7149658)",
