osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge,junction
307691394,True,شارع القشلة,tertiary,30,False,54.620000000000005,"LINESTRING (44.3916547 35.469281, 44.3915842 35.4693397, 44.3915006 35.4694067, 44.3914179 35.4694635, 44.3911948 35.469597)",,
433296514,True,شارع البدالة,primary,50,False,95.55000000000001,"LINESTRING (44.3916547 35.469281, 44.3915853 35.4688714, 44.3915272 35.4686946, 44.391491 35.4686185, 44.3914147 35.4684483)",,
289046476,False,,unclassified,,False,55.318,"LINESTRING (44.3905604 35.4679683, 44.3909044 35.4683794)",,
289046476,False,,unclassified,,True,55.318,"LINESTRING (44.3909044 35.4683794, 44.3905604 35.4679683)",,
443270318,True,شارع اطلس,tertiary,,False,40.543,"LINESTRING (44.3909044 35.4683794, 44.3913431 35.4683067)",,
1024487493,True,شارع الكهرباء القديمة,tertiary,30,False,79.836,"LINESTRING (44.3903745 35.4732629, 44.3904301 35.473112, 44.3904987 35.4729647, 44.3905801 35.4728217, 44.3906873 35.4726926, 44.3907526 35.4726207)",,
307691427,False,شارع الكهرباء القديمة,tertiary,30,True,88.97999999999999,"LINESTRING (44.3903023 35.4735336, 44.3901731 35.4738049, 44.3899471 35.4742797)",,
1024487493,True,شارع الكهرباء القديمة,tertiary,30,False,30.804000000000002,"LINESTRING (44.3903023 35.4735336, 44.3903364 35.473399, 44.3903745 35.4732629)",,
307691404,True,,primary_link,30,False,46.272,"LINESTRING (44.3906598 35.4735884, 44.3905845 35.4734881, 44.3905566 35.4734576, 44.3905231 35.4734342, 44.3904857 35.4734254, 44.3904483 35.4734253, 44.3904088 35.4734419, 44.3903681 35.4734753, 44.3903023 35.4735336)",,
"[435034488, 613670567]",True,شارع خبات,primary,50,False,85.46600000000001,"LINESTRING (44.3906598 35.4735884, 44.3906349 35.4734682, 44.390612 35.4733294, 44.3906015 35.4732017, 44.3905919 35.4730617, 44.390601 35.4729701, 44.3906209 35.4729197, 44.3906663 35.4728337)",,
821378870,True,,residential,,False,45.50000000000001,"LINESTRING (44.3906598 35.4735884, 44.3905929 35.4734561, 44.3905607 35.4734088, 44.3905214 35.4733651, 44.3904756 35.4733258, 44.390424 35.4732915, 44.3903745 35.4732629)",,
307691387,False,,residential,,False,46.727,"LINESTRING (44.3899471 35.4742797, 44.3904619 35.4743084)",,
307691427,False,شارع الكهرباء القديمة,tertiary,30,False,88.97999999999999,"LINESTRING (44.3899471 35.4742797, 44.3901731 35.4738049, 44.3903023 35.4735336)",,
307691366,False,,residential,,True,85.876,"LINESTRING (44.3904619 35.4743084, 44.3903954 35.4750788)",,
307691387,False,,residential,,True,46.727,"LINESTRING (44.3904619 35.4743084, 44.3899471 35.4742797)",,
1242102870,False,,residential,,False,41.476,"LINESTRING (44.3904619 35.4743084, 44.3909198 35.4742999)",,
307691409,False,,residential,,True,64.768,"LINESTRING (44.3910816 35.4749145, 44.3903954 35.4750788)",,
435034488,True,شارع خبات,primary,50,False,69.893,"LINESTRING (44.3910816 35.4749145, 44.3909198 35.4742999)",,
307691366,False,,residential,,False,85.876,"LINESTRING (44.3903954 35.4750788, 44.3904619 35.4743084)",,
307691409,False,,residential,,False,64.768,"LINESTRING (44.3903954 35.4750788, 44.3910816 35.4749145)",,
354337617,False,,residential,,False,48.52,"LINESTRING (44.4008406 35.4748218, 44.4005481 35.4744562)",,
424766358,False,,residential,,False,159.714,"LINESTRING (44.4008406 35.4748218, 44.3999232 35.4755446, 44.3994645 35.4756785)",,
354337617,False,,residential,,True,14.317,"LINESTRING (44.4004699 35.4743443, 44.4005481 35.4744562)",,
354337617,False,,residential,,False,83.833,"LINESTRING (44.4004699 35.4743443, 44.4002944 35.4740351, 44.3998954 35.4737797)",,
"[424766363, 424766364]",False,,residential,,"[False, True]",207.57399999999998,"LINESTRING (44.4004699 35.4743443, 44.3997036 35.4749148, 44.3996372 35.4748087, 44.3995306 35.47483, 44.3991891 35.4749246, 44.3988023 35.4749466, 44.3985613 35.4748938)",,
354337617,False,,residential,,True,83.833,"LINESTRING (44.3998954 35.4737797, 44.4002944 35.4740351, 44.4004699 35.4743443)",,
372286479,False,,residential,,False,49.461999999999996,"LINESTRING (44.3998954 35.4737797, 44.399811 35.4737196, 44.3996971 35.4736339, 44.3996215 35.473533, 44.3995447 35.4734437)",,
579687658,False,,residential,,False,113.018,"LINESTRING (44.3998954 35.4737797, 44.4003193 35.4732481, 44.4005851 35.4729327)",,
354339101,False,,residential,,False,15.106,"LINESTRING (44.4005851 35.4729327, 44.4004185 35.4729396)",,
579687658,False,,residential,,True,113.018,"LINESTRING (44.4005851 35.4729327, 44.4003193 35.4732481, 44.3998954 35.4737797)",,
372286479,False,,residential,,True,16.164,"LINESTRING (44.3994236 35.4733369, 44.3995447 35.4734437)",,
354339101,False,,residential,,True,109.19999999999999,"LINESTRING (44.3994236 35.4733369, 44.3996606 35.4730658, 44.3997202 35.4730143, 44.3997657 35.4729916, 44.3998232 35.4729787, 44.400236 35.4729471, 44.4004185 35.4729396)",,
372286479,False,,residential,,False,118.954,"LINESTRING (44.3994236 35.4733369, 44.3991531 35.4731143, 44.3987979 35.4727344, 44.3985973 35.4725081)",,
354337617,False,,residential,,False,14.317,"LINESTRING (44.4005481 35.4744562, 44.4004699 35.4743443)",,
354337617,False,,residential,,True,48.52,"LINESTRING (44.4005481 35.4744562, 44.4008406 35.4748218)",,
354339376,False,,residential,,False,58.89,"LINESTRING (44.3985277 35.4743649, 44.3985613 35.4748938)",,
825371841,False,,residential,,True,88.311,"LINESTRING (44.3985277 35.4743649, 44.397554 35.4744093)",,
354339376,False,,residential,,True,208.72000000000003,"LINESTRING (44.3985277 35.4743649, 44.3984798 35.4740938, 44.3984268 35.4738936, 44.3983609 35.4736838, 44.3982919 35.4734763, 44.398247 35.4732689, 44.3982292 35.4731457, 44.398223 35.4731029, 44.39822 35.4728711, 44.398217 35.4727319, 44.3982587 35.4725165)",,
372286479,False,,residential,,False,16.164,"LINESTRING (44.3995447 35.4734437, 44.3994236 35.4733369)",,
372286479,False,,residential,,True,49.461999999999996,"LINESTRING (44.3995447 35.4734437, 44.3996215 35.473533, 44.3996971 35.4736339, 44.399811 35.4737196, 44.3998954 35.4737797)",,
848036661,False,,residential,,False,112.24600000000001,"LINESTRING (44.3995447 35.4734437, 44.399763 35.4734679, 44.3998606 35.4734948, 44.3999374 35.4734977, 44.4000003 35.4734494, 44.4004185 35.4729396)",,
354339430,False,,residential,,False,56.192,"LINESTRING (44.3956347 35.474967, 44.3961583 35.4746958)",,
354485176,False,,residential,,False,61.079,"LINESTRING (44.3956347 35.474967, 44.3960208 35.4754174)",,
354485176,False,,residential,,True,52.364,"LINESTRING (44.3956347 35.474967, 44.3953038 35.4745808)",,
354339430,False,,residential,,True,49.041,"LINESTRING (44.3966424 35.4744981, 44.3961583 35.4746958)",,
354484869,False,,residential,,False,85.36,"LINESTRING (44.3966424 35.4744981, 44.3969756 35.4752162)",,
372286478,False,,residential,,False,64.683,"LINESTRING (44.3966424 35.4744981, 44.396356 35.4739652)",,
825371841,False,,residential,,False,48.207,"LINESTRING (44.3966424 35.4744981, 44.3971691 35.4744351)",,
372286480,False,,residential,,False,103.941,"LINESTRING (44.3966424 35.4744981, 44.3968351 35.4737145, 44.3968614 35.4735806)",,
354339499,False,,residential,,False,120.916,"LINESTRING (44.3949482 35.474129, 44.3960205 35.473481)",,
354339537,False,,residential,,True,97.409,"LINESTRING (44.3949482 35.474129, 44.3940657 35.4746299)",,
354485176,False,,residential,,False,59.672,"LINESTRING (44.3949482 35.474129, 44.3953038 35.4745808)",,
356757678,False,,residential,,True,110.087,"LINESTRING (44.3949482 35.474129, 44.3948699 35.4738826, 44.394798 35.4736348, 44.3947325 35.473386, 44.3946802 35.4731636)",,
354339499,False,,residential,,False,36.98,"LINESTRING (44.3960205 35.473481, 44.3964278 35.4735051)",,
354339499,False,,residential,,True,120.916,"LINESTRING (44.3960205 35.473481, 44.3949482 35.474129)",,
372286478,False,,residential,,False,88.242,"LINESTRING (44.3960205 35.473481, 44.395939 35.4726902)",,
372286478,False,,residential,,True,61.821,"LINESTRING (44.3960205 35.473481, 44.396356 35.4739652)",,
354339499,False,,residential,,True,40.152,"LINESTRING (44.3968614 35.4735806, 44.3964278 35.4735051)",,
372286480,False,,residential,,False,115.223,"LINESTRING (44.3968614 35.4735806, 44.3971085 35.4725641)",,
