osmid,oneway,lanes,highway,reversed,length,name,junction,geometry,ref
400353915,True,2,secondary,False,99.325,,,"LINESTRING (46.0728547 31.8612825, 46.0719151 31.8616838)",
400353132,True,2,secondary,False,18.877000000000002,فلكة الخنساء,roundabout,"LINESTRING (46.0728547 31.8612825, 46.0728265 31.8612531, 46.0727798 31.861164, 46.0727736 31.8611301)",
400353402,False,2,secondary,True,50.201,,,"LINESTRING (46.071329 31.8619355, 46.0716553 31.8622919)",
400353968,False,2,secondary,False,22.447,,,"LINESTRING (46.071329 31.8619355, 46.0711734 31.8617829)",
403629071,False,,residential,True,77.68,,,"LINESTRING (46.0734316 31.8613712, 46.0737993 31.8619961)",
400353132,True,2,secondary,False,60.867,فلكة الخنساء,roundabout,"LINESTRING (46.0734316 31.8613712, 46.0733274 31.8614124, 46.0732143 31.861429, 46.0730999 31.8614198, 46.0729924 31.8613856, 46.0728991 31.8613287, 46.0728547 31.8612825)",
400353460,False,2,tertiary,False,40.293,,,"LINESTRING (46.0729756 31.8607412, 46.0727425 31.8604377)",
400353132,True,2,secondary,False,67.024,فلكة الخنساء,roundabout,"LINESTRING (46.0729756 31.8607412, 46.0730888 31.8607013, 46.0732107 31.8606898, 46.0733315 31.8607076, 46.0734417 31.8607533, 46.0735325 31.8608233, 46.0735831 31.8608932)",
400353402,False,2,secondary,False,73.116,,,"LINESTRING (46.0756561 31.8651173, 46.0750318 31.8647284)",
403629059,False,,residential,False,168.048,,,"LINESTRING (46.0756561 31.8651173, 46.0746086 31.866339)",
405100507,False,,residential,True,220.997,,,"LINESTRING (46.0756561 31.8651173, 46.0770502 31.863521)",
400353755,True,,secondary,False,76.042,,,"LINESTRING (46.0756561 31.8651173, 46.0758626 31.8651481, 46.0759511 31.8651595, 46.0760544 31.8651515, 46.076167 31.8650911, 46.0762703 31.8650182, 46.0763857 31.864959)",
400353402,False,2,secondary,False,24.133,,,"LINESTRING (46.0729304 31.8634068, 46.0727305 31.8632716)",
400353402,False,2,secondary,True,23.808,,,"LINESTRING (46.0729304 31.8634068, 46.0731355 31.8635313)",
400632685,False,,tertiary,False,58.046,,,"LINESTRING (46.0729304 31.8634068, 46.0725775 31.8638342)",
400353969,False,2,tertiary,True,70.818,,,"LINESTRING (46.0698423 31.8605519, 46.0703393 31.8610288)",
405160286,False,,unclassified,True,100.004,,,"LINESTRING (46.0698423 31.8605519, 46.0688996 31.8609615)",
400353969,False,2,tertiary,False,121.592,,,"LINESTRING (46.0698423 31.8605519, 46.0706954 31.8599208, 46.0708073 31.8598283)",
400353460,False,2,tertiary,True,66.945,,,"LINESTRING (46.0717273 31.8589318, 46.0721055 31.859441)",
