osmid,oneway,highway,reversed,length,geometry,name,maxspeed,bridge
408711656,True,secondary,False,164.412,"LINESTRING (47.8043056 30.4964736, 47.8044085 30.4964105, 47.804662 30.4962549, 47.804775 30.4961877, 47.8048982 30.4961264, 47.8050532 30.4960516, 47.8057654 30.4956993)",,,
176841303,True,primary,False,25.024,"LINESTRING (47.8063111 30.4910506, 47.8064588 30.4912362)",طريق بصرة عشار,40,
48010521,False,residential,False,122.002,"LINESTRING (47.8066044 30.4914192, 47.8076711 30.4908201)",,,
176841303,True,primary,False,239.748,"LINESTRING (47.8066044 30.4914192, 47.8080718 30.4931656)",طريق بصرة عشار,40,
48010518,False,residential,True,52.393,"LINESTRING (47.808267 30.4907634, 47.8078514 30.4910696)",,,
1149817824,False,residential,True,144.835,"LINESTRING (47.808267 30.4907634, 47.8088254 30.4912798, 47.8088388 30.4913284, 47.8088281 30.4913862, 47.8088012 30.4914324, 47.8085786 30.4915849, 47.8083748 30.4916612)",,,
48010521,False,residential,True,122.002,"LINESTRING (47.8076711 30.4908201, 47.8066044 30.4914192)",,,
404515502,False,residential,False,32.682,"LINESTRING (47.8076711 30.4908201, 47.8078514 30.4910696)",,,
48010461,False,residential,False,78.481,"LINESTRING (47.8091649 30.4920477, 47.8097525 30.4925394)",,,
48010462,False,tertiary,False,117.224,"LINESTRING (47.8091649 30.4920477, 47.8099532 30.4912415)",شارع حي المهلب,,
48010462,False,tertiary,True,52.647,"LINESTRING (47.8091649 30.4920477, 47.8088109 30.4924098)",شارع حي المهلب,,
727058453,True,secondary,False,103.363,"LINESTRING (47.8125472 30.4915686, 47.8133561 30.4909536)",طريق حي الرسالة موفقية,,
48010533,False,residential,True,27.305999999999997,"LINESTRING (47.8125472 30.4915686, 47.8124198 30.4914791, 47.81239 30.4914243, 47.812371 30.4913841)",,,
48010462,False,tertiary,True,117.224,"LINESTRING (47.8099532 30.4912415, 47.8091649 30.4920477)",شارع حي المهلب,,
48010462,False,tertiary,False,63.718,"LINESTRING (47.8099532 30.4912415, 47.8099854 30.4912086, 47.8103817 30.4908033)",شارع حي المهلب,,
48010534,False,residential,False,82.28999999999999,"LINESTRING (47.8099532 30.4912415, 47.8103753 30.4915651, 47.810597 30.4917313)",,,
48010534,False,residential,True,58.109,"LINESTRING (47.8114681 30.4923725, 47.8110038 30.4920363)",,,
727058453,True,secondary,False,80.875,"LINESTRING (47.8114681 30.4923725, 47.8117037 30.4922074, 47.8121094 30.4918998)",طريق حي الرسالة موفقية,,
48010462,False,tertiary,False,109.9,"LINESTRING (47.8080718 30.4931656, 47.8088109 30.4924098)",شارع حي المهلب,,
176841303,True,primary,False,95.77699999999999,"LINESTRING (47.8080718 30.4931656, 47.8083453 30.4934894, 47.8086591 30.4938626)",طريق بصرة عشار,40,
727058457,True,secondary,False,20.245,"LINESTRING (47.8066484 30.4954515, 47.8064693 30.4955481)",طريق حي الرسالة موفقية,,
48013525,False,residential,False,190.79399999999998,"LINESTRING (47.8066484 30.4954515, 47.8069231 30.4956332, 47.8071024 30.4959024, 47.8074972 30.4969559)",,,
48013534,False,residential,True,110.893,"LINESTRING (47.8086058 30.4952058, 47.8075671 30.4956457)",,,
753835214,False,residential,True,59.918,"LINESTRING (47.8086058 30.4952058, 47.8083406 30.4947178)",,,
753835214,False,residential,False,78.388,"LINESTRING (47.8086058 30.4952058, 47.808651 30.4952956, 47.8086604 30.4953591, 47.8086711 30.4955094, 47.8086738 30.495618, 47.8086698 30.4957936, 47.8086878 30.4959007)",,,
48013537,False,residential,False,40.634,"LINESTRING (47.8105884 30.4949891, 47.8108757 30.4947203)",,,
48013537,False,residential,True,10.31,"LINESTRING (47.8105884 30.4949891, 47.8105155 30.4950573)",,,
"[727058448, 1149817829]",False,residential,True,147.286,"LINESTRING (47.8105884 30.4949891, 47.8097845 30.4942843, 47.8096917 30.494222, 47.8095737 30.4941481, 47.8094819 30.4940727)",,,
48013537,False,residential,True,40.634,"LINESTRING (47.8108757 30.4947203, 47.8105884 30.4949891)",,,
727058455,False,residential,False,123.583,"LINESTRING (47.8108757 30.4947203, 47.8117684 30.4955225)",,,
727058455,False,residential,True,141.317,"LINESTRING (47.8108757 30.4947203, 47.8101582 30.4941269, 47.8098169 30.4938356)",,,
48013544,False,residential,False,20.912,"LINESTRING (47.8090714 30.4966049, 47.8092646 30.4965174)",,,
753835216,False,residential,False,76.214,"LINESTRING (47.8090714 30.4966049, 47.8090665 30.4966774, 47.8090741 30.4967707, 47.809195 30.4972794)",,,
753835216,False,residential,True,96.496,"LINESTRING (47.8090714 30.4966049, 47.8090822 30.496434, 47.8091049 30.4962304, 47.8090925 30.4960223, 47.8090639 30.4958557, 47.8090134 30.4957489)",,,
48013533,False,residential,False,116.71,"LINESTRING (47.8090134 30.4957489, 47.8100827 30.4952462)",,,
753835216,False,residential,False,96.49600000000001,"LINESTRING (47.8090134 30.4957489, 47.8090639 30.4958557, 47.8090925 30.4960223, 47.8091049 30.4962304, 47.8090822 30.496434, 47.8090714 30.4966049)",,,
753835216,False,residential,True,25.563000000000002,"LINESTRING (47.8090134 30.4957489, 47.8090043 30.4956642, 47.8089928 30.4955197)",,,
"[936670261, 936670262, 753835215]",False,residential,True,35.512,"LINESTRING (47.8090134 30.4957489, 47.8089581 30.4957717, 47.8087516 30.4958641, 47.8086878 30.4959007)",,,yes
48013544,False,residential,False,46.727,"LINESTRING (47.8096087 30.4963615, 47.8100444 30.4961727)",,,
48013544,False,residential,True,37.249,"LINESTRING (47.8096087 30.4963615, 47.8092646 30.4965174)",,,
48013545,False,residential,False,41.338,"LINESTRING (47.8096087 30.4963615, 47.8098702 30.4966572)",,,
48013546,False,residential,True,64.702,"LINESTRING (47.8086567 30.4965535, 47.8080303 30.4967709)",,,
753835214,False,residential,False,184.41,"LINESTRING (47.8086567 30.4965535, 47.8086688 30.496683, 47.8087614 30.4969703, 47.8088281 30.4971746, 47.8091957 30.4981422)",,,
753835214,False,residential,True,77.094,"LINESTRING (47.8086567 30.4965535, 47.8087087 30.4964489, 47.8087798 30.4963194, 47.8087972 30.4962432, 47.8087918 30.4961438, 47.8087516 30.4960479, 47.8086878 30.4959007)",,,
48013524,False,residential,False,76.575,"LINESTRING (47.8078321 30.4962954, 47.8075671 30.4956457)",,,
48013524,False,residential,True,56.18,"LINESTRING (47.8078321 30.4962954, 47.8080303 30.4967709)",,,
