osmid,highway,oneway,reversed,length,geometry,bridge,name,junction
706623537,residential,False,False,40.711,"LINESTRING (44.9242115 31.9818365, 44.9246421 31.9818111)",,,
222908661,primary,True,False,64.013,"LINESTRING (44.9242115 31.9818365, 44.9243632 31.9821246, 44.9244824 31.9823643)",,,
222908662,primary,True,False,17.353,"LINESTRING (44.9244824 31.9823643, 44.9243724 31.9822392)",,,
"[759768273, 223779989, 223779991]",primary,False,True,115.153,"LINESTRING (44.9244824 31.9823643, 44.9246331 31.9825976, 44.9249357 31.9831322, 44.9250232 31.9832924)",yes,جسر رقم ستة,
531090480,secondary,True,False,9.57,"LINESTRING (44.9270458 31.9865298, 44.9270923 31.9866063)",,,
699768700,primary,True,False,57.49,"LINESTRING (44.9270458 31.9865298, 44.9275776 31.9862771)",,,
531090480,secondary,True,False,53.093,"LINESTRING (44.9270923 31.9866063, 44.9273514 31.9870302)",,,
699768699,primary,True,False,13.242,"LINESTRING (44.9270923 31.9866063, 44.9269682 31.986662)",,,
531090984,secondary,False,True,69.028,"LINESTRING (44.9250232 31.9832924, 44.9252923 31.9838697)",,,
"[759768273, 223779989, 223779991]",primary,False,False,115.153,"LINESTRING (44.9250232 31.9832924, 44.9249357 31.9831322, 44.9246331 31.9825976, 44.9244824 31.9823643)",yes,جسر رقم ستة,
531090658,secondary,True,False,162.223,"LINESTRING (44.9250232 31.9832924, 44.9256357 31.9831076, 44.9258103 31.9830846, 44.9259562 31.983083, 44.9267033 31.9830685)",,,
229691967,residential,False,False,42.818,"LINESTRING (44.9240501 31.9878865, 44.9238181 31.9875555)",,,
332688242,primary,True,False,51.685,"LINESTRING (44.9240501 31.9878865, 44.924526 31.987656)",,,
229687425,secondary,True,False,18.546999999999997,"LINESTRING (44.928579 31.9889466, 44.9286262 31.9889584, 44.9286668 31.9889818, 44.928697 31.9890147, 44.9287139 31.9890539)",,,roundabout
332688242,primary,True,False,56.748,"LINESTRING (44.921699 31.9889834, 44.9222262 31.9887374)",,,
1024574848,primary_link,False,True,10.207,"LINESTRING (44.921699 31.9889834, 44.921751 31.9890639)",,,
229691979,tertiary,True,False,161.35299999999998,"LINESTRING (44.921699 31.9889834, 44.9216422 31.9889695, 44.9215911 31.9889445, 44.9215483 31.98891, 44.9215165 31.9888678, 44.920876 31.9877412)",,,
531074689,secondary,True,False,157.629,"LINESTRING (44.9284023 31.9890551, 44.9276626 31.9877839)",,,
229687425,secondary,True,False,22.595999999999997,"LINESTRING (44.9284023 31.9890551, 44.9284178 31.9890174, 44.9284457 31.9889852, 44.9284834 31.9889613, 44.9285299 31.9889476, 44.928579 31.9889466)",,,roundabout
229687425,secondary,True,False,12.012,"LINESTRING (44.9287139 31.9890539, 44.9287165 31.9890898, 44.9287077 31.9891251, 44.9286883 31.9891571)",,,roundabout
229687425,secondary,True,False,4.307,"LINESTRING (44.9284005 31.9890938, 44.9284023 31.9890551)",,,roundabout
229687425,secondary,True,False,7.077999999999999,"LINESTRING (44.9286883 31.9891571, 44.9286633 31.9891808, 44.9286324 31.9891989)",,,roundabout
229687425,secondary,True,False,11.562,"LINESTRING (44.9286324 31.9891989, 44.9285941 31.989211, 44.9285534 31.9892144, 44.9285131 31.9892089)",,,roundabout
229687425,secondary,True,False,8.84,"LINESTRING (44.9285131 31.9892089, 44.9284706 31.9891921, 44.9284358 31.9891655)",,,roundabout
1029564625,secondary_link,False,False,13.342,"LINESTRING (44.9281121 31.9830469, 44.9281235 31.9831665)",,,
1029564624,secondary_link,False,False,11.934,"LINESTRING (44.9267058 31.9831758, 44.9267033 31.9830685)",,,
"[229690267, 531090659]",secondary,True,False,193.922,"LINESTRING (44.9267058 31.9831758, 44.9256295 31.9831996, 44.925501 31.9832269, 44.9254488 31.9832402, 44.9254003 31.9832613, 44.9253571 31.9832894, 44.9253205 31.9833237, 44.9252933 31.9833605, 44.9252737 31.9834008, 44.9252625 31.9834432, 44.92526 31.9834867, 44.9252661 31.9835299, 44.9252808 31.9835716, 44.9254039 31.9838232)",,,
843308171,residential,False,False,69.732,"LINESTRING (44.9235121 31.9838364, 44.9237947 31.9844159)",,,
229690268,secondary,True,False,155.26,"LINESTRING (44.9235121 31.9838364, 44.9236802 31.9837403, 44.9238119 31.9836877, 44.9239789 31.9836308, 44.9250232 31.9832924)",,,
531090727,secondary,True,False,31.439,"LINESTRING (44.9225819 31.984803, 44.9222669 31.9848955)",,,
1112246996,residential,False,False,69.266,"LINESTRING (44.9225819 31.984803, 44.9228489 31.9853833)",,,
229691977,residential,False,False,103.204,"LINESTRING (44.9212454 31.9852192, 44.9217073 31.9860606)",,,
531090727,secondary,True,False,18.121,"LINESTRING (44.9212454 31.9852192, 44.9210669 31.9852795)",,,
229690271,secondary,True,False,62.001,"LINESTRING (44.9210669 31.9852795, 44.9205142 31.9855814)",,,
229690955,tertiary,True,False,14.196,"LINESTRING (44.91988 31.9858602, 44.9198071 31.9857485)",,,
229690269,secondary,True,False,27.947000000000003,"LINESTRING (44.91988 31.9858602, 44.9199307 31.9858454, 44.9199843 31.9858436, 44.9200449 31.9858583, 44.920096 31.9858894, 44.9201318 31.9859335)",,,roundabout
229690269,secondary,True,False,7.912,"LINESTRING (44.9198164 31.9859066, 44.91988 31.9858602)",,,roundabout
229690269,secondary,True,False,23.774,"LINESTRING (44.9201318 31.9859335, 44.9201479 31.9859851, 44.9201426 31.9860384, 44.9201163 31.986087, 44.9200722 31.9861252)",,,roundabout
229690265,secondary,True,False,95.887,"LINESTRING (44.9197997 31.9860675, 44.9197487 31.9860618, 44.9196972 31.9860627, 44.9196466 31.9860704, 44.919598 31.9860847, 44.9195525 31.9861051, 44.9189013 31.9864365)",,شارع النهر,
229690269,secondary,True,False,18.762,"LINESTRING (44.9197997 31.9860675, 44.9197828 31.9860207, 44.9197836 31.985972, 44.9198164 31.9859066)",,,roundabout
229690269,secondary,True,False,13.751,"LINESTRING (44.9200722 31.9861252, 44.9200058 31.9861507, 44.9199329 31.9861522)",,,roundabout
229691974,tertiary,True,False,353.173,"LINESTRING (44.9200722 31.9861252, 44.9203183 31.9865294, 44.9208078 31.9873489, 44.9216356 31.9888201, 44.9216564 31.9888594, 44.9216739 31.9888999, 44.9216881 31.9889413, 44.921699 31.9889834)",,,
229690269,secondary,True,False,16.224,"LINESTRING (44.9199329 31.9861522, 44.9198786 31.9861364, 44.9198327 31.9861071, 44.9197997 31.9860675)",,,roundabout
222908662,primary,True,False,97.44900000000001,"LINESTRING (44.9243724 31.9822392, 44.9241015 31.9818706, 44.9238695 31.9814748)",,,
782571630,residential,False,False,57.782,"LINESTRING (44.9222021 31.9838416, 44.9219776 31.9833581)",,,
439862106,secondary,True,False,143.733,"LINESTRING (44.9222021 31.9838416, 44.9231583 31.9832635, 44.9233228 31.9831776, 44.9234597 31.9831132)",,,
"[439862104, 229700074, 439862103]",tertiary,True,False,54.777,"LINESTRING (44.9208737 31.9846456, 44.9209179 31.9847039, 44.9211204 31.984967, 44.9211439 31.9849974, 44.9211591 31.9850314, 44.9211654 31.9850674)",yes,جسر رقم خمسة,
439862106,secondary,True,False,153.968,"LINESTRING (44.9208737 31.9846456, 44.9209357 31.9845996, 44.9209942 31.9845604, 44.9210632 31.984517, 44.9213253 31.9843604, 44.9216027 31.9841946, 44.9222021 31.9838416)",,,
1024576972,secondary,False,True,147.555,"LINESTRING (44.9208737 31.9846456, 44.9208024 31.9846951, 44.9207278 31.9847429, 44.9195522 31.9853541)",,,
939184043,tertiary,True,False,53.571,"LINESTRING (44.9195005 31.9852526, 44.9192756 31.9848102)",,,
939184043,tertiary,True,False,12.295,"LINESTRING (44.9195522 31.9853541, 44.9195005 31.9852526)",,,
1024576972,secondary,False,False,147.555,"LINESTRING (44.9195522 31.9853541, 44.9207278 31.9847429, 44.9208024 31.9846951, 44.9208737 31.9846456)",,,
