osmid,highway,oneway,reversed,length,name,geometry,junction,bridge,lanes
630265776,residential,False,True,36.895,,"LINESTRING (46.1710412 31.4072327, 46.1711722 31.4069203)",,,
395876466,primary,True,False,72.82900000000001,شارع حي المعلمين,"LINESTRING (46.1710412 31.4072327, 46.1714579 31.407414, 46.1715243 31.4074443, 46.1715848 31.4074824, 46.1716383 31.4075276, 46.1716837 31.4075774)",,,
395876694,tertiary,True,False,10.277,,"LINESTRING (46.1711894 31.4124927, 46.1712975 31.4124871)",roundabout,,
405305045,tertiary,False,False,24.719,,"LINESTRING (46.1712975 31.4124871, 46.1714249 31.4122932)",,,
395876694,tertiary,True,False,47.406,,"LINESTRING (46.1712975 31.4124871, 46.1713942 31.4125086, 46.1714789 31.4125538, 46.171544 31.4126185, 46.1715835 31.4126968, 46.1715939 31.4127816)",roundabout,,
395876694,tertiary,True,False,31.16,,"LINESTRING (46.1712843 31.41305, 46.1711754 31.4130404, 46.1710761 31.4130011, 46.1709973 31.4129363)",roundabout,,
441516095,tertiary,True,False,30.636,,"LINESTRING (46.1712843 31.41305, 46.1711739 31.4130914, 46.1711109 31.4131212, 46.1710452 31.4131578, 46.1710036 31.4131841)",,,
395876694,tertiary,True,False,10.384,,"LINESTRING (46.1709973 31.4129363, 46.1709476 31.4128531)",roundabout,,
395876694,tertiary,True,False,51.649,,"LINESTRING (46.1709476 31.4128531, 46.1709323 31.4127612, 46.1709528 31.4126699, 46.1710069 31.4125893, 46.1710887 31.412528, 46.1711894 31.4124927)",roundabout,,
395878814,tertiary,True,False,43.019999999999996,,"LINESTRING (46.1709476 31.4128531, 46.1709218 31.4127868, 46.1708843 31.4126827, 46.1708293 31.4126186, 46.1707703 31.4125694, 46.170722 31.4125282)",,,
395877991,tertiary,False,True,36.69,العدل,"LINESTRING (46.170722 31.4125282, 46.170378 31.4123776)",,,
395878507,tertiary,True,False,45.357,,"LINESTRING (46.170722 31.4125282, 46.1708239 31.4125476, 46.170942 31.4125465, 46.1710425 31.4125282, 46.1711894 31.4124927)",,,
404554542,residential,False,False,55.564,,"LINESTRING (46.1728109 31.4056817, 46.172297 31.4054423)",,,
441307065,unclassified,False,True,236.41699999999997,,"LINESTRING (46.1728109 31.4056817, 46.1724877 31.4062564, 46.1720451 31.4069672, 46.1716837 31.4075774)",,,
405305045,tertiary,False,False,84.315,,"LINESTRING (46.1723294 31.4108467, 46.1727637 31.4101852)",,,
405305045,tertiary,False,True,45.839,,"LINESTRING (46.1723294 31.4108467, 46.1721051 31.4112118)",,,
405305050,residential,False,False,190.921,,"LINESTRING (46.1723294 31.4108467, 46.1718779 31.4106842, 46.1709943 31.4103285, 46.1705059 31.4101224)",,,
436660744,residential,False,False,70.172,,"LINESTRING (46.1727503 31.4066454, 46.1734268 31.4069001)",,,
441307049,tertiary,False,False,97.963,,"LINESTRING (46.1727503 31.4066454, 46.1732596 31.4058791)",,,
441307049,tertiary,False,True,43.527,,"LINESTRING (46.1727503 31.4066454, 46.1725412 31.4069938)",,,
441307040,primary,True,False,39.794,,"LINESTRING (46.1738569 31.4084932, 46.173482 31.4083329)",,,
405305045,tertiary,False,False,9.979,,"LINESTRING (46.1738569 31.4084932, 46.1738792 31.4084601, 46.1739093 31.4084154)",,,
405305045,tertiary,False,True,76.113,,"LINESTRING (46.1738569 31.4084932, 46.173534 31.408972, 46.1734607 31.4090883)",,,
405305045,tertiary,False,False,117.025,,"LINESTRING (46.1739093 31.4084154, 46.1741842 31.4080079, 46.1745124 31.4074975)",,,
405305045,tertiary,False,True,9.979,,"LINESTRING (46.1739093 31.4084154, 46.1738792 31.4084601, 46.1738569 31.4084932)",,,
441307039,primary,True,False,181.379,,"LINESTRING (46.1739093 31.4084154, 46.1740073 31.4084609, 46.1756253 31.4091334)",,,
405305045,tertiary,False,False,24.617,,"LINESTRING (46.1714249 31.4122932, 46.1715524 31.4121004)",,,
405305045,tertiary,False,True,24.719,,"LINESTRING (46.1714249 31.4122932, 46.1712975 31.4124871)",,,
405305045,tertiary,False,False,9.667,,"LINESTRING (46.17172 31.411839, 46.1717673 31.411762)",,,
405305045,tertiary,False,True,33.137,,"LINESTRING (46.17172 31.411839, 46.1716499 31.411953, 46.1715524 31.4121004)",,,
405305045,tertiary,False,False,27.427,,"LINESTRING (46.171971 31.4114303, 46.1721051 31.4112118)",,,
405305045,tertiary,False,True,41.642,,"LINESTRING (46.171971 31.4114303, 46.1717673 31.411762)",,,
