osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge
25846935,High Street,secondary,50,False,False,9.669,"LINESTRING (175.3735102 -40.0681405, 175.3733992 -40.0681219)",,
25846935,High Street,secondary,50,False,True,97.254,"LINESTRING (175.3735102 -40.0681405, 175.3746208 -40.0683469)",,
25846734,Russell Street,residential,,False,False,267.85699999999997,"LINESTRING (175.379031 -40.0754946, 175.3789537 -40.0755034, 175.3784099 -40.0755634, 175.3783364 -40.0755675, 175.3782527 -40.0755666, 175.3781544 -40.0755561, 175.3759539 -40.0751492)",,
1119080800,Wellington Road,secondary,,False,True,115.595,"LINESTRING (175.379031 -40.0754946, 175.3790204 -40.0754361, 175.3788539 -40.0744639)",,
25846935,High Street,secondary,50,False,False,111.28500000000001,"LINESTRING (175.3783504 -40.0690297, 175.3783144 -40.0690231, 175.3782219 -40.0690062, 175.3770783 -40.0687975)",,
814471610,,secondary,50,True,False,10.899000000000001,"LINESTRING (175.3783504 -40.0690297, 175.3783601 -40.0690115, 175.3783763 -40.0689964, 175.3783977 -40.0689855, 175.3784222 -40.0689799, 175.3784478 -40.06898)",roundabout,
1119080800,Wellington Road,secondary,,False,False,103.063,"LINESTRING (175.3784389 -40.0722301, 175.3786238 -40.0731461)",,
25842273,Cuba Street,residential,,False,True,130.57,"LINESTRING (175.3784389 -40.0722301, 175.3783547 -40.0722393, 175.3781491 -40.0722091, 175.3769448 -40.0719828)",,
1119080800,Wellington Road,secondary,,False,True,201.664,"LINESTRING (175.3784389 -40.0722301, 175.3783811 -40.071879, 175.3782996 -40.0704206)",,
25842280,Lyon Street,residential,,False,False,137.045,"LINESTRING (175.3734974 -40.0736623, 175.373846 -40.072534, 175.373868 -40.0724629)",,
25846514,Beaven Street,residential,,False,True,242.256,"LINESTRING (175.3734974 -40.0736623, 175.3761447 -40.0741363, 175.3762703 -40.0741564)",,
25842273,Cuba Street,residential,,False,False,73.288,"LINESTRING (175.374174 -40.0714833, 175.3750111 -40.0716384)",,
25842273,Cuba Street,residential,,False,True,42.597,"LINESTRING (175.374174 -40.0714833, 175.3736862 -40.0713972)",,
25842280,Lyon Street,residential,,False,True,111.995,"LINESTRING (175.374174 -40.0714833, 175.3738969 -40.0723704, 175.373868 -40.0724629)",,
25846935,High Street,secondary,50,False,True,9.669,"LINESTRING (175.3733992 -40.0681219, 175.3735102 -40.0681405)",,
25842313,Morris Street,residential,,False,True,121.359,"LINESTRING (175.3769013 -40.0701884, 175.3755148 -40.0699327)",,
25842309,Stewart Street,residential,,False,False,98.046,"LINESTRING (175.3769013 -40.0701884, 175.3768859 -40.0702403, 175.3766464 -40.0710483)",,
25842309,Stewart Street,residential,,False,True,155.488,"LINESTRING (175.3769013 -40.0701884, 175.3769188 -40.0701378, 175.3770664 -40.0688534, 175.3770783 -40.0687975)",,
25842313,Morris Street,residential,,False,False,121.844,"LINESTRING (175.3769013 -40.0701884, 175.3781577 -40.0704087, 175.3782257 -40.0704172, 175.3782996 -40.0704206)",,
25842273,Cuba Street,residential,,False,False,48.134,"LINESTRING (175.3763943 -40.0718832, 175.3769448 -40.0719828)",,
25842273,Cuba Street,residential,,False,True,120.804,"LINESTRING (175.3763943 -40.0718832, 175.3750111 -40.0716384)",,
25842309,Stewart Street,residential,,False,True,95.283,"LINESTRING (175.3763943 -40.0718832, 175.3766464 -40.0710483)",,
