osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry
"[1191961165, 1191961166, 138360350]",SH 12;SH 15,Broadway,primary,50,False,False,329.187,yes,2,"LINESTRING (173.8080687 -35.4030556, 173.8073243 -35.4036235, 173.8072462 -35.4036825, 173.8066243 -35.4041415, 173.8064671 -35.4042513, 173.8062869 -35.4043622, 173.8061173 -35.404451, 173.8052485 -35.4049059)"
435243511,SH 12,Broadway,primary,50,False,False,116.805,,,"LINESTRING (173.8009417 -35.4070939, 173.7998555 -35.4076593)"
435243511,SH 12,Broadway,primary,50,False,True,27.391,,,"LINESTRING (173.8009417 -35.4070939, 173.8011978 -35.4069631)"
32358379,,Raihara Street,residential,,False,True,128.315,,,"LINESTRING (173.8009417 -35.4070939, 173.8009716 -35.4071373, 173.8014329 -35.4078071, 173.8016261 -35.408104)"
32358379,,Raihara Street,residential,,False,False,111.233,,,"LINESTRING (173.8021611 -35.4090043, 173.8016261 -35.408104)"
32358378,,Memorial Avenue,residential,,False,True,139.51,,,"LINESTRING (173.8021611 -35.4090043, 173.8020983 -35.4090315, 173.8015038 -35.4092982, 173.8008057 -35.409599)"
32358379,,Raihara Street,residential,,False,True,205.215,,,"LINESTRING (173.8021611 -35.4090043, 173.8029931 -35.4102598, 173.8031822 -35.4105707, 173.8032251 -35.4106332)"
435243511,SH 12,Broadway,primary,50,False,True,116.805,,,"LINESTRING (173.7998555 -35.4076593, 173.8009417 -35.4070939)"
435243511,SH 12,Broadway,primary,50,False,False,42.708,,,"LINESTRING (173.7998555 -35.4076593, 173.7997199 -35.4077312, 173.7994607 -35.407869)"
89801897,,Heke Street,residential,,False,True,101.213,,,"LINESTRING (173.801889 -35.404178, 173.8009271 -35.4046404)"
89801895,,Ripi Street,residential,,False,True,155.40499999999997,,,"LINESTRING (173.801889 -35.404178, 173.8018427 -35.4041034, 173.8012339 -35.4029681, 173.8011829 -35.4029057)"
89801897,,Heke Street,residential,,False,False,214.72199999999998,,,"LINESTRING (173.801889 -35.404178, 173.803835 -35.4031863, 173.8039043 -35.403165)"
89801904,,Hongi Street,residential,50,False,False,111.676,,-1,"LINESTRING (173.8039043 -35.403165, 173.804567 -35.4040117)"
89801897,,Heke Street,residential,,False,True,214.72199999999998,,,"LINESTRING (173.8039043 -35.403165, 173.803835 -35.4031863, 173.801889 -35.404178)"
32358379,,Raihara Street,residential,,False,False,205.215,,,"LINESTRING (173.8032251 -35.4106332, 173.8031822 -35.4105707, 173.8029931 -35.4102598, 173.8021611 -35.4090043)"
89801889,,Recreation Road,residential,,False,False,225.393,,,"LINESTRING (173.8032251 -35.4106332, 173.8053612 -35.4096913, 173.8054132 -35.4096697)"
89801886,,De Merle Street,residential,,False,False,119.728,,,"LINESTRING (173.8000679 -35.4034831, 173.8011829 -35.4029057)"
89801893,,Wihongi Street,residential,,False,False,150.435,,,"LINESTRING (173.8000679 -35.4034831, 173.8000994 -35.4035301, 173.8003228 -35.4038135, 173.8009271 -35.4046404)"
89801893,,Wihongi Street,residential,,False,True,108.878,,,"LINESTRING (173.8000679 -35.4034831, 173.8000323 -35.4034339, 173.7998796 -35.4032549, 173.7994033 -35.4026676)"
138360350,SH 12;SH 15,Broadway,primary,50,False,False,48.324,,,"LINESTRING (173.8052485 -35.4049059, 173.8047978 -35.4051381)"
89801904,,Hongi Street,residential,50,False,True,117.056,,-1,"LINESTRING (173.8052485 -35.4049059, 173.8052182 -35.4048633, 173.804567 -35.4040117)"
"[1191961166, 1191961165, 138360350]",SH 12;SH 15,Broadway,primary,50,False,True,329.187,yes,2,"LINESTRING (173.8052485 -35.4049059, 173.8061173 -35.404451, 173.8062869 -35.4043622, 173.8064671 -35.4042513, 173.8066243 -35.4041415, 173.8072462 -35.4036825, 173.8073243 -35.4036235, 173.8080687 -35.4030556)"
89801886,,De Merle Street,residential,,False,True,119.728,,,"LINESTRING (173.8011829 -35.4029057, 173.8000679 -35.4034831)"
89801895,,Ripi Street,residential,,False,False,155.40499999999997,,,"LINESTRING (173.8011829 -35.4029057, 173.8012339 -35.4029681, 173.8018427 -35.4041034, 173.801889 -35.404178)"
89801893,,Wihongi Street,residential,,False,False,118.283,,,"LINESTRING (173.8009271 -35.4046404, 173.8015927 -35.4055554)"
89801897,,Heke Street,residential,,False,False,101.213,,,"LINESTRING (173.8009271 -35.4046404, 173.801889 -35.404178)"
89801893,,Wihongi Street,residential,,False,True,150.435,,,"LINESTRING (173.8009271 -35.4046404, 173.8003228 -35.4038135, 173.8000994 -35.4035301, 173.8000679 -35.4034831)"
435243511,SH 12,Broadway,primary,50,False,False,27.391,,,"LINESTRING (173.8011978 -35.4069631, 173.8009417 -35.4070939)"
435243511,SH 12,Broadway,primary,50,False,True,109.485,,,"LINESTRING (173.8011978 -35.4069631, 173.8022253 -35.4064453)"
89801884,,Sydney Street,residential,,False,False,221.995,,,"LINESTRING (173.8060537 -35.4025144, 173.8056785 -35.4031152, 173.805645 -35.4032133, 173.8054693 -35.4034894, 173.8054392 -35.403533, 173.8053957 -35.4035721, 173.8053301 -35.4036109, 173.8046262 -35.4039706, 173.804567 -35.4040117)"
89801893,,Wihongi Street,residential,,False,True,118.283,,,"LINESTRING (173.8015927 -35.4055554, 173.8009271 -35.4046404)"
89801893,,Wihongi Street,residential,,False,False,114.37,,,"LINESTRING (173.8015927 -35.4055554, 173.8019036 -35.4060048, 173.8021933 -35.4064015, 173.8022253 -35.4064453)"
89801896,,Sydney Street,residential,,False,False,319.68300000000005,,,"LINESTRING (173.8015927 -35.4055554, 173.8027842 -35.404974, 173.8045131 -35.4040465, 173.804567 -35.4040117)"
89801904,,Hongi Street,residential,50,False,True,111.676,,-1,"LINESTRING (173.804567 -35.4040117, 173.8039043 -35.403165)"
89801884,,Sydney Street,residential,,False,True,221.995,,,"LINESTRING (173.804567 -35.4040117, 173.8046262 -35.4039706, 173.8053301 -35.4036109, 173.8053957 -35.4035721, 173.8054392 -35.403533, 173.8054693 -35.4034894, 173.805645 -35.4032133, 173.8056785 -35.4031152, 173.8060537 -35.4025144)"
89801896,,Sydney Street,residential,,False,True,319.683,,,"LINESTRING (173.804567 -35.4040117, 173.8045131 -35.4040465, 173.8027842 -35.404974, 173.8015927 -35.4055554)"
89801904,,Hongi Street,residential,50,False,False,117.056,,-1,"LINESTRING (173.804567 -35.4040117, 173.8052182 -35.4048633, 173.8052485 -35.4049059)"
89801893,,Wihongi Street,residential,,False,False,108.878,,,"LINESTRING (173.7994033 -35.4026676, 173.7998796 -35.4032549, 173.8000323 -35.4034339, 173.8000679 -35.4034831)"
