osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,junction
"[792425884, 16948619, 1031042260, 792425885]","['2', '3']",Stanley Street,tertiary,40,False,False,69.3,yes,"LINESTRING (168.6614776 -45.030169, 168.6613413 -45.030077, 168.6611332 -45.0299304, 168.6610088 -45.0298535, 168.6609305 -45.0298162, 168.6608423 -45.0297992, 168.660794 -45.029797)",,
385509795,3,Shotover Street,secondary,50,False,False,55.333,,"LINESTRING (168.6614776 -45.030169, 168.6612847 -45.0303001, 168.6609828 -45.0305229)",,
"[1031042256, 418043619, 1031042259]","['2', '3']",Stanley Street,trunk,50,False,True,137.486,,"LINESTRING (168.6614776 -45.030169, 168.6616384 -45.0302843, 168.6622131 -45.0306843, 168.6623824 -45.0308052, 168.662594 -45.0309563, 168.6627152 -45.0310429)",SH 6A,
"[24855619, 1031042261]",2,"['Gorge Road', 'Shotover Street']",secondary,40,False,False,94.478,,"LINESTRING (168.6614776 -45.030169, 168.6615671 -45.030098, 168.6616213 -45.0300582, 168.661975 -45.029805, 168.6620186 -45.0297654, 168.6620509 -45.029725, 168.6620661 -45.0296877, 168.6620737 -45.0296409, 168.6620732 -45.0295966, 168.6620695 -45.0295436, 168.6620503 -45.0294814)",,
"[1184810218, 24855651]","['1', '2']",Shotover Street,secondary,"['40', '50']",False,"[False, True]",214.833,,"LINESTRING (168.6574682 -45.0331335, 168.6574687 -45.0331038, 168.6574622 -45.0330765, 168.6574468 -45.033047, 168.6574111 -45.0330088, 168.657373 -45.0329601, 168.6573553 -45.0329274, 168.6573453 -45.0328956, 168.6573445 -45.0328596, 168.6573553 -45.0328266, 168.657376 -45.032789, 168.6574906 -45.0326655, 168.6575473 -45.0326123, 168.6576199 -45.0325576, 168.6576817 -45.0325182, 168.6577901 -45.0324611, 168.65794 -45.0323894, 168.6580721 -45.0323248, 168.6589753 -45.031868, 168.6590835 -45.0318134)",SH6A,
46581865,2,Beach Street,secondary,40,False,False,83.953,,"LINESTRING (168.6574682 -45.0331335, 168.6574589 -45.0331593, 168.6574446 -45.0331809, 168.6574167 -45.0332091, 168.6573708 -45.0332392, 168.6572753 -45.0332912, 168.6566643 -45.0336166)",,
24855518,2,Memorial Street,tertiary,40,False,True,98.35900000000001,,"LINESTRING (168.6598261 -45.0303309, 168.6598658 -45.0303026, 168.6599789 -45.0302222, 168.6604301 -45.0299236, 168.6605798 -45.0298352, 168.6606918 -45.0298089, 168.660794 -45.029797)",,
819250273,,,tertiary,,True,False,10.07,,"LINESTRING (168.6598261 -45.0303309, 168.6598411 -45.0303456, 168.659849 -45.0303628, 168.6598492 -45.0303777, 168.6598492 -45.030381, 168.6598416 -45.0303983, 168.659827 -45.0304131)",,roundabout
30471310,2,Isle Street,unclassified,40,False,False,122.217,,"LINESTRING (168.6590191 -45.0297874, 168.6589462 -45.0297948, 168.6588794 -45.0298199, 168.6588217 -45.0298472, 168.6577407 -45.0304026)",,
385509787,2,Camp Street,residential,40,False,True,82.147,,"LINESTRING (168.6590191 -45.0297874, 168.6590354 -45.0298317, 168.6590638 -45.0298761, 168.6591009 -45.0299146, 168.6595742 -45.0302369, 168.6596795 -45.0303056, 168.6597127 -45.0303272)",,
30472800,2,Frankton Road,unclassified,40,False,True,89.91699999999999,,"LINESTRING (168.6668345 -45.033971, 168.6668068 -45.0340035, 168.6667906 -45.0340178, 168.6667658 -45.0340288, 168.666734 -45.0340397, 168.6667003 -45.0340479, 168.6662587 -45.0341257, 168.6660923 -45.0341534, 168.6660369 -45.0341624, 168.6659853 -45.0341694, 168.6659373 -45.034174, 168.6658761 -45.0341782, 168.6657573 -45.034183)",,
202081256,2,Frankton Road,trunk,50,False,True,35.113,,"LINESTRING (168.6668345 -45.033971, 168.6668713 -45.0339792, 168.6669065 -45.0339833, 168.6669401 -45.0339848, 168.6669798 -45.033983, 168.6670196 -45.0339787, 168.6672708 -45.0339345)",SH 6A,
"[1031042253, 1031042255]","['2', '3']",Stanley Street,trunk,50,False,False,149.968,,"LINESTRING (168.6668345 -45.033971, 168.6667881 -45.0339516, 168.666747 -45.033931, 168.6667179 -45.0339134, 168.6666861 -45.0338923, 168.6666327 -45.033856, 168.6661631 -45.0335216, 168.6660979 -45.0334752, 168.6656788 -45.0331752, 168.6654734 -45.0330281)",SH 6A,
24855619,2,Gorge Road,secondary,40,False,False,25.282,,"LINESTRING (168.6620503 -45.0294814, 168.6620088 -45.0293925, 168.6619525 -45.0292648)",,
"[24855619, 1031042261]",2,"['Gorge Road', 'Shotover Street']",secondary,40,False,True,94.47800000000001,,"LINESTRING (168.6620503 -45.0294814, 168.6620695 -45.0295436, 168.6620732 -45.0295966, 168.6620737 -45.0296409, 168.6620661 -45.0296877, 168.6620509 -45.029725, 168.6620186 -45.0297654, 168.661975 -45.029805, 168.6616213 -45.0300582, 168.6615671 -45.030098, 168.6614776 -45.030169)",,
30471677,2,Brecon Street,unclassified,40,False,True,87.799,,"LINESTRING (168.658397 -45.0310416, 168.6577407 -45.0304026)",,
24855514,2,Man Street,residential,40,False,False,189.695,,"LINESTRING (168.658397 -45.0310416, 168.6583622 -45.0310589, 168.6564241 -45.0320246)",,
819250272,2,Man Street,residential,40,False,True,124.283,,"LINESTRING (168.658397 -45.0310416, 168.6585065 -45.0309881, 168.6585684 -45.0309579, 168.6596657 -45.0304219, 168.659698 -45.0304061)",,
1108062466,2,Man Street,residential,40,False,True,85.917,,"LINESTRING (168.6555311 -45.0324704, 168.6564241 -45.0320246)",,
30471311,2,Lake Street,unclassified,40,False,False,155.49099999999999,,"LINESTRING (168.6555311 -45.0324704, 168.6560955 -45.0330524, 168.6564661 -45.0334134, 168.6566175 -45.0335681, 168.6566643 -45.0336166)",,
997822218,1,Brunswick Street,residential,40,True,False,42.58,,"LINESTRING (168.6555505 -45.0340016, 168.6557049 -45.0339864, 168.6557537 -45.0339813, 168.6558019 -45.0339754, 168.65583 -45.0339715, 168.6558591 -45.0339672, 168.6558982 -45.0339612, 168.6559549 -45.033952, 168.6560042 -45.0339435, 168.6560823 -45.0339299)",,
24855518,2,Memorial Street,tertiary,40,False,False,98.359,,"LINESTRING (168.660794 -45.029797, 168.6606918 -45.0298089, 168.6605798 -45.0298352, 168.6604301 -45.0299236, 168.6599789 -45.0302222, 168.6598658 -45.0303026, 168.6598261 -45.0303309)",,
"[792425888, 30471874, 792425887]",,Templeton Way,unclassified,,False,True,139.019,yes,"LINESTRING (168.660794 -45.029797, 168.6610126 -45.0295628, 168.66107 -45.0294774, 168.6610947 -45.0294222, 168.6610941 -45.0293726, 168.6611613 -45.0290167, 168.6611776 -45.0289266, 168.6611938 -45.0289133, 168.6612859 -45.028884, 168.661403 -45.0288549, 168.6614567 -45.0288318, 168.6614911 -45.0288044, 168.661489 -45.0287444)",,
"[16948619, 1031042260, 792425884, 792425885]","['2', '3']",Stanley Street,tertiary,40,False,True,69.3,yes,"LINESTRING (168.660794 -45.029797, 168.6608423 -45.0297992, 168.6609305 -45.0298162, 168.6610088 -45.0298535, 168.6611332 -45.0299304, 168.6613413 -45.030077, 168.6614776 -45.030169)",,
24855619,2,Gorge Road,secondary,40,False,True,130.10500000000002,,"LINESTRING (168.6615302 -45.0281373, 168.661537 -45.028226, 168.6615484 -45.0283048, 168.661574 -45.0283907, 168.6616182 -45.0284868, 168.6617483 -45.0287752, 168.6617786 -45.0288382, 168.6619525 -45.0292648)",,
16948612,,Beach Street,living_street,40,True,False,198.189,,"LINESTRING (168.6595159 -45.0321255, 168.6589908 -45.0324068, 168.6589534 -45.0324274, 168.6589078 -45.0324526, 168.6588497 -45.0324845, 168.6587722 -45.0325265, 168.6587603 -45.0325327, 168.6587015 -45.0325632, 168.6584416 -45.0326933, 168.6580833 -45.0329064, 168.6577551 -45.0330739, 168.6577177 -45.0330911, 168.6576756 -45.0331092, 168.6576359 -45.033123, 168.657602 -45.0331292, 168.6575658 -45.0331322, 168.6575217 -45.0331333, 168.6574682 -45.0331335)",,
"[444984612, 16948615]",,"['Marine Parade', 'Rees Street']",living_street,40,True,False,195.214,,"LINESTRING (168.6595159 -45.0321255, 168.6595371 -45.0321369, 168.6602929 -45.032607, 168.6603216 -45.0326273, 168.6603389 -45.0326448, 168.6603467 -45.032661, 168.6603503 -45.0326781, 168.6603491 -45.0326954, 168.6603426 -45.0327119, 168.6603272 -45.03274, 168.6603204 -45.032761, 168.6603246 -45.0327832, 168.6603334 -45.0328011, 168.6603467 -45.0328149, 168.6609266 -45.0332175, 168.6609469 -45.0332274, 168.6609693 -45.0332331, 168.660993 -45.0332334, 168.6610138 -45.0332282, 168.6610975 -45.0331888, 168.6611919 -45.033137)",,
997822221,2,Lake Esplanade,secondary,40,False,True,22.367,,"LINESTRING (168.6556669 -45.0341721, 168.6557161 -45.0341452, 168.6557631 -45.0341184, 168.655887 -45.0340446)",,
997822222,1,Brunswick Street,residential,40,True,False,18.945,,"LINESTRING (168.6556669 -45.0341721, 168.6556674 -45.0341446, 168.6556658 -45.0341179, 168.6556617 -45.0340953, 168.6556555 -45.0340765, 168.6556462 -45.0340577, 168.6556356 -45.0340426, 168.6556219 -45.0340275, 168.6556048 -45.0340124)",,
1108062466,2,Man Street,residential,40,False,False,85.917,,"LINESTRING (168.6564241 -45.0320246, 168.6555311 -45.0324704)",,
24855514,2,Man Street,residential,40,False,True,189.695,,"LINESTRING (168.6564241 -45.0320246, 168.6583622 -45.0310589, 168.658397 -45.0310416)",,
30471309,2,Hay Street,unclassified,40,False,False,62.241,,"LINESTRING (168.6564241 -45.0320246, 168.6565264 -45.0320781, 168.656896 -45.0324686)",,
"[221210825, 30471309]",2,"['Isle Street', 'Hay Street']",unclassified,40,False,True,271.689,,"LINESTRING (168.6564241 -45.0320246, 168.6558703 -45.0313729, 168.6573743 -45.0306109, 168.6575185 -45.0304516, 168.6575977 -45.030274)",,
30471311,2,Lake Street,unclassified,40,False,True,155.49099999999999,,"LINESTRING (168.6566643 -45.0336166, 168.6566175 -45.0335681, 168.6564661 -45.0334134, 168.6560955 -45.0330524, 168.6555311 -45.0324704)",,
46581865,2,Beach Street,secondary,40,False,False,57.495,,"LINESTRING (168.6566643 -45.0336166, 168.6563631 -45.0337762, 168.6562785 -45.0338214, 168.6561979 -45.0338651, 168.6561355 -45.0339004, 168.6560823 -45.0339299)",,
46581865,2,Beach Street,secondary,40,False,True,83.95299999999999,,"LINESTRING (168.6566643 -45.0336166, 168.6572753 -45.0332912, 168.6573708 -45.0332392, 168.6574167 -45.0332091, 168.6574446 -45.0331809, 168.6574589 -45.0331593, 168.6574682 -45.0331335)",,
"[30471329, 545007013]",,"['Cow Lane', 'Beach Street']","['unclassified', 'living_street']",40,True,False,200.46400000000003,,"LINESTRING (168.6613476 -45.0314829, 168.6602983 -45.032198, 168.6598712 -45.0318921, 168.6595719 -45.0320856, 168.6595579 -45.0320947, 168.6595159 -45.0321255)",,
"[202610304, 392380841]",2,Camp Street,residential,40,False,False,89.97999999999999,,"LINESTRING (168.6613476 -45.0314829, 168.661103 -45.0313096, 168.6610528 -45.0312787, 168.6609609 -45.0312141, 168.660582 -45.0309323, 168.6605472 -45.0309046)",,
202610304,2,Camp Street,residential,40,False,True,39.788,,"LINESTRING (168.6613476 -45.0314829, 168.661368 -45.0314962, 168.6613979 -45.0315156, 168.6615723 -45.0316384, 168.6615927 -45.0316526, 168.6616212 -45.0316725, 168.6617132 -45.0317303)",,
30486618,2,Brecon Street,unclassified,40,False,True,27.527,,"LINESTRING (168.6589404 -45.031608, 168.658789 -45.0314506, 168.6587434 -45.0314033)",,
1184810219,,,unclassified,,False,False,25.458000000000002,,"LINESTRING (168.6589404 -45.031608, 168.659051 -45.0317668, 168.6590835 -45.0318134)",,
30471677,2,Brecon Street,unclassified,40,False,False,87.799,,"LINESTRING (168.6577407 -45.0304026, 168.658397 -45.0310416)",,
30471677,2,Brecon Street,unclassified,40,False,True,18.187,,"LINESTRING (168.6577407 -45.0304026, 168.6575977 -45.030274)",,
30471310,2,Isle Street,unclassified,40,False,True,122.217,,"LINESTRING (168.6577407 -45.0304026, 168.6588217 -45.0298472, 168.6588794 -45.0298199, 168.6589462 -45.0297948, 168.6590191 -45.0297874)",,
30471677,2,Brecon Street,unclassified,40,False,False,7.34,,"LINESTRING (168.6575426 -45.0302207, 168.6575977 -45.030274)",,
30471421,,Cemetery Road,unclassified,,False,True,208.43900000000002,,"LINESTRING (168.6575426 -45.0302207, 168.6565876 -45.0304487, 168.6563582 -45.030399, 168.6560824 -45.0301266, 168.6559734 -45.0300984, 168.6556609 -45.0302034, 168.6554136 -45.030325, 168.6553222 -45.0304239)",,
30471677,2,Brecon Street,unclassified,40,False,True,193.84299999999996,,"LINESTRING (168.6575426 -45.0302207, 168.6574263 -45.0301233, 168.6568719 -45.0296435, 168.6564589 -45.0292724, 168.6563706 -45.0291342, 168.6562647 -45.0289399, 168.6561758 -45.028788)",,
30471677,2,Brecon Street,unclassified,40,False,False,193.843,,"LINESTRING (168.6561758 -45.028788, 168.6562647 -45.0289399, 168.6563706 -45.0291342, 168.6564589 -45.0292724, 168.6568719 -45.0296435, 168.6574263 -45.0301233, 168.6575426 -45.0302207)",,
30471421,,Cemetery Road,unclassified,,False,False,208.439,,"LINESTRING (168.6553222 -45.0304239, 168.6554136 -45.030325, 168.6556609 -45.0302034, 168.6559734 -45.0300984, 168.6560824 -45.0301266, 168.6563582 -45.030399, 168.6565876 -45.0304487, 168.6575426 -45.0302207)",,
30471769,2,Hallenstein Street,tertiary,40,False,False,116.06700000000001,,"LINESTRING (168.6631974 -45.0284006, 168.6632227 -45.0284592, 168.6632741 -45.0285787, 168.6637949 -45.0289736, 168.6640181 -45.0291265, 168.6640679 -45.0292181)",,
30471837,2,Anderson Heights,residential,40,False,True,146.867,,"LINESTRING (168.6631974 -45.0284006, 168.6637359 -45.0279942, 168.6638769 -45.0278863, 168.6639616 -45.0278738, 168.6640276 -45.0278807, 168.6640985 -45.0278459, 168.6640946 -45.0278118, 168.6640719 -45.0277791, 168.6640473 -45.0277387, 168.6640848 -45.027699, 168.6641626 -45.0276976, 168.6642473 -45.0277171, 168.6642916 -45.0277485, 168.6644206 -45.0278313)",,
30471770,2,Malaghan Street,residential,40,False,False,95.374,,"LINESTRING (168.6640679 -45.0292181, 168.663239 -45.0298446)",,
30471770,2,Malaghan Street,residential,40,False,True,119.963,,"LINESTRING (168.6640679 -45.0292181, 168.6651732 -45.028474)",,
30471769,2,Hallenstein Street,tertiary,40,False,True,116.06700000000001,,"LINESTRING (168.6640679 -45.0292181, 168.6640181 -45.0291265, 168.6637949 -45.0289736, 168.6632741 -45.0285787, 168.6632227 -45.0284592, 168.6631974 -45.0284006)",,
404110546,2,Hallenstein Street,tertiary,40,False,True,77.268,,"LINESTRING (168.6640679 -45.0292181, 168.6640787 -45.0293377, 168.6641295 -45.0294491, 168.664231 -45.029551, 168.6645584 -45.029791)",,
30471770,2,Malaghan Street,residential,40,False,False,119.963,,"LINESTRING (168.6651732 -45.028474, 168.6640679 -45.0292181)",,
