osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,junction
166087771,Kauri Grove,residential,False,True,78.461,"LINESTRING (175.5042054 -36.7530407, 175.5039265 -36.7532519, 175.5035322 -36.7534942)",,,,
166087734,Albert Street,residential,False,False,44.359,"LINESTRING (175.5035322 -36.7534942, 175.5037233 -36.7537015, 175.5038352 -36.7538106)",50,,,
166087734,Albert Street,residential,False,True,38.984,"LINESTRING (175.5035322 -36.7534942, 175.50332 -36.7533, 175.5032403 -36.7532331)",50,,,
166087771,Kauri Grove,residential,False,False,78.461,"LINESTRING (175.5035322 -36.7534942, 175.5039265 -36.7532519, 175.5042054 -36.7530407)",,,,
166087754,Edward Street,residential,False,True,12.1,"LINESTRING (175.5054308 -36.7537435, 175.5052964 -36.7537592)",,,,
28748790,Rings Road,secondary,False,False,184.374,"LINESTRING (175.5038352 -36.7538106, 175.5022746 -36.7548996)",50,2,,
166087754,Edward Street,residential,False,False,11.075,"LINESTRING (175.5038352 -36.7538106, 175.503917 -36.7538856)",,,,
166087734,Albert Street,residential,False,True,44.359,"LINESTRING (175.5038352 -36.7538106, 175.5037233 -36.7537015, 175.5035322 -36.7534942)",50,,,
166087754,Edward Street,residential,False,False,123.693,"LINESTRING (175.503917 -36.7538856, 175.5052964 -36.7537592)",,,,
166087754,Edward Street,residential,False,True,11.075,"LINESTRING (175.503917 -36.7538856, 175.5038352 -36.7538106)",,,,
166087806,Albert Street,residential,False,True,73.787,"LINESTRING (175.503917 -36.7538856, 175.504484 -36.7543693)",50,,,
166087806,Albert Street,residential,False,False,73.787,"LINESTRING (175.504484 -36.7543693, 175.503917 -36.7538856)",50,,,
166087783,Pagitt Street,residential,False,False,100.211,"LINESTRING (175.504484 -36.7543693, 175.5052453 -36.7538439, 175.5052748 -36.7538122, 175.5052896 -36.7537917, 175.5052964 -36.7537592)",,,,
166087783,Pagitt Street,residential,False,True,189.153,"LINESTRING (175.504484 -36.7543693, 175.5030915 -36.7553299, 175.50287 -36.7554744)",,,,
166087800,Victoria Street,residential,False,False,79.934,"LINESTRING (175.5016533 -36.7543794, 175.5022388 -36.7549241)",,,,
166087802,Watt Street,residential,False,False,190.361,"LINESTRING (175.5016533 -36.7543794, 175.5032403 -36.7532331)",,,,
166087802,Watt Street,residential,False,True,149.998,"LINESTRING (175.5016533 -36.7543794, 175.5003798 -36.7552618)",,,,
166087794,Te Tiki Street,residential,False,False,80.076,"LINESTRING (175.4999375 -36.7546365, 175.5002103 -36.7550652, 175.5003798 -36.7552618)",,,,
166087794,Te Tiki Street,residential,False,False,78.987,"LINESTRING (175.5003798 -36.7552618, 175.5008715 -36.7558529)",,,,
166087802,Watt Street,residential,False,False,149.998,"LINESTRING (175.5003798 -36.7552618, 175.5016533 -36.7543794)",,,,
166087794,Te Tiki Street,residential,False,True,80.076,"LINESTRING (175.5003798 -36.7552618, 175.5002103 -36.7550652, 175.4999375 -36.7546365)",,,,
166087783,Pagitt Street,residential,False,False,189.153,"LINESTRING (175.50287 -36.7554744, 175.5030915 -36.7553299, 175.504484 -36.7543693)",,,,
166087799,Victoria Street,residential,False,False,147.13500000000002,"LINESTRING (175.50287 -36.7554744, 175.5032277 -36.7558148, 175.50332 -36.7559, 175.50338 -36.75596, 175.50346 -36.75609, 175.50352 -36.7562, 175.5035432 -36.7562503, 175.50358 -36.75633, 175.50363 -36.7565, 175.50364 -36.75661)",,,,
"[1238978971, 166087799]",Victoria Street,residential,False,True,83.059,"LINESTRING (175.50287 -36.7554744, 175.5024681 -36.7550864, 175.5022746 -36.7548996)",,2,,
166087794,Te Tiki Street,residential,False,True,78.987,"LINESTRING (175.5008715 -36.7558529, 175.5003798 -36.7552618)",,,,
28748790,Rings Road,secondary,False,True,159.718,"LINESTRING (175.5008715 -36.7558529, 175.5009079 -36.7558325, 175.5022388 -36.7549241)",50,2,,
166087769,Kapanga Road,secondary,False,False,294.113,"LINESTRING (175.5008715 -36.7558529, 175.5000092 -36.7562884, 175.4998195 -36.7563842, 175.4996906 -36.7564493, 175.4988277 -36.756885, 175.4987129 -36.7569469, 175.4986194 -36.7570231, 175.4985532 -36.7571009, 175.4984425 -36.7572898, 175.4984045 -36.7573758, 175.4983909 -36.7574191, 175.4983749 -36.7574705)",,2,,
166087740,Allman Drive,residential,False,False,154.73,"LINESTRING (175.4959487 -36.7563744, 175.4960024 -36.7563335, 175.4961049 -36.7561626, 175.4961231 -36.7561449, 175.496166 -36.7561241, 175.4962259 -36.7561199, 175.4963404 -36.7561277, 175.4963826 -36.7561395, 175.4964176 -36.7561552, 175.496805 -36.7563854, 175.4969077 -36.7564259, 175.4970954 -36.7564871, 175.4972215 -36.7565338, 175.4973026 -36.7565639, 175.4973538 -36.7565885)",50,,,
166087740,Allman Drive,residential,False,False,136.71499999999997,"LINESTRING (175.4973538 -36.7565885, 175.4975333 -36.7567118, 175.4976513 -36.7568041, 175.4977539 -36.7568916, 175.4978533 -36.7569996, 175.4981035 -36.7573332, 175.4981402 -36.7573762, 175.4982052 -36.7574176, 175.4983172 -36.7574525, 175.4983749 -36.7574705)",50,,,
166087740,Allman Drive,residential,False,True,154.73,"LINESTRING (175.4973538 -36.7565885, 175.4973026 -36.7565639, 175.4972215 -36.7565338, 175.4970954 -36.7564871, 175.4969077 -36.7564259, 175.496805 -36.7563854, 175.4964176 -36.7561552, 175.4963826 -36.7561395, 175.4963404 -36.7561277, 175.4962259 -36.7561199, 175.496166 -36.7561241, 175.4961231 -36.7561449, 175.4961049 -36.7561626, 175.4960024 -36.7563335, 175.4959487 -36.7563744)",50,,,
166087752,Courthouse Lane,residential,False,True,95.189,"LINESTRING (175.4973538 -36.7565885, 175.4970418 -36.7566418, 175.4968123 -36.7566753, 175.4967239 -36.756695, 175.4966629 -36.7567133, 175.4964195 -36.7568137, 175.496336 -36.7568286)",,,,
166087762,Greenhills Drive,residential,False,False,209.40999999999997,"LINESTRING (175.50364 -36.75661, 175.50381 -36.75661, 175.5041 -36.75662, 175.5042491 -36.7566543, 175.5043369 -36.7566975, 175.504445 -36.7567695, 175.50451 -36.75684, 175.5045439 -36.7569352, 175.5045527 -36.7570385, 175.5045334 -36.7571473, 175.5042653 -36.7577779, 175.5042529 -36.7579063)",,,,
166087799,Victoria Street,residential,False,False,86.114,"LINESTRING (175.50364 -36.75661, 175.50364 -36.75678, 175.5036274 -36.756889, 175.5035921 -36.7570235, 175.5034399 -36.7573596)",,,,
166087799,Victoria Street,residential,False,True,147.135,"LINESTRING (175.50364 -36.75661, 175.50363 -36.7565, 175.50358 -36.75633, 175.5035432 -36.7562503, 175.50352 -36.7562, 175.50346 -36.75609, 175.50338 -36.75596, 175.50332 -36.7559, 175.5032277 -36.7558148, 175.50287 -36.7554744)",,,,
166087752,Courthouse Lane,residential,False,False,95.189,"LINESTRING (175.496336 -36.7568286, 175.4964195 -36.7568137, 175.4966629 -36.7567133, 175.4967239 -36.756695, 175.4968123 -36.7566753, 175.4970418 -36.7566418, 175.4973538 -36.7565885)",,,,
166087778,Mary-Ellen Place,residential,False,False,84.62299999999999,"LINESTRING (175.5026874 -36.7569601, 175.5027911 -36.7571081, 175.5028456 -36.7571707, 175.5029538 -36.7572279, 175.5033765 -36.7573424, 175.5034399 -36.7573596)",,,,
166087761,Golden Shore Place,residential,False,False,193.07100000000003,"LINESTRING (175.5017952 -36.7570541, 175.5020185 -36.7577219, 175.5020803 -36.7578388, 175.5021241 -36.7578975, 175.5022096 -36.757975, 175.5022776 -36.758015, 175.5024049 -36.758072, 175.5030058 -36.7582136, 175.5030776 -36.7582305)",,,,
166087799,Victoria Street,residential,False,False,102.077,"LINESTRING (175.5034399 -36.7573596, 175.5030776 -36.7582305)",,,,
166087778,Mary-Ellen Place,residential,False,True,84.623,"LINESTRING (175.5034399 -36.7573596, 175.5033765 -36.7573424, 175.5029538 -36.7572279, 175.5028456 -36.7571707, 175.5027911 -36.7571081, 175.5026874 -36.7569601)",,,,
166087799,Victoria Street,residential,False,True,86.114,"LINESTRING (175.5034399 -36.7573596, 175.5035921 -36.7570235, 175.5036274 -36.756889, 175.50364 -36.75678, 175.50364 -36.75661)",,,,
166087740,Allman Drive,residential,False,True,136.715,"LINESTRING (175.4983749 -36.7574705, 175.4983172 -36.7574525, 175.4982052 -36.7574176, 175.4981402 -36.7573762, 175.4981035 -36.7573332, 175.4978533 -36.7569996, 175.4977539 -36.7568916, 175.4976513 -36.7568041, 175.4975333 -36.7567118, 175.4973538 -36.7565885)",50,,,
166087769,Kapanga Road,secondary,False,True,294.113,"LINESTRING (175.4983749 -36.7574705, 175.4983909 -36.7574191, 175.4984045 -36.7573758, 175.4984425 -36.7572898, 175.4985532 -36.7571009, 175.4986194 -36.7570231, 175.4987129 -36.7569469, 175.4988277 -36.756885, 175.4996906 -36.7564493, 175.4998195 -36.7563842, 175.5000092 -36.7562884, 175.5008715 -36.7558529)",,2,,
"[169914158, 169914151]",Kapanga Road,secondary,False,False,152.63799999999998,"LINESTRING (175.4983749 -36.7574705, 175.498331 -36.7576567, 175.498309 -36.7577914, 175.4983056 -36.7578848, 175.4983107 -36.7579619, 175.4983174 -36.758054, 175.4983394 -36.7582625, 175.4983453 -36.7583728, 175.4983394 -36.7584134, 175.4983225 -36.7584581, 175.4982321 -36.7586381, 175.498151 -36.7588094)",,2,yes,
166087762,Greenhills Drive,residential,False,True,4.379,"LINESTRING (175.504242 -36.7579447, 175.5042529 -36.7579063)",,,,
166087799,Victoria Street,residential,False,False,21.123,"LINESTRING (175.5030776 -36.7582305, 175.503 -36.75841)",,,,
