osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,lanes
20272418,McGlashen Avenue,residential,False,False,20.6,"LINESTRING (173.1830469 -41.3358458, 173.1831305 -41.335914, 173.183214 -41.3359821)",,,,
20699692,Richmond Deviation,trunk,True,False,136.326,"LINESTRING (173.1830469 -41.3358458, 173.1819249 -41.3365498, 173.181778 -41.336615)",SH 6,50,,
868220242,,trunk_link,True,False,113.809,"LINESTRING (173.1830469 -41.3358458, 173.1830739 -41.3357697, 173.1831323 -41.3357059, 173.1833075 -41.3356022, 173.1834986 -41.3355212, 173.1837004 -41.3354627, 173.1841761 -41.3353565)",,,,
818530495,,secondary,True,False,12.870999999999999,"LINESTRING (173.1882849 -41.342399, 173.188298 -41.34242, 173.1883024 -41.3424429, 173.1882978 -41.3424658, 173.1882846 -41.3424867, 173.188264 -41.3425039)",,,roundabout,
845520086,Salisbury Road,secondary,False,True,208.786,"LINESTRING (173.1882849 -41.342399, 173.1883369 -41.3423635, 173.1883842 -41.342336, 173.1885208 -41.3422597, 173.1886388 -41.3421894, 173.1887441 -41.3421248, 173.1902109 -41.3412017)",,,,
19278127,Queen Street,secondary,False,False,164.38000000000002,"LINESTRING (173.188128 -41.3423824, 173.188051 -41.3423098, 173.1879351 -41.3422104, 173.1877912 -41.3420828, 173.1876892 -41.3419924, 173.187369 -41.341701, 173.1872383 -41.3415811, 173.1869383 -41.3413066, 173.1868681 -41.3412465)",,30,,
818530493,,secondary,True,False,14.909999999999998,"LINESTRING (173.188128 -41.3423824, 173.1881531 -41.3423704, 173.1881817 -41.3423641, 173.1882115 -41.3423641, 173.1882401 -41.3423703, 173.1882652 -41.3423823, 173.1882849 -41.342399)",,,roundabout,
19138662,Wensley Road,residential,False,False,130.343,"LINESTRING (173.1867643 -41.3412415, 173.1866847 -41.3412908, 173.1860202 -41.3417115, 173.1859154 -41.3417772, 173.1856477 -41.3419469, 173.1855645 -41.3419912)",,50,,
813834003,,secondary,True,False,9.852,"LINESTRING (173.1867643 -41.3412415, 173.1867538 -41.341229, 173.1867482 -41.3412148, 173.1867479 -41.3412001, 173.186753 -41.3411858, 173.186763 -41.3411731, 173.1867772 -41.3411629)",,,roundabout,
19138660,,tertiary,True,False,13.648000000000001,"LINESTRING (173.1853856 -41.3420809, 173.1853736 -41.342058, 173.1853713 -41.3420335, 173.1853789 -41.3420097, 173.1853957 -41.3419886, 173.1854201 -41.3419723)",,,roundabout,
